#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
239,Erick Fedde,CHW,6,8,0,29,18,110,6.9,3.47,1.47,0.291,69.60%,,4.95,4.96,0.6
240,Andrew Kittredge,BAL,4,4,4,67,0,67,8.85,2.38,1.19,0.301,74.30%,,3.73,3.76,0.6
241,Griffin Canning,SDP,6,7,0,30,18,106,8.03,3.39,1.41,0.292,71.80%,,4.54,4.61,0.6
242,Bryan Baker,TBR,4,3,3,63,0,63,9.99,3.24,1.16,0.285,73.40%,,3.8,3.74,0.6
243,Cole Sands,MIN,4,4,2,68,0,68,8.9,2.79,1,0.295,71.10%,,3.92,3.69,0.6
244,JoJo Romero,STL,5,3,14,64,0,64,8.69,3.58,0.83,0.292,74.60%,,3.49,3.71,0.6
245,Connelly Early,BOS,3,3,0,27,5,48,9.22,3.28,0.95,0.296,72.30%,,3.8,3.77,0.5
246,Cody Bradford,TEX,4,4,0,36,8,71,7.65,2.15,1.38,0.285,69.90%,,4.36,4.24,0.5
247,Blake Treinen,LAD,5,4,1,58,0,58,10.02,3.34,1.1,0.298,73.10%,,3.94,3.76,0.5
248,A.J. Minter,NYM,4,3,2,52,0,52,10.09,3.12,1.03,0.286,75.10%,,3.42,3.51,0.5
249,Stephen Kolek,KCR,4,4,0,36,8,72,6.38,2.83,0.91,0.301,69.50%,,4.25,4.17,0.5
250,Alex Cobb,,2,2,0,6,6,34,7.48,2.94,0.95,0.306,72.20%,,3.99,3.92,0.5
251,Jimmy Herget,COL,3,3,2,77,0,77,8.22,2.88,1.33,0.303,69.80%,,4.57,4.38,0.5
252,J.T. Ginn,ATH,3,3,0,30,6,57,8.61,3.15,1.13,0.296,71.30%,,4.14,4.09,0.5
253,Jason Adam,SDP,4,3,1,61,0,61,9.5,3.37,0.96,0.281,73.20%,,3.52,3.77,0.5
254,Spencer Arrighetti,HOU,5,6,0,29,13,86,9.04,4.01,1.33,0.287,71.80%,,4.45,4.55,0.5
255,Justin Topa,MIN,3,3,6,63,0,63,7.41,2.92,0.83,0.307,70.40%,,4.03,3.85,0.5
256,Carlos Estévez,KCR,4,4,31,65,0,65,8.08,3.26,1.13,0.283,70.80%,,4.17,4.18,0.5
257,Bryan King,HOU,4,3,1,67,0,67,8.93,2.73,1.15,0.288,74.50%,,3.67,3.9,0.5
258,Caleb Thielbar,CHC,5,3,1,66,0,66,9.4,3.01,1.17,0.284,76.00%,,3.63,3.78,0.5
259,Carmen Mlodzinski,PIT,4,4,0,53,3,68,8,3.04,0.87,0.298,73.00%,,3.73,3.74,0.5
260,Kutter Crawford,BOS,5,5,0,56,6,86,8.39,2.59,1.37,0.288,70.90%,,4.31,4.23,0.5
261,Tony Santillan,CIN,3,3,4,70,0,70,9.39,4.05,1.16,0.289,71.90%,,4.27,4.27,0.5
262,Sean Newcomb,CHW,3,3,2,62,2,69,8.57,3.61,0.95,0.296,72.60%,,3.93,3.95,0.5
263,Jake Irvin,WSN,5,7,0,24,16,98,6.73,2.94,1.45,0.292,69.10%,,4.83,4.83,0.5
264,Yimi García,TOR,3,3,4,56,0,56,9.82,3.27,1.1,0.285,73.10%,,3.82,3.82,0.5
265,Tyler Anderson,LAA,5,7,0,18,18,98,6.92,3.59,1.48,0.288,70.70%,,4.87,5.05,0.5
266,Justin Wilson,,2,2,0,43,0,43,9.79,3.37,0.99,0.3,75.90%,,3.62,3.61,0.5
267,Steven Okert,HOU,3,3,0,64,0,64,10.27,3.27,1.31,0.281,74.30%,,3.85,3.99,0.4
268,Kirby Yates,LAA,3,4,4,56,0,56,10.7,4.24,1.1,0.289,72.70%,,3.92,3.92,0.4
269,Brooks Raley,NYM,3,3,1,62,0,62,8.79,3.2,0.92,0.289,71.50%,,3.8,3.83,0.4
270,Danny Coulombe,,2,2,0,46,0,46,8.88,3.31,0.98,0.292,74.30%,,3.66,3.77,0.4
271,Luke Weaver,NYM,4,3,4,67,0,67,9.75,2.98,1.27,0.291,72.80%,,4,3.9,0.4
272,Colin Rea,CHC,4,5,0,44,8,82,7.14,2.54,1.31,0.289,70.80%,,4.37,4.42,0.4
273,Shawn Armstrong,CLE,3,3,3,68,0,68,8.99,2.76,1.12,0.291,72.90%,,3.81,3.84,0.4
274,Taylor Rogers,MIN,4,3,20,61,0,61,9.52,4.02,1.11,0.298,72.60%,,4.13,4.17,0.4
275,Payton Tolle,BOS,3,2,0,29,5,48,9.32,2.89,1.26,0.292,72.60%,,4.03,3.94,0.4
276,Jordan Montgomery,TEX,3,3,0,18,6,49,7.39,2.89,1.23,0.296,71.20%,,4.37,4.33,0.4
277,Clayton Beeter,WSN,3,3,17,63,0,63,10.25,4.66,1.02,0.291,73.20%,,3.98,4.02,0.4
278,Victor Vodnik,COL,3,4,22,64,0,64,8.68,4.34,0.99,0.308,72.70%,,4.25,4.16,0.4
279,Yennier Cano,BAL,4,3,1,60,0,60,8.22,3.16,0.89,0.3,73.90%,,3.66,3.76,0.4
280,Tyler Kinley,ATL,4,3,0,63,0,63,10.01,3.83,1.14,0.291,72.90%,,4.02,3.95,0.4
281,Gabe Speier,SEA,4,2,0,58,0,58,10.35,2.77,1.01,0.287,74.60%,,3.34,3.37,0.4
282,Justin Sterner,ATH,3,3,8,65,0,65,9.03,3.32,1.29,0.287,72.80%,,4.15,4.28,0.4
283,Eduard Bazardo,SEA,3,3,1,68,0,68,9.19,3.03,1.04,0.284,73.90%,,3.63,3.73,0.4
284,Taijuan Walker,PHI,6,8,0,50,16,120,6.34,3.22,1.5,0.292,70.00%,,4.96,5.09,0.4
285,Drew Anderson,DET,4,4,0,55,3,70,10.01,3.29,1.14,0.296,72.70%,,3.93,3.8,0.4
286,Martín Pérez,ATL,2,3,0,8,8,45,6.9,3.42,1.15,0.301,71.10%,,4.53,4.51,0.4
287,Riley O'Brien,STL,3,3,16,63,0,63,9.33,4.02,0.8,0.294,72.70%,,3.71,3.83,0.4
288,Jakob Junis,TEX,3,3,1,65,0,65,7.84,2.35,1.12,0.292,70.00%,,4.08,3.95,0.4
289,Troy Melton,DET,3,3,0,37,5,57,8.02,2.67,1.23,0.29,72.40%,,4.07,4.1,0.4
290,Justin Slaten,BOS,4,4,0,61,0,61,8.56,3.18,1.07,0.295,71.70%,,3.99,3.92,0.4
291,Tyler Holton,DET,4,4,1,72,0,72,7.56,2.34,1.09,0.282,72.90%,,3.65,3.9,0.4
292,Kody Funderburk,MIN,4,4,3,65,0,65,8.57,3.72,0.83,0.3,72.50%,,3.86,3.89,0.4
293,Hunter Gaddis,CLE,3,3,3,66,0,66,8.78,2.88,1.2,0.284,73.30%,,3.87,4.04,0.4
294,Aaron Bummer,ATL,4,3,0,60,0,60,9.3,3.48,0.73,0.308,73.00%,,3.57,3.53,0.4
295,Marcus Stroman,,3,4,0,11,11,59,6.31,3.5,1.16,0.296,69.30%,,4.71,4.7,0.4
296,Charlie Morton,,3,4,0,10,10,52,8.92,4.12,1.27,0.3,71.00%,,4.62,4.61,0.4
297,John Schreiber,KCR,3,3,1,64,0,64,8.34,3.28,1.03,0.294,71.50%,,4.05,4.01,0.4
298,Tanner Banks,PHI,3,3,0,62,0,62,8.48,2.55,1.16,0.291,73.20%,,3.85,3.89,0.4
299,Josiah Gray,WSN,6,8,0,21,21,114,7.82,3.79,1.56,0.287,70.30%,,4.98,5.08,0.4
300,Caden Dana,LAA,5,7,0,16,16,86,7.92,3.94,1.47,0.29,69.60%,,4.99,4.96,0.4
301,Trevor McDonald,SFG,3,4,0,24,8,62,6.95,3,0.99,0.297,70.20%,,4.22,4.25,0.4
302,Aaron Ashby,MIL,4,3,1,64,0,64,9.42,4.41,0.78,0.296,73.50%,,3.72,3.81,0.4
303,Kyle Finnegan,DET,4,4,4,64,0,64,8.38,3.22,1.09,0.294,73.20%,,3.92,3.97,0.3
304,Mitchell Parker,WSN,3,5,0,34,6,63,6.81,3.07,1.23,0.294,70.20%,,4.56,4.49,0.3
305,Kenley Jansen,DET,4,3,23,60,0,60,9.04,3.24,1.28,0.28,71.90%,,4.11,4.14,0.3
306,Hayden Birdsong,SFG,3,4,0,26,8,58,8.93,4.3,1.15,0.289,71.30%,,4.41,4.44,0.3
307,Gavin Stone,LAD,2,2,0,19,5,40,7.95,2.96,1.3,0.292,70.40%,,4.43,4.31,0.3
308,Mason Englert,TBR,3,2,1,60,0,60,8.4,2.63,1.17,0.291,71.60%,,3.99,3.95,0.3
309,Keegan Akin,BAL,4,3,3,66,0,66,9.18,3.15,1.25,0.29,74.50%,,3.93,4.03,0.3
310,Kyle Hurt,LAD,3,2,0,25,5,44,9.41,4.19,1.2,0.292,71.50%,,4.37,4.33,0.3
311,Drew Thorpe,CHW,2,3,0,8,8,43,6.84,3.25,1.44,0.29,70.40%,,4.82,4.83,0.3
312,Jonah Tong,NYM,2,2,0,13,3,26,10.27,3.71,1.04,0.289,74.10%,,3.71,3.66,0.3
313,Dietrich Enns,BAL,3,3,0,62,0,62,8.15,2.69,1.13,0.306,74.00%,,3.96,3.97,0.3
314,Tyler Rogers,TOR,5,3,2,74,0,74,6.14,2.14,0.98,0.292,71.70%,,3.86,4.03,0.3
315,Jovani Morán,BOS,3,2,0,56,0,56,9.75,3.93,0.88,0.298,74.10%,,3.74,3.64,0.3
316,Clarke Schmidt,NYY,2,2,0,17,3,32,8.83,3.04,1.17,0.286,72.40%,,3.99,4.05,0.3
317,Andrew Nardi,MIA,3,3,0,56,0,56,10.7,3.8,1.07,0.292,75.10%,,3.71,3.7,0.3
318,José Urquidy,PIT,5,7,0,33,15,95,6.57,2.67,1.46,0.289,68.60%,,4.88,4.79,0.3
319,Erik Miller,SFG,4,3,4,62,0,62,9.8,4.81,0.77,0.292,74.70%,,3.6,3.8,0.3
320,Phil Maton,CHC,4,3,4,65,0,65,9.31,3.53,1,0.281,72.30%,,3.76,3.98,0.3
321,Quinn Mathews,STL,2,3,0,8,8,40,8.16,4.59,1.06,0.291,72.60%,,4.31,4.52,0.3
322,Connor Prielipp,MIN,3,3,0,43,3,56,8.41,3.31,1,0.299,72.20%,,4.03,3.99,0.3
323,Mason Montgomery,PIT,3,3,2,60,0,60,9.39,3.65,1.03,0.294,73.50%,,3.87,3.89,0.3
324,Tanner Gordon,COL,3,4,0,30,6,57,6.52,2.05,1.69,0.306,68.00%,,5.25,4.9,0.3
325,Ben Brown,CHC,3,3,0,42,2,49,9.97,2.94,1.06,0.29,72.10%,,3.75,3.53,0.3
326,Calvin Faucher,MIA,3,4,5,64,0,64,8.96,3.95,1,0.299,73.40%,,4,4.02,0.3
327,Ryan Bergert,KCR,2,3,0,28,8,60,7.48,3.65,1.26,0.292,70.50%,,4.64,4.61,0.3
328,Greg Weissert,BOS,4,4,1,65,0,65,8.11,3.21,1.11,0.297,71.60%,,4.21,4.14,0.3
329,Angel Zerpa,MIL,3,3,0,60,0,60,8.52,2.98,0.99,0.292,74.40%,,3.61,3.79,0.3
330,Justin Wrobleski,LAD,3,3,0,40,3,56,8.3,2.98,1.27,0.291,71.80%,,4.23,4.23,0.3
331,Tommy Nance,TOR,3,3,0,58,0,58,8.51,2.79,1.02,0.299,73.00%,,3.78,3.81,0.3
332,Julian Fernández,WSN,3,3,2,59,0,59,8.99,3.2,1.13,0.292,72.80%,,3.96,3.94,0.3
333,Jordan Wicks,CHC,2,2,0,18,3,31,8.03,2.78,1.13,0.292,73.20%,,3.9,4,0.3
334,Brock Burke,CIN,4,3,1,62,0,62,8.38,2.98,1.23,0.292,72.20%,,4.17,4.15,0.3
335,Paul Blackburn,NYY,3,4,0,59,2,66,7.5,2.76,1.27,0.292,70.10%,,4.42,4.34,0.3
336,Juan Mejia,COL,3,4,3,66,0,66,9.24,4.17,1.16,0.303,70.10%,,4.56,4.42,0.3
337,Pierce Johnson,CIN,3,3,1,61,0,61,9.94,3.67,1.3,0.299,73.10%,,4.25,4.11,0.2
338,Thomas White,MIA,1,1,0,5,5,24,8.9,4.36,1.08,0.291,72.60%,,4.22,4.36,0.2
339,Mike Vasil,CHW,4,5,1,76,3,93,7.24,3.59,1.1,0.291,71.10%,,4.34,4.49,0.2
340,Keider Montero,DET,3,4,0,41,5,63,7.53,3.04,1.28,0.29,71.20%,,4.38,4.45,0.2
341,Brusdar Graterol,LAD,3,1,0,46,0,46,7.7,2.51,0.85,0.292,72.80%,,3.54,3.57,0.2
342,Nick Mears,KCR,3,4,0,60,0,60,8.64,3.54,1.02,0.295,71.30%,,4.12,3.96,0.2
343,Jordan Romano,LAA,3,4,1,57,0,57,9.66,3.41,1.27,0.293,71.10%,,4.24,4.14,0.2
344,Justin Lawrence,PIT,3,4,1,58,0,58,9.1,4.33,0.8,0.3,71.70%,,3.95,3.98,0.2
345,Tobias Myers,NYM,4,4,0,61,3,75,7.58,2.64,1.25,0.289,72.30%,,4.17,4.25,0.2
346,Anthony Bender,MIA,4,3,1,61,0,61,8.56,3.51,0.97,0.296,72.00%,,3.91,3.96,0.2
347,Ty Johnson,TBR,1,1,0,3,3,17,8.88,3.26,1.21,0.287,70.80%,,4.22,4.22,0.2
348,Spencer Turnbull,,2,2,0,6,6,33,6.61,3.71,1.19,0.296,68.50%,,4.9,4.84,0.2
349,Matt Svanson,STL,3,3,6,65,0,65,8.2,3.28,0.96,0.292,73.30%,,3.8,4,0.2
350,Ryne Stanek,STL,4,4,2,60,0,60,9.15,4.26,1.05,0.289,73.10%,,4.07,4.12,0.2
351,Dauri Moreta,,2,2,0,34,0,34,10.09,3.91,1.1,0.286,73.60%,,3.87,3.94,0.2
352,Luis García,NYM,3,3,0,60,0,60,8.15,3.51,0.83,0.301,71.80%,,3.91,3.85,0.2
353,Brant Hurter,DET,3,3,0,55,0,55,7.95,2.64,0.95,0.293,72.20%,,3.76,3.87,0.2
354,Jack Dreyer,LAD,3,2,0,54,0,54,8.96,3.45,1.25,0.285,72.20%,,4.13,4.18,0.2
355,Joey Wentz,ATL,3,3,0,36,3,51,8.81,3.65,1.16,0.301,71.10%,,4.41,4.16,0.2
356,PJ Poulin,WSN,4,4,2,61,0,61,8.67,3.79,1.05,0.295,72.60%,,4.09,4.15,0.2
357,Eric Orze,MIN,3,3,0,56,0,56,8.9,4.04,1.03,0.294,72.80%,,4.09,4.13,0.2
358,Brad Keller,PHI,4,4,2,68,0,68,8.1,3.53,1.13,0.294,72.00%,,4.2,4.28,0.2
359,Emerson Hancock,SEA,4,4,0,48,6,76,7.15,2.86,1.27,0.285,70.90%,,4.35,4.49,0.2
360,Brendon Little,TOR,3,3,0,54,0,54,9.74,4.79,0.79,0.294,75.50%,,3.57,3.85,0.2
361,River Ryan,LAD,2,2,0,14,6,39,7.41,3.7,1.36,0.292,70.00%,,4.78,4.85,0.2
362,Ryan Gusto,MIA,3,4,0,43,3,57,7.67,3.13,1.25,0.294,71.30%,,4.42,4.4,0.2
363,Caleb Ferguson,CIN,3,3,0,58,0,58,8.61,3.52,1,0.296,70.10%,,4.21,4.09,0.2
364,Gage Jump,ATH,1,1,0,3,3,16,7.8,3.06,1.23,0.293,71.30%,,4.31,4.32,0.2
365,Scott Barlow,ATH,3,3,2,54,0,54,9.64,4.58,1.05,0.293,71.80%,,4.25,4.21,0.2
366,Brenan Hanifee,DET,3,3,0,58,0,58,6.62,2.44,0.91,0.298,71.80%,,3.91,3.92,0.2
367,Tyler Wells,BAL,4,4,0,57,3,71,8.04,2.27,1.58,0.281,71.80%,,4.36,4.48,0.2
368,Bennett Sousa,HOU,3,2,0,50,0,50,9.95,3.32,1.12,0.29,76.30%,,3.57,3.73,0.2
369,Jake Bird,NYY,3,2,0,53,0,53,9.56,3.79,0.95,0.289,71.30%,,3.92,3.91,0.2
370,Ryan Thompson,ARI,4,3,1,64,0,64,7.29,2.76,0.94,0.3,73.30%,,3.81,3.92,0.2
371,Jason Alexander,HOU,2,3,0,29,5,50,6.87,2.94,1.28,0.297,71.10%,,4.48,4.59,0.2
372,Yoendrys Gómez,TBR,3,3,0,47,3,60,8.96,3.66,1.3,0.284,71.80%,,4.32,4.41,0.2
373,Bailey Falter,KCR,4,4,0,53,5,73,6.71,2.92,1.32,0.287,70.10%,,4.57,4.6,0.2
374,George Klassen,LAA,2,2,0,15,3,28,8.32,3.75,1.21,0.295,71.00%,,4.49,4.43,0.2
375,Blade Tidwell,SFG,2,3,0,27,3,42,7.92,3.49,1.16,0.291,71.80%,,4.29,4.35,0.2
376,Tanner McDougal,CHW,2,2,0,19,5,38,7.8,4.26,1.24,0.294,70.60%,,4.75,4.79,0.2
377,Mason Barnett,ATH,2,2,0,29,3,43,7.69,3.72,1.2,0.292,70.10%,,4.6,4.56,0.2
378,Jalen Beeks,,3,2,0,40,0,40,8.03,3.48,0.96,0.295,74.30%,,3.79,4.04,0.2
379,Hoby Milner,CHC,3,2,0,60,0,60,7.56,2.73,0.98,0.296,71.80%,,3.91,3.92,0.2
380,Carson Whisenhunt,SFG,2,2,0,15,3,29,7.2,3.07,1.12,0.294,71.50%,,4.27,4.29,0.2
381,Isaac Mattson,PIT,4,4,2,64,0,64,8.45,4.1,1.15,0.288,72.70%,,4.26,4.42,0.2
382,Tim Herrin,CLE,4,3,0,54,0,54,9.5,4.23,0.87,0.291,74.10%,,3.66,3.88,0.2
383,Luis Perales,WSN,2,2,0,23,3,36,8.87,4.24,1.12,0.289,71.60%,,4.36,4.39,0.2
384,JP Sears,SDP,3,3,0,27,5,48,7.98,2.47,1.61,0.28,71.30%,,4.51,4.69,0.2
385,Cristian Mena,ARI,1,1,0,16,2,23,8.59,3.25,1.05,0.295,73.30%,,3.89,3.93,0.2
386,Sawyer Gipson-Long,DET,2,2,0,27,2,34,7.96,2.34,1.21,0.293,71.40%,,4.06,4.03,0.2
387,Mitch Farris,LAA,1,2,0,5,5,26,7.94,3.93,1.38,0.293,70.70%,,4.8,4.77,0.2
388,Coleman Crow,MIL,1,1,0,26,2,27,8.55,2.82,1.12,0.287,72.30%,,3.91,3.96,0.2
389,Cade Povich,BAL,1,1,0,19,2,26,8.97,3.1,1.21,0.295,72.90%,,4.06,4,0.2
390,Jordan Hicks,CHW,3,3,0,54,0,54,8.35,3.93,0.9,0.3,70.70%,,4.2,4.12,0.1
391,Travis Adams,MIN,4,4,0,53,3,69,6.98,3.06,1.17,0.298,69.90%,,4.54,4.4,0.1
392,Erik Sabrowski,CLE,3,3,0,61,0,61,10.7,5.27,1.07,0.287,74.70%,,3.93,4.2,0.1
393,A.J. Puk,ARI,3,2,7,42,0,42,10.75,3,1.01,0.296,75.90%,,3.32,3.37,0.1
394,Cooper Criswell,SEA,3,3,0,37,3,51,7.39,2.69,1.06,0.293,71.50%,,4.05,4.14,0.1
395,Eric Lauer,TOR,3,3,0,50,2,57,8.39,2.81,1.39,0.284,73.70%,,4.12,4.31,0.1
396,Noah Schultz,CHW,1,1,0,3,3,16,7.52,4.01,1.14,0.294,70.40%,,4.58,4.68,0.1
397,Christian Scott,NYM,2,2,0,32,2,38,8.48,2.46,1.23,0.287,70.70%,,4.06,4,0.1
398,JR Ritchie,ATL,1,1,0,3,3,17,7.55,3.36,1.18,0.296,69.90%,,4.5,4.46,0.1
399,Kohl Drake,ARI,1,1,0,3,3,17,7.92,3.4,1.21,0.295,72.20%,,4.32,4.38,0.1
400,Chase Petty,CIN,2,4,0,33,3,46,6.96,3.81,1.33,0.293,67.80%,,5.09,4.9,0.1
401,Keaton Winn,SFG,2,1,0,23,2,29,8.04,2.66,0.98,0.301,71.50%,,3.95,3.81,0.1
402,Gregory Santos,SFG,3,2,0,53,0,53,8.48,3.87,0.6,0.303,73.30%,,3.64,3.58,0.1
403,Brock Stewart,LAD,2,2,0,44,0,44,10.46,3.6,1.11,0.289,73.80%,,3.81,3.77,0.1
404,Sam Hentges,SFG,2,2,0,44,0,44,8.89,2.94,0.7,0.298,74.40%,,3.28,3.24,0.1
405,Austin Peterson,CLE,1,2,0,15,3,30,6.62,2.26,1.4,0.29,71.20%,,4.44,4.56,0.1
406,Hogan Harris,ATH,3,3,10,66,0,66,8.75,4.18,1.12,0.29,73.10%,,4.18,4.32,0.1
407,Ben Joyce,LAA,2,2,10,48,0,48,10.74,4.03,0.84,0.293,72.90%,,3.56,3.57,0.1
408,Matt Gage,SFG,2,2,0,56,0,56,7.49,3.17,0.9,0.299,72.70%,,3.88,3.91,0.1
409,Tyler Alexander,TEX,4,5,0,62,2,69,7.38,2.37,1.46,0.29,69.00%,,4.68,4.49,0.1
410,Josh Sborz,TEX,3,3,0,48,0,48,9.01,3.73,1.09,0.293,73.30%,,4.07,4,0.1
411,DJ Herz,WSN,1,2,0,19,2,25,9.6,4.28,1.11,0.286,73.20%,,4.08,4.18,0.1
412,Joe Rock,TBR,1,2,0,20,2,27,7.26,2.83,1.11,0.294,71.60%,,4.15,4.2,0.1
413,Antonio Senzatela,COL,4,7,0,50,8,85,5.44,3.02,1.41,0.318,68.00%,,5.47,5.1,0.1
414,Jonathan Bowlan,PHI,3,3,0,56,0,56,8.54,3.02,1.25,0.293,72.40%,,4.16,4.16,0.1
415,Drey Jameson,ARI,4,3,5,59,0,59,8.4,3.41,0.95,0.299,72.80%,,3.88,3.91,0.1
416,Braden Nett,ATH,2,2,0,21,3,34,7.58,4.34,1.14,0.295,70.20%,,4.72,4.72,0.1
417,Tyler Uberstine,BOS,1,1,0,20,2,27,8,3,1.23,0.296,70.90%,,4.38,4.28,0.1
418,Hayden Wesneski,HOU,2,2,0,24,2,31,8.62,2.91,1.35,0.287,71.80%,,4.23,4.25,0.1
419,Wandy Peralta,SDP,3,3,0,57,0,57,7.95,3.88,0.83,0.29,72.30%,,3.85,4,0.1
420,Seth Halvorsen,COL,3,4,3,60,0,60,8.31,4.12,1.21,0.308,71.10%,,4.64,4.54,0.1
421,Elvis Alvarado,ATH,3,3,3,58,0,58,9.27,4.26,1.17,0.289,73.20%,,4.19,4.35,0.1
422,Adam Mazur,MIA,2,2,0,28,2,35,6.98,2.55,1.22,0.295,70.80%,,4.33,4.29,0.1
