#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
110,Addison Barger,TOR,121,525,20,62,67,4,8.70%,23.70%,0.191,0.295,0.249,0.319,0.441,0.327,111,-0.5,6,-0.8,2.4
111,Ha-Seong Kim,ATL,139,602,14,72,63,23,10.90%,18.30%,0.132,0.283,0.245,0.332,0.377,0.313,100,1.2,1.1,2.2,2.4
112,Ozzie Albies,ATL,146,630,19,74,76,11,7.60%,15.00%,0.162,0.278,0.258,0.319,0.42,0.321,105,0.2,3.8,-1.6,2.4
113,Max Muncy,LAD,109,469,21,61,62,3,14.80%,24.90%,0.212,0.256,0.222,0.346,0.434,0.34,119,-1.6,8.9,-1.5,2.4
114,TJ Friedl,CIN,143,616,17,80,58,12,10.20%,17.10%,0.146,0.28,0.25,0.34,0.396,0.326,104,0.4,3.1,-0.6,2.4
115,Freddy Fermin,SDP,122,480,12,50,51,3,7.00%,19.60%,0.129,0.29,0.249,0.306,0.378,0.299,94,-0.4,-3.6,10.5,2.4
116,Bo Naylor,CLE,117,461,18,52,54,5,10.70%,24.40%,0.184,0.257,0.22,0.307,0.405,0.31,100,-0.4,-0.7,7,2.3
117,Andrés Giménez,TOR,134,581,13,67,62,20,5.80%,17.10%,0.131,0.287,0.253,0.311,0.384,0.304,95,1.3,-2.2,4.9,2.3
118,Miguel Vargas,CHW,139,602,18,70,70,7,11.10%,19.40%,0.167,0.27,0.238,0.33,0.405,0.323,107,-0.6,4.2,-2.3,2.3
119,Jakob Marsee,MIA,134,581,13,75,49,36,11.70%,22.50%,0.14,0.286,0.232,0.33,0.372,0.313,98,3,1.9,1.3,2.3
120,Vinnie Pasquantino,KCR,149,644,28,82,92,2,8.80%,15.00%,0.207,0.274,0.266,0.335,0.473,0.346,120,-2.3,12.7,-12.5,2.3
121,Nolan Schanuel,LAA,143,616,18,80,65,6,11.80%,13.70%,0.15,0.29,0.269,0.364,0.42,0.344,120,-1.8,12.8,-11.6,2.3
122,Anthony Volpe,NYY,113,490,15,57,55,18,7.90%,23.40%,0.169,0.278,0.234,0.299,0.403,0.305,96,1.7,-0.9,6.2,2.3
123,Munetaka Murakami,CHW,138,595,32,74,81,9,12.60%,28.70%,0.227,0.275,0.231,0.333,0.458,0.34,118,-0.7,12.2,-10.6,2.3
124,Jo Adell,LAA,146,630,36,79,94,9,7.00%,26.90%,0.235,0.27,0.238,0.3,0.472,0.33,111,-0.6,7.4,-7.2,2.2
125,Jonathan Aranda,TBR,141,609,23,74,79,2,10.60%,25.60%,0.178,0.329,0.263,0.351,0.442,0.344,121,-2.7,12.2,-11.3,2.2
126,Isaac Paredes,HOU,105,455,20,60,60,1,11.50%,16.80%,0.203,0.258,0.247,0.348,0.45,0.348,125,-1,12.1,-5.9,2.2
127,Wilyer Abreu,BOS,121,525,22,67,71,8,11.10%,24.50%,0.203,0.296,0.249,0.335,0.453,0.339,114,-0.4,8.2,-4.5,2.2
128,Ian Happ,CHC,152,658,22,82,75,8,12.40%,23.90%,0.175,0.292,0.241,0.339,0.415,0.33,114,-0.8,9.8,-10,2.2
129,Brett Baty,NYM,115,497,19,57,61,5,8.50%,24.40%,0.173,0.297,0.248,0.316,0.421,0.32,108,-0.5,4.3,0.7,2.2
130,Lawrence Butler,ATH,136,588,23,74,71,20,8.80%,25.30%,0.189,0.295,0.245,0.313,0.434,0.323,105,1.7,4.9,-3.7,2.2
131,Evan Carter,TEX,107,462,13,53,50,17,10.50%,21.80%,0.162,0.291,0.244,0.333,0.406,0.324,109,0.9,5.7,-0.2,2.2
132,Brayan Rocchio,CLE,125,539,11,59,54,14,8.50%,18.50%,0.134,0.281,0.242,0.316,0.377,0.305,96,-0.1,-2.8,5.5,2.2
133,Hunter Goodman,COL,144,586,30,74,88,3,5.90%,25.40%,0.233,0.294,0.255,0.304,0.487,0.337,103,-0.8,1.1,0.3,2.2
134,Lars Nootbaar,STL,128,553,17,65,60,8,12.30%,20.10%,0.161,0.289,0.249,0.345,0.41,0.331,115,0,9.5,-6.8,2.2
135,Matt McLain,CIN,144,623,19,74,67,18,9.70%,27.40%,0.156,0.303,0.236,0.317,0.392,0.312,94,1,-3.2,3.4,2.1
136,Jarren Duran,BOS,139,602,16,81,64,21,8.10%,23.50%,0.178,0.319,0.258,0.325,0.436,0.329,107,3.5,8.4,-8.4,2.1
137,Jeff McNeil,ATH,134,581,13,66,65,4,8.10%,12.70%,0.143,0.284,0.264,0.335,0.407,0.323,104,-1.9,1,-0.2,2.1
138,Kyle Teel,CHW,115,464,13,56,47,6,11.10%,24.90%,0.141,0.315,0.248,0.337,0.389,0.321,106,-0.7,2.4,2,2.1
139,Brooks Lee,MIN,139,602,18,66,70,4,6.70%,16.60%,0.154,0.276,0.252,0.306,0.406,0.309,97,-1.3,-3.8,3.7,2.1
140,Chase DeLauter,CLE,117,504,14,56,58,3,9.50%,18.80%,0.155,0.287,0.251,0.326,0.406,0.32,106,-0.7,3.1,0,2.1
141,Jasson Domínguez,NYY,133,574,18,68,66,25,9.90%,24.60%,0.16,0.313,0.253,0.331,0.413,0.325,109,1.3,7.7,-7.1,2.1
142,Carlos Narváez,BOS,107,423,13,45,46,3,10.00%,26.00%,0.155,0.291,0.232,0.315,0.387,0.309,93,-0.9,-4.4,8.4,2.1
143,Colton Cowser,BAL,128,553,21,66,67,13,9.70%,30.80%,0.182,0.303,0.23,0.313,0.412,0.316,103,0.5,2.7,-1.6,2.1
144,Luis García Jr.,WSN,125,539,17,61,68,15,5.50%,15.40%,0.165,0.295,0.273,0.315,0.438,0.324,108,-0.1,4.8,-2.5,2.1
145,Jorge Polanco,NYM,126,546,23,67,74,6,9.80%,20.60%,0.19,0.277,0.249,0.327,0.438,0.332,116,-0.9,9.5,-7.6,2.1
146,Brandon Lowe,PIT,133,574,26,73,73,5,8.30%,25.50%,0.2,0.287,0.243,0.311,0.442,0.325,106,-0.9,3.4,-2.7,2
147,Randy Arozarena,SEA,157,679,23,88,72,24,10.10%,26.50%,0.17,0.294,0.233,0.331,0.403,0.323,114,-0.4,10.5,-14.3,2
148,Daylen Lile,WSN,134,581,13,65,68,15,6.70%,17.40%,0.159,0.31,0.271,0.326,0.429,0.327,109,0.8,7.4,-7.2,2
149,Nolan Arenado,STL,126,546,18,60,69,3,6.90%,14.60%,0.159,0.267,0.252,0.308,0.411,0.31,100,-0.9,-0.7,2,2
150,Josh Jung,TEX,130,560,20,61,70,5,5.50%,25.20%,0.17,0.306,0.252,0.298,0.422,0.311,100,-1.4,-1.4,1.6,2
151,Sal Frelick,MIL,125,539,9,59,54,16,8.30%,14.40%,0.119,0.304,0.271,0.337,0.389,0.32,106,0.9,4.5,-3.1,2
152,Luis Robert Jr.,CHW,138,595,23,69,71,32,7.20%,28.00%,0.175,0.297,0.238,0.299,0.413,0.307,96,1,-2.1,0.9,2
153,Kyle Manzardo,CLE,136,588,27,73,82,2,10.30%,23.60%,0.215,0.267,0.236,0.322,0.451,0.333,115,-0.8,9.8,-10.8,2
154,Kyle Stowers,MIA,141,609,25,73,79,5,9.60%,28.50%,0.201,0.303,0.241,0.321,0.441,0.329,109,-0.3,6.4,-7.5,2
155,Christian Yelich,MIL,146,630,21,77,80,17,11.10%,23.90%,0.166,0.315,0.258,0.344,0.424,0.334,115,1.6,12.6,-14.4,2
156,Daulton Varsho,TOR,138,595,26,72,82,8,8.00%,25.60%,0.205,0.263,0.227,0.294,0.432,0.312,100,-0.1,0.2,-1.6,2
157,Willson Contreras,BOS,141,609,25,77,81,5,9.60%,25.40%,0.197,0.301,0.248,0.338,0.446,0.341,115,-1.6,9.1,-11.1,1.9
158,Colt Keith,DET,109,469,15,60,50,4,9.40%,19.90%,0.168,0.303,0.262,0.335,0.43,0.332,113,0.4,7.7,-4.9,1.9
159,Matt Wallner,MIN,115,497,23,63,68,5,10.70%,30.70%,0.22,0.296,0.23,0.33,0.45,0.338,117,-0.9,8.9,-7.2,1.9
160,Trevor Story,BOS,154,665,23,76,82,23,6.00%,26.70%,0.167,0.308,0.247,0.298,0.413,0.307,92,1.6,-4.7,0.6,1.9
161,Jurickson Profar,ATL,149,644,19,82,75,9,11.30%,16.50%,0.158,0.281,0.254,0.349,0.413,0.335,114,-0.9,10,-12.8,1.9
162,Carter Jensen,KCR,94,380,12,45,43,4,10.10%,24.60%,0.17,0.305,0.247,0.326,0.416,0.323,104,-0.3,1.6,3.5,1.9
163,Jake Cronenworth,SDP,146,630,15,67,65,5,10.50%,19.90%,0.14,0.277,0.236,0.328,0.376,0.312,103,-0.7,1.8,-4.6,1.9
164,Tommy Edman,LAD,136,588,17,65,69,10,6.60%,17.60%,0.151,0.28,0.25,0.307,0.401,0.308,97,0.6,-1.3,-0.1,1.9
165,Carson Kelly,CHC,96,379,13,41,43,2,9.20%,20.50%,0.159,0.268,0.236,0.313,0.395,0.311,100,-1.3,-1.3,8.8,1.9
166,J.T. Realmuto,,125,493,14,53,56,6,6.50%,24.10%,0.15,0.303,0.247,0.305,0.397,0.305,95,-0.7,-3.8,11.9,1.8
167,Mark Vientos,NYM,138,595,28,73,84,1,7.50%,25.80%,0.209,0.293,0.249,0.311,0.458,0.33,115,-1.6,9.1,-11.1,1.8
168,Jake Meyers,HOU,105,455,10,52,48,13,8.00%,20.90%,0.132,0.304,0.253,0.32,0.385,0.31,99,0.6,0,2,1.8
169,Mike Trout,LAA,134,581,27,73,76,4,13.20%,30.70%,0.212,0.299,0.232,0.341,0.444,0.337,116,-1.4,9.5,-12,1.8
170,Marcelo Mayer,BOS,122,525,15,57,61,6,7.30%,22.70%,0.164,0.302,0.251,0.309,0.415,0.313,96,-0.1,-2.4,1.8,1.8
171,Heliot Ramos,SFG,151,651,23,77,78,7,7.80%,24.00%,0.172,0.309,0.256,0.323,0.428,0.326,111,-0.9,7.5,-11.8,1.8
172,Kazuma Okamoto,,107,462,19,57,59,3,8.80%,16.90%,0.19,0.266,0.251,0.324,0.441,0.329,110,-0.8,4.9,-3.2,1.8
173,Salvador Perez,KCR,152,626,27,74,90,1,5.00%,20.10%,0.191,0.279,0.254,0.302,0.445,0.318,101,-3.8,-3.1,2.2,1.8
174,Spencer Horwitz,PIT,113,490,12,58,56,2,12.00%,18.30%,0.151,0.308,0.264,0.359,0.415,0.34,117,-1.3,8.4,-7.7,1.7
175,Jordan Lawlar,ARI,109,469,10,53,50,15,8.80%,25.50%,0.145,0.312,0.243,0.317,0.387,0.308,96,0.6,-1.7,3,1.7
176,Jared Triolo,PIT,134,581,11,60,55,15,10.80%,23.10%,0.119,0.305,0.241,0.328,0.36,0.307,94,0.1,-4.2,1.7,1.7
177,Konnor Griffin,PIT,91,392,9,44,42,17,6.70%,23.80%,0.135,0.324,0.259,0.319,0.394,0.312,98,0.6,-0.5,4.2,1.7
178,Teoscar Hernández,LAD,141,609,28,75,86,6,6.60%,26.40%,0.205,0.305,0.255,0.309,0.46,0.33,112,-1.3,7.4,-11.1,1.7
179,Josh Smith,TEX,110,476,10,54,46,8,9.60%,18.80%,0.129,0.287,0.245,0.33,0.374,0.312,101,-0.2,0.1,-0.3,1.7
180,Jac Caglianone,KCR,121,525,22,64,71,3,7.60%,21.00%,0.195,0.286,0.255,0.319,0.45,0.331,110,-0.5,5.4,-7.4,1.6
181,Cole Young,SEA,91,392,7,43,38,6,10.30%,17.30%,0.123,0.28,0.242,0.328,0.365,0.308,103,-0.1,1.4,0.9,1.6
182,Jake Burger,TEX,133,574,28,69,82,2,5.70%,24.80%,0.208,0.282,0.246,0.298,0.455,0.323,108,-0.8,4.7,-8.8,1.6
183,Dylan Crews,WSN,138,595,20,68,72,25,7.20%,21.40%,0.168,0.281,0.243,0.307,0.411,0.312,99,1,0.7,-4.8,1.6
184,Nathan Lukes,TOR,107,462,10,57,48,4,8.40%,15.60%,0.134,0.308,0.273,0.338,0.407,0.325,109,-0.5,4.4,-4.7,1.6
185,Brandon Marsh,PHI,113,490,13,56,55,10,9.90%,28.30%,0.153,0.337,0.252,0.329,0.405,0.321,104,0.4,2.5,-3.2,1.6
186,Ke'Bryan Hayes,CIN,143,616,12,63,62,12,6.90%,20.10%,0.119,0.299,0.251,0.306,0.37,0.296,84,0.3,-11.8,6.8,1.6
187,Sean Murphy,ATL,94,380,15,44,46,1,10.00%,27.00%,0.182,0.267,0.219,0.31,0.401,0.311,98,-0.6,-1.4,3.1,1.6
188,Jesús Sánchez,HOU,105,455,17,55,58,10,8.60%,24.10%,0.187,0.299,0.25,0.319,0.438,0.327,110,0,5.4,-5.6,1.6
189,Agustín Ramírez,MIA,128,534,21,64,72,13,7.40%,19.20%,0.191,0.274,0.25,0.312,0.441,0.324,106,-0.4,3.7,-6.4,1.6
190,Samuel Basallo,BAL,107,445,19,56,58,4,8.30%,24.30%,0.196,0.278,0.24,0.308,0.436,0.321,107,-0.3,3.4,-2.9,1.6
191,Dylan Beavers,BAL,99,427,12,49,47,11,12.20%,23.10%,0.156,0.296,0.243,0.339,0.399,0.325,110,0,5.1,-4.5,1.6
192,Pedro Pagés,STL,89,352,10,36,38,1,7.00%,25.40%,0.142,0.285,0.23,0.29,0.373,0.289,86,-0.9,-6.8,6.4,1.6
193,Sal Stewart,CIN,113,490,18,60,64,7,8.50%,19.10%,0.181,0.307,0.272,0.338,0.453,0.343,115,-0.3,8.7,-9.7,1.6
194,Kerry Carpenter,DET,115,497,24,63,71,2,6.60%,23.80%,0.219,0.289,0.254,0.311,0.473,0.334,115,-0.8,7.8,-9.7,1.6
195,Ramón Laureano,SDP,130,560,21,65,73,9,7.10%,27.00%,0.183,0.302,0.243,0.307,0.426,0.318,107,-1,3.5,-7.1,1.5
196,Bryan Reynolds,PIT,152,658,21,77,79,6,8.60%,24.40%,0.168,0.312,0.254,0.325,0.422,0.325,106,-0.7,4.1,-10.9,1.5
197,Luis Arraez,,141,609,7,74,57,9,5.20%,4.60%,0.099,0.31,0.306,0.345,0.404,0.327,109,-0.1,6.5,-12.1,1.5
198,Ryan McMahon,NYY,118,511,18,56,57,4,11.30%,32.00%,0.163,0.287,0.212,0.304,0.375,0.299,92,-0.5,-5.6,3,1.5
199,Romy Gonzalez,BOS,92,399,12,47,49,10,5.60%,24.40%,0.167,0.336,0.272,0.317,0.439,0.325,104,-0.3,1.8,-0.8,1.5
200,Parker Meadows,DET,122,525,13,59,53,14,9.50%,25.10%,0.151,0.287,0.228,0.305,0.379,0.3,91,1.1,-4.7,1.3,1.5
201,Christian Walker,HOU,146,630,29,74,84,4,8.50%,26.20%,0.2,0.269,0.23,0.305,0.43,0.317,104,-1.5,1.3,-8.3,1.5
202,Jonathan India,KCR,126,546,12,63,52,6,10.30%,19.00%,0.135,0.292,0.248,0.339,0.383,0.32,102,-0.1,1.4,-5.6,1.5
203,Brenton Doyle,COL,138,595,19,67,69,20,6.40%,26.60%,0.163,0.306,0.245,0.296,0.408,0.305,81,1.4,-12.1,6.7,1.5
204,Spencer Torkelson,DET,151,651,27,77,82,2,11.00%,26.20%,0.197,0.274,0.229,0.32,0.425,0.323,107,-0.7,4.3,-12.4,1.5
205,Harrison Bader,,122,525,15,58,58,15,6.40%,24.10%,0.145,0.301,0.246,0.304,0.391,0.303,93,0.3,-4.1,0.6,1.5
206,Vaughn Grissom,LAA,109,469,10,46,47,7,8.00%,20.00%,0.124,0.297,0.25,0.317,0.373,0.304,93,0,-3.8,1.9,1.5
207,Josh Bell,MIN,133,574,21,69,74,2,10.40%,19.00%,0.178,0.28,0.252,0.335,0.43,0.333,113,-2.2,6.7,-12.3,1.4
208,Justin Crawford,PHI,99,427,6,49,42,21,7.60%,20.80%,0.109,0.328,0.266,0.325,0.376,0.308,95,1.4,-1,0.9,1.4
209,Jose Trevino,CIN,70,275,8,29,31,2,6.00%,15.40%,0.141,0.271,0.25,0.299,0.391,0.301,87,-0.5,-4.9,4.5,1.4
210,Nick Gonzales,PIT,100,434,8,45,47,3,6.50%,20.10%,0.137,0.315,0.263,0.318,0.4,0.313,98,-0.4,-1.4,1,1.4
211,Cedric Mullins,TBR,112,483,15,54,53,20,8.90%,22.70%,0.16,0.273,0.232,0.305,0.392,0.305,94,0.7,-2.9,0.3,1.4
212,Davis Schneider,TOR,92,399,14,48,44,5,12.80%,28.30%,0.176,0.281,0.22,0.326,0.396,0.319,105,-0.5,1.9,-1.6,1.4
213,Ryan O'Hearn,,120,518,16,60,63,3,9.00%,19.00%,0.158,0.305,0.266,0.338,0.424,0.331,112,-1.3,5.9,-9.7,1.4
214,Victor Scott II,STL,130,560,9,60,49,35,8.00%,21.90%,0.101,0.281,0.227,0.298,0.328,0.28,79,3.5,-10.3,5.1,1.4
215,Marcell Ozuna,,126,546,24,68,73,1,12.10%,25.00%,0.198,0.284,0.241,0.336,0.44,0.337,116,-1.9,8.5,-13.6,1.4
216,Joc Pederson,TEX,100,434,19,55,59,3,11.20%,23.10%,0.202,0.273,0.24,0.338,0.441,0.339,119,-1,8.9,-10.8,1.3
217,Rafael Marchán,PHI,97,384,8,40,39,2,8.70%,17.20%,0.126,0.268,0.236,0.31,0.362,0.298,88,-0.8,-6.3,8,1.3
218,Luis Torrens,NYM,58,230,7,25,25,2,6.70%,22.40%,0.148,0.284,0.239,0.296,0.387,0.298,93,-0.3,-2.2,6.3,1.3
219,Noelvi Marte,CIN,133,574,20,72,68,16,6.60%,21.90%,0.172,0.299,0.256,0.311,0.428,0.319,100,0.5,0.2,-6.3,1.3
220,Kevin McGonigle,DET,55,238,6,28,26,4,10.80%,15.00%,0.155,0.281,0.255,0.34,0.41,0.329,111,-0.1,3,1.8,1.3
221,Connor Norby,MIA,117,504,15,56,55,10,7.40%,27.20%,0.155,0.308,0.241,0.303,0.396,0.305,93,-0.3,-4.5,0.5,1.3
222,Carson Benge,NYM,109,469,11,51,49,8,9.40%,22.10%,0.138,0.287,0.237,0.316,0.375,0.304,97,-0.2,-1.9,-1.1,1.3
223,Anthony Santander,TOR,141,609,28,73,80,2,9.50%,22.70%,0.204,0.255,0.231,0.309,0.435,0.321,106,-1.6,3,-11.6,1.3
224,Kyle Isbel,KCR,113,490,9,54,50,10,6.40%,19.70%,0.132,0.295,0.249,0.302,0.381,0.298,87,0.8,-6.7,2.1,1.3
225,Nasim Nuñez,WSN,99,427,7,47,36,34,10.10%,22.90%,0.096,0.294,0.232,0.314,0.328,0.288,83,2.7,-5.9,3.9,1.3
226,Willi Castro,,133,574,13,63,57,15,8.00%,24.00%,0.134,0.293,0.234,0.311,0.369,0.3,91,0.5,-5.6,-1.7,1.2
227,Christian Moore,LAA,113,490,14,51,52,7,9.00%,29.80%,0.148,0.308,0.23,0.304,0.378,0.299,89,-0.3,-6.6,1.9,1.2
228,Kyle Karros,COL,109,469,9,48,48,4,8.80%,22.50%,0.133,0.329,0.264,0.335,0.397,0.321,92,-0.6,-5.3,1.8,1.2
229,Spencer Steer,CIN,138,595,21,70,75,10,10.10%,21.50%,0.18,0.275,0.24,0.324,0.419,0.325,103,-0.6,1.6,-9.3,1.2
230,Luis Rengifo,,100,434,10,48,46,12,6.50%,17.80%,0.132,0.292,0.256,0.31,0.388,0.305,94,0.5,-2.4,-0.3,1.2
231,Isaac Collins,KCR,97,420,8,48,42,13,12.30%,21.40%,0.139,0.301,0.244,0.345,0.383,0.323,104,0.3,2.3,-4.8,1.2
232,Victor Caratini,,78,313,10,34,36,1,7.50%,18.10%,0.146,0.286,0.255,0.323,0.401,0.317,102,-1.1,-0.2,1.4,1.2
233,Miguel Andujar,,94,406,11,46,48,2,5.80%,15.00%,0.142,0.307,0.279,0.324,0.422,0.323,107,-0.8,2.3,-4.4,1.2
234,Nick Fortes,TBR,79,314,9,33,34,3,5.80%,17.50%,0.137,0.267,0.24,0.294,0.376,0.294,86,-0.1,-5.3,2.8,1.2
235,Danny Jansen,TEX,89,352,13,42,41,2,10.60%,22.90%,0.18,0.251,0.22,0.312,0.4,0.313,101,-0.9,-0.4,4.6,1.2
236,Giancarlo Stanton,NYY,109,469,29,61,75,1,9.30%,30.40%,0.244,0.274,0.232,0.307,0.476,0.333,115,-1.8,6.6,-11.5,1.1
237,Adolis García,PHI,139,602,27,70,80,12,7.00%,26.10%,0.196,0.28,0.237,0.296,0.433,0.314,99,0.1,-0.6,-8.2,1.1
238,Luis Campusano,SDP,84,351,12,40,41,1,9.40%,19.80%,0.16,0.281,0.247,0.322,0.407,0.319,108,-0.3,3,-2.7,1.1
239,Edgar Quero,CHW,115,480,11,51,51,2,9.10%,18.10%,0.13,0.299,0.26,0.334,0.389,0.319,104,-1.3,0.9,-4.1,1.1
240,Tyler O'Neill,BAL,94,406,18,50,54,4,10.30%,28.70%,0.197,0.289,0.233,0.318,0.43,0.324,109,-0.3,4,-6.9,1.1
241,Wenceel Pérez,DET,118,511,14,54,55,11,8.20%,22.10%,0.156,0.288,0.241,0.307,0.396,0.307,96,0.7,-1.8,-4.7,1.1
242,Jacob Young,WSN,78,336,4,35,29,18,7.00%,18.60%,0.09,0.305,0.253,0.313,0.343,0.292,85,1.6,-4.3,4.1,1.1
243,Kyle Higashioka,TEX,71,283,11,31,35,3,5.90%,24.50%,0.179,0.262,0.226,0.275,0.405,0.294,88,-0.9,-4.9,2.5,1.1
244,Josh Lowe,TBR,110,476,15,56,57,20,8.10%,26.30%,0.169,0.312,0.248,0.312,0.417,0.315,101,1.2,1.6,-7,1.1
245,Carson Williams,TBR,113,490,18,53,55,14,8.30%,33.90%,0.169,0.281,0.206,0.278,0.375,0.286,80,0.1,-11.2,5.2,1.1
246,Jorge Soler,LAA,130,560,25,66,71,1,10.30%,27.10%,0.2,0.273,0.228,0.314,0.428,0.322,105,-2,1.6,-10,1.1
247,Yoán Moncada,,91,392,11,44,43,2,8.80%,27.30%,0.155,0.312,0.241,0.315,0.396,0.311,98,-0.8,-1.7,-0.7,1.1
248,Luis Matos,SFG,84,364,12,42,43,7,6.20%,13.70%,0.168,0.262,0.252,0.304,0.42,0.313,103,0.1,1.3,-2.5,1.1
249,Casey Schmitt,SFG,96,413,12,42,46,3,6.90%,22.80%,0.153,0.286,0.241,0.3,0.394,0.302,95,-0.6,-3.2,0.2,1.1
250,Alek Thomas,ARI,99,427,11,47,48,8,5.60%,23.50%,0.146,0.301,0.246,0.294,0.392,0.298,89,1.3,-4.4,1,1.1
251,Mike Yastrzemski,ATL,107,462,16,55,53,5,10.80%,23.70%,0.179,0.273,0.23,0.319,0.41,0.317,102,-0.4,0.9,-5.6,1.1
252,Ben Williamson,SEA,81,350,5,35,33,6,7.10%,21.50%,0.104,0.315,0.253,0.312,0.357,0.295,94,-0.2,-2.6,1.3,1.1
253,Gabriel Arias,CLE,113,490,13,48,50,10,6.40%,30.80%,0.144,0.311,0.229,0.284,0.373,0.286,83,0.4,-9.5,3.4,1.1
254,Chandler Simpson,TBR,94,406,2,45,35,37,5.90%,11.00%,0.07,0.318,0.286,0.329,0.356,0.302,92,3.3,-0.6,-2.8,1.1
255,Dominic Canzone,SEA,104,448,18,51,58,4,7.70%,23.20%,0.18,0.286,0.246,0.307,0.426,0.316,109,-0.9,3.8,-8.7,1.1
256,Tyler Stephenson,CIN,107,432,13,46,48,2,9.60%,27.70%,0.157,0.303,0.235,0.315,0.392,0.309,93,-0.8,-4.6,3,1.1
257,Brooks Baldwin,CHW,81,350,12,40,41,7,6.70%,22.40%,0.163,0.299,0.254,0.308,0.417,0.314,101,0.4,0.6,-2.4,1.1
258,Joey Bart,PIT,87,350,9,38,36,2,9.60%,27.70%,0.135,0.316,0.239,0.323,0.374,0.309,95,-0.9,-2.8,2.6,1
259,Jordan Walker,STL,125,539,16,57,61,10,7.70%,26.00%,0.156,0.308,0.245,0.309,0.401,0.309,100,0,-0.3,-7.4,1
260,Colt Emerson,SEA,78,336,6,35,32,5,9.20%,22.10%,0.117,0.288,0.233,0.313,0.351,0.294,94,-0.2,-2.8,1.4,1
261,Max Muncy,ATH,96,413,12,45,46,4,6.20%,26.60%,0.153,0.303,0.239,0.296,0.392,0.3,88,-0.3,-6,1.9,1
262,Zach McKinstry,DET,99,427,8,44,42,13,8.80%,21.60%,0.138,0.285,0.234,0.308,0.372,0.299,90,1.1,-3.8,-0.8,1
263,Blaze Alexander,ARI,125,539,12,55,53,10,8.70%,30.20%,0.132,0.319,0.23,0.31,0.361,0.298,89,-0.1,-7.4,-0.5,1
264,Brady House,WSN,123,532,16,52,59,6,4.60%,26.60%,0.146,0.307,0.244,0.283,0.39,0.291,85,-0.3,-9.8,2.1,1
265,Trevor Larnach,MIN,99,427,14,50,49,4,10.20%,23.80%,0.168,0.3,0.248,0.329,0.416,0.325,108,-0.7,3.1,-7.9,1
266,Amed Rosario,NYY,65,280,6,31,30,5,4.40%,18.20%,0.123,0.318,0.273,0.31,0.396,0.307,97,0.8,-0.1,0.4,1
267,Logan O'Hoppe,LAA,115,459,20,49,56,3,6.90%,28.20%,0.18,0.281,0.23,0.289,0.41,0.303,92,-1.6,-5.8,5.9,1
268,Cam Smith,HOU,100,434,12,49,48,6,8.60%,25.80%,0.151,0.308,0.242,0.315,0.393,0.31,99,0.1,-0.6,-4.5,1
269,C.J. Kayfus,CLE,99,427,13,46,48,5,9.10%,26.90%,0.168,0.305,0.239,0.315,0.406,0.315,103,-0.1,1.3,-6.3,1
270,Jesse Winker,,86,371,10,44,41,6,13.50%,22.00%,0.156,0.297,0.244,0.356,0.4,0.334,114,-1.6,4.7,-7.7,1
271,Tyler Freeman,COL,94,406,7,50,38,16,7.80%,13.20%,0.122,0.307,0.277,0.351,0.399,0.331,99,0.6,-0.1,-4.2,0.9
272,Adael Amador,COL,91,392,9,46,39,14,9.90%,16.90%,0.134,0.285,0.251,0.331,0.385,0.316,89,0.1,-5.2,1.4,0.9
273,Graham Pauley,MIA,102,441,13,48,49,5,8.80%,19.80%,0.157,0.272,0.238,0.311,0.395,0.309,96,-0.5,-2.7,-2.8,0.9
274,Reese McGuire,,57,224,6,23,23,2,6.20%,23.00%,0.13,0.283,0.234,0.286,0.363,0.284,80,-0.5,-5.8,4.7,0.9
275,Austin Martin,MIN,73,315,3,36,27,11,11.20%,17.50%,0.099,0.308,0.257,0.348,0.356,0.315,101,0.6,1,-2.7,0.9
276,Sung Mun Song,SDP,87,378,8,41,38,9,7.20%,16.00%,0.12,0.278,0.248,0.305,0.368,0.294,91,0.3,-3.9,0.3,0.9
277,Jake Rogers,DET,45,179,6,19,19,1,8.10%,28.70%,0.16,0.269,0.212,0.281,0.371,0.285,81,-0.2,-4.2,3.7,0.9
278,Andrew Vaughn,MIL,136,588,21,67,76,1,7.30%,20.40%,0.175,0.28,0.248,0.309,0.424,0.318,104,-2,0.8,-11.4,0.9
279,Victor Robles,SEA,92,399,6,41,36,20,6.80%,21.80%,0.112,0.303,0.244,0.31,0.357,0.295,94,1,-1.6,-3.2,0.9
280,Hunter Feduccia,TBR,66,262,5,26,24,1,11.40%,26.20%,0.117,0.286,0.218,0.31,0.335,0.289,83,-0.5,-5.8,4.7,0.9
281,Richie Palacios,TBR,71,308,6,38,25,10,11.00%,19.30%,0.12,0.284,0.239,0.33,0.359,0.307,95,0.5,-1.3,-0.6,0.9
282,José Caballero,NYY,81,350,6,40,32,33,10.00%,25.50%,0.115,0.295,0.226,0.316,0.34,0.294,88,2.2,-2.8,-0.6,0.9
283,Lourdes Gurriel Jr.,ARI,87,378,12,44,49,6,5.80%,16.40%,0.166,0.293,0.268,0.316,0.434,0.324,107,-0.4,2.5,-6.4,0.9
284,Henry Davis,PIT,65,256,7,27,27,4,8.40%,26.20%,0.146,0.279,0.222,0.299,0.368,0.294,85,-0.3,-4.9,5.4,0.9
