#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
564,Luke Jackson,,3,3,0,53,0,53,8.25,4.14,1.04,0.301,72.30%,,4.26,4.31,0
565,Austin Warren,NYM,2,2,0,44,0,44,8.09,3.23,1.18,0.289,73.10%,,4.06,4.24,0
566,Matt Festa,CLE,3,3,0,58,0,58,8.53,3.38,1.2,0.29,72.60%,,4.15,4.24,0
567,Joel Payamps,ATL,3,3,0,58,0,58,8.24,2.96,1.19,0.299,72.50%,,4.14,4.13,0
568,José Suarez,ATL,2,1,0,30,0,30,8.88,2.84,1.11,0.297,74.60%,,3.71,3.83,0
569,Nick Raquet,STL,2,3,0,50,0,50,6.95,3.23,1.06,0.295,72.90%,,4.07,4.33,0
570,Yosver Zulueta,CIN,2,2,0,40,0,40,8.61,4.3,0.96,0.306,73.10%,,4.09,4.21,0
571,Yoniel Curet,PHI,1,1,0,10,2,17,8.21,4.59,1.33,0.287,71.60%,,4.72,4.97,0
572,Dylan Ross,NYM,2,2,0,42,0,42,9.38,4.39,0.99,0.291,74.50%,,3.84,4.06,0
573,Travis Adams,MIN,3,4,0,58,2,65,7.13,2.98,1.22,0.299,71.10%,,4.45,4.43,0
574,Dylan Dodd,ATL,3,2,0,50,0,50,7.69,2.32,1.16,0.3,73.50%,,3.88,3.97,0
575,DL Hall,MIL,3,3,0,52,0,52,8.98,3.79,1.1,0.291,74.40%,,3.89,4.12,0
576,Anthony Nunez,BAL,2,2,0,34,0,34,9.32,3.97,1.07,0.301,73.50%,,4.02,4.07,0
577,Ryan Watson,BOS,2,3,0,50,0,50,7.54,3.3,1.14,0.302,71.60%,,4.33,4.31,0
578,Lake Bachar,MIA,3,3,0,56,0,56,8.72,3.64,1.26,0.288,73.10%,,4.23,4.34,0
579,Zak Kent,STL,2,2,0,40,0,40,8.3,3.79,1.02,0.295,73.20%,,4.02,4.16,0
580,Scott McGough,,2,2,0,32,0,32,7.89,3.65,1.24,0.295,72.50%,,4.39,4.51,0
581,Philip Abner,ARI,2,2,0,42,0,42,8.13,3.67,1.03,0.302,72.80%,,4.11,4.17,0
582,Steven Cruz,KCR,2,2,0,45,0,45,8.42,3.89,1.05,0.299,72.30%,,4.2,4.21,0
583,Beau Brieske,DET,2,3,0,50,0,50,8.14,3.67,1.22,0.29,72.70%,,4.31,4.42,0
584,Riley Cornelio,WSN,1,2,0,11,3,26,6.49,4.01,1.41,0.289,70.60%,,4.99,5.17,0
585,Michael Tonkin,MIN,2,2,0,37,0,37,8.18,3.17,1.22,0.295,71.50%,,4.33,4.32,0
586,Ethan Roberts,CHC,3,3,0,56,0,56,8.46,3.71,1.26,0.291,72.90%,,4.3,4.46,0
587,Alex Carrillo,NYM,2,2,0,32,0,32,9.37,4.2,1.16,0.287,74.00%,,4.06,4.25,0
588,Trenton Denholm,CLE,0,1,0,2,2,9,5.64,2.53,1.51,0.292,69.70%,,4.91,5.01,0
589,Jonathan Pintaro,NYM,1,1,0,26,0,26,8.91,3.67,0.95,0.292,74.10%,,3.69,3.91,0
590,Jorge López,,2,2,0,34,0,34,7.69,3.36,1.06,0.303,71.90%,,4.2,4.25,0
591,Shane Drohan,BOS,1,1,0,22,0,22,8.91,3.56,1.12,0.295,73.70%,,3.97,4.08,0
592,Carlos Hernández,CLE,1,1,0,22,0,22,9.11,3.81,1.17,0.29,73.20%,,4.12,4.18,0
593,Griff McGarry,WSN,2,3,0,52,0,52,9.58,4.86,1.04,0.291,74.00%,,4.05,4.27,0
594,Connor Phillips,CIN,3,3,1,58,0,58,9.64,4.24,1.31,0.294,73.20%,,4.38,4.47,0
595,Chase Lee,TOR,1,1,0,25,0,25,8.58,2.94,1.14,0.296,73.10%,,3.95,3.99,0
596,Troy Watson,DET,0,1,0,2,2,9,6.1,3.79,1.34,0.294,70.00%,,5,5.09,0
