"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","r_total_caught_stealing","r_total_stolen_base","b_intent_walk","r_run","xba","xslg","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","sprint_speed"
"Serven, Brian",661531,2022,27,187,205,38,27,4,1,6,44,13,21.5,6.3,".203",".332",".261","0.593","0.129",".232","16","0","0","0","19",".212",".291",".254",".271","84.5","12.5",32.9,2.7,29.5,"96.245205139","92.177853427",27.2,54.5,"26.4"
"Haniger, Mitch",571745,2022,31,224,247,55,36,8,0,11,65,20,26.3,8.1,".246",".429",".308","0.737","0.183",".293","34","0","0","1","31",".242",".447",".326",".307","91.9","18.2",31.1,11.8,47.2,"101.996690741","95.72188441",29.6,45.5,"26.9"
"Semien, Marcus",543760,2022,31,657,724,163,101,31,5,26,120,53,16.6,7.3,".248",".429",".304","0.733","0.181",".263","83","8","25","0","101",".243",".394",".306",".301","87.3","19.9",32.4,6.8,34.9,"97.838624343","93.00847117",20.6,47.2,"28.8"
"Meyers, Jake",676694,2022,26,150,160,34,25,6,2,1,54,7,33.8,4.4,".227",".313",".269","0.582","0.086",".344","15","1","2","0","13",".205",".292",".251",".254","87.3","7.2",30.9,5.2,37.1,"98.54444","93.291333191",31.2,47.4,"28.9"
"Higgins, P.J.",664731,2022,29,201,229,46,28,11,1,6,58,22,25.3,9.6,".229",".383",".310","0.693","0.154",".290","30","0","0","0","23",".205",".287",".264",".290","86","8.7",34.7,3.4,25.5,"95.709141571","91.886405683",27.6,43.1,"26.4"
"Arenado, Nolan",571448,2022,31,557,620,163,90,42,1,30,72,52,11.6,8.4,".293",".533",".358","0.891","0.240",".290","103","3","5","3","73",".266",".445",".339",".335","88.8","21.7",35.4,8.2,38.9,"99.558566721","93.952810862",19.1,48.4,"25.5"
"Hernández, Teoscar",606192,2022,29,499,535,133,72,35,1,25,152,34,28.4,6.4,".267",".491",".316","0.807","0.224",".335","77","3","6","0","71",".265",".501",".351",".314","92.6","11.6",36.3,15,53.3,"103.420419483","96.496717867",35.1,48.8,"28.6"
"Polanco, Jorge",593871,2022,28,375,445,88,56,16,0,16,95,64,21.3,14.4,".235",".405",".346","0.751","0.170",".269","56","3","3","1","54",".248",".451",".358",".361","89","21.7",37.7,10.2,38.7,"99.924839571","94.156301183",25.7,42.4,"28.1"
"White, Eli",642201,2022,28,105,117,21,16,2,0,3,41,11,35,9.4,".200",".305",".274","0.579","0.105",".290","10","1","12","0","16",".183",".293",".255",".261","86.4","21.5",30.8,4.6,29.2,"97.840377143","92.922132679",39.6,46.6,"30.0"
"Siri, Jose",642350,2022,26,301,325,64,42,13,2,7,108,20,33.2,6.2,".213",".339",".268","0.607","0.126",".305","24","2","14","0","53",".207",".323",".261",".262","87.2","15.4",35.1,6.2,33,"99.295575789","93.653804368",35.9,51.7,"30.3"
"Arcia, Orlando",606115,2022,27,209,234,51,33,9,0,9,51,21,21.8,9,".244",".416",".316","0.732","0.172",".278","30","0","0","0","25",".253",".421",".329",".327","90.7","11.7",30,7.5,42.5,"100.210780633","94.636873734",27.3,44.7,"26.4"
"Segura, Jean",516416,2022,32,354,387,98,79,9,0,10,58,25,15,6.5,".277",".387",".336","0.723","0.110",".307","33","6","13","1","45",".254",".363",".303",".316","87.6","4.3",28.3,4.4,38.4,"99.507672313","93.804578639",18.5,48.8,"27.7"
"Judge, Aaron",592450,2022,30,570,696,177,87,28,0,62,175,111,25.1,15.9,".311",".686",".425","1.111","0.375",".340","131","3","16","19","133",".305",".706",".463",".422","95.9","15",39,26.5,61.9,"107.110072714","99.053359221",29.8,42.7,"27.3"
"Rojas, Miguel",500743,2022,33,471,507,111,84,19,2,6,61,26,12,5.1,".236",".323",".283","0.606","0.087",".258","36","3","9","1","34",".260",".343",".289",".306","86.1","10.1",33.1,1.9,27.1,"96.249960631","92.126001845",15.8,47.9,"26.4"
"Meneses, Joey",608841,2022,30,222,240,72,45,14,0,13,52,15,21.7,6.3,".324",".563",".367","0.930","0.239",".371","34","0","1","2","33",".267",".457",".332",".315","91.4","9.5",39,9.9,47.1,"101.552249535","95.227615673",23.3,48.4,"25.8"
"Leblanc, Charles",641779,2022,26,156,169,41,27,10,0,4,53,12,31.4,7.1,".263",".404",".320","0.724","0.141",".374","11","2","4","0","18",".218",".368",".285",".278","87.3","16.9",36.9,8.7,32,"98.569849412","93.395520588",26.1,44.3,"28.0"
"Gomes, Yan",543228,2022,34,277,293,65,45,12,0,8,47,8,16,2.7,".235",".365",".260","0.625","0.130",".252","31","0","2","0","23",".251",".379",".287",".278","85.3","9.4",37.9,3.4,28.9,"96.735466466","92.387642035",19.4,54.2,"26.3"
"Harris II, Michael",671739,2022,21,414,441,123,74,27,3,19,107,21,24.3,4.8,".297",".514",".339","0.853","0.217",".361","64","2","20","0","75",".268",".460",".335",".312","89.5","4.5",32.8,10.1,45.1,"102.581692941","95.614748459",28.1,52.4,"29.4"
"Refsnyder, Rob",608701,2022,31,153,177,47,30,11,0,6,46,15,26,8.5,".307",".497",".384","0.881","0.190",".394","21","1","1","0","25",".286",".472",".374",".371","89.9","13.1",49.1,10.9,44.5,"100.556991091","94.660920727",24.8,42.5,"27.1"
"LeMahieu, DJ",518934,2022,33,467,541,122,92,18,0,12,71,67,13.1,12.4,".261",".377",".357","0.734","0.116",".285","46","3","4","0","74",".274",".403",".344",".369","89.2","3",32.8,5.3,41.1,"99.499628485","94.048075494",15.7,39.5,"26.4"
"McCarthy, Jake",664983,2022,24,321,354,91,64,16,3,8,76,23,21.5,6.5,".283",".427",".342","0.769","0.144",".349","43","3","23","0","53",".249",".358",".298",".311","87.4","8",32.5,4.8,33.3,"98.235931513","93.298753151",28,53.1,"30.1"
"Hernández, César",514917,2022,32,560,617,139,106,28,4,1,114,45,18.5,7.3,".248",".318",".311","0.629","0.070",".309","34","4","10","0","64",".248",".329",".290",".312","84.8","9.3",33.3,2.4,29.7,"96.449267051","92.257329931",21,47.5,"28.3"
"Mendick, Danny",664901,2022,28,97,106,28,20,4,1,3,23,7,21.7,6.6,".289",".443",".343","0.786","0.154",".352","15","0","1","0","22",".229",".327",".273",".287","86.8","10.3",38.7,4,20,"95.653647838","91.91142",25.3,42.2,"26.1"
"Moustakas, Mike",519058,2022,33,252,285,54,35,12,0,7,75,24,26.3,8.4,".214",".345",".295","0.640","0.131",".272","25","0","2","0","30",".195",".307",".270",".281","87.6","19.4",36.1,6.1,33.9,"98.852222556","93.461727111",29.2,54.3,"25.1"
"Hays, Austin",669720,2022,26,535,582,134,81,35,2,16,114,34,19.6,5.8,".250",".413",".306","0.719","0.163",".289","60","4","2","0","66",".240",".372",".298",".298","87.7","11.3",32.3,5.2,37.7,"98.997922429","93.543165976",23.5,51,"27.8"
"Bohm, Alec",664761,2022,25,586,631,164,124,24,3,13,110,31,17.4,4.9,".280",".398",".315","0.713","0.118",".319","72","3","2","1","79",".290",".436",".333",".327","90.2","10.4",37.7,6.8,43,"100.649873374","94.552579815",21.1,51.2,"27.0"
"Haase, Eric",606992,2022,29,323,351,82,50,17,1,14,97,24,27.6,6.8,".254",".443",".305","0.748","0.189",".316","44","0","0","1","41",".239",".399",".302",".292","87.7","17",32.3,8.7,42.4,"100.507001491","94.311526476",32.8,51.4,"27.9"
"Torrens, Luis",620443,2022,26,151,166,34,29,2,0,3,50,12,30.1,7.2,".225",".298",".283","0.581","0.073",".310","15","0","0","0","13",".236",".333",".284",".299","90.3","8.9",34,4.9,46.6,"99.276666863","94.392982059",26.7,47,"26.2"
"Barnhart, Tucker",571466,2022,31,281,308,62,51,10,0,1,74,25,24,8.1,".221",".267",".287","0.554","0.046",".296","16","0","0","0","16",".201",".264",".244",".269","84.5","10.1",30.3,1.9,26,"95.275826176","91.655968177",22.5,46.2,"23.9"
"Waters, Drew",671221,2022,23,96,109,23,11,6,1,5,40,12,36.7,11,".240",".479",".324","0.803","0.239",".353","18","0","0","0","14",".195",".376",".293",".285","84.1","10.4",41.1,12.5,28.6,"96.323792143","92.407147857",32.8,47.1,"28.6"
"Blackmon, Charlie",453568,2022,35,530,577,140,96,22,6,16,109,32,18.9,5.5,".264",".419",".314","0.733","0.155",".304","78","1","4","4","60",".256",".376",".301",".308","86.2","12.4",36.7,4.4,30.6,"97.426435333","92.732128429",21.4,51.5,"27.8"
"Dalbec, Bobby",666915,2022,27,317,353,68,45,9,2,12,118,29,33.4,8.2,".215",".369",".283","0.652","0.154",".293","39","0","3","0","40",".216",".379",".296",".287","90.3","15.2",32,11.8,45.8,"101.246531881","94.95935203",35,46.5,"28.2"
"Hernández, Enrique",571771,2022,30,361,402,80,50,24,0,6,71,34,17.7,8.5,".222",".338",".291","0.629","0.116",".257","45","2","0","0","48",".238",".357",".297",".308","87.8","17.3",33.3,5.8,35,"98.797690959","93.474506164",24.6,47.7,"26.9"
"Farmer, Kyle",571657,2022,31,526,583,134,94,25,1,14,99,33,17,5.7,".255",".386",".315","0.701","0.131",".286","78","3","4","0","58",".258",".380",".311",".320","85.5","12.7",37.7,4.4,33.8,"97.050252093","92.534027326",19.4,50.3,"26.7"
"Neuse, Sheldon",641914,2022,27,271,293,58,48,4,2,4,80,20,27.3,6.8,".214",".288",".273","0.561","0.074",".289","26","1","6","0","25",".212",".291",".254",".272","89.1","1.5",23,3.1,38.2,"98.983222447","93.674738289",27.2,50.7,"26.4"
"Kiner-Falefa, Isiah",643396,2022,27,483,531,126,102,20,0,4,72,35,13.6,6.6,".261",".327",".314","0.641","0.066",".296","48","4","22","2","66",".262",".333",".290",".317","86.2","4.3",29.6,1.2,30.1,"96.614692718","92.355143236",11.3,44.7,"28.4"
"Rengifo, Luis",650859,2022,25,489,511,129,86,22,4,17,79,17,15.5,3.3,".264",".429",".294","0.723","0.165",".285","52","2","6","0","45",".254",".392",".296",".285","86.9","9.9",31.1,5.4,33.6,"98.09743639","93.096324743",21.5,55.7,"27.9"
"Pérez, Michael",605421,2022,29,121,132,18,12,0,0,6,32,10,24.2,7.6,".149",".298",".214","0.512","0.149",".145","14","0","1","0","10",".205",".359",".276",".266","88.8","18.3",35.6,7.8,36.7,"98.192780667","93.304814719",28.4,44.3,"24.5"
"McCutchen, Andrew",457705,2022,35,515,580,122,80,25,0,17,124,57,21.4,9.8,".237",".384",".316","0.700","0.147",".278","69","6","8","1","66",".248",".402",".322",".326","89.1","13.2",36.2,8.6,40,"99.92693269","94.143160838",24.2,44.9,"28.9"
"Higashioka, Kyle",543309,2022,32,229,248,52,35,7,0,10,52,12,21,4.8,".227",".389",".264","0.653","0.162",".246","31","1","0","0","27",".254",".444",".317",".291","90.9","17.2",36.6,9.8,48.1,"101.231678333","95.189627056",26.8,50.6,"25.8"
"González, Luis",670768,2022,26,311,350,78,55,17,2,4,75,30,21.4,8.6,".251",".357",".320","0.677","0.106",".312","36","2","10","1","31",".214",".299",".265",".288","86.8","10.8",27,2.5,31.7,"97.568349561","92.834925154",23.3,47.2,"28.2"
"Reyes, Franmil",614177,2022,26,438,473,97,64,17,2,14,157,30,33.2,6.3,".221",".365",".273","0.638","0.144",".307","47","1","2","0","43",".203",".358",".275",".259","92","9.9",27.8,11.3,45.8,"102.075082606","95.415814488",37.1,47.8,"26.0"
"Alfaro, Jorge",595751,2022,29,256,274,63,42,14,0,7,98,11,35.8,4,".246",".383",".285","0.668","0.137",".364","40","0","1","0","25",".238",".397",".295",".278","89.4","8",38.5,11.2,38.5,"102.020939625","95.196380755",38,62.6,"28.7"
"Engel, Adam",641553,2022,30,245,260,55,39,13,1,2,76,11,29.2,4.2,".224",".310",".269","0.579","0.086",".317","17","4","12","1","32",".219",".287",".246",".264","87.9","15",30.8,1.8,33.1,"98.589188571","93.376579521",33.8,47.4,"29.1"
"McKinstry, Zach",656716,2022,27,166,185,33,19,6,3,5,52,16,28.1,8.6,".199",".361",".273","0.634","0.162",".257","14","0","7","0","21",".229",".342",".288",".300","86.4","12.9",41.4,4.3,30.2,"96.760488421","92.451668761",21.1,46.6,"28.3"
"Rivas III, Alfonso",663845,2022,25,251,287,59,49,5,2,3,87,29,30.3,10.1,".235",".307",".322","0.629","0.072",".344","25","1","6","1","27",".222",".312",".284",".312","86.9","4.9",34.7,4.2,35.3,"98.449898395","93.317647826",26.2,42,"26.3"
"Dickerson, Corey",572816,2022,33,281,297,75,51,17,1,6,48,12,16.2,4,".267",".399",".300","0.699","0.132",".301","36","0","0","1","28",".264",".371",".293",".297","87.8","10.6",32.8,3.8,32.8,"97.888667863","93.019717253",22.8,58.4,"27.0"
"Wong, Kolten",543939,2022,31,430,497,108,65,24,4,15,88,46,17.7,9.3,".251",".430",".339","0.769","0.179",".280","47","6","17","2","65",".235",".353",".305",".327","87","14",33.5,5.4,35.5,"97.674374503","92.864768387",20.4,43.1,"26.2"
"Wynns, Austin",642851,2022,31,162,177,42,32,7,0,3,38,10,21.5,5.6,".259",".358",".313","0.671","0.099",".320","21","0","0","0","14",".223",".318",".267",".279","84.1","10.4",31.7,4,27,"96.162621587","92.1438544",22.9,43.5,"24.9"
"Freeman, Freddie",518692,2022,32,612,708,199,129,47,2,21,102,84,14.4,11.9,".325",".511",".407","0.918","0.186",".359","100","3","13","12","117",".310",".535",".400",".398","91.3","13.6",42.9,9.9,47.8,"100.761588016","95.094269494",19.5,49.3,"26.9"
"Hayes, Ke'Bryan",663647,2022,25,505,560,123,89,24,3,7,122,48,21.8,8.6,".244",".345",".314","0.659","0.101",".307","41","5","20","0","55",".246",".350",".300",".318","91","5.2",30.6,3.9,46.8,"102.263213822","95.477046745",20.7,43.3,"27.9"
"Andujar, Miguel",609280,2022,27,132,140,31,24,5,1,1,27,5,19.3,3.6,".235",".311",".257","0.568","0.076",".280","17","1","4","0","13",".249",".347",".278",".278","84.4","9.2",34.3,3.7,31.5,"97.706368148","92.953611028",23.4,51.9,"27.4"
"Fraley, Jake",641584,2022,27,216,247,56,35,9,0,12,54,26,21.9,10.5,".259",".468",".344","0.812","0.209",".289","28","1","4","1","33",".248",".417",".333",".338","85.1","13.8",33.5,7.3,27.6,"96.829050864","92.417868519",24.1,45.9,"27.9"
"Celestino, Gilberto",665482,2022,23,311,347,74,59,12,1,2,77,32,22.2,9.2,".238",".302",".313","0.615","0.064",".310","24","1","4","0","30",".219",".294",".270",".297","87.3","-1.9",27.1,2.5,34.3,"98.33701431","93.262711767",23.4,44.5,"27.9"
