All Outfielders 2024  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
Rieken Havoc,Aaron Judge OF | NYY ,58,.458,122,144,10,2
W ,Hunter Bishop OF | SF ,0,.000,0,0,0,9999
W ,Breland Almadova OF | ARI ,0,.000,0,0,0,9999
W ,Luis Gonzalez OF | BAL,0,.000,0,0,0,9999
W ,Cole Sturgeon OF | MIN ,0,.000,0,0,0,9999
W ,Victor Mesa Jr. OF | MIA,0,.000,0,0,0,9999
W ,Ashford Fulmer OF | SF ,0,.000,0,0,0,9999
W ,Daiwer Castellanos OF | TB ,0,.000,0,0,0,9999
W ,Cam Cannarella OF | MIA ,0,.000,0,0,0,9999
W ,Stephen Wrenn OF | HOU ,0,.000,0,0,0,9999
W ,Jack Hurley OF | ARI ,0,.000,0,0,0,9999
W ,Alexander Benua OF | ARI ,0,.000,0,0,0,9999
W ,Jayden Jobert OF | STL ,0,.000,0,0,0,9999
W ,Austin Cousino OF | SEA ,0,.000,0,0,0,9999
W ,Jeisson Rosario OF | ATH ,0,.000,0,0,0,9999
W ,Tyler Massey OF | COL ,0,.000,0,0,0,9999
W ,Cody Orr OF | HOU ,0,.000,0,0,0,9999
W ,Nehomar Ochoa OF | HOU ,0,.000,0,0,0,9999
W ,Jose Anderson OF | MIL ,0,.000,0,0,0,9999
W ,Dasan Brown OF | TOR ,0,.000,0,0,0,9999
W ,Adam Law OF | SEA ,0,.000,0,0,0,9999
W ,Tanner English OF | MIN ,0,.000,0,0,0,9999
W ,Edwin Mateo OF | LAD ,0,.000,0,0,0,9999
W ,Jose Cardona OF | CHC ,0,.000,0,0,0,9999
W ,Tra'mayne Holmes OF | ARI ,0,.000,0,0,0,9999
W ,Ben Guez OF | MIL ,0,.000,0,0,0,9999
W ,Trey Harris OF | WAS ,0,.000,0,0,0,9999
W ,Jeferson Espinal OF | ARI,0,.000,0,0,0,9999
W ,Ronnie Jebavy OF | SF ,0,.000,0,0,0,9999
W ,Nathan Church OF | STL,0,.000,0,0,0,9999
W ,Brandon Jacobs OF | ARI ,0,.000,0,0,0,9999
W ,Josh Almonte OF | TOR ,0,.000,0,0,0,9999
W ,Alvin Guzman OF | ARI ,0,.000,0,0,0,9999
W ,Felix Reyes OF | PHI ,0,.000,0,0,0,9999
W ,Quincy Hamilton OF | HOU ,0,.000,0,0,0,9999
W ,Devonte Brown OF | TOR ,0,.000,0,0,0,9999
W ,Jameson Fisher OF | CHW ,0,.000,0,0,0,9999
W ,Carlos De La Cruz OF | WAS ,0,.000,0,0,0,9999
W ,Reshard Munroe OF | CIN ,0,.000,0,0,0,9999
W ,Chad Spanberger OF | MIL ,0,.000,0,0,0,9999
W ,Raimfer Salinas OF | NYY ,0,.000,0,0,0,9999
W ,Roberto Campos OF | DET ,0,.000,0,0,0,9999
W ,Wuilfredo Antunez OF | CLE,0,.000,0,0,0,9999
W ,Jose De La Cruz OF | DET ,0,.000,0,0,0,9999
W ,Cristian Arguelles OF | COL ,0,.000,0,0,0,9999
W ,Jose Ortiz OF | SF ,0,.000,0,0,0,9999
W ,Gabriel Mejia OF | CLE ,0,.000,0,0,0,9999
W ,Slade Caldwell OF | ARI ,0,.000,0,0,0,9999
W ,Wade Meckler OF | SF,0,.000,0,0,0,9999
W ,Dayron Varona OF | TB ,0,.000,0,0,0,9999
W ,Daniel Cabrera OF | DET ,0,.000,0,0,0,9999
W ,Jhonny Piron OF | TB ,0,.000,0,0,0,9999
W ,Jon Kemmer OF | MIN ,0,.000,0,0,0,9999
W ,KD Kang OF | ATL ,0,.000,0,0,0,9999
W ,Cord Sandberg OF | PHI ,0,.000,0,0,0,9999
W ,Kevin Hankerd OF | ARI ,0,.000,0,0,0,9999
W ,Mac Wainwright OF | CIN ,0,.000,0,0,0,9999
W ,Spencer Nivens OF | KC ,0,.000,0,0,0,9999
W ,Carlos Machado OF | HOU ,0,.000,0,0,0,9999
W ,Ronny Simon OF | PIT ,0,.000,0,0,0,9999
W ,Josh Stephen OF | PHI ,0,.000,0,0,0,9999
W ,Armond Upshaw OF | WAS ,0,.000,0,0,0,9999
W ,John Schuknecht OF | LAA ,0,.000,0,0,0,9999
W ,Matt Jones OF | LAD ,0,.000,0,0,0,9999
W ,Wilderd Patino OF | ARI ,0,.000,0,0,0,9999
W ,Ronis Aybar OF | NYM ,0,.000,0,0,0,9999
W ,Kahlil Watson OF | CLE ,0,.000,0,0,0,9999
W ,Matt Hearn OF | COL ,0,.000,0,0,0,9999
W ,Hunter Cole OF | TEX ,0,.000,0,0,0,9999
W ,Connor Scott OF | KC ,0,.000,0,0,0,9999
W ,Luis Baez OF | MIN ,0,.000,0,0,0,9999
W ,Cody Wilson OF | WAS ,0,.000,0,0,0,9999
W ,Cole Carrigg OF | COL,0,.000,0,0,0,9999
W ,Andrew Pinckney OF | WAS ,0,.000,0,0,0,9999
W ,Zach Davis OF | CHC ,0,.000,0,0,0,9999
W ,Tristen Lutz OF | MIL,0,.000,0,0,0,9999
W ,Dante Nori OF | PHI ,0,.000,0,0,0,9999
W ,Pablo Abreu OF | MIL ,0,.000,0,0,0,9999
W ,Byron Chourio OF | MIN ,0,.000,0,0,0,9999
W ,Tristan Pompey OF | MIA ,0,.000,0,0,0,9999
W ,Albert Almora OF | MIA ,0,.000,0,0,0,9999
W ,Mark Payton OF | CHW ,0,.000,0,0,0,9999
W ,Yerlin Confidan OF | CIN ,0,.000,0,0,0,9999
W ,Nick Peoples OF | WAS ,0,.000,0,0,0,9999
W ,Brayan Morales OF | LAD ,0,.000,0,0,0,9999
W ,Danyer Sanabria OF | ARI ,0,.000,0,0,0,9999
W ,Ryan Reckley OF | SF ,0,.000,0,0,0,9999
W ,Willy Fanas OF | NYM ,0,.000,0,0,0,9999
W ,Granden Goetzman OF | HOU ,0,.000,0,0,0,9999
W ,Brock Deatherage OF | DET ,0,.000,0,0,0,9999
W ,Alex McGarry OF | CIN ,0,.000,0,0,0,9999
W ,Rikuu Nishida OF | CHW ,0,.000,0,0,0,9999
W ,Blake Drake OF | STL ,0,.000,0,0,0,9999
W ,Gio Brusa OF | SF ,0,.000,0,0,0,9999
W ,Marshall Toole OF | NYY ,0,.000,0,0,0,9999
W ,T.J. Nichting OF | BAL ,0,.000,0,0,0,9999
W ,Enrique Bradfield OF | BAL ,0,.000,0,0,0,9999
W ,Fidel Montero OF | NYY,0,.000,0,0,0,9999
W ,Roemon Fields OF | TOR ,0,.000,0,0,0,9999
W ,Michael Gettys OF | BOS ,0,.000,0,0,0,9999
W ,Danny Oh OF | ATH ,0,.000,0,0,0,9999
W ,Turner Hill OF | SF ,0,.000,0,0,0,9999
W ,Michael Medina OF | LAD ,0,.000,0,0,0,9999
W ,Landon Dieterich OF | WAS ,0,.000,0,0,0,9999
W ,Garrett Spain OF | MIL ,0,.000,0,0,0,9999
W ,Jose Gerardo OF | MIA ,0,.000,0,0,0,9999
W ,Jiwan James OF | DET ,0,.000,0,0,0,9999
W ,Trayce Thompson OF | BOS ,0,.000,0,0,0,9999
W ,Evan Van Hoosier OF | TEX ,0,.000,0,0,0,9999
W ,Tayler Aguilar OF | COL ,0,.000,0,0,0,9999
W ,Rudy Martin OF | KC ,0,.000,0,0,0,9999
W ,David Calabrese OF | LAA ,0,.000,0,0,0,9999
W ,Tyler McDonough OF | BOS,0,.000,0,0,0,9999
W ,Leonardo Molina OF | NYY ,0,.000,0,0,0,9999
W ,Kyle Wren OF | CIN ,0,.000,0,0,0,9999
W ,Gaige Howard OF | LAD ,0,.000,0,0,0,9999
W ,Junior Marin OF | KC,0,.000,0,0,0,9999
W ,Joantgel Segovia OF | MIL ,0,.000,0,0,0,9999
W ,Brandon Parker OF | ATL ,0,.000,0,0,0,9999
W ,Rhylan Thomas OF | SEA,0,.000,0,0,0,9999
W ,Jace LaViolette OF | CLE ,0,.000,0,0,0,9999
W ,Nick Torres OF | SD ,0,.000,0,0,0,9999
W ,Bryant Packard OF | DET ,0,.000,0,0,0,9999
W ,Carlos Mesa OF | PIT ,0,.000,0,0,0,9999
W ,Marty Costes OF | MIA ,0,.000,0,0,0,9999
W ,Manny Sanchez OF | TB ,0,.000,0,0,0,9999
W ,Anthony Jimenez OF | SEA ,0,.000,0,0,0,9999
W ,Jacob Scavuzzo OF | SD ,0,.000,0,0,0,9999
W ,Jeffrey Baez OF | ARI ,0,.000,0,0,0,9999
W ,Kyle Survance OF | LAA ,0,.000,0,0,0,9999
W ,Johnny Rizer OF | BAL ,0,.000,0,0,0,9999
W ,James Smith OF | PHI ,0,.000,0,0,0,9999
W ,Jared Oliva OF | MIL ,0,.000,0,0,0,9999
W ,Marcus Lee Sang OF | PHI ,0,.000,0,0,0,9999
W ,Eric Filia OF | SEA ,0,.000,0,0,0,9999
W ,TJayy Walton OF | PHI ,0,.000,0,0,0,9999
W ,Daylen Lile OF | WAS,0,.000,0,0,0,9999
W ,Sebastian Elizalde OF | CIN ,0,.000,0,0,0,9999
W ,Tony Pena OF | TB ,0,.000,0,0,0,9999
W ,Luis Pino OF | STL ,0,.000,0,0,0,9999
MAGA DOGE ,Dylan Beavers OF | BAL,0,.000,0,0,0,9999
W ,Desmond Lindsay OF | NYM ,0,.000,0,0,0,9999
W ,Zach Reks OF | SD ,0,.000,0,0,0,9999
W ,Adam Hall OF | MIL ,0,.000,0,0,0,9999
W ,Caleb Ramsey OF | WAS ,0,.000,0,0,0,9999
W ,Hayden Alvarez OF | LAA ,0,.000,0,0,0,9999
W ,Jordan Brewer OF | HOU ,0,.000,0,0,0,9999
W ,Lisbel DIaz OF | SF ,0,.000,0,0,0,9999
W ,Joe McCarthy OF | TEX ,0,.000,0,0,0,9999
W ,Alex McKenna OF | HOU ,0,.000,0,0,0,9999
W ,Adolfo Sanchez OF | CIN ,0,.000,0,0,0,9999
W ,Josue De Paula OF | LAD ,0,.000,0,0,0,9999
W ,Drew Avans OF | MIL ,0,.000,0,0,0,9999
W ,Caeden Trenkle OF | ATH ,0,.000,0,0,0,9999
W ,Auston Bousfield OF | SD ,0,.000,0,0,0,9999
W ,Noah Mendlinger OF | STL,0,.000,0,0,0,9999
W ,Mason House OF | SD ,0,.000,0,0,0,9999
W ,Jordan Viars OF | PHI ,0,.000,0,0,0,9999
W ,Jared James OF | ATL ,0,.000,0,0,0,9999
W ,Robert Gonzalez OF | TEX ,0,.000,0,0,0,9999
W ,Joel Booker OF | CHW ,0,.000,0,0,0,9999
W ,Dakota Jordan OF | SF ,0,.000,0,0,0,9999
W ,Isael Soto OF | MIA ,0,.000,0,0,0,9999
W ,Bralin Jackson OF | PIT ,0,.000,0,0,0,9999
W ,Zach Cole OF | HOU,0,.000,0,0,0,9999
W ,Luis Mieses OF | TEX ,0,.000,0,0,0,9999
W ,Chase Calabuig OF | ATH ,0,.000,0,0,0,9999
W ,Anfernee Seymour OF | MIA ,0,.000,0,0,0,9999
W ,Angel Del Rosario OF | MIN ,0,.000,0,0,0,9999
W ,Kolby Johnson OF | BOS ,0,.000,0,0,0,9999
W ,Derek Jenkins OF | LAA ,0,.000,0,0,0,9999
W ,Reydel Medina OF | CIN ,0,.000,0,0,0,9999
W ,Luis Liberato OF | ATL ,0,.000,0,0,0,9999
W ,Arnaldo Berrios OF | NYM ,0,.000,0,0,0,9999
W ,Orlando Martinez OF | LAA ,0,.000,0,0,0,9999
W ,Rashad Crawford OF | NYY ,0,.000,0,0,0,9999
W ,Elio Prado OF | PHI ,0,.000,0,0,0,9999
W ,Logan Cerny OF | HOU ,0,.000,0,0,0,9999
W ,Michael Beltre OF | NYY ,0,.000,0,0,0,9999
W ,Brandon Bayardi OF | LAA ,0,.000,0,0,0,9999
W ,Phillips Castillo OF | SEA ,0,.000,0,0,0,9999
W ,Ronnie Mitchell OF | HOU ,0,.000,0,0,0,9999
W ,Victor Nova OF | CLE ,0,.000,0,0,0,9999
W ,Walker Jenkins OF | MIN ,0,.000,0,0,0,9999
W ,Wilfred Veras OF | CHW ,0,.000,0,0,0,9999
W ,Jared Dickey OF | ATH ,0,.000,0,0,0,9999
W ,Jaylen Ferguson OF | BAL ,0,.000,0,0,0,9999
W ,Ryan Boldt OF | TB ,0,.000,0,0,0,9999
W ,Juancito Martinez OF | MIA ,0,.000,0,0,0,9999
W ,Jose Carlos Urena OF | SD ,0,.000,0,0,0,9999
W ,Darius Hill OF | CHC ,0,.000,0,0,0,9999
W ,Ian Strom OF | NYM ,0,.000,0,0,0,9999
W ,Eli Serrano OF | NYM ,0,.000,0,0,0,9999
W ,Gilberto Jimenez OF | BOS,0,.000,0,0,0,9999
W ,Nick Banks OF | WAS ,0,.000,0,0,0,9999
W ,Scott Bandura OF | SF ,0,.000,0,0,0,9999
W ,Kona Quiggle OF | DET ,0,.000,0,0,0,9999
W ,Bijan Rademacher OF | CHC ,0,.000,0,0,0,9999
W ,Juneiker Caceres OF | CLE ,0,.000,0,0,0,9999
W ,Eduardo Lopez OF | PHI ,0,.000,0,0,0,9999
W ,Tanner Dodson OF | ATH ,0,.000,0,0,0,9999
W ,Jackson Castillo OF | NYY ,0,.000,0,0,0,9999
W ,Jonah Davis OF | PIT ,0,.000,0,0,0,9999
W ,Charcer Burks OF | CHC ,0,.000,0,0,0,9999
W ,Carlos Rincon OF | NYM ,0,.000,0,0,0,9999
W ,Andres Arias OF | TOR ,0,.000,0,0,0,9999
W ,DJ Peters OF | DET ,0,.000,0,0,0,9999
W ,Yorvis Torrealba OF | COL ,0,.000,0,0,0,9999
W ,Zach Levenson OF | STL ,0,.000,0,0,0,9999
W ,Gage Canning OF | WAS ,0,.000,0,0,0,9999
W ,Joseph Monge OF | BOS ,0,.000,0,0,0,9999
W ,Danny Woodrow OF | DET ,0,.000,0,0,0,9999
W ,Jake DeLeo OF | MIA ,0,.000,0,0,0,9999
W ,Nathan Eaton OF | BOS,0,.000,0,0,0,9999
W ,Luis Lara OF | MIL ,0,.000,0,0,0,9999
W ,Kendall George OF | LAD ,0,.000,0,0,0,9999
W ,Dru Baker OF | TB ,0,.000,0,0,0,9999
W ,Yanquiel Fernandez OF | COL,0,.000,0,0,0,9999
W ,Andrew Salas OF | MIA ,0,.000,0,0,0,9999
W ,Miles Gordon OF | CIN ,0,.000,0,0,0,9999
W ,Juan Negret OF | KC ,0,.000,0,0,0,9999
W ,Garrett Martin OF | NYY ,0,.000,0,0,0,9999
W ,Yadir Drake OF | LAD ,0,.000,0,0,0,9999
W ,Christopher De La Cruz OF | WAS ,0,.000,0,0,0,9999
W ,Kai Roberts OF | SD ,0,.000,0,0,0,9999
W ,Mike Sirota OF | LAD ,0,.000,0,0,0,9999
W ,Diego Rincones OF | DET ,0,.000,0,0,0,9999
W ,Enmanuel Zabala OF | NYM ,0,.000,0,0,0,9999
W ,Anthony Dirocie OF | NYM ,0,.000,0,0,0,9999
W ,Jose Barrero OF | STL,0,.000,0,0,0,9999
W ,Robert Gonzalez OF | ATL ,0,.000,0,0,0,9999
W ,Josh Hart OF | BAL ,0,.000,0,0,0,9999
W ,Brando Mayea OF | NYY ,0,.000,0,0,0,9999
W ,Hill Alexander OF | TB ,0,.000,0,0,0,9999
W ,Jordan Wren OF | BOS ,0,.000,0,0,0,9999
W ,Tyler Horan OF | SF ,0,.000,0,0,0,9999
W ,Brandol Mezquita OF | ATL ,0,.000,0,0,0,9999
W ,Nick Decker OF | BOS ,0,.000,0,0,0,9999
W ,Yoyner Fajardo OF | MIN,0,.000,0,0,0,9999
W ,Ethan Wagner OF | HOU ,0,.000,0,0,0,9999
W ,Jaison Chourio OF | CLE ,0,.000,0,0,0,9999
W ,Luis Castillo OF | MIL,0,.000,0,0,0,9999
W ,Jace Grady OF | ATL ,0,.000,0,0,0,9999
W ,Justice Thompson OF | CIN ,0,.000,0,0,0,9999
W ,Wes Rogers OF | COL ,0,.000,0,0,0,9999
W ,Keith Curcio OF | BOS ,0,.000,0,0,0,9999
W ,Blake Rutherford OF | WAS,0,.000,0,0,0,9999
W ,Luis Rodriguez OF | LAD ,0,.000,0,0,0,9999
W ,Micah Bello OF | MIL ,0,.000,0,0,0,9999
W ,C.J. McElroy OF | STL ,0,.000,0,0,0,9999
W ,Connor Lien OF | SEA ,0,.000,0,0,0,9999
W ,Francesco Barbieri OF | WAS ,0,.000,0,0,0,9999
W ,Aldrem Corredor OF | WAS ,0,.000,0,0,0,9999
W ,Ismael Salgado OF | DET ,0,.000,0,0,0,9999
W ,Anthony Hall OF | NYY ,0,.000,0,0,0,9999
W ,Tres Gonzalez OF | PIT ,0,.000,0,0,0,9999
W ,Jonathan Cluff OF | WAS ,0,.000,0,0,0,9999
W ,Austin Beck OF | ATH ,0,.000,0,0,0,9999
W ,Troy Montgomery OF | DET ,0,.000,0,0,0,9999
W ,Deion Walker OF | PIT ,0,.000,0,0,0,9999
W ,Terrin Vavra OF | BAL ,0,.000,0,0,0,9999
W ,Vince Jackson OF | STL ,0,.000,0,0,0,9999
W ,Eddie Park OF | CHW ,0,.000,0,0,0,9999
W ,Bladimir Restituyo OF | MIL ,0,.000,0,0,0,9999
W ,Asbel Gonzalez OF | KC ,0,.000,0,0,0,9999
W ,Ben Aklinski OF | PHI ,0,.000,0,0,0,9999
W ,Cade Gotta OF | TB ,0,.000,0,0,0,9999
W ,Chase DeLauter OF | CLE,0,.000,0,0,0,9999
W ,Aaron Barbosa OF | SEA ,0,.000,0,0,0,9999
W ,Walking Cabrera OF | SEA ,0,.000,0,0,0,9999
W ,Phillip Evans OF | ATL ,0,.000,0,0,0,9999
W ,Jawuan Harris OF | SD ,0,.000,0,0,0,9999
W ,Carlos Rodriguez OF | ATL ,0,.000,0,0,0,9999
W ,Louis Silverio OF | CHW ,0,.000,0,0,0,9999
W ,Chris Rotondo OF | STL ,0,.000,0,0,0,9999
W ,Nick Schulz OF | SD ,0,.000,0,0,0,9999
W ,Kellum Clark OF | NYM ,0,.000,0,0,0,9999
W ,Donovan Casey OF | WAS ,0,.000,0,0,0,9999
W ,Carl Chester OF | TEX ,0,.000,0,0,0,9999
W ,Jose Pujols OF | PHI ,0,.000,0,0,0,9999
W ,Thomas Sosa OF | BAL,0,.000,0,0,0,9999
W ,Jared Wegner OF | NYY ,0,.000,0,0,0,9999
W ,Ethan Conrad OF | CHC ,0,.000,0,0,0,9999
W ,Ismael Munguia OF | NYY,0,.000,0,0,0,9999
W ,D.J. Artis OF | CHC ,0,.000,0,0,0,9999
W ,Vaun Brown OF | SF ,0,.000,0,0,0,9999
W ,Casey Golden OF | COL ,0,.000,0,0,0,9999
W ,Carlos Aguiar OF | MIN ,0,.000,0,0,0,9999
W ,Willie Abreu OF | COL ,0,.000,0,0,0,9999
W ,Lazaro Benitez OF | DET ,0,.000,0,0,0,9999
W ,Ryan Cermak OF | TB ,0,.000,0,0,0,9999
W ,Eddie Micheletti OF | TOR ,0,.000,0,0,0,9999
W ,Zach Sullivan OF | MIA ,0,.000,0,0,0,9999
W ,Tyler Ramirez OF | ATH ,0,.000,0,0,0,9999
W ,Hector Rodriguez OF | CIN ,0,.000,0,0,0,9999
W ,Cristhian Vaquero OF | WAS ,0,.000,0,0,0,9999
W ,Baron Radcliff OF | PHI ,0,.000,0,0,0,9999
W ,Ernie De La Trinidad OF | MIN ,0,.000,0,0,0,9999
W ,Ricardo Cespedes OF | NYM ,0,.000,0,0,0,9999
W ,Daniel Amaral OF | PIT ,0,.000,0,0,0,9999
W ,Ryan Peurifoy OF | PIT ,0,.000,0,0,0,9999
W ,Tyler Naquin OF | CHW,0,.000,0,0,0,9999
W ,Samuel Zavala OF | CHW ,0,.000,0,0,0,9999
W ,Douglas Glod OF | ATL ,0,.000,0,0,0,9999
W ,Torii Hunter OF | LAA ,0,.000,0,0,0,9999
W ,Kevin Graham OF | ARI ,0,.000,0,0,0,9999
W ,Wady Mendez OF | TEX ,0,.000,0,0,0,9999
W ,Jose Medina OF | CLE ,0,.000,0,0,0,9999
W ,Willie Joe Garry Jr. OF | MIN ,0,.000,0,0,0,9999
W ,Leodany Perez OF | ARI ,0,.000,0,0,0,9999
W ,Kyle Johnson OF | NYM ,0,.000,0,0,0,9999
W ,Evan Alexander OF | NYY ,0,.000,0,0,0,9999
W ,Hunter Markwardt OF | PHI ,0,.000,0,0,0,9999
W ,Zac Veen OF | COL,0,.000,0,0,0,9999
W ,Luis Payano OF | HOU ,0,.000,0,0,0,9999
W ,Tyler Hill OF | COL ,0,.000,0,0,0,9999
W ,Cabera Weaver OF | CHW ,0,.000,0,0,0,9999
W ,Courtney Hawkins OF | CHW ,0,.000,0,0,0,9999
W ,Felix Negueis OF | NYY ,0,.000,0,0,0,9999
W ,Leandro Pineda OF | PHI ,0,.000,0,0,0,9999
W ,Ethan Wilson OF | PHI ,0,.000,0,0,0,9999
W ,D.K. Carey OF | WAS ,0,.000,0,0,0,9999
W ,John Rave OF | KC,0,.000,0,0,0,9999
W ,Chad Oberacker OF | ARI ,0,.000,0,0,0,9999
W ,Travis Harrison OF | MIN ,0,.000,0,0,0,9999
W ,Danry Vasquez OF | HOU ,0,.000,0,0,0,9999
W ,Devin Saltiban OF | PHI ,0,.000,0,0,0,9999
W ,Ezequiel Pagan OF | LAD ,0,.000,0,0,0,9999
W ,Heriberto Hernandez OF | MIA,0,.000,0,0,0,9999
W ,Robert Robertis OF | TOR ,0,.000,0,0,0,9999
W ,Alan Garcia OF | SD ,0,.000,0,0,0,9999
W ,Korry Howell OF | SD ,0,.000,0,0,0,9999
W ,Logan Taylor OF | CIN ,0,.000,0,0,0,9999
W ,Kyler Fedko OF | MIN ,0,.000,0,0,0,9999
W ,Enmanuel Bonilla OF | TOR ,0,.000,0,0,0,9999
W ,Elier Hernandez OF | TEX ,0,.000,0,0,0,9999
W ,Jonah Cox OF | SF ,0,.000,0,0,0,9999
W ,Austin Overn OF | BAL ,0,.000,0,0,0,9999
W ,Kenedy Corona OF | HOU ,0,.000,0,0,0,9999
W ,Jordan Luplow OF | PHI ,0,.000,0,0,0,9999
W ,Kyler Castillo OF | MIA ,0,.000,0,0,0,9999
W ,Alexander Ramirez OF | LAA ,0,.000,0,0,0,9999
W ,Zyhir Hope OF | LAD ,0,.000,0,0,0,9999
W ,Frank Perez OF | HOU ,0,.000,0,0,0,9999
W ,Jack Rogers OF | CIN ,0,.000,0,0,0,9999
W ,Jase Bowen OF | PIT ,0,.000,0,0,0,9999
W ,River Town OF | KC ,0,.000,0,0,0,9999
W ,David Olmedo-Barrera OF | TB ,0,.000,0,0,0,9999
W ,Yanio Perez OF | TEX ,0,.000,0,0,0,9999
W ,Nate George OF | BAL ,0,.000,0,0,0,9999
W ,Raimel Tapia OF | TB,0,.000,0,0,0,9999
W ,Cornelius Randolph OF | CHW ,0,.000,0,0,0,9999
W ,Slater de Brun OF | BAL ,0,.000,0,0,0,9999
W ,Alexis Hernandez OF | TOR ,0,.000,0,0,0,9999
W ,Ismael Mena OF | CHC ,0,.000,0,0,0,9999
W ,Robbie Garvey OF | LAD ,0,.000,0,0,0,9999
W ,Edward Lantigua OF | NYM ,0,.000,0,0,0,9999
W ,Brenner Cox OF | WAS ,0,.000,0,0,0,9999
W ,Grant Richardson OF | NYY ,0,.000,0,0,0,9999
W ,Simon Muzziotti OF | PHI ,0,.000,0,0,0,9999
W ,Bryce Denton OF | STL ,0,.000,0,0,0,9999
W ,Todd Glaesmann OF | CHC ,0,.000,0,0,0,9999
W ,Anderdson Rojas OF | ARI ,0,.000,0,0,0,9999
W ,Moises Gomez OF | STL ,0,.000,0,0,0,9999
W ,Jose Bermudez OF | ATL ,0,.000,0,0,0,9999
W ,Collin Radack OF | STL ,0,.000,0,0,0,9999
W ,Donavan Tate OF | SD ,0,.000,0,0,0,9999
W ,Jose Cordoba OF | STL ,0,.000,0,0,0,9999
W ,Eric De La Rosa OF | DET ,0,.000,0,0,0,9999
W ,Rainel Rosario OF | BOS ,0,.000,0,0,0,9999
W ,Kyler Murray OF | ATH ,0,.000,0,0,0,9999
W ,Braedon Karpathios OF | SD ,0,.000,0,0,0,9999
W ,Vance Honeycutt OF | BAL ,0,.000,0,0,0,9999
W ,Dimas Ojeda OF | SEA ,0,.000,0,0,0,9999
W ,Dustin Martin OF | ATL,0,.000,0,0,0,9999
W ,Sterlin Thompson OF | COL ,0,.000,0,0,0,9999
W ,Jerry Downs OF | BOS ,0,.000,0,0,0,9999
W ,Garrett Whitley OF | PHI ,0,.000,0,0,0,9999
W ,Alejandro Garcia OF | HOU ,0,.000,0,0,0,9999
W ,Alerick Soularie OF | MIN ,0,.000,0,0,0,9999
W ,Jake Mangum OF | TB,0,.000,0,0,0,9999
W ,Alex Destino OF | CHW ,0,.000,0,0,0,9999
W ,Jean Ramirez OF | KC ,0,.000,0,0,0,9999
W ,Jack Herman OF | PIT ,0,.000,0,0,0,9999
W ,Benyamin Bailey OF | CHW,0,.000,0,0,0,9999
W ,Shawon Dunston OF | CHC ,0,.000,0,0,0,9999
W ,Bo Way OF | LAA ,0,.000,0,0,0,9999
W ,David Armendariz OF | CLE ,0,.000,0,0,0,9999
Young Guns,Jakob Marsee OF | MIA,0,.000,0,0,0,9999
W ,Bryson Smith OF | CIN ,0,.000,0,0,0,9999
W ,Tim Locastro OF | SD ,0,.000,0,0,0,9999
W ,Shayne Fontana OF | BAL ,0,.000,0,0,0,9999
W ,Trevor Hauver OF | TEX,0,.000,0,0,0,9999
W ,Chris Madera OF | BOS ,0,.000,0,0,0,9999
W ,Joe Lampe OF | CLE ,0,.000,0,0,0,9999
W ,Ivan Johnson OF | CIN ,0,.000,0,0,0,9999
W ,Cole Anderson OF | COL ,0,.000,0,0,0,9999
W ,Ching-Hsien Ko OF | LAD ,0,.000,0,0,0,9999
W ,Misael Gonzalez Acosta OF | CHW ,0,.000,0,0,0,9999
W ,Jose Miguel Medina OF | NYM ,0,.000,0,0,0,9999
W ,Gavin Cross OF | KC ,0,.000,0,0,0,9999
W ,Dwanya Williams-Sutton OF | SD ,0,.000,0,0,0,9999
W ,Trey Martin OF | CHC ,0,.000,0,0,0,9999
W ,Jimmy Pickens OF | CIN ,0,.000,0,0,0,9999
W ,John Cruz OF | MIA ,0,.000,0,0,0,9999
W ,Sammy Siani OF | PIT ,0,.000,0,0,0,9999
W ,Brennon Lund OF | LAA ,0,.000,0,0,0,9999
W ,Beau Amaral OF | SEA ,0,.000,0,0,0,9999
W ,Lucas Spence OF | HOU ,0,.000,0,0,0,9999
W ,Parker Bates OF | KC ,0,.000,0,0,0,9999
W ,Mariel Bautista OF | CIN ,0,.000,0,0,0,9999
W ,Matt McPhearson OF | ARI ,0,.000,0,0,0,9999
W ,Andrew Guillotte OF | TOR ,0,.000,0,0,0,9999
W ,Gabriel Martinez OF | TOR ,0,.000,0,0,0,9999
W ,Andy Sugilio OF | CIN ,0,.000,0,0,0,9999
W ,Oliver Tejada OF | SF ,0,.000,0,0,0,9999
W ,Felix Valerio OF | MIL ,0,.000,0,0,0,9999
W ,Will Turner OF | BOS ,0,.000,0,0,0,9999
W ,Luis Baez OF | HOU ,0,.000,0,0,0,9999
W ,Jacen Roberson OF | ARI ,0,.000,0,0,0,9999
W ,Nick McLain OF | CHW ,0,.000,0,0,0,9999
W ,Chris Alleyne OF | LAD ,0,.000,0,0,0,9999
W ,Maxton Martin OF | TEX ,0,.000,0,0,0,9999
W ,Brett Callahan OF | DET ,0,.000,0,0,0,9999
W ,Parker Chavers OF | CHC ,0,.000,0,0,0,9999
W ,Junior Perez OF | ATH ,0,.000,0,0,0,9999
W ,Zach Borenstein OF | NYM ,0,.000,0,0,0,9999
W ,Micah Pries OF | CLE,0,.000,0,0,0,9999
W ,Tyler Robertson OF | SD ,0,.000,0,0,0,9999
W ,Stanley Consuegra OF | NYM ,0,.000,0,0,0,9999
