All Outfielders 2024  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
Rieken Havoc,Aaron Judge OF | NYY ,58,.458,122,144,10,2
W ,Ben Johnson OF | COL ,0,.000,0,0,0,9999
W ,Wil Dalton OF | BOS ,0,.000,0,0,0,9999
W ,Enmanuel Terrero OF | PIT ,0,.000,0,0,0,9999
W ,Dillon Lewis OF | NYY ,0,.000,0,0,0,9999
W ,Victor Victor Mesa OF | MIA,0,.000,0,0,0,9999
W ,Mark Contreras OF | BOS ,0,.000,0,0,0,9999
W ,Misael Urbina OF | MIN ,0,.000,0,0,0,9999
W ,Eduardo Diaz OF | ARI ,0,.000,0,0,0,9999
W ,Aristides Aquino OF | CIN,0,.000,0,0,0,9999
W ,A.J. Ewing OF | NYM ,0,.000,0,0,0,9999
W ,C.J. Kayfus OF | CLE,0,.000,0,0,0,9999
W ,Brenden Webb OF | BAL ,0,.000,0,0,0,9999
W ,Jonathan Jones OF | MIA ,0,.000,0,0,0,9999
W ,Christian Johnson OF | TB ,0,.000,0,0,0,9999
W ,Alexander Ramirez OF | NYM ,0,.000,0,0,0,9999
W ,Tanner Murphy OF | NYM ,0,.000,0,0,0,9999
W ,Roismar Quintana OF | WAS ,0,.000,0,0,0,9999
W ,Champ Stuart OF | NYM ,0,.000,0,0,0,9999
W ,Grant Little OF | SD ,0,.000,0,0,0,9999
W ,Esmil Valencia OF | MIA ,0,.000,0,0,0,9999
W ,Jay Allen OF | CIN ,0,.000,0,0,0,9999
W ,Jonathan Machado OF | STL ,0,.000,0,0,0,9999
W ,Carlos Jimenez OF | SEA ,0,.000,0,0,0,9999
W ,Patrick Clohisy OF | ATL ,0,.000,0,0,0,9999
W ,Luis Cova OF | MIA ,0,.000,0,0,0,9999
W ,Chris Garia OF | TEX ,0,.000,0,0,0,9999
W ,Ranyelmy Mendoza OF | LAA ,0,.000,0,0,0,9999
W ,Emaarion Boyd OF | MIA ,0,.000,0,0,0,9999
W ,Brett Johnson OF | ARI ,0,.000,0,0,0,9999
W ,Gabriel Rincones OF | PHI ,0,.000,0,0,0,9999
W ,Won-Bin Cho OF | STL ,0,.000,0,0,0,9999
W ,Brayan Buelvas OF | ATH ,0,.000,0,0,0,9999
W ,Jose Suarez OF | STL ,0,.000,0,0,0,9999
W ,Seth Stephenson OF | DET ,0,.000,0,0,0,9999
W ,Edmond Americaan OF | CHC ,0,.000,0,0,0,9999
W ,Sean Godfrey OF | ATL ,0,.000,0,0,0,9999
W ,Yeremi Cabrera OF | TEX ,0,.000,0,0,0,9999
W ,Eduardo Beltre OF | MIN ,0,.000,0,0,0,9999
W ,Logan Moon OF | KC ,0,.000,0,0,0,9999
W ,Demi Orimoloye OF | TOR ,0,.000,0,0,0,9999
W ,Kelvin Diaz OF | BOS ,0,.000,0,0,0,9999
W ,Jake Skole OF | NYY ,0,.000,0,0,0,9999
W ,Jonathan Engelmann OF | CLE ,0,.000,0,0,0,9999
W ,Jauri Custodio OF | PIT ,0,.000,0,0,0,9999
W ,Josh Sale OF | TEX ,0,.000,0,0,0,9999
W ,Yeison Morrobel OF | TEX ,0,.000,0,0,0,9999
W ,Roilan Machandy OF | HOU ,0,.000,0,0,0,9999
W ,Luis Rodriguez OF | LAD,0,.000,0,0,0,9999
W ,Braiden Ward OF | COL ,0,.000,0,0,0,9999
W ,Andrew Stevenson OF | MIN,0,.000,0,0,0,9999
W ,Amalani Fukofuka OF | KC,0,.000,0,0,0,9999
W ,Ethan Workinger OF | ATL ,0,.000,0,0,0,9999
W ,Zach Jarrett OF | BAL ,0,.000,0,0,0,9999
W ,Alec Keller OF | WAS ,0,.000,0,0,0,9999
W ,Allan Castro OF | BOS ,0,.000,0,0,0,9999
W ,Oscar Mercado OF | PHI ,0,.000,0,0,0,9999
W ,Caden Kendle OF | MIN ,0,.000,0,0,0,9999
W ,Logan Hill OF | PIT ,0,.000,0,0,0,9999
W ,Clint Frazier OF | CHW,0,.000,0,0,0,9999
W ,Tyler Whitaker OF | HOU ,0,.000,0,0,0,9999
W ,Avery Owusu-Asiedu OF | PHI ,0,.000,0,0,0,9999
W ,Angel Mendoza OF | CLE ,0,.000,0,0,0,9999
W ,Joan Delgado OF | CHC ,0,.000,0,0,0,9999
W ,Satchel McElroy OF | CIN ,0,.000,0,0,0,9999
W ,Johan Mieses OF | BOS ,0,.000,0,0,0,9999
W ,Dalton Guthrie OF | BOS ,0,.000,0,0,0,9999
W ,Edward Florentino OF | PIT ,0,.000,0,0,0,9999
W ,Jayson Bass OF | MIN ,0,.000,0,0,0,9999
Dawg,Chandler Simpson OF | TB,0,.000,0,0,0,9999
W ,Travis Honeyman OF | STL ,0,.000,0,0,0,9999
W ,Alexander Palma OF | MIL ,0,.000,0,0,0,9999
W ,Dylan Davis OF | SF ,0,.000,0,0,0,9999
W ,Buddy Reed OF | LAD ,0,.000,0,0,0,9999
W ,Luis Guerrero OF | HOU ,0,.000,0,0,0,9999
W ,Terrell Tatum OF | CHW ,0,.000,0,0,0,9999
W ,Juan Chacon OF | BOS ,0,.000,0,0,0,9999
W ,Eduard Pinto OF | TOR,0,.000,0,0,0,9999
W ,Phillip Sikes OF | BOS ,0,.000,0,0,0,9999
W ,RJ Schreck OF | TOR ,0,.000,0,0,0,9999
W ,Justin Dean OF | SF ,0,.000,0,0,0,9999
W ,Kameron Esthay OF | WAS ,0,.000,0,0,0,9999
W ,Korey Holland OF | LAA ,0,.000,0,0,0,9999
W ,Nate Nankil OF | ATH ,0,.000,0,0,0,9999
W ,Landon Wallace OF | LAA ,0,.000,0,0,0,9999
W ,Trevor Werner OF | KC ,0,.000,0,0,0,9999
W ,Amaurys Minier OF | MIN ,0,.000,0,0,0,9999
W ,A.J. Vukovich OF | ARI ,0,.000,0,0,0,9999
W ,Randolph Oduber OF | WAS ,0,.000,0,0,0,9999
W ,Stephen Paolini OF | ATL ,0,.000,0,0,0,9999
W ,Thomas Spitz OF | STL ,0,.000,0,0,0,9999
W ,Cory Vaughn OF | NYM ,0,.000,0,0,0,9999
W ,Jorge Caballero OF | MIA ,0,.000,0,0,0,9999
W ,John Spikerman OF | PHI ,0,.000,0,0,0,9999
W ,Terry Fuller OF | STL ,0,.000,0,0,0,9999
W ,Randy De Jesus OF | LAA ,0,.000,0,0,0,9999
W ,Seth Harrison OF | SF ,0,.000,0,0,0,9999
W ,Greg Allen OF | BAL,0,.000,0,0,0,9999
W ,Druw Jones OF | ARI ,0,.000,0,0,0,9999
W ,Joshua Baez OF | STL ,0,.000,0,0,0,9999
W ,Simon Rodriguez OF | CLE ,0,.000,0,0,0,9999
W ,Angel Zarate OF | CLE ,0,.000,0,0,0,9999
W ,Jose Ramos OF | LAD ,0,.000,0,0,0,9999
W ,Kole Enright OF | TEX ,0,.000,0,0,0,9999
W ,Quinn Brodey OF | NYM ,0,.000,0,0,0,9999
W ,Troy Schreffler OF | PHI ,0,.000,0,0,0,9999
W ,Erik Stock OF | SEA ,0,.000,0,0,0,9999
W ,Angel Mateo OF | TB ,0,.000,0,0,0,9999
W ,Bryson Myles OF | CLE ,0,.000,0,0,0,9999
W ,Nick Van Stratten OF | KC ,0,.000,0,0,0,9999
W ,Natanael Santana OF | LAA ,0,.000,0,0,0,9999
W ,Griffin Burkholder OF | PHI ,0,.000,0,0,0,9999
W ,Robert Arias OF | CLE ,0,.000,0,0,0,9999
W ,Tyler Marincov OF | ATH ,0,.000,0,0,0,9999
W ,Ryan Aper OF | MIA ,0,.000,0,0,0,9999
W ,Brendon Davis OF | LAD ,0,.000,0,0,0,9999
W ,Tyler Neslony OF | CHW ,0,.000,0,0,0,9999
W ,Luis Durango OF | NYY,0,.000,0,0,0,9999
W ,Louie Lechich OF | CHW ,0,.000,0,0,0,9999
W ,Chavez Young OF | MIL ,0,.000,0,0,0,9999
W ,Tate Matheny OF | BOS ,0,.000,0,0,0,9999
W ,Rhett Wiseman OF | WAS ,0,.000,0,0,0,9999
W ,Ryde Rodriguez OF | LAA ,0,.000,0,0,0,9999
W ,Forrestt Allday OF | SD ,0,.000,0,0,0,9999
W ,Jake Vogel OF | LAD ,0,.000,0,0,0,9999
W ,Donta' Williams OF | WAS ,0,.000,0,0,0,9999
W ,Ben Norman OF | CHW,0,.000,0,0,0,9999
W ,Ricardo Marcano OF | CHC ,0,.000,0,0,0,9999
W ,Luis Bolivar OF | SEA,0,.000,0,0,0,9999
W ,Justin Maffei OF | PIT ,0,.000,0,0,0,9999
W ,Josh Richmond OF | CHW ,0,.000,0,0,0,9999
W ,Jose Paez OF | TB ,0,.000,0,0,0,9999
W ,Terence Doston OF | MIL ,0,.000,0,0,0,9999
W ,Mike Fish OF | LAA ,0,.000,0,0,0,9999
W ,Michael Sandle OF | HOU ,0,.000,0,0,0,9999
W ,Mac Horvath OF | TB ,0,.000,0,0,0,9999
W ,Drew Mount OF | CIN ,0,.000,0,0,0,9999
W ,Matt Rudick OF | NYM ,0,.000,0,0,0,9999
W ,Keegan McGovern OF | SEA ,0,.000,0,0,0,9999
W ,Angel Moreno OF | TB ,0,.000,0,0,0,9999
W ,Danny Mars OF | BOS ,0,.000,0,0,0,9999
W ,Nelson Medina OF | NYY ,0,.000,0,0,0,9999
W ,Aaron Zavala OF | TEX ,0,.000,0,0,0,9999
W ,Bryan Torres OF | STL ,0,.000,0,0,0,9999
W ,Gregory Duran OF | MIN ,0,.000,0,0,0,9999
W ,Rod Boykin OF | SD ,0,.000,0,0,0,9999
W ,Abraham Almonte OF | NYM,0,.000,0,0,0,9999
W ,Dorssys Paulino OF | CLE ,0,.000,0,0,0,9999
W ,Zach Gibbons OF | LAA ,0,.000,0,0,0,9999
W ,Diego Mosquera OF | NYM ,0,.000,0,0,0,9999
W ,Travis Swaggerty OF | NYM ,0,.000,0,0,0,9999
W ,Jonah Todd OF | LAA ,0,.000,0,0,0,9999
W ,Royce Bolinger OF | TEX ,0,.000,0,0,0,9999
W ,Mishael Deson OF | BAL,0,.000,0,0,0,9999
W ,Braylon Payne OF | MIL ,0,.000,0,0,0,9999
W ,Andrew Moritz OF | ATL ,0,.000,0,0,0,9999
W ,Anthony Giansanti OF | CHC ,0,.000,0,0,0,9999
W ,Wilson Soriano OF | COL ,0,.000,0,0,0,9999
W ,Austin Hendrick OF | CIN ,0,.000,0,0,0,9999
W ,Gerson Molina OF | NYM ,0,.000,0,0,0,9999
W ,Ramon Marcelino OF | COL ,0,.000,0,0,0,9999
W ,Alex Glenn OF | MIA ,0,.000,0,0,0,9999
W ,Ryan Stephens OF | COL ,0,.000,0,0,0,9999
W ,Connor Marabell OF | CLE ,0,.000,0,0,0,9999
W ,Norel Gonzalez OF | MIA ,0,.000,0,0,0,9999
W ,Rio Foster OF | LAA ,0,.000,0,0,0,9999
W ,Jordan Nwogu OF | CHC ,0,.000,0,0,0,9999
W ,Bobby Ison OF | CLE ,0,.000,0,0,0,9999
W ,Andrew Pintar OF | MIA ,0,.000,0,0,0,9999
W ,B.J. Boyd OF | ATH ,0,.000,0,0,0,9999
W ,Tyler Callihan OF | CIN ,0,.000,0,0,0,9999
W ,Junior Franco OF | ARI ,0,.000,0,0,0,9999
W ,Derrick Loveless OF | TOR ,0,.000,0,0,0,9999
W ,Ethan O'Donnell OF | CIN ,0,.000,0,0,0,9999
W ,Alejandro Osuna OF | TEX,0,.000,0,0,0,9999
W ,Ian Dawkins OF | CHW ,0,.000,0,0,0,9999
W ,Armani Smith OF | MIN ,0,.000,0,0,0,9999
W ,Kort Peterson OF | KC ,0,.000,0,0,0,9999
W ,Francisco Del Valle OF | LAA ,0,.000,0,0,0,9999
W ,Tyler Dearden OF | MIN ,0,.000,0,0,0,9999
W ,Tucker Bradley OF | KC ,0,.000,0,0,0,9999
W ,Jack Sundberg OF | WAS ,0,.000,0,0,0,9999
W ,Kyle Hess OF | MIN ,0,.000,0,0,0,9999
W ,Willy Montero OF | NYY ,0,.000,0,0,0,9999
W ,Drew Weeks OF | ARI,0,.000,0,0,0,9999
W ,Victor Hurtado OF | WAS ,0,.000,0,0,0,9999
W ,Ivan Brethowr OF | PIT ,0,.000,0,0,0,9999
W ,Jonathan Reynoso OF | CIN ,0,.000,0,0,0,9999
W ,Jhailyn Ortiz OF | PHI ,0,.000,0,0,0,9999
W ,Bryan Gonzalez OF | KC ,0,.000,0,0,0,9999
W ,Rowdey Jordan OF | NYM ,0,.000,0,0,0,9999
W ,Zach Clark OF | MIL ,0,.000,0,0,0,9999
W ,Yusniel Diaz OF | SF ,0,.000,0,0,0,9999
W ,Andres Valor OF | MIA ,0,.000,0,0,0,9999
W ,Isaac Ballou OF | WAS ,0,.000,0,0,0,9999
W ,Ricky Eusebio OF | SEA ,0,.000,0,0,0,9999
W ,Tyler Reichenborn OF | STL ,0,.000,0,0,0,9999
W ,Jose Almonte OF | TEX ,0,.000,0,0,0,9999
W ,Samuel Munoz OF | LAD ,0,.000,0,0,0,9999
W ,Darryl Collins OF | KC,0,.000,0,0,0,9999
W ,Kevin Kilpatrick OF | ATL ,0,.000,0,0,0,9999
W ,Derek Miller OF | BOS ,0,.000,0,0,0,9999
W ,Dylan Dreiling OF | TEX ,0,.000,0,0,0,9999
W ,Clint Coulter OF | SF ,0,.000,0,0,0,9999
W ,Alexfri Planez OF | CLE ,0,.000,0,0,0,9999
W ,Carlos Jorge OF | CIN ,0,.000,0,0,0,9999
W ,Jason Martin OF | LAA ,0,.000,0,0,0,9999
W ,Randy Bednar OF | SEA ,0,.000,0,0,0,9999
W ,Dylan Harris OF | BAL ,0,.000,0,0,0,9999
W ,Johnathon Thomas OF | WAS ,0,.000,0,0,0,9999
W ,Zach Britton OF | TOR ,0,.000,0,0,0,9999
W ,Ross Kivett OF | DET ,0,.000,0,0,0,9999
W ,Jacob Burke OF | CHW ,0,.000,0,0,0,9999
W ,Lolo Sanchez OF | LAD ,0,.000,0,0,0,9999
W ,Terence Dotson OF | MIL ,0,.000,0,0,0,9999
W ,Mitch Hansen OF | LAD ,0,.000,0,0,0,9999
W ,Robbie Podorsky OF | SD ,0,.000,0,0,0,9999
W ,Colin Barber OF | HOU ,0,.000,0,0,0,9999
W ,Daniel Sweet OF | CIN ,0,.000,0,0,0,9999
W ,Ramiro Rodriguez OF | HOU ,0,.000,0,0,0,9999
W ,Marcos Torres OF | TEX ,0,.000,0,0,0,9999
W ,Connor Harrell OF | DET ,0,.000,0,0,0,9999
W ,Ian Petrutz OF | STL,0,.000,0,0,0,9999
W ,Aaron Brown OF | ATH ,0,.000,0,0,0,9999
W ,Leonys Martin OF | SEA ,0,.000,0,0,0,9999
W ,Jeremy de la Rosa OF | WAS ,0,.000,0,0,0,9999
W ,Gabriel Maciel OF | MIN ,0,.000,0,0,0,9999
W ,Drew Vettleson OF | WAS ,0,.000,0,0,0,9999
W ,Jadiel Sanchez OF | LAA ,0,.000,0,0,0,9999
W ,Yhoangel Aponte OF | TOR ,0,.000,0,0,0,9999
W ,Gareth Morgan OF | LAA ,0,.000,0,0,0,9999
W ,Brandon McIlwain OF | NYM ,0,.000,0,0,0,9999
W ,Brennen Davis OF | NYY ,0,.000,0,0,0,9999
W ,Kelvin Alcantara OF | SEA ,0,.000,0,0,0,9999
W ,Reece Walling OF | MIL ,0,.000,0,0,0,9999
W ,Stryker Trahan OF | ARI ,0,.000,0,0,0,9999
W ,Luke Tendler OF | BOS ,0,.000,0,0,0,9999
W ,Zach Kokoska OF | COL ,0,.000,0,0,0,9999
W ,Luis Silverio OF | ARI ,0,.000,0,0,0,9999
W ,Kai Murphy OF | SD ,0,.000,0,0,0,9999
W ,James Beard OF | CHW ,0,.000,0,0,0,9999
W ,Roman Collins OF | KC ,0,.000,0,0,0,9999
W ,Malvin Valdez OF | CIN,0,.000,0,0,0,9999
W ,Billy Hamilton OF | CHW,0,.000,0,0,0,9999
W ,Micah McDowell OF | MIA ,0,.000,0,0,0,9999
W ,PJ Morlando OF | MIA ,0,.000,0,0,0,9999
W ,Nomar Mazara OF | WAS,0,.000,0,0,0,9999
W ,C.J. Pittaro OF | ATH ,0,.000,0,0,0,9999
W ,Franklin Guzman OF | BOS ,0,.000,0,0,0,9999
W ,Terry McClure OF | COL ,0,.000,0,0,0,9999
W ,Garrett Hiott OF | TB ,0,.000,0,0,0,9999
W ,Michael Smith OF | TB ,0,.000,0,0,0,9999
W ,Jordan Paroubeck OF | SD ,0,.000,0,0,0,9999
W ,Carlos Arroyo OF | TEX ,0,.000,0,0,0,9999
W ,Luke Brown OF | PIT ,0,.000,0,0,0,9999
W ,Cam Gibson OF | DET ,0,.000,0,0,0,9999
W ,Juan Guerrero OF | COL ,0,.000,0,0,0,9999
W ,Jay Gonzalez OF | ARI ,0,.000,0,0,0,9999
W ,Silento Sayles OF | CLE ,0,.000,0,0,0,9999
W ,Luke Burch OF | DET ,0,.000,0,0,0,9999
W ,Yordalin Pena OF | STL ,0,.000,0,0,0,9999
W ,Alec Sayre OF | MIN ,0,.000,0,0,0,9999
W ,Dillon Head OF | MIA ,0,.000,0,0,0,9999
W ,Cristopher Barete OF | TB ,0,.000,0,0,0,9999
W ,J.R. Freethy OF | TOR ,0,.000,0,0,0,9999
W ,Drew Gilbert OF | SF,0,.000,0,0,0,9999
W ,Jake Thompson OF | MIA,0,.000,0,0,0,9999
W ,Zach Nehrir OF | ARI,0,.000,0,0,0,9999
W ,Jagger Rusconi OF | BOS ,0,.000,0,0,0,9999
W ,Lazaro Armenteros OF | ATH ,0,.000,0,0,0,9999
W ,Justin Crawford OF | PHI ,0,.000,0,0,0,9999
W ,Guillermo Pimentel OF | SEA ,0,.000,0,0,0,9999
W ,Joe Gray OF | KC ,0,.000,0,0,0,9999
W ,Jameson Hannah OF | COL ,0,.000,0,0,0,9999
W ,Reidy Mercado OF | MIL ,0,.000,0,0,0,9999
W ,Carson Roccaforte OF | KC ,0,.000,0,0,0,9999
W ,Chase Davis OF | STL ,0,.000,0,0,0,9999
W ,Jodd Carter OF | CLE ,0,.000,0,0,0,9999
W ,Josh Stowers OF | LAD ,0,.000,0,0,0,9999
W ,Jabari Henry OF | SEA ,0,.000,0,0,0,9999
W ,Isaiah Drake OF | ATL ,0,.000,0,0,0,9999
W ,Tyler Wilson OF | NYY ,0,.000,0,0,0,9999
W ,Justin Farmer OF | SD ,0,.000,0,0,0,9999
W ,Pedro Ibarguen OF | MIL ,0,.000,0,0,0,9999
W ,Jackson Lancaster OF | TB ,0,.000,0,0,0,9999
W ,Anthony Donofrio OF | SEA ,0,.000,0,0,0,9999
W ,Narciso Mesa OF | WAS ,0,.000,0,0,0,9999
W ,Aldrich De Jongh OF | LAD ,0,.000,0,0,0,9999
W ,David Rohm OF | ATL ,0,.000,0,0,0,9999
W ,Brandon Winokur OF | MIN ,0,.000,0,0,0,9999
W ,Anthony Gutierrez OF | TEX ,0,.000,0,0,0,9999
W ,Luis Asuncion OF | SD ,0,.000,0,0,0,9999
W ,Elijah Dunham OF | NYY ,0,.000,0,0,0,9999
W ,Nomar Fana OF | DET ,0,.000,0,0,0,9999
W ,Jacob Wetzel OF | TOR ,0,.000,0,0,0,9999
W ,Estanli Castillo OF | TB ,0,.000,0,0,0,9999
W ,Marlin Made OF | CLE ,0,.000,0,0,0,9999
W ,Miguel Briceno OF | MIN ,0,.000,0,0,0,9999
W ,Raylin Heredia OF | PHI ,0,.000,0,0,0,9999
W ,Pat DeMarco OF | NYY ,0,.000,0,0,0,9999
Like a Nightmare,Roman Anthony OF | BOS ,0,.000,0,0,0,9999
W ,Aaron Palensky OF | NYY ,0,.000,0,0,0,9999
W ,Dylan Rock OF | TOR ,0,.000,0,0,0,9999
W ,Dyron Campos OF | NYM ,0,.000,0,0,0,9999
W ,Thomas Jones OF | MIA ,0,.000,0,0,0,9999
W ,Tre Carter OF | SD ,0,.000,0,0,0,9999
W ,Keenyn Walker OF | CHW ,0,.000,0,0,0,9999
W ,Matthew Lugo OF | LAA,0,.000,0,0,0,9999
W ,Jud Fabian OF | BAL,0,.000,0,0,0,9999
W ,Zack Zehner OF | NYY ,0,.000,0,0,0,9999
W ,Jhon Torres OF | STL ,0,.000,0,0,0,9999
W ,Carson Benge OF | NYM ,0,.000,0,0,0,9999
W ,Jesse Franklin OF | ATL ,0,.000,0,0,0,9999
W ,Brett Kinneman OF | PIT ,0,.000,0,0,0,9999
W ,Todd Isaacs OF | CLE ,0,.000,0,0,0,9999
W ,Cameron Flynn OF | MIA ,0,.000,0,0,0,9999
W ,Jeremy Celedonio OF | ATL ,0,.000,0,0,0,9999
W ,Dominic Abbadessa OF | TOR ,0,.000,0,0,0,9999
W ,Eduarqui Fernandez OF | MIL ,0,.000,0,0,0,9999
W ,Hudson Haskin OF | BAL,0,.000,0,0,0,9999
W ,Spencer Griffin OF | LAA ,0,.000,0,0,0,9999
W ,Jorge Ruiz OF | LAA ,0,.000,0,0,0,9999
W ,Jaylen Palmer OF | CHC ,0,.000,0,0,0,9999
W ,Luis Medina OF | MIL ,0,.000,0,0,0,9999
W ,Corey Rosier OF | BOS ,0,.000,0,0,0,9999
W ,Sterling Romero OF | CLE ,0,.000,0,0,0,9999
W ,Todd Lott OF | STL ,0,.000,0,0,0,9999
W ,Erick Hernandez OF | CHW ,0,.000,0,0,0,9999
W ,Heath Quinn OF | SF ,0,.000,0,0,0,9999
W ,Andrew Pullin OF | PHI ,0,.000,0,0,0,9999
W ,Yhoswar Garcia OF | MIL ,0,.000,0,0,0,9999
W ,Preston Tucker OF | SD,0,.000,0,0,0,9999
W ,Tirso Ornelas OF | SD,0,.000,0,0,0,9999
W ,Luke Persico OF | ATH ,0,.000,0,0,0,9999
W ,Herlis Rodriguez OF | DET ,0,.000,0,0,0,9999
W ,Angel Ortiz OF | ARI ,0,.000,0,0,0,9999
W ,Miguel Ugueto OF | STL ,0,.000,0,0,0,9999
W ,Cris Rodriguez OF | DET ,0,.000,0,0,0,9999
W ,Ryan Cesarini OF | CLE ,0,.000,0,0,0,9999
W ,Daniel Spingola OF | CHC ,0,.000,0,0,0,9999
W ,Mike Peabody OF | LAA ,0,.000,0,0,0,9999
W ,Anthony Garcia OF | NYY ,0,.000,0,0,0,9999
W ,JoJo Blackmon OF | TEX ,0,.000,0,0,0,9999
W ,Frankie Tostado OF | WAS ,0,.000,0,0,0,9999
W ,Tre Gantt OF | CLE ,0,.000,0,0,0,9999
W ,Braxton Davidson OF | ATL ,0,.000,0,0,0,9999
W ,Elijah Green OF | WAS ,0,.000,0,0,0,9999
W ,Yohendrick Pinango OF | TOR ,0,.000,0,0,0,9999
W ,Clark Scolamiero OF | CLE ,0,.000,0,0,0,9999
W ,Justin Connell OF | WAS ,0,.000,0,0,0,9999
W ,Miguel Bleis OF | BOS ,0,.000,0,0,0,9999
W ,Billy Wilson OF | CLE ,0,.000,0,0,0,9999
W ,Preston Scott OF | TEX ,0,.000,0,0,0,9999
W ,Angel Aponte OF | TEX ,0,.000,0,0,0,9999
W ,Jeff McVaney OF | DET ,0,.000,0,0,0,9999
W ,Cristopher Espinola OF | CLE ,0,.000,0,0,0,9999
W ,Jace Avina OF | NYY ,0,.000,0,0,0,9999
W ,Carson Jones OF | SEA ,0,.000,0,0,0,9999
W ,Michael Suchy OF | PIT ,0,.000,0,0,0,9999
W ,Stephen Piscotty OF | ATH ,0,.000,0,0,0,9999
W ,Carter Williams OF | SF ,0,.000,0,0,0,9999
W ,Tristan Peters OF | CHW ,0,.000,0,0,0,9999
W ,Brendon Sanger OF | LAA ,0,.000,0,0,0,9999
W ,Hirotoshi Onaka OF | TEX ,0,.000,0,0,0,9999
W ,Austin Wilson OF | SEA ,0,.000,0,0,0,9999
W ,Casey Soltis OF | MIA ,0,.000,0,0,0,9999
W ,Caden Rose OF | BOS ,0,.000,0,0,0,9999
W ,Jhostynxon Garcia OF | PIT ,0,.000,0,0,0,9999
W ,Ashton Creal OF | CIN ,0,.000,0,0,0,9999
W ,Justin Boyd OF | CLE ,0,.000,0,0,0,9999
W ,Logan Baldwin OF | SF ,0,.000,0,0,0,9999
W ,Connor Kokx OF | CLE ,0,.000,0,0,0,9999
W ,Robert Calaz OF | COL ,0,.000,0,0,0,9999
W ,Matthew Barefoot OF | HOU ,0,.000,0,0,0,9999
W ,Gavin Turley OF | ATH ,0,.000,0,0,0,9999
W ,Jake Ring OF | BAL ,0,.000,0,0,0,9999
W ,Hunter Jones OF | WAS ,0,.000,0,0,0,9999
W ,Jared Sundstrom OF | SEA ,0,.000,0,0,0,9999
W ,Robert Henry OF | MIL ,0,.000,0,0,0,9999
W ,Jeremias Portorreal OF | PIT ,0,.000,0,0,0,9999
W ,George Feliz OF | SEA ,0,.000,0,0,0,9999
W ,Reed Trimble OF | BAL ,0,.000,0,0,0,9999
W ,Dexter Kjerstad OF | MIA ,0,.000,0,0,0,9999
W ,Jackie Bradley Jr. OF | KC,0,.000,0,0,0,9999
W ,Jeff Roy OF | PIT ,0,.000,0,0,0,9999
W ,Tanner Kirwer OF | SEA ,0,.000,0,0,0,9999
W ,J.D. Orr OF | MIA ,0,.000,0,0,0,9999
W ,Pres Cavenaugh OF | CLE,0,.000,0,0,0,9999
W ,Juan Carlos Linares OF | BOS ,0,.000,0,0,0,9999
W ,Gabriel Gonzalez OF | MIN ,0,.000,0,0,0,9999
W ,Corbin Williams OF | PHI ,0,.000,0,0,0,9999
W ,Ryan Ward OF | LAD ,0,.000,0,0,0,9999
W ,Julio Francisco OF | PHI ,0,.000,0,0,0,9999
W ,Stewart Ijames OF | ARI ,0,.000,0,0,0,9999
W ,Skeiling Rodriguez OF | CLE ,0,.000,0,0,0,9999
W ,Yasser Mercedes OF | MIN ,0,.000,0,0,0,9999
W ,Madison Santos OF | NYY ,0,.000,0,0,0,9999
W ,Max Clark OF | DET ,0,.000,0,0,0,9999
W ,Travis Jones OF | KC ,0,.000,0,0,0,9999
W ,Skye Bolt OF | ATL,0,.000,0,0,0,9999
W ,Mel Rojas OF | ATL ,0,.000,0,0,0,9999
W ,Tucker Flint OF | LAA ,0,.000,0,0,0,9999
W ,Robby Martin OF | COL ,0,.000,0,0,0,9999
W ,Patrick Romeri OF | STL ,0,.000,0,0,0,9999
W ,Jeff Hendrix OF | NYY ,0,.000,0,0,0,9999
W ,Cole Roederer OF | SD ,0,.000,0,0,0,9999
W ,Alfonsin Rosario OF | CLE ,0,.000,0,0,0,9999
Guillotine,Jeremiah Jackson OF | BAL,0,.000,0,0,0,9999
W ,Everson Pereira OF | CHW ,0,.000,0,0,0,9999
W ,Daniel Marte OF | WAS ,0,.000,0,0,0,9999
W ,Omar De Los Santos OF | NYM ,0,.000,0,0,0,9999
W ,Fernando Kelli OF | CHC ,0,.000,0,0,0,9999
W ,Aidan Smith OF | TB ,0,.000,0,0,0,9999
W ,Elvis Rubio OF | DET ,0,.000,0,0,0,9999
W ,Cristian More OF | CHC ,0,.000,0,0,0,9999
W ,Lamar Sparks OF | MIL ,0,.000,0,0,0,9999
W ,Ruben Cardenas OF | TB,0,.000,0,0,0,9999
W ,Jacob Rhinesmith OF | WAS ,0,.000,0,0,0,9999
W ,Sean Gamble OF | KC ,0,.000,0,0,0,9999
W ,Werner Blakely OF | LAA ,0,.000,0,0,0,9999
W ,Cody Milligan OF | ATL ,0,.000,0,0,0,9999
W ,Alberto Rodriguez OF | SEA ,0,.000,0,0,0,9999
W ,Jordan Qsar OF | TB ,0,.000,0,0,0,9999
W ,Grant Heyman OF | ARI ,0,.000,0,0,0,9999
W ,Fenwick Trimble OF | MIA,0,.000,0,0,0,9999
W ,Michael Guldberg OF | ATH ,0,.000,0,0,0,9999
W ,Bo Davidson OF | SF ,0,.000,0,0,0,9999
W ,Tito Polo OF | SEA ,0,.000,0,0,0,9999
W ,Dan Swain OF | ARI ,0,.000,0,0,0,9999
