"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","r_total_caught_stealing","r_total_stolen_base","b_intent_walk","r_run","xba","xslg","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","sprint_speed"
"Arozarena, Randy",668227,2021,26,529,604,145,90,32,3,20,170,56,28.1,9.3,".274",".459",".356","0.815","0.185",".363","69","10","20","4","94",".217",".364",".300",".309","89.9","7.6",29.7,8.2,42.3,"101.268214833","94.942033565",32.6,44.2,"28.7"
"O'Neill, Tyler",641933,2021,26,482,537,138,76,26,2,34,168,38,31.3,7.1,".286",".560",".352","0.912","0.274",".366","80","4","15","0","89",".276",".579",".389",".344","93","17.8",39.9,17.9,52.2,"104.172238365","97.016212516",34.7,49.8,"29.6"
"Larnach, Trevor",663616,2021,24,260,301,58,39,12,0,7,104,31,34.6,10.3,".223",".350",".322","0.672","0.127",".338","28","0","1","0","29",".209",".372",".304",".310","90","13.1",34.8,9.5,41.1,"102.03220038","95.168202975",39,43.8,"26.5"
"Altuve, Jose",514888,2021,31,601,678,167,103,32,1,31,91,66,13.4,9.7,".278",".489",".350","0.839","0.211",".280","83","3","5","3","117",".262",".421",".332",".339","87.7","15.6",32.1,6.4,35,"98.384760909","93.261160455",15.9,47.4,"28.0"
"Torres, Gleyber",650402,2021,24,459,516,119,88,22,0,9,104,50,20.2,9.7,".259",".366",".331","0.697","0.107",".314","51","6","14","1","50",".265",".423",".331",".336","87.1","14.2",37.1,7.8,35.7,"98.748265196","93.463817961",26.3,46.7,"27.0"
"Riley, Austin",663586,2021,24,590,662,179,112,33,1,33,168,52,25.4,7.9,".303",".531",".367","0.898","0.228",".368","107","1","0","2","91",".281",".511",".366",".348","90.1","14.2",36.5,13.3,45.6,"102.871134252","95.650249087",28.3,50.2,"27.8"
"Smith, Will",669257,2021,26,414,501,107,61,19,2,25,101,58,20.2,11.6,".258",".495",".365","0.860","0.237",".274","76","0","3","4","71",".247",".468",".362",".363","90.1","19.4",38,10.8,43.8,"99.821996975","94.229229784",21.2,41.9,"27.7"
"Stevenson, Andrew",664057,2021,27,192,213,44,33,6,0,5,61,13,28.6,6.1,".229",".339",".294","0.633","0.110",".307","23","1","1","2","22",".241",".372",".299",".307","89.6","8.4",28.4,6,44.8,"101.036386875","94.811575234",28.1,49.2,"29.3"
"Crawford, J.P.",641487,2021,26,619,687,169,123,37,0,9,114,58,16.6,8.4,".273",".376",".338","0.714","0.103",".320","54","6","3","1","89",".257",".339",".298",".325","86.3","9.8",34.3,2.4,30.6,"97.337774462","92.671236474",15.5,44.2,"27.5"
"Tapia, Raimel",606132,2021,27,487,533,133,99,26,2,6,70,40,13.1,7.5,".273",".372",".327","0.699","0.099",".306","50","6","20","2","69",".241",".308",".273",".298","85.7","-4.4",19.9,2.1,31.5,"96.953380048","92.476739258",14.7,51.2,"28.3"
"Marte, Starling",516782,2021,32,467,526,145,103,27,3,12,99,43,18.8,8.2,".310",".458",".383","0.841","0.148",".372","55","5","47","2","89",".277",".438",".347",".354","87.6","4.6",32.6,8.4,39.6,"100.239516776","94.207705479",24.6,49.5,"28.5"
"Margot, Manuel",622534,2021,26,421,464,107,76,18,3,10,70,37,15.1,8,".254",".382",".313","0.695","0.128",".281","57","8","13","2","55",".268",".397",".318",".328","87.9","10.7",31.5,5.1,40.2,"99.808768523","93.961249772",20.5,51.1,"28.6"
"Grossman, Robbie",543257,2021,31,557,671,133,84,23,3,23,155,98,23.1,14.6,".239",".415",".357","0.772","0.176",".286","67","5","20","3","88",".234",".399",".334",".355","87.8","21.1",39.5,7.6,34.1,"97.650887745","92.935303661",21.6,38.4,"27.7"
"Duffy, Matt",622110,2021,30,289,322,83,66,12,0,5,63,25,19.6,7.8,".287",".381",".357","0.738","0.094",".351","30","1","8","0","45",".275",".385",".325",".346","87.5","7.5",40.5,4,34.8,"97.109602655","92.7019352",15.4,42.4,"26.4"
"Smith, Kevan",607345,2021,33,95,106,16,13,3,0,0,31,10,29.2,9.4,".168",".200",".248","0.448","0.032",".250","3","0","0","3","8",".185",".240",".219",".263","87.5","5.7",26.6,1.6,34.4,"98.45259625","93.230236094",27.5,50.5,"25.4"
"Gurriel Jr., Lourdes",666971,2021,27,500,541,138,87,28,2,21,102,32,18.9,5.9,".276",".466",".319","0.785","0.190",".305","84","3","1","1","62",".272",".462",".339",".319","89.7","10.5",35.8,9.6,43,"100.4470094","94.556565915",24.2,50.9,"26.7"
"Haniger, Mitch",571745,2021,30,620,691,157,93,23,2,39,169,54,24.5,7.8,".253",".485",".318","0.803","0.232",".281","100","0","1","2","110",".258",".493",".350",".325","89.3","14.8",33.6,12.6,45.1,"100.90811287","94.762439739",29.8,46.6,"27.2"
"Acuña Jr., Ronald",660670,2021,23,297,360,84,40,19,1,24,85,49,23.6,13.6,".283",".596",".394","0.990","0.313",".311","52","6","17","2","72",".295",".603",".429",".409","93.8","18.2",39.6,20.3,54.8,"105.900401111","97.833230741",27.6,42.8,"29.4"
"Rosario, Amed",642708,2021,25,550,588,155,113,25,6,11,120,31,20.4,5.3,".282",".409",".321","0.730","0.127",".340","57","0","13","0","77",".267",".368",".300",".310","88.8","5.5",32,2.8,43.5,"100.03613414","94.229745093",24.8,48.9,"29.5"
"Meyers, Jake",676694,2021,25,146,163,38,24,8,0,6,50,10,30.7,6.1,".260",".438",".323","0.761","0.178",".352","28","0","3","0","22",".247",".426",".321",".312","89.5","9.9",40.4,10.1,36.4,"99.153188571","93.757886495",29.2,46,"29.2"
"Straw, Myles",664702,2021,26,564,638,153,119,29,1,4,121,67,19,10.5,".271",".348",".349","0.697","0.077",".336","48","6","30","0","86",".256",".333",".303",".336","87.1","11.9",42.6,1.3,26.2,"95.725614253","91.886357172",13.6,40.4,"29.3"
"Story, Trevor",596115,2021,28,526,595,132,69,34,5,24,139,53,23.4,8.9,".251",".471",".329","0.800","0.220",".293","75","6","20","2","88",".245",".450",".335",".325","90.6","17.5",34.2,9.9,42.6,"100.826442959","94.729589592",27.4,50.8,"28.6"
"Correa, Carlos",621043,2021,26,555,640,155,94,34,1,26,116,75,18.1,11.7,".279",".485",".366","0.851","0.206",".308","92","0","0","2","104",".291",".477",".369",".376","90.2","12.1",33.5,9.4,42.7,"101.559240852","95.042767326",20.9,42.1,"27.0"
"Stassi, Max",545358,2021,30,282,319,68,43,11,1,13,101,28,31.7,8.8,".241",".426",".326","0.752","0.185",".325","35","0","0","0","45",".232",".419",".323",".318","89.9","11",35.2,11,42.5,"100.699396889","94.626615333",31.5,44.5,"26.3"
"Trout, Mike",545361,2021,29,117,146,39,22,8,1,8,41,27,28.1,18.5,".333",".624",".466","1.090","0.291",".456","18","0","2","5","23",".303",".576",".425",".442","91.9","12.9",38.2,18.4,52.6,"105.086255789","97.269810267",27.5,39.3,"29.2"
"Freeman, Freddie",518692,2021,31,600,695,180,122,25,2,31,107,85,15.4,12.2,".300",".503",".393","0.896","0.203",".321","83","3","8","15","120",".316",".579",".413",".407","91.4","12",37.2,11.5,46.1,"101.764448826","95.351215951",21,51.2,"26.9"
"Wisdom, Patrick",621550,2021,29,338,375,78,37,13,0,28,153,32,40.8,8.5,".231",".518",".305","0.823","0.287",".318","61","1","4","1","54",".216",".460",".321",".291","91.2","19.1",39.5,16.2,51.9,"102.998189677","96.238947568",41.3,50,"28.1"
"Aguilar, Jesús",542583,2021,31,449,510,117,72,23,0,22,93,46,18.2,9,".261",".459",".329","0.788","0.198",".279","93","0","0","4","49",".260",".453",".334",".329","89.6","19",34.7,8.5,41,"100.000025495","94.305900248",25.9,44.8,"24.4"
"Edman, Tommy",669242,2021,26,641,691,168,113,41,3,11,95,38,13.7,5.5,".262",".387",".308","0.695","0.125",".291","56","5","30","1","91",".274",".401",".316",".320","87.5","9.5",31.5,4.2,35.1,"98.07999625","93.108010092",14.9,47.4,"28.9"
"Trevino, Jose",624431,2021,28,285,302,68,49,14,0,5,57,12,18.9,4,".239",".340",".267","0.607","0.101",".279","30","1","1","1","23",".248",".374",".285",".279","87.5","9.5",33.5,4.3,36.9,"98.521216983","93.321543463",22.4,48.2,"24.6"
"Franco, Maikel",596748,2021,28,377,403,79,46,22,0,11,67,20,16.6,5,".210",".355",".253","0.608","0.145",".225","47","0","0","0","31",".224",".344",".270",".269","88.2","9.1",28.1,5.1,33.9,"99.462911847","93.782594824",24.1,50.1,"25.0"
"Winker, Jesse",608385,2021,27,423,485,129,72,32,1,24,75,53,15.5,10.9,".305",".556",".394","0.950","0.251",".324","71","0","1","1","77",".295",".524",".390",".385","90.6","10.8",38.2,11.2,47.1,"101.264512356","95.148046121",20.2,45.1,"25.8"
"Ward, Taylor",621493,2021,27,208,237,52,29,15,0,8,55,20,23.2,8.4,".250",".438",".332","0.770","0.188",".301","33","1","1","0","33",".259",".453",".344",".340","89.6","16.4",39.1,10.3,39.7,"100.613691486","94.599493581",25.1,47,"28.2"
"Alcántara, Sergio",642727,2021,24,220,255,45,31,6,3,5,74,30,29,11.8,".205",".327",".303","0.630","0.122",".280","17","0","3","2","30",".208",".298",".275",".307","87.5","10.5",32.9,3.4,33.6,"96.804458514","92.614091497",30,42.5,"27.2"
"Santana, Carlos",467793,2021,35,565,659,121,87,15,0,19,102,86,15.5,13.1,".214",".342",".319","0.661","0.128",".227","69","0","2","3","66",".244",".421",".335",".345","89.9","12.9",28,6.8,41.9,"100.529242479","94.571698094",22.3,43.4,"25.0"
"Cabrera, Asdrúbal",452678,2021,35,309,352,71,43,21,0,7,80,36,22.7,10.2,".230",".366",".313","0.679","0.136",".283","42","0","1","1","34",".214",".331",".286",".302","87.8","14.5",30,6,30.9,"97.083983103","92.69338342",25.3,48.3,"25.0"
"Betts, Mookie",605141,2021,28,466,550,123,68,29,3,23,86,68,15.6,12.4,".264",".487",".367","0.854","0.223",".276","58","5","10","2","93",".263",".445",".357",".369","90.3","18.9",34,7.8,41,"99.139157135","94.102277154",16.8,40.4,"27.2"
"Reyes, Franmil",614177,2021,25,418,466,106,56,18,2,30,149,43,32,9.2,".254",".522",".324","0.846","0.268",".314","85","1","4","3","57",".246",".512",".353",".319","91.9","9.8",31.3,16.9,48.5,"104.674992889","96.702060407",33.7,45.4,"26.1"
"Berti, Jon",542932,2021,31,233,271,49,34,10,1,4,61,32,22.5,11.8,".210",".313",".311","0.624","0.103",".265","19","4","8","0","35",".233",".325",".302",".334","87.1","1.9",29.1,2.3,38.3,"98.661285862","93.387591264",21.8,42.3,"29.9"
"Heredia, Guillermo",628338,2021,30,305,347,67,36,26,0,5,81,32,23.3,9.2,".220",".354",".311","0.665","0.134",".282","26","0","0","3","46",".220",".336",".290",".312","86.6","12.7",35.6,4,34.7,"98.091220179","93.063741473",27.5,49.6,"27.8"
"Stanton, Giancarlo",519317,2021,31,510,579,139,85,19,0,35,157,63,27.1,10.9,".273",".516",".354","0.870","0.243",".324","97","0","0","1","64",".258",".494",".359",".343","95.1","10.3",32.6,15.7,56.3,"108.657830625","99.263673807",32.6,44.2,"24.7"
"Galvis, Freddy",520471,2021,31,356,394,86,56,15,1,14,77,27,19.5,6.9,".242",".407",".302","0.709","0.165",".269","40","0","1","1","53",".222",".350",".280",".286","86.8","14.1",34.9,4.9,31.7,"97.368068071","92.754358208",20.7,48.7,"25.9"
"Dubón, Mauricio",643289,2021,26,175,187,42,28,9,0,5,41,9,21.9,4.8,".240",".377",".278","0.655","0.137",".282","22","1","2","2","20",".228",".361",".273",".271","86.1","14.9",30.1,4.4,30.1,"96.656903182","92.334706591",23.1,52,"27.9"
"McNeil, Jeff",643446,2021,29,386,426,97,70,19,1,7,58,29,13.6,6.8,".251",".360",".319","0.679","0.109",".280","35","0","3","0","48",".257",".387",".315",".325","88.1","12",30.4,4.3,33.4,"97.717491472","93.070663221",18.2,56.1,"27.0"
"White, Evan",657108,2021,25,97,104,14,9,3,0,2,31,6,29.8,5.8,".144",".237",".202","0.439","0.093",".188","9","0","0","0","8",".191",".293",".240",".245","85.2","19.6",30.3,4.5,28.8,"96.920168485","92.477555455",29.9,48.2,"27.9"
"Mercado, Óscar",640458,2021,26,214,238,48,30,11,1,6,42,21,17.6,8.8,".224",".369",".300","0.669","0.145",".253","19","1","7","0","27",".217",".328",".279",".293","86.2","16.4",24.9,4,27.7,"96.078583882","92.040440059",26.7,47.6,"28.9"
"Robert Jr., Luis",673357,2021,23,275,296,93,57,22,1,13,61,14,20.6,4.7,".338",".567",".378","0.945","0.229",".394","43","1","6","1","42",".307",".551",".386",".353","91.2","13.8",39.4,12.5,45.1,"102.65444566","95.681735166",28.2,61.5,"28.0"
"Dyson, Jarrod",502481,2021,36,135,149,28,19,7,2,0,33,10,22.1,6.7,".207",".289",".260","0.549","0.082",".272","10","5","10","0","17",".220",".285",".251",".271","83.5","4.1",30.2,0.9,27.4,"95.383289792","91.758848438",24.6,48.6,"27.9"
"Adrianza, Ehire",501303,2021,31,182,209,45,29,9,2,5,42,21,20.1,10,".247",".401",".327","0.728","0.154",".290","28","0","0","0","32",".249",".370",".314",".332","85.4","13.4",36.1,2.8,32.6,"97.240242676","92.662424752",21.1,44.9,"26.9"
"Rogers, Jake",668670,2021,26,113,127,27,13,5,3,6,46,11,36.2,8.7,".239",".496",".306","0.802","0.257",".344","17","0","1","0","17",".211",".407",".298",".281","90.7","26.9",42.9,11.4,38.6,"100.436502727","94.499374091",37.6,44.6,"27.3"
"Barrera, Tres",668663,2021,26,91,107,24,18,3,1,2,22,12,20.6,11.2,".264",".385",".374","0.759","0.121",".328","10","0","0","2","8",".243",".340",".311",".356","82","11.2",34.8,5.8,24.6,"94.046015143","91.32544087",23.7,49.6,"24.9"
"Tom, Ka'ai",664789,2021,27,108,133,15,10,2,1,2,36,17,27.1,12.8,".139",".231",".278","0.509","0.092",".178","12","0","1","1","10",".195",".280",".289",".332","84.2","9.5",32,4,29.3,"97.395898378","92.825507838",33.2,45.6,"28.0"
"Díaz, Elias",553869,2021,30,338,371,83,46,18,1,18,60,30,16.2,8.1,".246",".464",".310","0.774","0.218",".249","44","0","0","1","52",".247",".419",".318",".312","87.1","14.7",30.1,7.9,37.6,"99.755097071","93.915122401",24.1,51.3,"25.8"
"Dickerson, Corey",572816,2021,32,336,365,91,62,18,5,6,68,25,18.6,6.8,".271",".408",".326","0.734","0.137",".323","29","5","6","1","43",".244",".370",".295",".302","87.8","10.1",29,3,35.7,"99.285067037","93.722231375",24.3,54.3,"27.3"
"Wendle, Joey",621563,2021,31,460,501,122,76,31,4,11,113,28,22.6,5.6,".265",".422",".319","0.741","0.157",".327","54","6","8","4","73",".238",".356",".286",".295","87.9","6.2",30.6,4.6,34.6,"98.186461965","93.246941532",25,48.1,"27.9"
"Bradley, Bobby",656252,2021,25,245,279,51,25,10,0,16,99,25,35.5,9,".208",".445",".294","0.739","0.237",".263","41","0","0","1","36",".224",".467",".331",".309","89","12",37.6,16.8,40.9,"101.4954344","94.956755839",40.3,47.8,"27.0"
"Calhoun, Kole",594777,2021,33,166,182,39,26,8,0,5,41,15,22.5,8.2,".235",".373",".297","0.670","0.138",".281","17","0","1","0","17",".221",".384",".291",".285","88.5","17.3",38.1,6.3,38.9,"98.302995873","93.33714373",31.9,51.6,"24.8"
"Toro, Abraham",647351,2021,24,335,375,80,57,12,0,11,54,31,14.4,8.3,".239",".373",".315","0.688","0.134",".254","46","3","6","0","45",".247",".416",".323",".323","86.8","13.7",29.7,7.4,33.9,"97.863176028","93.019502989",17.6,47.9,"28.1"
"Miller, Brad",543543,2021,31,331,377,75,43,9,3,20,112,45,29.7,11.9,".227",".453",".321","0.774","0.226",".276","49","0","3","2","53",".247",".460",".345",".339","92.4","12.9",31.1,12.3,47.9,"103.105330826","96.244066376",30.9,45.9,"27.4"
"Jones, Taylor",622100,2021,27,102,108,25,14,8,1,2,29,4,26.9,3.7,".245",".402",".269","0.671","0.157",".315","16","0","0","0","11",".210",".330",".249",".240","90.6","12.8",32,6.7,42.7,"101.123198919","94.687609054",31.2,51.4,"26.2"
"Flores, Wilmer",527038,2021,29,389,436,102,67,16,1,18,56,41,12.8,9.4,".262",".447",".335","0.782","0.185",".264","53","0","1","0","57",".238",".400",".312",".314","88.6","18",32.7,6,35.4,"97.933465595","93.130124",16.4,46,"24.6"
"Aquino, Aristides",606157,2021,27,174,204,33,16,6,1,10,75,27,36.8,13.2,".190",".408",".299","0.707","0.218",".253","23","2","2","2","25",".188",".399",".304",".300","89","22.9",31.7,14.9,39.6,"101.505933529","94.887180594",39.3,45.1,"28.3"
"Zavala, Seby",664874,2021,27,93,104,17,9,3,0,5,41,6,39.4,5.8,".183",".376",".240","0.616","0.193",".255","15","0","0","0","15",".145",".291",".219",".206","88","16.2",30.4,8.9,34.5,"99.0465336","93.754407",42.5,52.1,"25.8"
"Stallings, Jacob",607732,2021,31,374,427,92,63,20,1,8,85,49,19.9,11.5,".246",".369",".335","0.704","0.123",".297","53","0","0","0","38",".245",".369",".314",".335","88.1","10.7",37.1,4.5,36.4,"98.149676897","93.250874586",23.4,42.5,"24.2"
"Schoop, Jonathan",570731,2021,29,623,674,173,120,30,1,22,133,37,19.7,5.5,".278",".435",".320","0.755","0.157",".317","84","0","2","0","85",".258",".404",".311",".305","88.1","10.8",30.1,6.8,40.2,"101.189261968","94.661372435",24.7,52.5,"27.0"
"Hernández, Enrique",571771,2021,29,508,585,127,69,35,3,20,110,61,18.8,10.4,".250",".449",".337","0.786","0.199",".278","60","0","1","0","84",".253",".455",".346",".342","90.8","17.9",36.5,8.4,43.2,"99.999080443","94.357513827",23.5,44.6,"27.4"
"Bohm, Alec",664761,2021,24,380,417,94,72,15,0,7,111,31,26.6,7.4,".247",".342",".305","0.647","0.095",".327","47","0","4","0","46",".261",".392",".313",".319","92","5.6",33.3,6.6,49.5,"101.960323162","95.478773173",26.7,48.9,"27.7"
"Sogard, Eric",519299,2021,35,169,180,42,34,6,1,1,30,9,16.7,5,".249",".314",".283","0.597","0.065",".293","12","1","3","1","16",".201",".271",".228",".241","84","12.1",27.7,0.7,14.9,"93.350558088","90.692226471",12.1,42.7,"25.5"
"Arroyo, Christian",624414,2021,26,164,181,43,25,12,0,6,44,8,24.3,4.4,".262",".445",".324","0.769","0.183",".325","25","0","1","0","22",".232",".390",".301",".296","86.3","9.4",35.5,7.4,35.5,"99.422643","93.716760833",26.5,55.7,"28.0"
