All Outfielders 2021  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
Like a Nightmare,Fernando Tatis Jr. OF | SD,42,.364,99,97,25,5
Big Sticks,Teoscar Hernandez OF | LAD,32,.346,92,116,12,8
Young Guns,Juan Soto OF | NYM,29,.465,111,95,9,11
W ,Nick Castellanos OF | PHI ,34,.362,95,100,3,18
Gashouse Gang,Cedric Mullins OF | TB ,30,.360,91,59,30,20
Rieken Havoc,Aaron Judge OF | NYY ,39,.373,89,98,6,21
Young Guns,Tyler O'Neill OF | BAL ,34,.352,89,80,15,27
Trex,Kyle Tucker OF | CHC ,30,.359,83,92,14,28
W ,Mitch Haniger OF | SEA,39,.318,110,100,1,29
Dawg,"Jose Altuve 2B,OF | HOU ",31,.350,117,83,5,30
W ,"Javier Baez 3B,SS,OF | DET",31,.319,80,87,18,36
Dawg,Bryan Reynolds OF | PIT,24,.390,93,90,5,39
Guillotine,Randy Arozarena OF | SEA,20,.356,94,69,20,49
Big Sticks,Adolis Garcia OF | PHI ,31,.286,77,90,16,51
W ,Hunter Renfroe OF | KC,31,.315,89,96,1,52
W ,Adam Duvall OF | ATL,38,.281,67,113,5,53
Long Balls,Giancarlo Stanton OF | NYY,35,.354,64,97,0,60
W ,"Jonathan India 2B,3B,OF | KC ",21,.376,98,69,12,62
W ,Avisail Garcia OF | MIA,29,.330,68,86,8,66
W ,"Tommy Edman 2B,OF | LAD ",11,.308,91,56,30,68
W ,Robbie Grossman OF | KC,23,.357,88,67,20,70
W ,Austin Meadows OF | DET,27,.315,79,106,4,72
W ,Chris Taylor OF | LAA,20,.344,92,73,13,73
Big Sticks,Ronald Acuna Jr. OF | ATL ,24,.394,72,52,17,77
W ,Myles Straw OF | TOR,4,.348,86,48,30,93
W ,Alex Verdugo OF | ATL,13,.351,88,63,6,94
MAGA DOGE ,"Lourdes Gurriel OF | ARI ",21,.319,62,84,1,106
W ,Andrew Benintendi OF | CHW ,17,.324,63,73,8,109
Magnum GI,Austin Hays OF | CIN ,22,.308,73,71,4,110
W ,Mark Canha OF | KC,17,.358,93,61,12,112
W ,Dylan Carlson OF | BAL ,18,.343,79,65,2,121
W ,Mike Yastrzemski OF | KC ,25,.311,75,71,4,123
W ,"Adam Frazier 2B,OF | KC",5,.368,83,43,10,124
Runtime Terror,Ian Happ OF | CHC,25,.323,63,66,9,129
W ,"Enrique Hernandez 1B,3B,OF | LAD ",20,.337,84,60,1,131
W ,Akil Baddoo OF | MIL ,13,.330,60,55,18,137
W ,Raimel Tapia OF | TB,6,.327,69,50,20,139
W ,Tyler Naquin OF | CHW,19,.333,52,70,5,142
W ,Jorge Soler OF | LAA ,27,.317,74,70,0,143
W ,Randal Grichuk OF | KC ,22,.281,59,81,0,155
Simba's Dublin Green Sox,Trent Grisham OF | NYY ,15,.327,61,62,13,157
Runtime Terror,George Springer OF | TOR ,22,.352,59,50,4,161
W ,Tommy Pham OF | PIT ,15,.341,74,49,14,169
Trex,Byron Buxton OF | MIN,19,.358,50,32,9,175
W ,"LaMonte Wade 1B,OF | LAA",18,.326,52,56,6,178
W ,Michael Taylor OF | CHW,12,.297,58,54,14,181
W ,Manuel Margot OF | DET ,10,.313,55,57,13,183
Long Balls,Luis Robert OF | CHW ,13,.378,42,43,6,184
Like a Nightmare,Harrison Bader OF | PHI ,16,.324,45,50,9,187
W ,Max Kepler OF | PHI,19,.306,61,54,10,192
W ,Garrett Hampson OF | STL,11,.289,69,33,17,204
W ,Rafael Ortega OF | NYM ,11,.360,44,33,12,219
W ,David Peralta OF | SD,8,.325,57,63,2,224
MAGA DOGE ,Anthony Santander OF | TOR ,18,.286,54,50,1,225
W ,Chas McCormick OF | HOU ,14,.319,47,50,4,226
W ,Brett Phillips OF | CHW ,13,.297,50,44,14,227
Simba's Dublin Green Sox,Ramon Laureano OF | SD ,14,.318,43,39,12,230
W ,Seth Brown OF | ATH,20,.274,43,48,4,246
