All Utility Players 2022  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
W ,Robert Arias OF | CLE ,0,.000,0,0,0,9999
W ,Jomar Reyes 3B | BAL ,0,.000,0,0,0,9999
W ,Ethan Paul SS | PIT ,0,.000,0,0,0,9999
W ,Kyle Hess OF | MIN ,0,.000,0,0,0,9999
W ,Matt Dyer C | TB ,0,.000,0,0,0,9999
W ,Tirso Ornelas OF | SD,0,.000,0,0,0,9999
W ,Telvin Nash DH | HOU ,0,.000,0,0,0,9999
W ,Gerson Molina OF | NYM ,0,.000,0,0,0,9999
W ,Daniel Paolini 2B | SEA ,0,.000,0,0,0,9999
W ,Brian Navarreto C | MIA ,0,.000,0,0,0,9999
W ,Hector Nieves SS | HOU ,0,.000,0,0,0,9999
W ,George Wolkow OF | CHW ,0,.000,0,0,0,9999
W ,Jesus Hernandez SS | MIA ,0,.000,0,0,0,9999
W ,Sebastian Elizalde OF | CIN ,0,.000,0,0,0,9999
W ,Yeuris Ramirez SS | HOU ,0,.000,0,0,0,9999
W ,Mason Martin 1B | PIT ,0,.000,0,0,0,9999
W ,Dominic Keegan C | TB ,0,.000,0,0,0,9999
W ,Fidel Pena 3B | ARI ,0,.000,0,0,0,9999
W ,Nate Furman 2B | SF ,0,.000,0,0,0,9999
W ,Ariel Sandoval OF | SEA ,0,.000,0,0,0,9999
W ,Gustavo Campero OF | LAA ,0,.000,0,0,0,9999
W ,Theo Gillen OF | TB ,0,.000,0,0,0,9999
W ,Mylz Jones SS | COL ,0,.000,0,0,0,9999
W ,Luis Rodriguez OF | LAD ,0,.000,0,0,0,9999
W ,Brice Matthews 2B | HOU,0,.000,0,0,0,9999
W ,Tavian Josenberger OF | BAL ,0,.000,0,0,0,9999
W ,Andruw Monasterio SS | MIL,0,.000,0,0,0,9999
W ,Cobb Hightower SS | BAL ,0,.000,0,0,0,9999
Like a Nightmare,Dylan Crews OF | WAS,0,.000,0,0,0,9999
W ,Terrell Tatum OF | CHW ,0,.000,0,0,0,9999
W ,"Davis Schneider 2B,OF | TOR",0,.000,0,0,0,9999
W ,Jakey Josepha SS | ARI ,0,.000,0,0,0,9999
W ,Nelson Molina 3B | COL ,0,.000,0,0,0,9999
W ,Yohander Martinez SS | MIN ,0,.000,0,0,0,9999
W ,Bryce Madron OF | STL ,0,.000,0,0,0,9999
W ,Ching-Hsien Ko OF | LAD ,0,.000,0,0,0,9999
W ,Calvin Harris C | CHW ,0,.000,0,0,0,9999
W ,Kevonte Mitchell OF | CHC ,0,.000,0,0,0,9999
W ,Joey Pankake 2B | DET ,0,.000,0,0,0,9999
W ,Brenner Cox OF | WAS ,0,.000,0,0,0,9999
W ,Gabriel Maciel OF | MIN ,0,.000,0,0,0,9999
W ,Tanner Murphy C | ATL ,0,.000,0,0,0,9999
W ,Luis Tejada 1B | LAA ,0,.000,0,0,0,9999
W ,Dominic Pitelli SS | CIN ,0,.000,0,0,0,9999
W ,Frederick Bencosme 2B | BAL ,0,.000,0,0,0,9999
W ,Nick Dunn 2B | SEA ,0,.000,0,0,0,9999
W ,Shane Opitz SS | MIL ,0,.000,0,0,0,9999
W ,Andy Lugo 3B | BOS ,0,.000,0,0,0,9999
W ,Carter Bins C | PIT ,0,.000,0,0,0,9999
W ,Samuel Miranda C | BOS ,0,.000,0,0,0,9999
W ,Jimmy Crooks C | STL ,0,.000,0,0,0,9999
W ,Jud Fabian OF | BAL,0,.000,0,0,0,9999
W ,Andy Weber 3B | ARI ,0,.000,0,0,0,9999
W ,Tyler Tolve C | ATL ,0,.000,0,0,0,9999
W ,Micah Gibbs C | LAD ,0,.000,0,0,0,9999
W ,Tony Blanco 1B | PIT ,0,.000,0,0,0,9999
W ,Tyreque Reed 1B | BOS ,0,.000,0,0,0,9999
W ,Tristan Gray 2B | BOS ,0,.000,0,0,0,9999
W ,Vince Fernandez OF | ATH ,0,.000,0,0,0,9999
W ,Angel Del Rosario OF | MIN ,0,.000,0,0,0,9999
W ,Jordan Walker OF | STL ,0,.000,0,0,0,9999
W ,Harrison Spohn SS | MIA ,0,.000,0,0,0,9999
W ,JoJo Blackmon OF | TEX ,0,.000,0,0,0,9999
W ,Arden Pabst C | ATL ,0,.000,0,0,0,9999
W ,Gabriel Cancel 2B | KC ,0,.000,0,0,0,9999
W ,Nick Lorusso 3B | NYM ,0,.000,0,0,0,9999
W ,Junior Franco OF | ARI ,0,.000,0,0,0,9999
W ,Ruben Cardenas OF | TB,0,.000,0,0,0,9999
W ,Jason Morozowski OF | ARI ,0,.000,0,0,0,9999
W ,Andrew Cossetti C | MIN ,0,.000,0,0,0,9999
W ,Grayson Byrd SS | CHC ,0,.000,0,0,0,9999
W ,Phillip Evans OF | ATL ,0,.000,0,0,0,9999
W ,Alec Sole SS | TB ,0,.000,0,0,0,9999
W ,Joey DeMichele 2B | CHW ,0,.000,0,0,0,9999
W ,Cooper Johnson C | TEX ,0,.000,0,0,0,9999
W ,Josh Hammond 3B | KC ,0,.000,0,0,0,9999
W ,Gaige Howard OF | LAD ,0,.000,0,0,0,9999
W ,Ryan Walker SS | MIN ,0,.000,0,0,0,9999
W ,J.J. Gould SS | MIA ,0,.000,0,0,0,9999
W ,Ethan Anderson C | BAL ,0,.000,0,0,0,9999
W ,Jordan Gore SS | MIN ,0,.000,0,0,0,9999
W ,Ronnie Jebavy OF | SF ,0,.000,0,0,0,9999
W ,Brennen Davis OF | NYY ,0,.000,0,0,0,9999
W ,Hamlet Marte C | LAD ,0,.000,0,0,0,9999
W ,Justin Dean OF | SF ,0,.000,0,0,0,9999
W ,Dennis Raben 1B | SEA ,0,.000,0,0,0,9999
W ,Anthony Hall OF | NYY ,0,.000,0,0,0,9999
W ,Austin St. Laurent 3B | SEA ,0,.000,0,0,0,9999
W ,Miles Gordon OF | CIN ,0,.000,0,0,0,9999
W ,Kyle Petty C | SEA ,0,.000,0,0,0,9999
W ,Ryan Grotjohn 2B | ARI ,0,.000,0,0,0,9999
W ,Peyton Graham 2B | DET ,0,.000,0,0,0,9999
W ,Brandon Van Horn SS | SF ,0,.000,0,0,0,9999
W ,Daniel Amaral OF | PIT ,0,.000,0,0,0,9999
W ,Daniel Suero OF | COL ,0,.000,0,0,0,9999
W ,Jackson Feltner 1B | ARI ,0,.000,0,0,0,9999
W ,Aaron Brown OF | ATH ,0,.000,0,0,0,9999
W ,Max George C | COL ,0,.000,0,0,0,9999
W ,Darius Hill OF | CHC ,0,.000,0,0,0,9999
Dawg,"Jared Triolo 1B,3B,SS | PIT",0,.000,0,0,0,9999
W ,Ryan Ramiz OF | SEA ,0,.000,0,0,0,9999
W ,Cole Mathis 1B | CHC ,0,.000,0,0,0,9999
W ,Pedro Pineda OF | ATH ,0,.000,0,0,0,9999
W ,Galli Cribbs 2B | ARI ,0,.000,0,0,0,9999
W ,Kort Peterson OF | KC ,0,.000,0,0,0,9999
W ,Reed Trimble OF | BAL ,0,.000,0,0,0,9999
W ,Chris Pieters 1B | CHC ,0,.000,0,0,0,9999
W ,Cade Doughty SS | TOR ,0,.000,0,0,0,9999
W ,Samuel Munoz OF | LAD ,0,.000,0,0,0,9999
W ,Kellum Clark OF | NYM ,0,.000,0,0,0,9999
W ,Angel Lopez Alvarez C | CLE ,0,.000,0,0,0,9999
W ,Scott Kapers C | TEX ,0,.000,0,0,0,9999
W ,Shane Zeile C | DET ,0,.000,0,0,0,9999
W ,Walker Janek C | HOU ,0,.000,0,0,0,9999
W ,Justin Connell OF | WAS ,0,.000,0,0,0,9999
W ,J.D. Orr OF | MIA ,0,.000,0,0,0,9999
W ,Quentin Holmes OF | CLE ,0,.000,0,0,0,9999
W ,Luis Lara OF | MIL ,0,.000,0,0,0,9999
W ,Leodany Perez OF | ARI ,0,.000,0,0,0,9999
W ,Tyler Hill OF | COL ,0,.000,0,0,0,9999
W ,Bryce Ball 1B | PHI ,0,.000,0,0,0,9999
W ,Josh Vidales 2B | ATH ,0,.000,0,0,0,9999
W ,Brandon Sandoval OF | LAA ,0,.000,0,0,0,9999
W ,Rob Emery C | SF ,0,.000,0,0,0,9999
W ,Bryce Willits 3B | CHW ,0,.000,0,0,0,9999
W ,Ricky Oropesa 1B | SF ,0,.000,0,0,0,9999
W ,Curtis Terry DH | BAL ,0,.000,0,0,0,9999
W ,Connor Justus SS | LAA ,0,.000,0,0,0,9999
W ,Tyler Fitzgerald 2B | SF,0,.000,0,0,0,9999
W ,Tyler Depreta-Johnson SS | TEX ,0,.000,0,0,0,9999
W ,Coby Morales OF | NYY ,0,.000,0,0,0,9999
W ,James Harris OF | ATH ,0,.000,0,0,0,9999
W ,Evan Van Hoosier OF | TEX ,0,.000,0,0,0,9999
W ,Miguel Perez OF | SEA ,0,.000,0,0,0,9999
W ,Ryan Scott C | SEA ,0,.000,0,0,0,9999
W ,Chase Luttrell OF | MIA ,0,.000,0,0,0,9999
W ,Forrestt Allday OF | SD ,0,.000,0,0,0,9999
W ,Chase Estep 3B | NYM ,0,.000,0,0,0,9999
W ,Adam Walton 3B | ARI ,0,.000,0,0,0,9999
W ,T.J. Schofield-Sam 3B | ATH ,0,.000,0,0,0,9999
W ,Yosmany Guerra SS | MIA ,0,.000,0,0,0,9999
W ,Brandon Trinkwon 3B | LAD ,0,.000,0,0,0,9999
W ,Connor Norby 3B | MIA,0,.000,0,0,0,9999
W ,Mac Guscette C | ATL ,0,.000,0,0,0,9999
W ,Andrew Bechtold 3B | PHI ,0,.000,0,0,0,9999
W ,Turner Hill OF | SF ,0,.000,0,0,0,9999
W ,Ben Verlander OF | DET ,0,.000,0,0,0,9999
W ,Elih Marrero C | BOS ,0,.000,0,0,0,9999
W ,Ricardo Valenzuela C | SD ,0,.000,0,0,0,9999
W ,Carlos Perez C | CHC ,0,.000,0,0,0,9999
W ,Bryan Hudson OF | BOS ,0,.000,0,0,0,9999
W ,Andy Thomas C | SD ,0,.000,0,0,0,9999
W ,Hunter Markwardt OF | PHI ,0,.000,0,0,0,9999
W ,Quinn Brodey OF | NYM ,0,.000,0,0,0,9999
W ,Jordan George 1B | KC ,0,.000,0,0,0,9999
W ,Jake Alu OF | WAS ,0,.000,0,0,0,9999
W ,Nerwilian Cedeno OF | SD ,0,.000,0,0,0,9999
W ,Jordan Thompson SS | LAD ,0,.000,0,0,0,9999
W ,Kevin Kilpatrick OF | ATL ,0,.000,0,0,0,9999
W ,Elijah Green OF | WAS ,0,.000,0,0,0,9999
W ,Franklin Navarro C | LAA ,0,.000,0,0,0,9999
W ,Arol Vera SS | LAA ,0,.000,0,0,0,9999
W ,Arturo Michelena 2B | HOU ,0,.000,0,0,0,9999
W ,Sammy Faltine 2B | CIN ,0,.000,0,0,0,9999
W ,Beau Brundage SS | TB ,0,.000,0,0,0,9999
W ,Ayden Johnson SS | ATH ,0,.000,0,0,0,9999
W ,Jeff Malm 1B | TB ,0,.000,0,0,0,9999
W ,Seth Stephenson OF | DET ,0,.000,0,0,0,9999
W ,Wyatt Hendrie C | PIT ,0,.000,0,0,0,9999
W ,Tanner Thach 1B | COL ,0,.000,0,0,0,9999
W ,PJ Morlando OF | MIA ,0,.000,0,0,0,9999
W ,Ashton McGee 2B | MIL ,0,.000,0,0,0,9999
W ,Wyatt Crenshaw OF | ARI ,0,.000,0,0,0,9999
W ,John Cruz OF | MIA ,0,.000,0,0,0,9999
W ,Wehiwa Aloy SS | BAL ,0,.000,0,0,0,9999
Trex,Nolan Schanuel 1B | LAA,0,.000,0,0,0,9999
W ,Nick Torres OF | SD ,0,.000,0,0,0,9999
W ,Ben Troike SS | TB ,0,.000,0,0,0,9999
W ,Seth Conner C | TOR ,0,.000,0,0,0,9999
W ,Thomas Sosa OF | BAL,0,.000,0,0,0,9999
W ,Luke Burch OF | DET ,0,.000,0,0,0,9999
W ,Neyfy Castillo 1B | ARI ,0,.000,0,0,0,9999
W ,Michael Conforto OF | LAD,0,.000,0,0,0,9999
W ,Jesus Made SS | MIL ,0,.000,0,0,0,9999
W ,Greg Jones OF | HOU ,0,.000,0,0,0,9999
W ,Edryn Rodriguez SS | SEA ,0,.000,0,0,0,9999
W ,Justin Guerrera SS | NYM ,0,.000,0,0,0,9999
W ,Collin Radack OF | STL ,0,.000,0,0,0,9999
W ,Arturo Nieto C | SD ,0,.000,0,0,0,9999
W ,Troy Johnston OF | COL ,0,.000,0,0,0,9999
W ,Warren Saunders OF | NYM ,0,.000,0,0,0,9999
W ,John Rave OF | KC,0,.000,0,0,0,9999
W ,Jesus Parra 3B | MIL ,0,.000,0,0,0,9999
W ,Zeke White OF | CIN ,0,.000,0,0,0,9999
W ,Cullen Large 2B | TOR ,0,.000,0,0,0,9999
W ,Julio Carreras 2B | COL ,0,.000,0,0,0,9999
W ,Austin Athmann C | DET ,0,.000,0,0,0,9999
W ,Luis Medina OF | MIL ,0,.000,0,0,0,9999
W ,Omar Carrizales OF | COL ,0,.000,0,0,0,9999
W ,Matt Oberste 1B | NYM ,0,.000,0,0,0,9999
W ,Miguel Eladio SS | CLE ,0,.000,0,0,0,9999
W ,Jordan Smith 3B | CLE ,0,.000,0,0,0,9999
W ,Ben Turner C | SF ,0,.000,0,0,0,9999
W ,Justin Toerner OF | STL ,0,.000,0,0,0,9999
W ,Dereck Salom SS | ATH ,0,.000,0,0,0,9999
W ,Chad Hinshaw OF | LAA ,0,.000,0,0,0,9999
W ,Stephen Wrenn OF | HOU ,0,.000,0,0,0,9999
W ,Nick McLain OF | CHW ,0,.000,0,0,0,9999
W ,Mike Antico OF | STL ,0,.000,0,0,0,9999
W ,Ibandel Isabel 1B | CIN ,0,.000,0,0,0,9999
W ,Angelo Mora 2B | LAD ,0,.000,0,0,0,9999
W ,Miguel Palma C | HOU,0,.000,0,0,0,9999
W ,Beycker Barroso C | TEX ,0,.000,0,0,0,9999
W ,Cole Freeman 2B | WAS ,0,.000,0,0,0,9999
W ,Jeff Arnold C | SF ,0,.000,0,0,0,9999
W ,Mike Sirota OF | LAD ,0,.000,0,0,0,9999
W ,Rehiner Cordova 3B | MIA ,0,.000,0,0,0,9999
W ,Nathan Rodriguez C | MIL ,0,.000,0,0,0,9999
W ,Jorge Flores SS | TOR ,0,.000,0,0,0,9999
W ,Jorel Ortega 2B | MIN ,0,.000,0,0,0,9999
W ,Mitch Longo OF | WAS ,0,.000,0,0,0,9999
W ,Gustavo Pierre SS | TOR,0,.000,0,0,0,9999
W ,Joey Loperfido OF | TOR,0,.000,0,0,0,9999
W ,Beyker Pastran SS | MIL ,0,.000,0,0,0,9999
W ,Chuck Moorman C | ATH ,0,.000,0,0,0,9999
W ,Will Swanner C | COL ,0,.000,0,0,0,9999
W ,Anthony Ray OF | STL ,0,.000,0,0,0,9999
W ,Christopher Paciolla 3B | CHC ,0,.000,0,0,0,9999
W ,Johan Mieses OF | BOS ,0,.000,0,0,0,9999
W ,Agustin Ruiz OF | MIN ,0,.000,0,0,0,9999
W ,Logan Taylor OF | CIN ,0,.000,0,0,0,9999
W ,Dylan Campbell OF | PHI ,0,.000,0,0,0,9999
W ,Canyon Brown C | KC ,0,.000,0,0,0,9999
W ,Jake Fox OF | CLE ,0,.000,0,0,0,9999
W ,Jimmy Herron OF | MIL ,0,.000,0,0,0,9999
W ,Victor Mesia C | TOR,0,.000,0,0,0,9999
W ,Renny Hidalgo OF | MIA,0,.000,0,0,0,9999
W ,Marshall Toole OF | NYY ,0,.000,0,0,0,9999
W ,Raylin Heredia OF | PHI ,0,.000,0,0,0,9999
W ,Cito Culver SS | MIA ,0,.000,0,0,0,9999
W ,Matt Whatley C | TOR ,0,.000,0,0,0,9999
W ,Cameron Eden OF | NYY ,0,.000,0,0,0,9999
W ,Junior Sanquintin SS | CLE ,0,.000,0,0,0,9999
W ,Cole Brannen OF | BOS ,0,.000,0,0,0,9999
W ,Brett Harris 3B | ATH ,0,.000,0,0,0,9999
W ,Trenton Brooks DH | SD ,0,.000,0,0,0,9999
W ,Rainel Rosario OF | BOS ,0,.000,0,0,0,9999
W ,Eric Marinez 3B | ATH ,0,.000,0,0,0,9999
W ,Jacob Gonzalez 2B | CHW ,0,.000,0,0,0,9999
W ,Edwin Garcia SS | TEX ,0,.000,0,0,0,9999
W ,Mikey Duarte SS | CHW ,0,.000,0,0,0,9999
W ,Wesley Jones 2B | COL ,0,.000,0,0,0,9999
W ,Luis Rodriguez OF | LAD,0,.000,0,0,0,9999
W ,Jonah Todd OF | LAA ,0,.000,0,0,0,9999
W ,Ryan Noda 1B | BAL ,0,.000,0,0,0,9999
W ,Jecksson Flores SS | WAS ,0,.000,0,0,0,9999
W ,Yohendrick Pinango OF | TOR ,0,.000,0,0,0,9999
W ,Nick Morabito OF | NYM ,0,.000,0,0,0,9999
W ,Hunter Stovall 2B | COL ,0,.000,0,0,0,9999
W ,Ghordy Santos SS | SF ,0,.000,0,0,0,9999
W ,Tanner Murray SS | CHW ,0,.000,0,0,0,9999
W ,Joe Lampe OF | CLE ,0,.000,0,0,0,9999
W ,Carter Trice C | CHC ,0,.000,0,0,0,9999
W ,Silento Sayles OF | CLE ,0,.000,0,0,0,9999
W ,Jason Pineda 1B | SD ,0,.000,0,0,0,9999
W ,Evan Mendoza 3B | SD ,0,.000,0,0,0,9999
W ,Jay Baum 3B | SEA ,0,.000,0,0,0,9999
W ,John Garcia C | HOU ,0,.000,0,0,0,9999
W ,Adam Hackenberg C | CHW ,0,.000,0,0,0,9999
W ,Quincy Latimore OF | DET ,0,.000,0,0,0,9999
W ,Angelys Nina 2B | PHI ,0,.000,0,0,0,9999
W ,Owen Caissie OF | CHC ,0,.000,0,0,0,9999
W ,Luke Persico OF | ATH ,0,.000,0,0,0,9999
W ,Anthony Miller 1B | ATH ,0,.000,0,0,0,9999
W ,Zack Kone SS | PIT ,0,.000,0,0,0,9999
W ,Michael Miller C | SD ,0,.000,0,0,0,9999
W ,Jesus Bugarin OF | COL ,0,.000,0,0,0,9999
W ,Avery Romero 2B | MIA ,0,.000,0,0,0,9999
W ,Bradlee Beesley OF | CHC ,0,.000,0,0,0,9999
W ,Wilkerman Garcia SS | NYY ,0,.000,0,0,0,9999
W ,Bryan Broecker C | TB ,0,.000,0,0,0,9999
W ,Freddy Zamora SS | MIL ,0,.000,0,0,0,9999
W ,Joseph Sullivan OF | HOU ,0,.000,0,0,0,9999
W ,Hunter Bishop OF | SF ,0,.000,0,0,0,9999
W ,Mauricio Ramos 3B | KC ,0,.000,0,0,0,9999
W ,Rafael Morel SS | CHC ,0,.000,0,0,0,9999
W ,Andy Sugilio OF | CIN ,0,.000,0,0,0,9999
W ,Garrett Howe SS | CLE ,0,.000,0,0,0,9999
W ,Corey Rosier OF | BOS ,0,.000,0,0,0,9999
W ,Carlos Cortes OF | ATH,0,.000,0,0,0,9999
W ,Vaun Brown OF | SF ,0,.000,0,0,0,9999
W ,Christopher Familia OF | NYY ,0,.000,0,0,0,9999
W ,Jesse Medrano 3B | PIT ,0,.000,0,0,0,9999
W ,Jose Pujols OF | PHI ,0,.000,0,0,0,9999
W ,Mickey Gasper C | MIN,0,.000,0,0,0,9999
W ,Jake Holton 1B | DET ,0,.000,0,0,0,9999
W ,Julio Garcia 2B | MIL ,0,.000,0,0,0,9999
W ,B.J. Lopez C | MIA ,0,.000,0,0,0,9999
W ,Trever Allen OF | LAA ,0,.000,0,0,0,9999
W ,Wyatt Young SS | NYM ,0,.000,0,0,0,9999
W ,Jose Lozada SS | WAS ,0,.000,0,0,0,9999
W ,Ruben Castro C | HOU ,0,.000,0,0,0,9999
W ,Brandon Lewis 1B | LAD ,0,.000,0,0,0,9999
W ,Leon Landry OF | CIN ,0,.000,0,0,0,9999
W ,Jimmy Allen 2B | LAD ,0,.000,0,0,0,9999
W ,Jake Sanford OF | NYY ,0,.000,0,0,0,9999
W ,Gus Steiger SS | CIN ,0,.000,0,0,0,9999
W ,Robbie Tenerowicz 2B | SEA,0,.000,0,0,0,9999
W ,Rece Hinds OF | CIN,0,.000,0,0,0,9999
W ,Marten Gasparini SS | KC ,0,.000,0,0,0,9999
W ,Wilber Sanchez SS | CHW ,0,.000,0,0,0,9999
W ,Jose Hernandez C | NYM ,0,.000,0,0,0,9999
W ,Sammy Siani OF | PIT ,0,.000,0,0,0,9999
W ,Javier Vaz 3B | KC,0,.000,0,0,0,9999
W ,Ernny Ordonez 3B | PIT ,0,.000,0,0,0,9999
W ,Derek Berg C | PIT ,0,.000,0,0,0,9999
W ,Billy Wilson OF | CLE ,0,.000,0,0,0,9999
W ,Joel Diaz C | COL ,0,.000,0,0,0,9999
W ,Gioskar Amaya SS | CHC ,0,.000,0,0,0,9999
W ,Claudio Finol 3B | CIN ,0,.000,0,0,0,9999
W ,Cam Smith OF | HOU ,0,.000,0,0,0,9999
W ,Joantgel Segovia OF | MIL ,0,.000,0,0,0,9999
W ,Robert Gonzalez OF | ATL ,0,.000,0,0,0,9999
W ,Logan Landon OF | LAD ,0,.000,0,0,0,9999
W ,Colin Barber OF | HOU ,0,.000,0,0,0,9999
W ,Jake Thompson OF | MIA,0,.000,0,0,0,9999
W ,Connor Charping C | SEA ,0,.000,0,0,0,9999
W ,Tyler Neslony OF | CHW ,0,.000,0,0,0,9999
W ,Brallan Perez SS | ATH ,0,.000,0,0,0,9999
W ,J.R. Freethy OF | TOR ,0,.000,0,0,0,9999
W ,Nate Easley 2B | SD ,0,.000,0,0,0,9999
W ,Kenedy Corona OF | HOU ,0,.000,0,0,0,9999
W ,Bobby Honeyman SS | SEA ,0,.000,0,0,0,9999
W ,Shane Matheny 3B | SF ,0,.000,0,0,0,9999
W ,Douglas Hodo III OF | BAL ,0,.000,0,0,0,9999
W ,Noah Cardenas C | MIN ,0,.000,0,0,0,9999
W ,Willie Joe Garry Jr. OF | MIN ,0,.000,0,0,0,9999
W ,Victor Victor Mesa OF | MIA,0,.000,0,0,0,9999
W ,Andrew Daschbach 1B | BAL ,0,.000,0,0,0,9999
W ,Jonathan Reynoso OF | CIN ,0,.000,0,0,0,9999
W ,Diego Mosquera OF | NYM ,0,.000,0,0,0,9999
W ,Sicnarf Loopstok C | CLE ,0,.000,0,0,0,9999
W ,Matt Hogan OF | CHW ,0,.000,0,0,0,9999
W ,Drew Vettleson OF | WAS ,0,.000,0,0,0,9999
W ,Ben Malgeri OF | DET ,0,.000,0,0,0,9999
W ,Logan Tanner C | CIN ,0,.000,0,0,0,9999
W ,Rolando Espinosa 2B | HOU ,0,.000,0,0,0,9999
W ,Ramon Mendoza 1B | STL ,0,.000,0,0,0,9999
W ,Luis Toribio 3B | SF ,0,.000,0,0,0,9999
W ,Emilio Gustave OF | TB ,0,.000,0,0,0,9999
W ,Jamal O'Guinn OF | CIN ,0,.000,0,0,0,9999
W ,Johmbeyker Morales SS | SEA ,0,.000,0,0,0,9999
W ,Ryan Clifford 1B | NYM ,0,.000,0,0,0,9999
W ,Junior Sosa OF | PIT ,0,.000,0,0,0,9999
W ,D'Andre Smith SS | NYM ,0,.000,0,0,0,9999
W ,Jack Winkler 2B | MIA ,0,.000,0,0,0,9999
W ,Jared Dupere OF | SF ,0,.000,0,0,0,9999
W ,Alejandro Pie SS | TB ,0,.000,0,0,0,9999
W ,Jake Means 3B | KC ,0,.000,0,0,0,9999
W ,Lorenzo Cedrola OF | CLE ,0,.000,0,0,0,9999
W ,Starlin Aguilar 3B | SEA,0,.000,0,0,0,9999
W ,Sean McLain SS | LAD ,0,.000,0,0,0,9999
W ,Tyler Horan OF | SF ,0,.000,0,0,0,9999
W ,Jose Cordoba OF | STL ,0,.000,0,0,0,9999
W ,Julian Escobedo OF | CLE ,0,.000,0,0,0,9999
W ,Aidan Longwell 1B | COL ,0,.000,0,0,0,9999
W ,Brady Shoemaker OF | MIA ,0,.000,0,0,0,9999
W ,Madison Santos OF | NYY ,0,.000,0,0,0,9999
W ,Jayce Boyd 1B | NYM ,0,.000,0,0,0,9999
W ,Brock Lundquist OF | TOR ,0,.000,0,0,0,9999
W ,Jonathan Aceves C | CHW ,0,.000,0,0,0,9999
W ,Yordys Valdes SS | CLE,0,.000,0,0,0,9999
W ,Ty Ross C | SF ,0,.000,0,0,0,9999
W ,Jonah McReynolds SS | TEX ,0,.000,0,0,0,9999
W ,Zach Davis OF | CHC ,0,.000,0,0,0,9999
W ,Isaac Ballou OF | WAS ,0,.000,0,0,0,9999
W ,Angel Moreno OF | TB ,0,.000,0,0,0,9999
W ,Henry Pujols 3B | CLE ,0,.000,0,0,0,9999
W ,Spencer Jones OF | NYY ,0,.000,0,0,0,9999
W ,Graysen Tarlow C | STL ,0,.000,0,0,0,9999
W ,Ronald Bueno 2B | CIN ,0,.000,0,0,0,9999
W ,Jake Lowery C | WAS ,0,.000,0,0,0,9999
W ,Erik Forgione 2B | PIT ,0,.000,0,0,0,9999
W ,Cord Sandberg OF | PHI ,0,.000,0,0,0,9999
W ,Clay Dungan SS | SD ,0,.000,0,0,0,9999
W ,Wilfredo Flores OF | PHI ,0,.000,0,0,0,9999
W ,Tristin English 1B | ARI ,0,.000,0,0,0,9999
W ,Eugene Helder SS | SEA ,0,.000,0,0,0,9999
W ,Terence Dotson OF | MIL ,0,.000,0,0,0,9999
W ,Armando Araiza C | TB ,0,.000,0,0,0,9999
W ,Carter Williams OF | SF ,0,.000,0,0,0,9999
W ,Tanner Allen OF | MIA ,0,.000,0,0,0,9999
W ,C.J. Kayfus OF | CLE,0,.000,0,0,0,9999
W ,Eric Filia OF | SEA ,0,.000,0,0,0,9999
W ,Michael Russell SS | TB ,0,.000,0,0,0,9999
W ,Logan Hill OF | PIT ,0,.000,0,0,0,9999
W ,Roman Collins OF | KC ,0,.000,0,0,0,9999
W ,Miguel Bleis OF | BOS ,0,.000,0,0,0,9999
W ,K.C. Hobson 1B | SF ,0,.000,0,0,0,9999
W ,Carlos De La Cruz OF | WAS ,0,.000,0,0,0,9999
W ,Victor Manuel Acosta 2B | CIN ,0,.000,0,0,0,9999
W ,Nick Decker OF | BOS ,0,.000,0,0,0,9999
W ,Manny Jefferson 2B | ARI ,0,.000,0,0,0,9999
W ,Julio Francisco OF | PHI ,0,.000,0,0,0,9999
W ,Tayler Aguilar OF | COL ,0,.000,0,0,0,9999
W ,Malcolm Moore C | TEX ,0,.000,0,0,0,9999
W ,Jantzen Witte 1B | SD ,0,.000,0,0,0,9999
W ,Ryan Gold C | TOR ,0,.000,0,0,0,9999
W ,Gilberto Jimenez OF | BOS,0,.000,0,0,0,9999
W ,DJ Gladney 1B | CHW ,0,.000,0,0,0,9999
W ,Shane Mardirosian 2B | CIN ,0,.000,0,0,0,9999
W ,Carson Jones OF | SEA ,0,.000,0,0,0,9999
W ,David Olmedo-Barrera OF | TB ,0,.000,0,0,0,9999
W ,Roberto Baldoquin SS | LAA ,0,.000,0,0,0,9999
W ,Angel Rojas 2B | NYY ,0,.000,0,0,0,9999
W ,Brandon Pimentel 1B | WAS ,0,.000,0,0,0,9999
W ,Armando Alvarez 3B | MIN,0,.000,0,0,0,9999
W ,Reid Redman 3B | KC ,0,.000,0,0,0,9999
W ,Marino Campana OF | BOS ,0,.000,0,0,0,9999
Simba's Dublin Green Sox,Drake Baldwin C | ATL ,0,.000,0,0,0,9999
W ,Cesar Galvez SS | COL ,0,.000,0,0,0,9999
W ,Andrew Jenkins 1B | DET ,0,.000,0,0,0,9999
W ,Luken Baker DH | LAD ,0,.000,0,0,0,9999
W ,Freylin Minyety SS | PHI ,0,.000,0,0,0,9999
W ,Jalen Miller 2B | ATL ,0,.000,0,0,0,9999
W ,Luis Sanchez SS | ATL ,0,.000,0,0,0,9999
W ,Cody Bohanek SS | NYM ,0,.000,0,0,0,9999
W ,Kyle Wren OF | CIN ,0,.000,0,0,0,9999
W ,Edwin Figuera SS | CHC ,0,.000,0,0,0,9999
