All Outfielders 2025  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
Rieken Havoc,Aaron Judge OF | NYY ,53,.457,137,114,12,1
W ,Robert Robertis OF | TOR ,0,.000,0,0,0,9999
W ,Justin Greene OF | ARI ,0,.000,0,0,0,9999
W ,Pedro Ibarguen OF | MIL ,0,.000,0,0,0,9999
W ,Andrew Stevenson OF | MIN,0,.000,0,0,0,9999
W ,Jared Carr OF | PHI ,0,.000,0,0,0,9999
W ,Lorenzo Cedrola OF | CLE ,0,.000,0,0,0,9999
W ,Gregory Duran OF | MIN ,0,.000,0,0,0,9999
W ,Eduardo Diaz OF | ARI ,0,.000,0,0,0,9999
W ,Trey Harris OF | WAS ,0,.000,0,0,0,9999
W ,Anthony Giansanti OF | CHC ,0,.000,0,0,0,9999
W ,Quincy Scott OF | TEX ,0,.000,0,0,0,9999
W ,Sean Godfrey OF | ATL ,0,.000,0,0,0,9999
W ,Luis Liberato OF | ATL ,0,.000,0,0,0,9999
W ,Jared Foster OF | LAA ,0,.000,0,0,0,9999
W ,Preston Scott OF | TEX ,0,.000,0,0,0,9999
W ,Jason Morozowski OF | ARI ,0,.000,0,0,0,9999
W ,Cris Rodriguez OF | DET ,0,.000,0,0,0,9999
W ,Justin Maffei OF | PIT ,0,.000,0,0,0,9999
W ,Ivan Johnson OF | CIN ,0,.000,0,0,0,9999
W ,Alex McGarry OF | CIN ,0,.000,0,0,0,9999
W ,Alexander Benua OF | ARI ,0,.000,0,0,0,9999
W ,Travis Swaggerty OF | NYM ,0,.000,0,0,0,9999
W ,Tyler Marincov OF | ATH ,0,.000,0,0,0,9999
W ,Carter Williams OF | SF ,0,.000,0,0,0,9999
W ,Werner Blakely OF | LAA ,0,.000,0,0,0,9999
W ,Curtis Washington OF | SEA ,0,.000,0,0,0,9999
W ,Casey Saucke OF | CHW ,0,.000,0,0,0,9999
W ,Luis Medina OF | MIL ,0,.000,0,0,0,9999
W ,Grant Heyman OF | ARI ,0,.000,0,0,0,9999
W ,Quentin Holmes OF | CLE ,0,.000,0,0,0,9999
W ,Hunter Bishop OF | SF ,0,.000,0,0,0,9999
W ,A.J. Ewing OF | NYM ,0,.000,0,0,0,9999
W ,Jose Paez OF | TB ,0,.000,0,0,0,9999
W ,Rubi Silva OF | CHC ,0,.000,0,0,0,9999
W ,Juan Guerrero OF | COL ,0,.000,0,0,0,9999
W ,Ethan Workinger OF | ATL ,0,.000,0,0,0,9999
W ,Phillips Castillo OF | SEA ,0,.000,0,0,0,9999
W ,Lazaro Montes OF | SEA ,0,.000,0,0,0,9999
W ,Jose Gerardo OF | MIA ,0,.000,0,0,0,9999
W ,Zach Borenstein OF | NYM ,0,.000,0,0,0,9999
W ,Logan Hill OF | PIT ,0,.000,0,0,0,9999
W ,Brayan Buelvas OF | ATH ,0,.000,0,0,0,9999
W ,Wady Mendez OF | TEX ,0,.000,0,0,0,9999
W ,Mitch Hansen OF | LAD ,0,.000,0,0,0,9999
W ,Chris Roller OF | MIL ,0,.000,0,0,0,9999
W ,Bryant Packard OF | DET ,0,.000,0,0,0,9999
W ,Carlos Jimenez OF | SEA ,0,.000,0,0,0,9999
W ,Jud Fabian OF | BAL,0,.000,0,0,0,9999
W ,Nelson Medina OF | NYY ,0,.000,0,0,0,9999
W ,Wes Rogers OF | COL ,0,.000,0,0,0,9999
W ,Wade Meckler OF | SF,0,.000,0,0,0,9999
W ,Quinn Brodey OF | NYM ,0,.000,0,0,0,9999
W ,Kevin Graham OF | ARI ,0,.000,0,0,0,9999
W ,Eddy Martinez OF | CHC ,0,.000,0,0,0,9999
W ,Devyn Bolasky OF | NYY ,0,.000,0,0,0,9999
W ,Bradlee Beesley OF | CHC ,0,.000,0,0,0,9999
W ,Terence Dotson OF | MIL ,0,.000,0,0,0,9999
W ,Miguel Aparicio OF | TEX ,0,.000,0,0,0,9999
W ,Dylan Harris OF | BAL ,0,.000,0,0,0,9999
W ,Kolby Johnson OF | BOS ,0,.000,0,0,0,9999
W ,Max White OF | COL ,0,.000,0,0,0,9999
W ,Michael Beltre OF | NYY ,0,.000,0,0,0,9999
W ,Elijah Green OF | WAS ,0,.000,0,0,0,9999
W ,Yhoswar Garcia OF | MIL ,0,.000,0,0,0,9999
W ,Jared King OF | NYM ,0,.000,0,0,0,9999
W ,Adam Haseley OF | CHW,0,.000,0,0,0,9999
W ,Zach Cone OF | TEX ,0,.000,0,0,0,9999
W ,Troy Schreffler OF | PHI ,0,.000,0,0,0,9999
W ,Kyle Barrett OF | MIA ,0,.000,0,0,0,9999
W ,Noah Mendlinger OF | STL,0,.000,0,0,0,9999
W ,Mitch Longo OF | WAS ,0,.000,0,0,0,9999
W ,Zach Reks OF | SD ,0,.000,0,0,0,9999
W ,Cristhian Vaquero OF | WAS ,0,.000,0,0,0,9999
W ,Rafael Ortega OF | NYM ,0,.000,0,0,0,9999
W ,David Rohm OF | ATL ,0,.000,0,0,0,9999
W ,David Harris OF | TOR ,0,.000,0,0,0,9999
W ,Malik Collymore OF | MIL ,0,.000,0,0,0,9999
W ,Simon Juan OF | NYM ,0,.000,0,0,0,9999
W ,Alberto Rodriguez OF | SEA ,0,.000,0,0,0,9999
W ,Mac Wainwright OF | CIN ,0,.000,0,0,0,9999
W ,Brandon Jacobs OF | ARI ,0,.000,0,0,0,9999
W ,Mason House OF | SD ,0,.000,0,0,0,9999
W ,Luis Baez OF | MIN ,0,.000,0,0,0,9999
W ,Luis Mieses OF | TEX ,0,.000,0,0,0,9999
W ,Kai Murphy OF | SD ,0,.000,0,0,0,9999
W ,Carson Benge OF | NYM ,0,.000,0,0,0,9999
W ,Hedbert Perez OF | MIL ,0,.000,0,0,0,9999
W ,Charcer Burks OF | CHC ,0,.000,0,0,0,9999
W ,Sergio Campana OF | PIT ,0,.000,0,0,0,9999
W ,Norberto Obeso OF | TOR ,0,.000,0,0,0,9999
W ,Alex McKenna OF | HOU ,0,.000,0,0,0,9999
W ,Chase Pinder OF | SF ,0,.000,0,0,0,9999
W ,Tito Polo OF | SEA ,0,.000,0,0,0,9999
W ,Caleb Hobson OF | COL ,0,.000,0,0,0,9999
W ,Tristan Pompey OF | MIA ,0,.000,0,0,0,9999
W ,Yerlin Luis OF | CLE ,0,.000,0,0,0,9999
W ,Guillermo Pimentel OF | SEA ,0,.000,0,0,0,9999
W ,Narciso Mesa OF | WAS ,0,.000,0,0,0,9999
W ,Clint Coulter OF | SF ,0,.000,0,0,0,9999
W ,James Smith OF | PHI ,0,.000,0,0,0,9999
W ,Justin Jacobs OF | TEX ,0,.000,0,0,0,9999
W ,Jared Dupere OF | SF ,0,.000,0,0,0,9999
W ,Jake Alu OF | WAS ,0,.000,0,0,0,9999
W ,Luis Gonzalez OF | BAL,0,.000,0,0,0,9999
W ,Mishael Deson OF | BAL,0,.000,0,0,0,9999
W ,Leonardo Molina OF | NYY ,0,.000,0,0,0,9999
W ,Jake Snider OF | SD ,0,.000,0,0,0,9999
W ,Cristian Arguelles OF | COL ,0,.000,0,0,0,9999
W ,Corey Rosier OF | BOS ,0,.000,0,0,0,9999
W ,Aneury Tavarez OF | BOS ,0,.000,0,0,0,9999
W ,Slater de Brun OF | BAL ,0,.000,0,0,0,9999
W ,Juan Chacon OF | BOS ,0,.000,0,0,0,9999
W ,Derek Jenkins OF | LAA ,0,.000,0,0,0,9999
W ,David Walker OF | CHW ,0,.000,0,0,0,9999
W ,Luis Durango OF | NYY,0,.000,0,0,0,9999
W ,Rayner Arias OF | SF ,0,.000,0,0,0,9999
W ,Jace Bohrofen OF | TOR ,0,.000,0,0,0,9999
W ,John Cruz OF | MIA ,0,.000,0,0,0,9999
W ,Jimmy Kerrigan OF | MIN ,0,.000,0,0,0,9999
W ,Nick McLain OF | CHW ,0,.000,0,0,0,9999
W ,Eudy Pina OF | NYM ,0,.000,0,0,0,9999
W ,Samuel Munoz OF | LAD ,0,.000,0,0,0,9999
W ,Jordan Luplow OF | PHI ,0,.000,0,0,0,9999
W ,Edwin Moreno OF | SD ,0,.000,0,0,0,9999
W ,Pedro Gonzalez OF | TEX ,0,.000,0,0,0,9999
W ,Antoine Duplantis OF | NYM ,0,.000,0,0,0,9999
W ,Oscar Mercado OF | PHI ,0,.000,0,0,0,9999
W ,Stefan Sabol OF | NYM ,0,.000,0,0,0,9999
W ,Colin Davis OF | SEA ,0,.000,0,0,0,9999
W ,Zach Kokoska OF | COL ,0,.000,0,0,0,9999
W ,Jay Gonzalez OF | ARI ,0,.000,0,0,0,9999
W ,Forrest Wall OF | SD ,0,.000,0,0,0,9999
W ,Bladimir Restituyo OF | MIL ,0,.000,0,0,0,9999
W ,Forrestt Allday OF | SD ,0,.000,0,0,0,9999
W ,Noah Myers OF | TB ,0,.000,0,0,0,9999
W ,Connor Scott OF | KC ,0,.000,0,0,0,9999
W ,Ryan Cermak OF | TB ,0,.000,0,0,0,9999
W ,Deivy Castillo OF | LAD ,0,.000,0,0,0,9999
W ,Ramiro Rodriguez OF | HOU ,0,.000,0,0,0,9999
W ,J.D. McLaughlin OF | DET ,0,.000,0,0,0,9999
W ,Leo Heras OF | HOU ,0,.000,0,0,0,9999
W ,Dwanya Williams-Sutton OF | SD ,0,.000,0,0,0,9999
W ,Devan Ahart OF | LAD ,0,.000,0,0,0,9999
W ,Carl Chester OF | TEX ,0,.000,0,0,0,9999
W ,Darryl Collins OF | KC,0,.000,0,0,0,9999
W ,Ryder Green OF | NYY ,0,.000,0,0,0,9999
W ,Emmanuel Rodriguez OF | MIN,0,.000,0,0,0,9999
W ,Cristian More OF | CHC ,0,.000,0,0,0,9999
W ,Mike Papi OF | CLE ,0,.000,0,0,0,9999
W ,Kevin Kiermaier OF | LAD,0,.000,0,0,0,9999
W ,Lazaro Armenteros OF | ATH ,0,.000,0,0,0,9999
W ,Rainel Rosario OF | BOS ,0,.000,0,0,0,9999
W ,Leobaldo Cabrera OF | MIN ,0,.000,0,0,0,9999
W ,Dylan Rosa OF | DET ,0,.000,0,0,0,9999
W ,Lisbel DIaz OF | SF ,0,.000,0,0,0,9999
W ,Casey Soltis OF | MIA ,0,.000,0,0,0,9999
W ,Elier Hernandez OF | TEX ,0,.000,0,0,0,9999
W ,Louie Lechich OF | CHW ,0,.000,0,0,0,9999
W ,Homer Bush OF | TB ,0,.000,0,0,0,9999
W ,Felix Negueis OF | NYY ,0,.000,0,0,0,9999
W ,Will Turner OF | BOS ,0,.000,0,0,0,9999
W ,Cam Gibson OF | DET ,0,.000,0,0,0,9999
W ,Dexter Kjerstad OF | MIA ,0,.000,0,0,0,9999
W ,Kalian Sams OF | SEA ,0,.000,0,0,0,9999
W ,Anderdson Rojas OF | ARI ,0,.000,0,0,0,9999
W ,Josh Hart OF | BAL ,0,.000,0,0,0,9999
W ,Alec Sayre OF | MIN ,0,.000,0,0,0,9999
W ,Brandon Downes OF | KC ,0,.000,0,0,0,9999
W ,Brady Shoemaker OF | MIA ,0,.000,0,0,0,9999
W ,Izzy Wilson OF | BOS ,0,.000,0,0,0,9999
W ,Ben Guez OF | MIL ,0,.000,0,0,0,9999
W ,Kevin Kilpatrick OF | ATL ,0,.000,0,0,0,9999
W ,Matt Lloyd OF | STL ,0,.000,0,0,0,9999
W ,Stephen Paolini OF | ATL ,0,.000,0,0,0,9999
W ,Cole Sturgeon OF | MIN ,0,.000,0,0,0,9999
W ,Won-Bin Cho OF | STL ,0,.000,0,0,0,9999
W ,Chantz Mack OF | SEA ,0,.000,0,0,0,9999
W ,Christian Johnson OF | TB ,0,.000,0,0,0,9999
W ,Jorge Burgos OF | CLE ,0,.000,0,0,0,9999
W ,Danny Gonzalez OF | MIA ,0,.000,0,0,0,9999
W ,Ariel Sandoval OF | SEA ,0,.000,0,0,0,9999
W ,Javeon Cody OF | MIA ,0,.000,0,0,0,9999
W ,Bryson Smith OF | CIN ,0,.000,0,0,0,9999
W ,Ernie De La Trinidad OF | MIN ,0,.000,0,0,0,9999
W ,Nick Decker OF | BOS ,0,.000,0,0,0,9999
W ,Yordalin Pena OF | STL ,0,.000,0,0,0,9999
W ,Tre Gantt OF | CLE ,0,.000,0,0,0,9999
W ,Junior Marin OF | KC,0,.000,0,0,0,9999
W ,Aldrich De Jongh OF | LAD ,0,.000,0,0,0,9999
W ,Lamar Sparks OF | MIL ,0,.000,0,0,0,9999
W ,Dorssys Paulino OF | CLE ,0,.000,0,0,0,9999
W ,Davis Bradshaw OF | MIA ,0,.000,0,0,0,9999
W ,Brayan Morales OF | LAD ,0,.000,0,0,0,9999
W ,Tyler Reichenborn OF | STL ,0,.000,0,0,0,9999
W ,Jonah Cox OF | SF ,0,.000,0,0,0,9999
W ,Darius Day OF | TEX ,0,.000,0,0,0,9999
W ,Cade Marlowe OF | SEA ,0,.000,0,0,0,9999
W ,Casey Golden OF | COL ,0,.000,0,0,0,9999
W ,Travis Honeyman OF | STL ,0,.000,0,0,0,9999
W ,Braylin Tavera OF | BAL ,0,.000,0,0,0,9999
W ,Raimfer Salinas OF | NYY ,0,.000,0,0,0,9999
W ,Allan Castro OF | BOS ,0,.000,0,0,0,9999
W ,Corbin Williams OF | PHI ,0,.000,0,0,0,9999
W ,Colby Shade OF | MIA ,0,.000,0,0,0,9999
W ,Korbyn Dickerson OF | SEA ,0,.000,0,0,0,9999
W ,Travis Jones OF | KC ,0,.000,0,0,0,9999
W ,Vaun Brown OF | SF ,0,.000,0,0,0,9999
W ,Joantgel Segovia OF | MIL ,0,.000,0,0,0,9999
W ,Kingston Liniak OF | DET ,0,.000,0,0,0,9999
W ,Jeffrey Ramos OF | ATL ,0,.000,0,0,0,9999
W ,Bryan Torres OF | STL ,0,.000,0,0,0,9999
W ,Danry Vasquez OF | HOU ,0,.000,0,0,0,9999
W ,Erik Stock OF | SEA ,0,.000,0,0,0,9999
W ,Cord Sandberg OF | PHI ,0,.000,0,0,0,9999
W ,Daniel Montano OF | COL ,0,.000,0,0,0,9999
W ,Tyler Frost OF | CHW ,0,.000,0,0,0,9999
W ,Zach DeLoach OF | CHW ,0,.000,0,0,0,9999
W ,Luis A. Garcia OF | NYY ,0,.000,0,0,0,9999
W ,Terry McClure OF | COL ,0,.000,0,0,0,9999
W ,Tyler Naquin OF | CHW,0,.000,0,0,0,9999
W ,Anthony Hall OF | NYY ,0,.000,0,0,0,9999
W ,Jake Sanford OF | NYY ,0,.000,0,0,0,9999
W ,Marcos Torres OF | TEX ,0,.000,0,0,0,9999
W ,Jordan Qsar OF | TB ,0,.000,0,0,0,9999
W ,Sammy Siani OF | PIT ,0,.000,0,0,0,9999
W ,Quincy Hamilton OF | HOU ,0,.000,0,0,0,9999
W ,Yeison Morrobel OF | TEX ,0,.000,0,0,0,9999
W ,Edward Salcedo OF | PIT ,0,.000,0,0,0,9999
W ,Tyler Massey OF | COL ,0,.000,0,0,0,9999
W ,Daniel Suero OF | COL ,0,.000,0,0,0,9999
W ,Ismael Mena OF | CHC ,0,.000,0,0,0,9999
W ,Beau Amaral OF | SEA ,0,.000,0,0,0,9999
W ,Yhoangel Aponte OF | TOR ,0,.000,0,0,0,9999
W ,Jack Rogers OF | CIN ,0,.000,0,0,0,9999
W ,Bralin Jackson OF | PIT ,0,.000,0,0,0,9999
W ,Ryan Boldt OF | TB ,0,.000,0,0,0,9999
W ,Anfernee Grier OF | ARI ,0,.000,0,0,0,9999
W ,Yorvis Torrealba OF | COL ,0,.000,0,0,0,9999
W ,Raylin Heredia OF | PHI ,0,.000,0,0,0,9999
W ,Hunter Jones OF | WAS ,0,.000,0,0,0,9999
W ,Sterlin Thompson OF | COL ,0,.000,0,0,0,9999
W ,Rio Foster OF | LAA ,0,.000,0,0,0,9999
W ,Wilson Soriano OF | COL ,0,.000,0,0,0,9999
W ,Jack Hurley OF | ARI ,0,.000,0,0,0,9999
W ,Slade Caldwell OF | ARI ,0,.000,0,0,0,9999
W ,Jesus Bugarin OF | COL ,0,.000,0,0,0,9999
W ,Tommy Hawke OF | CLE ,0,.000,0,0,0,9999
W ,Jhonny Piron OF | TB ,0,.000,0,0,0,9999
W ,Caleb Adams OF | LAA ,0,.000,0,0,0,9999
W ,Jagger Rusconi OF | BOS ,0,.000,0,0,0,9999
W ,T.J Hopkins OF | DET ,0,.000,0,0,0,9999
W ,Jose Ramos OF | LAD ,0,.000,0,0,0,9999
W ,Marty Costes OF | MIA ,0,.000,0,0,0,9999
W ,Zyhir Hope OF | LAD ,0,.000,0,0,0,9999
W ,Jared Sundstrom OF | SEA ,0,.000,0,0,0,9999
W ,A.J. Vukovich OF | ARI ,0,.000,0,0,0,9999
W ,Jimmy Pickens OF | CIN ,0,.000,0,0,0,9999
W ,Carson Jones OF | SEA ,0,.000,0,0,0,9999
W ,Douglas Glod OF | ATL ,0,.000,0,0,0,9999
W ,Carlos Lopez OF | MIA ,0,.000,0,0,0,9999
W ,Mark Coley II OF | MIA ,0,.000,0,0,0,9999
W ,Brailer Guerrero OF | TB ,0,.000,0,0,0,9999
W ,Michael Smith OF | TB ,0,.000,0,0,0,9999
W ,Junior Soto OF | CLE ,0,.000,0,0,0,9999
W ,Anderson Miller OF | KC ,0,.000,0,0,0,9999
W ,Robbie Podorsky OF | SD ,0,.000,0,0,0,9999
W ,Ben Gamel OF | ATL ,0,.000,0,0,0,9999
W ,Robbie Garvey OF | LAD ,0,.000,0,0,0,9999
W ,Victor Victor Mesa OF | MIA,0,.000,0,0,0,9999
W ,Braden Montgomery OF | CHW ,0,.000,0,0,0,9999
W ,Isiah Gilliam OF | SEA ,0,.000,0,0,0,9999
W ,Felix Perez OF | CIN ,0,.000,0,0,0,9999
W ,Ross Adolph OF | HOU,0,.000,0,0,0,9999
W ,Zach Clark OF | MIL ,0,.000,0,0,0,9999
W ,Alan Mejia OF | NYY ,0,.000,0,0,0,9999
W ,Armond Upshaw OF | WAS ,0,.000,0,0,0,9999
W ,Ryan Ramiz OF | SEA ,0,.000,0,0,0,9999
W ,Wilfredo Flores OF | PHI ,0,.000,0,0,0,9999
W ,Tres Gonzalez OF | PIT ,0,.000,0,0,0,9999
W ,Shayne Fontana OF | BAL ,0,.000,0,0,0,9999
W ,Jhalan Jackson OF | NYY ,0,.000,0,0,0,9999
W ,Jimmy Herron OF | MIL ,0,.000,0,0,0,9999
W ,Chris Rotondo OF | STL ,0,.000,0,0,0,9999
W ,P.J. Hilson OF | PIT ,0,.000,0,0,0,9999
W ,Phillip Sikes OF | BOS ,0,.000,0,0,0,9999
W ,Estarling Mercado OF | NYM ,0,.000,0,0,0,9999
W ,Julian Escobedo OF | CLE ,0,.000,0,0,0,9999
W ,Max Clark OF | DET ,0,.000,0,0,0,9999
W ,Robert Arias OF | CLE ,0,.000,0,0,0,9999
W ,Andy Garriola OF | CHC ,0,.000,0,0,0,9999
W ,Caden Kendle OF | MIN ,0,.000,0,0,0,9999
W ,Nick Banks OF | WAS ,0,.000,0,0,0,9999
W ,Esmerlyn Valdez OF | PIT ,0,.000,0,0,0,9999
W ,Miguel Bleis OF | BOS ,0,.000,0,0,0,9999
W ,Cutter Dykstra OF | WAS ,0,.000,0,0,0,9999
W ,Derniche Valdez OF | CHC ,0,.000,0,0,0,9999
W ,Juancito Martinez OF | MIA ,0,.000,0,0,0,9999
W ,Hudson Head OF | PIT ,0,.000,0,0,0,9999
W ,Austin Beck OF | ATH ,0,.000,0,0,0,9999
W ,Peyton Burdick OF | CIN,0,.000,0,0,0,9999
W ,Parker Chavers OF | CHC ,0,.000,0,0,0,9999
W ,Jacob Pearson OF | ATL ,0,.000,0,0,0,9999
W ,Andrew Moritz OF | ATL ,0,.000,0,0,0,9999
W ,Robbie Grossman OF | KC,0,.000,0,0,0,9999
W ,Dylan Campbell OF | PHI ,0,.000,0,0,0,9999
W ,Jonathan Jones OF | MIA ,0,.000,0,0,0,9999
W ,Roemon Fields OF | TOR ,0,.000,0,0,0,9999
W ,Kyle Wren OF | CIN ,0,.000,0,0,0,9999
W ,Randolph Oduber OF | WAS ,0,.000,0,0,0,9999
W ,Will Robertson OF | TOR,0,.000,0,0,0,9999
W ,Luis Rodriguez OF | LAD ,0,.000,0,0,0,9999
W ,Austin Meadows OF | DET,0,.000,0,0,0,9999
W ,Diego Infante OF | MIA ,0,.000,0,0,0,9999
W ,Tanner Murphy OF | NYM ,0,.000,0,0,0,9999
W ,Kelvin Alcantara OF | SEA ,0,.000,0,0,0,9999
W ,Ricardo Marcano OF | CHC ,0,.000,0,0,0,9999
W ,Daniel Amaral OF | PIT ,0,.000,0,0,0,9999
W ,Ashford Fulmer OF | SF ,0,.000,0,0,0,9999
W ,KD Kang OF | ATL ,0,.000,0,0,0,9999
W ,Ethan Wilson OF | PHI ,0,.000,0,0,0,9999
W ,Jorge Ruiz OF | LAA ,0,.000,0,0,0,9999
W ,Bryson Myles OF | CLE ,0,.000,0,0,0,9999
W ,Logan Baldwin OF | SF ,0,.000,0,0,0,9999
W ,Justin Connell OF | WAS ,0,.000,0,0,0,9999
W ,Jonah Advincula OF | CLE ,0,.000,0,0,0,9999
W ,Keegan McGovern OF | SEA ,0,.000,0,0,0,9999
W ,Dalton Guthrie OF | BOS ,0,.000,0,0,0,9999
W ,Victor Arias OF | TOR,0,.000,0,0,0,9999
W ,Dayron Varona OF | TB ,0,.000,0,0,0,9999
W ,Dom Johnson OF | DET ,0,.000,0,0,0,9999
W ,Ismael Munguia OF | NYY,0,.000,0,0,0,9999
W ,Cam Fisher OF | HOU ,0,.000,0,0,0,9999
W ,Jayson Bass OF | MIN ,0,.000,0,0,0,9999
W ,Trevor Werner OF | KC ,0,.000,0,0,0,9999
W ,Reed Trimble OF | BAL ,0,.000,0,0,0,9999
W ,Hunter Cole OF | TEX ,0,.000,0,0,0,9999
W ,Tyler Robertson OF | SD ,0,.000,0,0,0,9999
W ,Deion Walker OF | PIT ,0,.000,0,0,0,9999
W ,Jack Sundberg OF | WAS ,0,.000,0,0,0,9999
W ,Abraham Almonte OF | NYM,0,.000,0,0,0,9999
W ,Paulino Santana OF | TEX ,0,.000,0,0,0,9999
W ,Skeiling Rodriguez OF | CLE ,0,.000,0,0,0,9999
W ,Nick Schulz OF | SD ,0,.000,0,0,0,9999
W ,Cristopher Barete OF | TB ,0,.000,0,0,0,9999
W ,Lucas Spence OF | HOU ,0,.000,0,0,0,9999
W ,Kyle Garlick OF | ARI ,0,.000,0,0,0,9999
W ,Quincy Latimore OF | DET ,0,.000,0,0,0,9999
W ,Johnny Rizer OF | BAL ,0,.000,0,0,0,9999
W ,Kristian Robinson OF | ARI ,0,.000,0,0,0,9999
W ,Stewart Ijames OF | ARI ,0,.000,0,0,0,9999
W ,Johan Mieses OF | BOS ,0,.000,0,0,0,9999
W ,Junior Perez OF | ATH ,0,.000,0,0,0,9999
W ,Luis Payano OF | HOU ,0,.000,0,0,0,9999
W ,Ross Kivett OF | DET ,0,.000,0,0,0,9999
W ,Jake DeLeo OF | MIA ,0,.000,0,0,0,9999
W ,Esteban Gonzalez OF | CLE ,0,.000,0,0,0,9999
W ,Tyler Gentry OF | KC ,0,.000,0,0,0,9999
W ,RJ Schreck OF | TOR ,0,.000,0,0,0,9999
W ,Gabriel Gonzalez OF | MIN ,0,.000,0,0,0,9999
W ,Yonathan Daza OF | COL ,0,.000,0,0,0,9999
W ,Isaiah Greene OF | CLE ,0,.000,0,0,0,9999
W ,Joe Lampe OF | CLE ,0,.000,0,0,0,9999
W ,Luis Guanipa OF | ATL ,0,.000,0,0,0,9999
W ,Justice Thompson OF | CIN ,0,.000,0,0,0,9999
W ,T.J. Nichting OF | BAL ,0,.000,0,0,0,9999
W ,Casey Hughston OF | PIT ,0,.000,0,0,0,9999
W ,Logan Taylor OF | CIN ,0,.000,0,0,0,9999
W ,Jackson Strong OF | DET ,0,.000,0,0,0,9999
W ,Jonathan Davis OF | MIA ,0,.000,0,0,0,9999
W ,Luis Guerrero OF | HOU ,0,.000,0,0,0,9999
W ,Jean Ramirez OF | KC ,0,.000,0,0,0,9999
W ,Derrick Loveless OF | TOR ,0,.000,0,0,0,9999
W ,James Tibbs OF | LAD ,0,.000,0,0,0,9999
W ,Brett Kinneman OF | PIT ,0,.000,0,0,0,9999
W ,Granden Goetzman OF | HOU ,0,.000,0,0,0,9999
W ,Ben Aklinski OF | PHI ,0,.000,0,0,0,9999
W ,Cole Carrigg OF | COL,0,.000,0,0,0,9999
W ,Reece Hampton OF | DET ,0,.000,0,0,0,9999
W ,Connor Marabell OF | CLE ,0,.000,0,0,0,9999
W ,Randy Bednar OF | SEA ,0,.000,0,0,0,9999
W ,Anthony Churlin OF | ATH ,0,.000,0,0,0,9999
W ,Josh Stowers OF | LAD ,0,.000,0,0,0,9999
W ,Mac Horvath OF | TB ,0,.000,0,0,0,9999
W ,Aaron Schnurbusch OF | CHW ,0,.000,0,0,0,9999
W ,Eleardo Cabrera OF | TB ,0,.000,0,0,0,9999
W ,Vance Honeycutt OF | BAL ,0,.000,0,0,0,9999
W ,Victor Hurtado OF | WAS ,0,.000,0,0,0,9999
W ,Shalin Polanco OF | PIT ,0,.000,0,0,0,9999
W ,Ryan Peurifoy OF | PIT ,0,.000,0,0,0,9999
W ,Nick Gordon OF | BAL ,0,.000,0,0,0,9999
W ,Colin Bray OF | ARI ,0,.000,0,0,0,9999
W ,Tristen Lutz OF | MIL,0,.000,0,0,0,9999
W ,Michael O'Neill OF | MIN ,0,.000,0,0,0,9999
W ,Jose Carlos Urena OF | SD ,0,.000,0,0,0,9999
W ,David Olmedo-Barrera OF | TB ,0,.000,0,0,0,9999
W ,PJ Morlando OF | MIA ,0,.000,0,0,0,9999
W ,Justin Farmer OF | SD ,0,.000,0,0,0,9999
W ,Danyer Sanabria OF | ARI ,0,.000,0,0,0,9999
W ,Josh Stephen OF | PHI ,0,.000,0,0,0,9999
W ,Aaron Barbosa OF | SEA ,0,.000,0,0,0,9999
W ,Bobby Ison OF | CLE ,0,.000,0,0,0,9999
W ,Juan Negret OF | KC ,0,.000,0,0,0,9999
W ,Nick Dalesandro OF | ARI ,0,.000,0,0,0,9999
W ,Austin Cousino OF | SEA ,0,.000,0,0,0,9999
W ,Jase Bowen OF | PIT ,0,.000,0,0,0,9999
W ,Telmito Agustin OF | WAS ,0,.000,0,0,0,9999
W ,Lolo Sanchez OF | LAD ,0,.000,0,0,0,9999
W ,Charles Davalan OF | LAD ,0,.000,0,0,0,9999
W ,Joseph Sullivan OF | HOU ,0,.000,0,0,0,9999
W ,Bryan Hudson OF | BOS ,0,.000,0,0,0,9999
W ,Tanner Dodson OF | ATH ,0,.000,0,0,0,9999
W ,Kyler Murray OF | ATH ,0,.000,0,0,0,9999
W ,Hosea Nelson OF | CLE ,0,.000,0,0,0,9999
W ,Ronnie Jebavy OF | SF ,0,.000,0,0,0,9999
W ,Eduard Pinto OF | TOR,0,.000,0,0,0,9999
W ,Nate George OF | BAL ,0,.000,0,0,0,9999
W ,Junior Sosa OF | PIT ,0,.000,0,0,0,9999
W ,Dominic Abbadessa OF | TOR ,0,.000,0,0,0,9999
W ,Victor Labrada OF | SEA ,0,.000,0,0,0,9999
W ,Jace Avina OF | NYY ,0,.000,0,0,0,9999
W ,Maxton Martin OF | TEX ,0,.000,0,0,0,9999
W ,Pres Cavenaugh OF | CLE,0,.000,0,0,0,9999
W ,Angel Moreno OF | TB ,0,.000,0,0,0,9999
W ,Terrell Tatum OF | CHW ,0,.000,0,0,0,9999
W ,Bradley Zimmer OF | COL ,0,.000,0,0,0,9999
W ,Rainier Rivas OF | HOU ,0,.000,0,0,0,9999
W ,Jake Thompson OF | MIA,0,.000,0,0,0,9999
W ,Nick Peoples OF | WAS ,0,.000,0,0,0,9999
W ,Kadon Morton OF | ATL ,0,.000,0,0,0,9999
