"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","r_total_caught_stealing","r_total_stolen_base","b_intent_walk","r_run","xba","xslg","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","sprint_speed"
"Edman, Tommy",669242,2024,29,139,153,33,21,5,1,6,30,11,19.6,7.2,".237",".417",".294","0.711","0.180",".257","20","0","6","0","20",".217",".317",".267",".277","87.6","11.4",31.5,3.6,35.1,"96.992259821","92.61181955",24,46.2,"27.9"
"Mastrobuoni, Miles",670156,2024,28,98,106,19,16,3,0,0,17,7,16,6.6,".194",".224",".245","0.469","0.030",".232","4","0","2","0","9",".264",".360",".296",".310","87.4","13.9",32.9,2.4,31.7,"96.319052927","92.222572963",20.3,41.5,"28.0"
"Goldschmidt, Paul",502671,2024,36,599,654,147,91,33,1,22,173,47,26.5,7.2,".245",".414",".302","0.716","0.169",".308","65","0","11","2","70",".255",".451",".329",".311","91.2","13.1",34.3,10.7,49.6,"101.892583709","95.666428146",27.4,47.7,"26.3"
"Burger, Jake",669394,2024,28,535,579,134,81,23,1,29,150,31,25.9,5.4,".250",".460",".301","0.761","0.210",".292","76","1","1","2","68",".256",".476",".338",".307","91.3","13",32.4,12.3,46.8,"103.619986856","96.171144407",30.1,52.4,"27.9"
"Horwitz, Spencer",687462,2024,26,328,381,87,56,19,0,12,70,42,18.4,11,".265",".433",".357","0.790","0.168",".300","40","0","0","2","46",".253",".418",".337",".349","88.2","13.7",37.4,8,36.6,"98.212716794","93.175509618",19.4,46,"25.2"
"Rodríguez, Julio",677594,2024,23,567,613,155,118,17,0,20,156,38,25.4,6.2,".273",".409",".325","0.734","0.136",".344","68","5","24","1","76",".275",".463",".344",".327","91.7","10.5",33.2,10.2,48.4,"103.553687536","96.325344116",30.9,54.3,"29.6"
"Jiménez, Eloy",650391,2024,27,324,349,77,57,14,0,6,70,22,20.1,6.3,".238",".336",".289","0.625","0.098",".285","23","0","3","1","25",".248",".381",".299",".299","92","4.3",25.1,7.8,49,"103.179997795","96.165143031",26.2,50.3,"25.2"
"Lindor, Francisco",596019,2024,30,618,689,169,96,39,1,33,127,56,18.4,8.1,".273",".500",".344","0.844","0.227",".295","91","4","29","0","107",".283",".528",".379",".353","90.9","17",35.4,13.6,47.4,"101.098117236","95.07615815",23.7,48.7,"27.6"
"Fitzgerald, Tyler",666149,2024,26,314,341,88,52,19,2,15,108,22,31.7,6.5,".280",".497",".334","0.831","0.217",".380","34","4","17","0","53",".227",".378",".292",".286","87.7","20.2",39.1,8.2,31.9,"97.5779034","92.79850055",31.2,47.7,"30.0"
"Greene, Riley",682985,2024,23,512,584,134,77,27,6,24,156,64,26.7,11,".262",".479",".348","0.827","0.217",".329","74","2","4","3","82",".253",".478",".353",".341","91.3","12.2",39.1,13.4,47.1,"102.088081676","95.54007409",26.8,44.3,"27.7"
"McCray, Grant",687529,2024,23,124,130,25,15,3,2,5,56,6,43.1,4.6,".202",".379",".238","0.617","0.177",".317","10","0","5","0","13",".195",".350",".254",".233","90.2","5.4",30.9,11.8,44.1,"101.84831875","95.365513125",43.6,53,"29.2"
"Jeffers, Ryan",680777,2024,27,412,465,93,50,22,0,21,94,32,20.2,6.9,".226",".432",".300","0.732","0.206",".238","64","0","3","0","56",".227",".386",".304",".302","86.9","16.2",31.7,8.3,33.8,"99.008221173","93.57098291",23.6,48.5,"26.3"
"Suárez, Eugenio",553993,2024,32,571,640,146,86,28,2,30,176,49,27.5,7.7,".256",".469",".319","0.788","0.213",".309","101","1","2","0","90",".246",".447",".329",".314","89.1","19.5",40.4,11.3,42.4,"100.570552315","94.463438988",29.1,47.2,"26.5"
"Perez, Salvador",521692,2024,34,590,652,160,105,28,0,27,129,44,19.8,6.7,".271",".456",".330","0.786","0.185",".302","104","0","0","9","58",".275",".522",".361",".334","91.1","19",39.4,12.2,44.8,"101.856275647","95.341857371",27.8,57.8,"24.5"
"Gurriel Jr., Lourdes",666971,2024,30,513,553,143,101,22,2,18,101,29,18.3,5.2,".279",".435",".322","0.757","0.156",".313","75","1","7","1","72",".267",".421",".319",".312","88.4","15.7",33.8,6.7,40,"99.549348469","93.921850288",20.2,51.1,"26.6"
"Barger, Addison",680718,2024,24,208,225,41,23,11,0,7,60,14,26.7,6.2,".197",".351",".250","0.601","0.154",".239","28","0","2","0","20",".228",".387",".291",".279","88.3","12.1",32.9,8.7,38.3,"100.557905","94.503054898",27.6,46.3,"28.0"
"Kjerstad, Heston",677008,2024,25,99,114,25,19,2,0,4,33,10,28.9,8.8,".253",".394",".351","0.745","0.141",".339","14","0","1","2","8",".214",".350",".295",".318","90.2","10.3",28.8,6.1,43.9,"100.595502727","94.562960909",31.1,55.6,"28.5"
"Smith, Dominic",642086,2024,29,275,307,64,36,22,0,6,76,28,24.8,9.1,".233",".378",".313","0.691","0.145",".301","34","1","1","0","33",".220",".384",".303",".301","89.3","13",37.7,10.6,38.7,"98.769074141","93.729740505",25.3,45.3,"25.6"
"Adell, Jo",666176,2024,25,405,451,84,47,15,2,20,126,35,27.9,7.8,".207",".402",".280","0.682","0.195",".244","62","10","15","1","54",".224",".417",".312",".297","89.8","15.9",30.5,11.7,44.7,"102.6788005","95.748719749",29.8,49.7,"28.8"
"Jung, Josh",673962,2024,26,178,188,47,34,5,1,7,48,8,25.5,4.3,".264",".421",".298","0.719","0.157",".323","16","0","4","0","19",".241",".396",".291",".276","86.2","12.2",38.2,9.9,39.7,"97.932886515","93.114510916",31.9,51.9,"27.3"
"Sánchez, Jesús",660821,2024,26,489,537,123,79,25,1,18,140,41,26.1,7.6,".252",".417",".313","0.730","0.165",".315","64","2","16","2","60",".263",".467",".342",".325","92.5","7.7",31.8,12.2,51.3,"104.556000571","96.923820315",31.2,53.2,"27.2"
"Isbel, Kyle",664728,2024,27,384,426,88,59,13,8,8,88,27,20.7,6.3,".229",".367",".287","0.654","0.138",".276","42","2","11","0","62",".233",".331",".280",".292","88.1","9",24.8,3.9,36.3,"99.427451293","93.787078878",19.3,46.1,"27.9"
"Swanson, Dansby",621020,2024,30,534,593,129,84,27,2,16,144,54,24.3,9.1,".242",".390",".312","0.702","0.148",".300","66","3","19","2","82",".244",".416",".321",".316","89.4","10.4",32.6,9.2,42.7,"100.210263655","94.404024529",28.7,48.7,"27.8"
"Crews, Dylan",686611,2024,22,119,132,26,17,5,1,3,26,11,19.7,8.3,".218",".353",".288","0.641","0.135",".253","8","3","12","0","12",".253",".416",".324",".320","89","8.8",23.4,6.4,44.7,"101.319603191","94.909751613",22.8,44.6,"29.3"
"McMahon, Ryan",641857,2024,29,567,645,137,89,28,0,20,185,69,28.7,10.7,".242",".397",".325","0.722","0.155",".320","65","6","4","4","68",".243",".413",".324",".328","92.1","10",36.5,10.9,49.7,"102.62988712","96.057260524",30,46.9,"25.9"
"Semien, Marcus",543760,2024,33,650,718,154,102,27,2,23,105,64,14.6,8.9,".237",".391",".308","0.699","0.154",".250","74","3","8","2","101",".251",".392",".314",".321","87.4","17",33,6.6,35.2,"97.806210919","93.005121934",20.2,50,"28.5"
"Duran, Ezequiel",677649,2024,25,268,285,66,52,11,0,3,63,14,22.1,4.9,".246",".321",".288","0.609","0.075",".310","20","2","1","0","26",".215",".309",".252",".258","87.1","8.9",28.2,3.4,35.9,"98.680111262","93.37676239",24.7,56.4,"28.8"
"Westburg, Jordan",676059,2024,25,416,447,110,61,26,5,18,97,22,21.7,4.9,".264",".481",".312","0.793","0.217",".305","63","3","6","0","57",".281",".490",".353",".328","91.1","13.1",37.4,11.8,46.1,"101.801873375","95.272487",29.3,51,"29.0"
"Kavadas, Niko",694359,2024,25,93,106,17,11,2,0,4,41,11,38.7,10.4,".183",".333",".283","0.616","0.150",".271","8","0","1","0","11",".185",".371",".292",".285","91.7","27.3",42.3,11.5,40.4,"100.778566538","94.892744038",34.1,39.1,"26.0"
"Diaz, Yainer",673237,2024,25,585,619,175,127,29,3,16,107,24,17.3,3.9,".299",".441",".325","0.766","0.142",".338","84","0","2","1","70",".299",".457",".338",".326","90.2","8.9",35,7.6,47.5,"101.297056214","95.034359505",24,58.8,"27.1"
"Carlson, Dylan",666185,2024,25,235,265,49,39,7,0,3,75,22,28.3,8.3,".209",".277",".287","0.564","0.068",".287","25","1","2","0","19",".195",".268",".249",".275","86.8","15.8",30.1,2.5,25.8,"96.530139877","92.297463602",31,48.2,"27.3"
"Lipscomb, Trey",702358,2024,24,190,211,38,34,3,0,1,40,16,19,7.6,".200",".232",".268","0.500","0.032",".247","10","2","11","0","20",".229",".289",".267",".295","86.5","0.7",23,0.7,31.6,"97.923016133","92.984215",25.3,50.8,"27.5"
"Kwan, Steven",680757,2024,26,480,540,140,107,16,3,14,51,53,9.4,9.8,".292",".425",".368","0.793","0.133",".304","44","5","12","0","83",".284",".385",".334",".361","86.3","14.9",38.5,2.6,23.7,"95.04543782","91.531639359",8.2,39.1,"27.1"
"Fermin, Freddy",666023,2024,29,339,368,92,72,14,0,6,66,23,17.9,6.3,".271",".366",".319","0.685","0.095",".319","36","0","2","1","40",".244",".335",".279",".295","88.2","11.1",29.2,3.2,33.9,"97.931397537","93.085600262",23,51,"26.6"
"Melendez, MJ",669004,2024,25,412,451,85,42,23,3,17,113,35,25.1,7.8,".206",".400",".273","0.673","0.194",".241","44","4","4","1","44",".239",".425",".317",".303","91.1","14.6",29.1,8.4,45.2,"101.49620396","95.196771409",29.5,52.5,"27.8"
"Pillar, Kevin",607680,2024,35,284,314,65,40,16,1,8,69,16,22,5.1,".229",".377",".291","0.668","0.148",".271","45","3","12","0","38",".220",".327",".274",".284","84.6","17.9",36.5,3.7,29.7,"96.438782936","92.245806101",24.5,52.4,"28.4"
"Fortes, Nick",663743,2024,27,308,335,70,50,16,0,4,41,11,12.2,3.3,".227",".318",".259","0.577","0.091",".246","29","1","0","0","28",".225",".289",".244",".259","84.3","15.4",29,1.4,22.6,"95.578582782","91.819744812",13.2,49.3,"26.7"
"Nootbaar, Lars",663457,2024,26,348,405,85,52,18,3,12,79,52,19.5,12.8,".244",".417",".342","0.759","0.173",".281","45","3","7","2","39",".264",".454",".354",".359","91.8","6",32.2,9.9,49.5,"102.282162353","95.717855683",19,37.2,"27.0"
"Merrifield, Whit",593160,2024,35,293,335,65,49,9,3,4,52,35,15.5,10.4,".222",".314",".311","0.625","0.092",".257","15","3","17","0","44",".242",".317",".295",".329","84.1","12.9",34.3,2.4,21.6,"94.385287083","91.220749372",18.7,45.4,"29.0"
"Acuña Jr., Ronald",660670,2024,26,192,222,48,35,8,1,4,53,27,23.9,12.2,".250",".365",".351","0.716","0.115",".326","15","3","16","0","38",".260",".426",".349",".361","92.2","8.5",31.7,9.4,48.2,"103.064738696","96.113602174",27.5,47,"27.7"
"Grandal, Yasmani",518735,2024,35,215,243,49,30,10,0,9,46,24,18.9,9.9,".228",".400",".304","0.704","0.172",".248","27","0","1","0","26",".245",".420",".325",".321","91.1","11.1",31.8,9.8,42.8,"100.246108353","94.442007765",20.1,40.9,"23.2"
"Margot, Manuel",622534,2024,29,315,343,75,53,17,1,4,54,21,15.7,6.1,".238",".337",".289","0.626","0.099",".273","31","0","5","0","37",".261",".379",".308",".314","88.2","13.8",30.9,4.9,33.6,"98.859258923","93.482249961",20.6,49.5,"27.5"
"Caminero, Junior",691406,2024,20,165,177,41,25,9,1,6,38,11,21.5,6.2,".248",".424",".299","0.723","0.176",".289","18","0","2","2","15",".238",".405",".301",".290","89.7","6.8",25.2,11.8,45.7,"102.966914286","95.641090317",31.7,47.7,"26.4"
"Chapman, Matt",656305,2024,31,575,647,142,74,39,2,27,158,64,24.4,9.9,".247",".463",".328","0.791","0.216",".293","78","2","15","3","98",".250",".451",".341",".332","93.2","16.2",31.3,12.6,48.3,"104.356012981","96.727633301",23.5,44.6,"28.7"
"Bleday, JJ",668709,2024,26,572,642,139,72,43,4,20,125,67,19.5,10.4,".243",".437",".324","0.761","0.194",".279","60","3","2","2","74",".240",".397",".316",".322","88.5","18.6",37.1,8.3,36.2,"98.959573229","93.527316345",26.1,45.3,"27.6"
"Hernández, Teoscar",606192,2024,31,589,652,160,93,32,2,33,188,53,28.8,8.1,".272",".501",".339","0.840","0.229",".344","99","3","12","3","84",".249",".485",".345",".319","90.6","10.3",33.8,14.9,46.8,"102.727395423","95.689116559",34,51.2,"28.6"
"Sánchez, Gary",596142,2024,31,245,280,54,35,7,1,11,76,27,27.1,9.6,".220",".392",".307","0.699","0.172",".267","37","0","0","0","30",".219",".399",".309",".306","90","16.2",31.4,10.5,44.2,"101.892350698","95.129594012",30.4,40.7,"24.8"
"Hampson, Garrett",641658,2024,29,213,231,49,35,13,1,0,59,14,25.5,6.1,".230",".300",".275","0.575","0.070",".314","16","2","7","0","16",".206",".282",".244",".255","86","16.1",31.6,4.4,30.4,"96.882247895","92.472205166",22.9,47.6,"29.8"
"Kelenic, Jarred",672284,2024,24,412,449,95,60,18,2,15,133,32,29.6,7.1,".231",".393",".286","0.679","0.162",".300","45","2","7","1","49",".241",".412",".308",".296","89.8","16",38.2,9.9,45.2,"100.297571631","94.504780603",33.4,49.9,"27.9"
"Langeliers, Shea",669127,2024,26,482,534,108,59,18,2,29,145,41,27.2,7.7,".224",".450",".288","0.738","0.226",".252","80","2","4","2","58",".241",".456",".328",".305","91.3","16.3",35.3,12.8,44,"102.05460686","95.451719446",29.2,49.5,"27.8"
"Bregman, Alex",608324,2024,30,581,634,151,93,30,2,26,86,44,13.6,6.9,".260",".453",".315","0.768","0.193",".264","75","1","3","1","79",".257",".418",".320",".314","89.1","18.2",34.9,6.4,40.5,"98.986527952","93.684160984",12.8,44.9,"26.7"
"Rocchio, Brayan",677587,2024,23,383,442,79,53,18,0,8,90,44,20.4,10,".206",".316",".298","0.614","0.110",".245","36","6","10","1","50",".210",".302",".275",".302","84.6","9.4",36,4,22.3,"95.744136806","91.872068403",24.3,47.9,"26.8"
"Rojas, Josh",668942,2024,30,422,476,95,66,19,2,8,108,46,22.7,9.7,".225",".336",".304","0.640","0.111",".282","31","4","10","1","48",".223",".350",".293",".304","88.2","15.5",35.6,5.7,38.2,"97.946263631","93.225198599",24.4,45.6,"27.0"
"Torkelson, Spencer",679529,2024,24,342,381,75,43,21,1,10,105,33,27.6,8.7,".219",".374",".295","0.669","0.155",".285","37","0","0","0","45",".209",".350",".283",".286","89","20.2",31.5,6.7,39.7,"99.687498067","94.009349451",26.6,46,"27.2"
"Stanton, Giancarlo",519317,2024,34,417,459,97,50,20,0,27,143,38,31.2,8.3,".233",".475",".298","0.773","0.242",".281","72","0","0","2","49",".246",".506",".350",".313","94.6","14.7",34.8,20.7,55.3,"108.185328759","99.180033333",34.4,46.8,"24.6"
"Burleson, Alec",676475,2024,25,547,595,147,106,20,0,21,76,35,12.8,5.9,".269",".420",".314","0.734","0.151",".276","78","4","9","0","71",".273",".435",".328",".320","89.7","13.6",34.3,6.5,41.7,"99.381927173","94.012155751",19.2,55.7,"25.5"
"Rortvedt, Ben",666163,2024,26,290,328,66,50,13,0,3,88,34,26.8,10.4,".228",".303",".317","0.620","0.075",".317","31","0","1","0","27",".203",".288",".267",".295","86.2","11.9",30.2,3.5,30.7,"96.9585767","92.49508965",26.7,43,"25.6"
"Abreu, Wilyer",677800,2024,25,399,447,101,51,33,2,15,125,40,28,8.9,".253",".459",".322","0.781","0.206",".326","58","3","8","0","59",".231",".420",".319",".306","91.6","19.2",33.7,11.1,50.5,"101.945020507","95.552365543",29.6,48.1,"27.5"
"Harris, Brett",695391,2024,26,103,123,15,9,3,0,3,25,17,20.3,13.8,".146",".262",".276","0.538","0.116",".158","12","3","0","0","15",".187",".284",".277",".311","87.4","12.8",26.6,5.1,36.7,"99.867260769","94.151668718",23.8,41,"27.2"
"Castellanos, Nick",592206,2024,32,606,659,154,97,30,4,23,139,41,21.1,6.2,".254",".431",".311","0.742","0.177",".294","86","2","6","2","80",".270",".441",".333",".326","88.4","15.2",39,8.1,38.2,"99.266703034","93.738511581",30.1,58,"27.4"
"Sheets, Gavin",657757,2024,28,451,501,105,70,24,1,10,106,43,21.2,8.6,".233",".357",".303","0.660","0.124",".281","45","2","2","2","35",".251",".380",".309",".321","87.8","13.5",41.1,5.7,35.3,"98.863415862","93.510571585",23,46.2,"26.7"
"Bailey, Patrick",672275,2024,25,401,448,94,69,16,1,8,100,39,22.3,8.7,".234",".339",".298","0.637","0.105",".287","46","0","4","0","46",".258",".398",".319",".324","91.3","12.1",37.9,5.5,43,"100.739347483","94.770639073",23.4,48.1,"25.2"
"Gallo, Joey",608336,2024,30,223,260,36,17,9,0,10,102,32,39.2,12.3,".161",".336",".277","0.613","0.175",".232","27","1","3","0","24",".173",".348",".285",".287","90.5","26.1",32.8,13.1,43.4,"100.325545574","94.605556281",39.6,45.3,"26.5"
"Keith, Colt",690993,2024,22,516,556,134,102,15,4,13,110,36,19.8,6.5,".260",".380",".309","0.689","0.120",".306","61","1","7","2","54",".266",".392",".310",".316","87.8","11.3",34.6,5.6,35.3,"98.472613627","93.330372181",23.2,48.6,"27.7"
"Velázquez, Nelson",676369,2024,25,205,230,41,24,8,1,8,61,19,26.5,8.3,".200",".366",".274","0.640","0.166",".237","27","0","2","0","31",".214",".395",".304",".290","88.2","17.4",29.9,8.8,38.1,"99.364038514","93.836443129",35.5,46.5,"27.5"
"Marte, Noelvi",682622,2024,22,229,242,48,35,9,0,4,75,9,31,3.7,".210",".301",".248","0.549","0.091",".291","18","3","9","0","24",".225",".345",".267",".263","87","11.4",33.5,6.5,36.1,"98.631095256","93.351013935",32.1,54.1,"28.8"
"Ortiz, Joey",687401,2024,25,440,511,105,63,25,6,11,103,56,20.2,11,".239",".398",".329","0.727","0.159",".283","60","6","11","0","58",".234",".342",".305",".328","87.8","9.9",26.6,4.6,38.4,"99.391509467","93.766433018",17.1,39.4,"28.7"
"Pasquantino, Vinnie",686469,2024,26,496,554,130,79,30,2,19,71,40,12.8,7.2,".262",".446",".315","0.761","0.184",".265","97","0","1","1","64",".266",".439",".331",".322","91","14.6",31.9,7.1,46.5,"100.997993151","94.970921142",14.5,47.8,"25.6"
"Hoskins, Rhys",656555,2024,31,449,517,96,56,14,0,26,149,53,28.8,10.3,".214",".419",".303","0.722","0.205",".250","82","0","3","1","59",".202",".387",".301",".295","88.7","20.8",29.7,12.7,42.2,"99.737434248","94.057895065",26.3,42.8,"25.3"
"Marte, Starling",516782,2024,35,335,370,90,67,13,3,7,81,27,21.9,7.3,".269",".388",".327","0.715","0.119",".333","40","1","16","1","46",".287",".425",".337",".344","89.8","4.3",37.1,6.9,42.9,"101.20205624","94.944189",28.4,50.2,"27.1"
"Arenado, Nolan",571448,2024,33,578,635,157,118,23,0,16,92,44,14.5,6.9,".272",".394",".325","0.719","0.122",".296","71","2","2","2","70",".255",".356",".296",".312","86.3","16.9",35.9,3.2,31.6,"96.924147927","92.483246402",17.2,46.8,"25.3"
"Carroll, Corbin",682998,2024,23,589,684,136,78,22,14,22,130,73,19,10.7,".231",".428",".322","0.750","0.197",".256","74","8","35","0","121",".241",".392",".325",".334","89.3","12",27.8,7.2,40.8,"101.055665665","94.755672366",20.3,41.4,"29.6"
"Tena, José",677588,2024,23,161,168,43,35,5,0,3,41,7,24.4,4.2,".267",".354",".298","0.652","0.087",".342","15","1","6","0","14",".254",".415",".304",".286","91.2","7.6",30.8,8.3,49.2,"100.972500862","95.33151313",24,50.2,"28.1"
"Mateo, Jorge",622761,2024,29,192,208,44,23,14,2,5,48,10,23.1,4.8,".229",".401",".267","0.668","0.172",".275","18","2","13","0","30",".227",".337",".270",".270","88.1","14.1",30.2,4,34.9,"99.943727778","94.060455208",23.1,51.7,"29.9"
"Casali, Curt",592200,2024,35,108,125,21,17,3,0,1,22,13,17.6,10.4,".194",".250",".293","0.543","0.056",".235","8","0","0","0","12",".205",".267",".265",".302","83","20",34.1,1.1,17,"92.639693256","90.480278353",19.4,43.3,"24.4"
"Biggio, Cavan",624415,2024,29,188,224,37,27,5,0,5,72,24,32.1,10.7,".197",".303",".314","0.617","0.106",".288","19","0","2","0","27",".179",".238",".256",".298","82","21.2",37.3,2.5,16.9,"92.815215439","90.564125877",23.8,38.2,"28.5"
"Turner, Justin",457759,2024,39,460,539,119,84,24,0,11,95,59,17.6,10.9,".259",".383",".354","0.737","0.124",".299","55","2","0","2","59",".252",".383",".328",".352","87.1","17.8",40.1,4.6,32.5,"96.702342312","92.434680753",17,45.4,"25.4"
"Matos, Luis",682641,2024,22,150,156,32,22,5,0,5,24,5,15.4,3.2,".213",".347",".237","0.584","0.134",".221","25","0","0","1","14",".241",".355",".267",".263","86.9","14.1",29.1,3.9,37,"98.298414688","93.205182992",15.6,54.2,"27.8"
"Walker, Christian",572233,2024,33,479,552,120,68,26,0,26,133,55,24.1,10,".251",".468",".335","0.803","0.217",".287","84","2","2","4","72",".246",".457",".351",".339","91.2","16.6",35,13.3,48,"103.127969548","96.011102521",25.6,48,"26.2"
"Manzardo, Kyle",700932,2024,23,145,156,34,17,12,0,5,41,9,26.3,5.8,".234",".421",".282","0.703","0.187",".290","15","0","0","0","11",".197",".378",".272",".248","89.1","22.1",31.4,9.5,40,"99.627054528","94.056427333",27.6,46.7,"25.9"
"McCarthy, Jake",664983,2024,26,442,495,126,98,13,7,8,78,31,15.8,6.3,".285",".400",".349","0.749","0.115",".329","56","6","25","1","66",".265",".358",".311",".333","84.5","9.1",30.4,2.7,24.5,"95.637290857","91.834529486",17.6,49.3,"29.8"
"Dubón, Mauricio",643289,2024,29,402,428,108,79,25,0,4,55,16,12.9,3.7,".269",".361",".296","0.657","0.092",".299","47","2","3","0","45",".248",".331",".272",".281","86.1","14.6",30.4,2.8,26.5,"95.977741503","92.011502977",18.8,60.1,"27.3"
"Cameron, Daz",663662,2024,27,170,186,34,23,5,1,5,51,13,27.4,7,".200",".329",".258","0.587","0.129",".250","15","0","5","0","22",".222",".352",".282",".281","91.6","8.6",36.4,8.3,48.8,"101.2654245","95.191277667",28.3,49,"28.4"
"Loftin, Nick",679845,2024,25,148,171,28,23,4,0,1,24,19,14,11.1,".189",".236",".282","0.518","0.047",".216","14","0","1","0","15",".226",".306",".283",".314","83.6","9.9",30.7,3.1,26,"95.328331587","91.737416905",15.3,42.8,"27.7"
"Urías, Ramón",602104,2024,30,272,301,69,47,9,2,11,55,23,18.3,7.6,".254",".423",".322","0.745","0.169",".280","37","1","1","0","39",".248",".430",".328",".319","88.3","12.8",32.6,8.7,38.5,"98.830197431","93.627220321",26.8,49.6,"26.9"
"Pache, Cristian",665506,2024,25,165,183,33,23,8,1,1,64,17,35,9.3,".200",".279",".273","0.552","0.079",".317","16","0","1","0","13",".195",".283",".250",".269","89.9","9.8",26.5,4.9,38.2,"99.682097","94.253817172",33.2,48.7,"28.5"
"Stowers, Kyle",669065,2024,26,192,209,40,24,11,2,3,74,13,35.4,6.2,".208",".333",".268","0.601","0.125",".319","24","1","0","0","15",".220",".365",".288",".282","91","12.3",36.1,10.9,51.3,"102.156753559","95.709246525",36.1,54.5,"28.2"
"Naylor, Bo",666310,2024,24,354,389,71,46,10,2,13,122,29,31.4,7.5,".201",".350",".264","0.614","0.149",".262","39","3","6","1","39",".196",".326",".259",".260","88.8","19.9",32.6,8.1,37.7,"98.72815","93.535266567",28.3,46.9,"26.6"
"Tucker, Kyle",663656,2024,27,277,339,80,44,13,0,23,54,56,15.9,16.5,".289",".585",".408","0.993","0.296",".282","49","0","11","3","56",".279",".537",".401",".400","91.1","21.2",40,12.9,44.9,"100.157901947","94.740150044",19,41.8,"26.0"
"Tatis Jr., Fernando",665487,2024,25,398,438,110,67,21,1,21,96,32,21.9,7.3,".276",".492",".340","0.832","0.216",".316","49","3","11","0","64",".297",".538",".387",".360","93.5","10",33.7,14.5,55.8,"104.418991126","97.109953874",28.1,51.3,"28.4"
"Stephenson, Tyler",663886,2024,27,457,515,118,72,26,1,19,117,48,22.7,9.3,".258",".444",".338","0.782","0.186",".307","66","0","1","2","69",".241",".403",".322",".325","90.2","10.9",33,9.1,43.9,"100.320154503","94.587176774",22.7,43.2,"26.5"
"Story, Trevor",596115,2024,31,94,106,24,15,7,0,2,33,11,31.1,10.4,".255",".394",".340","0.734","0.139",".373","10","3","6","2","8",".193",".290",".255",".284","86.1","18.6",37.7,6.6,29.5,"96.376017419","92.31155377",30.3,52.3,"28.1"
"Kirk, Alejandro",672386,2024,25,340,386,86,61,19,1,5,51,35,13.2,9.1,".253",".359",".319","0.678","0.106",".276","54","0","0","1","23",".258",".392",".324",".332","89.4","10.8",34.6,6.7,40.9,"99.802023893","94.269440505",15.7,46.6,"24.7"
"Stewart, DJ",621466,2024,30,158,194,28,19,4,0,5,48,31,24.7,16,".177",".297",".325","0.622","0.120",".217","19","0","1","0","16",".213",".347",".327",".357","89.7","19.1",34.2,8.1,39.6,"100.346718909","94.280565091",30,40.9,"27.0"
"Carter, Evan",694497,2024,21,144,162,27,14,6,2,5,43,15,26.5,9.3,".188",".361",".272","0.633","0.173",".227","15","0","2","0","23",".208",".331",".281",".291","86","13.9",33.3,5.9,32.4,"97.157820196","92.58927951",23.4,38.3,"29.7"
"Henderson, Gunnar",683002,2024,23,630,719,177,102,31,7,37,159,78,22.1,10.8,".281",".529",".364","0.893","0.248",".320","92","4","21","1","118",".283",".492",".374",".368","92.8","9.2",34.5,11.2,53.9,"104.002332911","96.835723291",24.4,44.2,"28.9"
"Marsh, Brandon",669016,2024,26,418,476,104,68,17,3,16,154,50,32.4,10.5,".249",".419",".328","0.747","0.170",".348","60","3","19","0","55",".236",".406",".324",".321","91.6","13.8",40.7,10,47.4,"101.08883194","95.182442734",27.5,41.3,"28.2"
"Joe, Connor",656582,2024,31,364,416,83,51,22,1,9,91,44,21.9,10.6,".228",".368",".320","0.688","0.140",".278","36","2","2","1","49",".206",".308",".277",".301","85.3","16.3",30.9,4.7,32.7,"97.939201314","92.982890511",25.7,43.1,"26.9"
"Donovan, Brendan",680977,2024,27,587,652,163,112,34,3,14,81,47,12.4,7.2,".278",".417",".342","0.759","0.139",".300","73","5","5","0","65",".278",".420",".336",".343","88.7","13.2",36.6,5.5,37.6,"98.552237391","93.418618597",15.1,44.2,"27.0"
"Alexander, Blaze",677942,2024,25,166,185,41,31,7,0,3,49,15,26.5,8.1,".247",".343",".321","0.664","0.096",".333","21","1","3","0","19",".204",".281",".258",".282","88.5","8.5",22.9,3.4,34.7,"98.808795","93.553851293",29.6,51.5,"28.6"
"Rendon, Anthony",543685,2024,34,206,238,45,35,10,0,0,35,23,14.7,9.7,".218",".267",".307","0.574","0.049",".257","14","1","6","0","21",".224",".314",".287",".314","87.9","14.1",31.4,2.3,37.1,"97.612997471","92.991806897",12.5,40.1,"26.8"
"Holliday, Jackson",702616,2024,20,190,208,36,25,4,2,5,69,15,33.2,7.2,".189",".311",".255","0.566","0.122",".265","23","0","4","0","28",".192",".328",".260",".257","89.3","8.6",27,8.2,45.1,"100.212039508","94.576202541",34.1,46.1,"29.4"
"Taveras, Leody",665750,2024,25,480,529,110,78,17,3,12,112,42,21.2,7.9,".229",".352",".289","0.641","0.123",".272","44","6","23","0","59",".240",".368",".295",".301","89","14.7",31.5,5.9,35.5,"99.173170874","93.650113205",26.2,48.8,"28.5"
"Rengifo, Luis",650859,2024,27,283,304,85,65,13,1,6,44,16,14.5,5.3,".300",".417",".347","0.764","0.117",".339","30","7","24","0","41",".261",".350",".294",".310","87","6.7",30.4,2.5,32.5,"96.9891535","92.548929456",22.3,56.3,"26.9"
