"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","r_total_caught_stealing","r_total_stolen_base","b_intent_walk","r_run","xba","xslg","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","sprint_speed"
"Canha, Mark",592192,2024,35,393,462,95,68,20,0,7,96,51,20.8,11,".242",".346",".344","0.690","0.104",".298","42","0","7","2","46",".212",".305",".288",".321","88.4","9.6",31.5,3.3,37.4,"98.159166424","93.219326921",21.8,41.6,"27.8"
"Candelario, Jeimer",600869,2024,30,427,463,96,51,23,2,20,114,27,24.6,5.8,".225",".429",".279","0.708","0.204",".257","56","3","4","1","47",".221",".363",".280",".276","86.9","12.4",33.9,8.2,34.5,"97.855535823","92.968221397",29.1,51.7,"27.4"
"Scott II, Victor",687363,2024,23,145,155,26,15,9,0,2,42,6,27.1,3.9,".179",".283",".219","0.502","0.104",".233","10","1","5","0","14",".204",".307",".244",".244","88.4","12.1",33.3,5.7,33.3,"98.5566202","93.434588081",26.1,50.5,"30.0"
"Adames, Willy",642715,2024,28,610,688,153,88,33,0,32,173,74,25.1,10.8,".251",".462",".331","0.793","0.211",".297","112","4","21","3","93",".243",".461",".339",".324","88.6","20.6",38.2,12,40.7,"99.769639045","94.108759136",29.5,49.5,"27.4"
"Pham, Tommy",502054,2024,36,440,478,109,77,20,3,9,106,35,22.2,7.3,".248",".368",".305","0.673","0.120",".307","39","3","7","0","49",".263",".407",".319",".320","90.4","11",32.2,7.2,42.7,"101.105935449","94.883209671",22.5,40.5,"27.2"
"Verdugo, Alex",657077,2024,28,559,621,130,88,28,1,13,93,49,15,7.9,".233",".356",".291","0.647","0.123",".253","61","1","2","0","74",".250",".373",".302",".309","88.3","9.9",31.6,5.6,34.9,"98.009613263","93.0881338",15.5,44.7,"26.7"
"Butler, Lawrence",671732,2024,23,412,451,108,60,24,2,22,108,35,23.9,7.8,".262",".490",".317","0.807","0.228",".301","57","0","18","0","63",".258",".467",".339",".317","91.1","11.3",35.1,11,47.4,"101.824301046","95.302256275",26.9,47.7,"27.6"
"Vargas, Miguel",678246,2024,24,206,237,31,19,7,0,5,57,25,24.1,10.5,".150",".257",".249","0.506","0.107",".177","16","1","3","0","22",".175",".289",".260",".276","86.2","21.3",28.9,4.6,26.3,"96.03557","92.025289013",21.6,44.6,"28.6"
"Ibáñez, Andy",628451,2024,31,224,244,54,39,9,1,5,63,15,25.8,6.1,".241",".357",".295","0.652","0.116",".310","32","3","2","0","30",".215",".325",".268",".274","88.1","20.3",33.7,4.9,33.1,"97.908149512","93.096095644",30.8,52.8,"27.6"
"Gelof, Zack",680869,2024,24,497,547,105,66,20,2,17,188,38,34.4,6.9,".211",".362",".270","0.632","0.151",".296","49","3","25","0","60",".199",".347",".271",".262","89.2","14.2",34.4,8.8,37.2,"98.970921935","93.611147032",36.4,51.5,"28.7"
"O'Neill, Tyler",641933,2024,29,411,473,99,50,18,0,31,159,53,33.6,11.2,".241",".511",".336","0.847","0.270",".305","61","0","4","5","74",".213",".480",".339",".313","90.9","20.2",34.6,17.3,48.8,"102.819767874","95.797605236",34.1,44.6,"27.5"
"Albies, Ozzie",645277,2024,27,399,435,100,60,29,1,10,65,27,14.9,6.2,".251",".404",".303","0.707","0.153",".274","53","1","8","0","52",".246",".386",".302",".301","88.4","18.4",33.4,6.2,32,"97.095539467","92.617553798",20.5,56.6,"27.2"
"McCann, Kyle",668832,2024,26,140,157,33,24,4,0,5,59,16,37.6,10.2,".236",".371",".318","0.689","0.135",".368","15","0","0","1","13",".185",".351",".275",".273","89.6","12.5",30.9,12.3,38.3,"100.534877805","94.549176173",45.2,45.9,"25.3"
"Naylor, Josh",647304,2024,27,563,633,137,79,27,0,31,105,58,16.6,9.2,".243",".456",".320","0.776","0.213",".246","108","2","6","7","84",".257",".443",".335",".333","89.9","11.1",30.1,8.4,40.9,"100.815360087","94.680816725",22.4,50.3,"25.2"
"García, Adolis",666969,2024,31,580,637,130,78,27,0,25,177,45,27.8,7.1,".224",".400",".284","0.684","0.176",".273","85","5","11","2","68",".227",".413",".306",".288","91","15",33.7,12.5,48.2,"101.827676765","95.435631691",34.3,52.1,"26.8"
"Trevino, Jose",624431,2024,31,209,234,45,32,5,0,8,41,20,17.5,8.5,".215",".354",".288","0.642","0.139",".228","28","0","1","0","26",".203",".310",".266",".279","88.1","9.9",26.9,5.3,35.1,"97.968179176","93.099578353",18.7,40.5,"24.5"
"Aranda, Jonathan",666018,2024,26,128,143,30,17,7,0,6,32,12,22.4,8.4,".234",".430",".308","0.738","0.196",".264","14","0","0","0","22",".258",".519",".363",".329","91.9","11",34,16.5,48.5,"101.531383265","95.365481959",21.9,45.4,"25.8"
"Martinez, J.D.",502110,2024,36,434,495,102,61,24,1,16,141,49,28.5,9.9,".235",".406",".320","0.726","0.171",".308","69","0","0","0","46",".256",".471",".351",".338","91","14.4",39.3,14.9,46.1,"101.443240544","95.173257041",31.5,48.5,"25.8"
"Olson, Matt",621566,2024,30,600,685,148,81,37,1,29,170,71,24.8,10.4,".247",".457",".333","0.790","0.210",".293","98","0","0","5","78",".247",".447",".340",".335","91.5","16.1",35.4,12.4,47.4,"102.726279537","95.899543218",26.3,49.7,"25.5"
"Myers, Dane",667472,2024,28,95,108,25,15,6,1,3,36,8,33.3,7.4,".263",".442",".333","0.775","0.179",".379","19","1","4","0","17",".235",".400",".317",".314","89.9","11.4",32.8,11.5,47.5,"100.494369677","94.535582623",29.4,44,"28.5"
"Hernández, Enrique",571771,2024,32,362,393,83,55,16,0,12,77,27,19.6,6.9,".229",".373",".281","0.654","0.144",".257","42","0","0","0","44",".233",".361",".285",".286","89.6","17.1",36,4.8,41.5,"99.326670699","93.89398972",22.9,48.9,"27.0"
"Ramos, Bryan",682868,2024,22,99,108,20,13,4,0,3,22,7,20.4,6.5,".202",".333",".252","0.585","0.131",".227","11","2","0","0","13",".231",".358",".283",".281","90.1","11.8",35.9,6.4,46.2,"100.595616667","94.750177179",29,43.8,"28.7"
"Thaiss, Matt",642136,2024,29,157,186,32,21,9,0,2,58,28,31.2,15.1,".204",".299",".323","0.622","0.095",".306","16","0","3","0","14",".195",".325",".292",".315","86.6","12.9",33,8,40,"99.8347254","94.000036869",39.6,44.8,"24.9"
"Cave, Jake",595909,2024,31,323,346,81,53,16,5,7,98,18,28.3,5.2,".251",".396",".290","0.686","0.145",".335","37","2","5","1","42",".233",".356",".277",".275","87.5","7.5",35.8,5.2,37.1,"98.314485398","93.366757022",28.2,52.6,"27.7"
"Rutschman, Adley",668939,2024,26,571,638,143,102,21,1,19,103,58,16.1,9.1,".250",".391",".318","0.709","0.141",".272","79","0","1","3","68",".255",".392",".315",".325","88.2","18.8",35.4,6.1,36.6,"98.081119454","93.149039684",17.1,44.5,"26.6"
"Beck, Jordan",687597,2024,23,170,184,32,23,6,0,3,65,12,35.3,6.5,".188",".276",".245","0.521","0.088",".282","13","1","7","1","14",".209",".330",".263",".266","86.1","13.4",32.1,6.6,32.1,"98.643486981","93.335075283",34.8,53.6,"28.6"
"Taylor, Tyrone",621438,2024,30,319,345,79,47,22,3,7,80,19,23.2,5.5,".248",".401",".299","0.700","0.153",".309","35","2","11","1","47",".249",".390",".302",".301","87.3","16.8",34.9,7.1,35.3,"99.355167983","93.783487975",22.2,49.4,"28.9"
"Stallings, Jacob",607732,2024,34,243,281,64,37,17,1,9,65,27,23.1,9.6,".263",".453",".357","0.810","0.190",".324","36","0","0","1","31",".235",".380",".317",".333","86.6","12.8",38.9,7.2,34.4,"97.816675843","92.986677006",29.8,45.4,"23.9"
"Anderson, Tim",641313,2024,31,234,241,50,47,3,0,0,68,7,28.2,2.9,".214",".226",".237","0.463","0.012",".301","9","4","4","0","16",".215",".283",".230",".238","86.1","1.4",29.5,1.8,30.1,"96.982041205","92.531306303",30.6,54.6,"27.1"
"Florial, Estevan",664314,2024,26,98,111,17,6,6,2,3,41,11,36.9,9.9,".173",".367",".264","0.631","0.194",".259","11","1","2","0","11",".167",".283",".247",".258","88.7","12.8",36.2,10.3,41.4,"99.259345517","93.884180351",42.2,51.1,"28.7"
"Renfroe, Hunter",592669,2024,32,385,424,88,55,18,0,15,84,36,19.8,8.5,".229",".392",".297","0.689","0.163",".254","52","1","1","0","44",".222",".362",".291",".292","88.5","16.7",27.8,6.6,39.4,"100.265103311","94.256549636",23.4,44.4,"26.7"
"Taylor, Michael A.",572191,2024,33,269,300,52,37,9,1,5,105,23,35,7.7,".193",".290",".253","0.543","0.097",".288","21","1","12","0","35",".204",".332",".270",".267","89.3","13.7",31.4,11.6,40.1,"100.583164074","94.548357778",39.2,49.3,"28.5"
"Torrens, Luis",620443,2024,28,118,130,27,16,8,0,3,28,9,21.5,6.9,".229",".373",".292","0.665","0.144",".273","15","1","0","0","14",".259",".399",".318",".322","89.6","13.1",36.3,6.6,46.2,"99.143395652","93.972417033",21.9,46.5,"26.6"
"Julks, Corey",667452,2024,28,173,189,37,27,7,0,3,50,15,26.5,7.9,".214",".306",".275","0.581","0.092",".281","14","2","5","0","17",".213",".306",".265",".278","84.9","15",33.9,3.2,29,"96.954618226","92.479937742",25.9,45.8,"28.5"
"Farmer, Kyle",571657,2024,33,215,242,46,27,13,1,5,49,19,20.2,7.9,".214",".353",".293","0.646","0.139",".252","25","5","3","1","26",".225",".360",".294",".304","87.7","17.9",36.3,5.4,29.8,"97.025598571","92.547452202",22,48.5,"25.9"
"Polanco, Jorge",593871,2024,30,416,468,89,62,11,0,16,137,46,29.3,9.8,".214",".356",".297","0.653","0.142",".275","45","2","4","3","43",".226",".397",".308",".308","88.3","17.8",35.9,8.9,37.4,"99.204331655","93.755834657",28.1,44.8,"27.5"
"Conforto, Michael",624424,2024,31,438,488,104,54,27,3,20,118,42,24.2,8.6,".237",".450",".309","0.759","0.213",".277","66","1","0","1","56",".257",".480",".351",".329","90.2","14.8",33.7,11.8,46,"101.95530559","95.249550592",25.2,44.8,"26.3"
"Monasterio, Andruw",655316,2024,27,125,142,26,20,5,0,1,40,16,28.2,11.3,".208",".272",".303","0.575","0.064",".298","16","2","6","0","14",".210",".341",".291",".305","88.1","14.9",36.5,9.4,41.2,"98.583089286","93.585745952",24,42.5,"27.6"
"Young, Jacob",696285,2024,24,468,521,120,92,24,1,3,102,30,19.6,5.8,".256",".331",".316","0.647","0.075",".321","36","10","33","0","75",".253",".317",".286",".314","85.8","4",28.1,1.6,28.9,"96.872142235","92.486924676",19.3,44.9,"29.7"
"Chaparro, Andrés",665953,2024,25,121,132,26,10,12,0,4,24,7,18.2,5.3,".215",".413",".280","0.693","0.198",".237","15","1","1","0","12",".226",".393",".301",".291","87.8","16.6",27.8,6.2,33,"98.318885102","93.216540722",24.8,53.7,"25.8"
"Calhoun, Willie",641432,2024,29,229,254,56,35,16,0,5,31,23,12.2,9.1,".245",".380",".315","0.695","0.135",".263","20","1","0","1","26",".257",".352",".304",".328","89","12.4",30.2,3,37.7,"98.9731294","93.584500603",13.2,43.6,"24.3"
"Davis, J.D.",605204,2024,31,142,157,31,22,5,0,4,39,12,24.8,7.6,".218",".338",".293","0.631","0.120",".273","6","0","0","0","13",".212",".348",".284",".288","89.1","2.8",24.3,8.7,43.7,"101.438864902","94.978441569",34.8,51.4,"25.6"
"Yepez, Juan",660766,2024,26,226,249,64,43,15,0,6,42,18,16.9,7.2,".283",".429",".335","0.764","0.146",".320","26","1","2","0","32",".252",".352",".296",".310","86.6","8.5",30.3,5.9,35.6,"98.208738602","93.111621613",22.1,50.1,"26.7"
"Sweeney, Trey",700242,2024,24,110,119,24,15,5,0,4,32,7,26.9,5.9,".218",".373",".269","0.642","0.155",".267","17","0","2","0","11",".211",".411",".298",".268","91.1","12.8",27.8,8.9,46.8,"100.9056095","94.934800886",32.4,50.2,"28.1"
"Miranda, Jose",669304,2024,26,401,429,114,73,28,4,9,66,18,15.4,4.2,".284",".441",".322","0.763","0.157",".318","49","2","2","1","44",".258",".398",".305",".300","88.9","15.5",33.9,5.9,38.9,"99.359747765","93.786600855",22.5,52.3,"25.9"
"Trout, Mike",545361,2024,32,109,126,24,11,1,2,10,27,16,21.4,12.7,".220",".541",".325","0.866","0.321",".194","14","1","6","1","17",".272",".591",".406",".370","89.2","25.2",40.2,17.1,41.5,"101.782849756","94.924062683",20.5,42.5,"28.9"
"Pages, Andy",681624,2024,23,403,443,100,63,23,1,13,108,29,24.4,6.5,".248",".407",".305","0.712","0.159",".304","46","2","1","0","65",".251",".423",".322",".311","88.6","20.8",40.8,10.7,40.1,"100.310081745","94.262423423",26.1,51,"28.3"
"Walker, Jordan",691023,2024,22,164,178,33,17,10,1,5,50,10,28.1,5.6,".201",".366",".253","0.619","0.165",".252","20","0","1","0","16",".211",".362",".277",".264","91.2","9.4",29.3,9.5,43.1,"101.753692241","95.20491069",31.6,49.6,"28.4"
"Massey, Michael",686681,2024,26,332,356,86,53,17,2,14,56,15,15.7,4.2,".259",".449",".294","0.743","0.190",".271","45","0","1","1","45",".258",".413",".309",".295","89.2","16.8",34.4,7.1,36.9,"98.396031151","93.36810777",17.9,52,"26.8"
"Vaughn, Andrew",683734,2024,26,570,619,140,90,30,1,19,132,38,21.3,6.1,".246",".402",".297","0.699","0.156",".285","70","0","2","0","55",".244",".440",".320",".297","90.3","16.6",33.6,9.3,43.3,"100.921632928","94.702971332",22,49.4,"26.3"
"Garver, Mitch",641598,2024,33,367,430,63,31,17,0,15,133,53,30.9,12.3,".172",".341",".286","0.627","0.169",".216","51","0","0","0","37",".180",".334",".285",".295","89.9","18.3",32.5,8.4,39.7,"99.983276271","94.254381059",30.8,38.7,"26.0"
"Realmuto, J.T.",592663,2024,33,380,413,101,68,18,1,14,102,27,24.7,6.5,".266",".429",".322","0.751","0.163",".328","47","2","2","1","50",".268",".460",".340",".324","89.2","9.4",36.9,10.4,46.6,"101.248653813","94.909982842",26.2,50.5,"28.4"
"McGuire, Reese",624512,2024,29,139,158,29,23,3,0,3,39,13,24.7,8.2,".209",".295",".280","0.575","0.086",".260","18","0","3","0","10",".221",".340",".282",".292","84","12.4",29.8,6.7,26.9,"95.6847612","91.98821798",24.5,45,"25.5"
"Benintendi, Andrew",643217,2024,29,477,522,109,69,20,0,20,96,41,18.4,7.9,".229",".396",".289","0.685","0.167",".245","64","2","3","1","50",".243",".389",".302",".303","88","16.1",36.5,6.3,34.4,"97.17823","92.764984068",21.1,48,"26.7"
"Herrera, Iván",671056,2024,24,229,259,69,51,12,1,5,53,25,20.5,9.7,".301",".428",".372","0.800","0.127",".370","27","0","5","0","37",".293",".455",".367",".371","89.3","9.2",38.2,9,42.1,"100.658165843","94.599725311",24.8,43.6,"27.3"
"Robles, Victor",645302,2024,27,254,295,78,54,20,0,4,53,21,18,7.1,".307",".433",".381","0.814","0.126",".370","28","2","34","0","44",".258",".390",".326",".339","86.7","14.8",34.8,6.2,28.6,"97.345786105","92.756314603",24.7,54.7,"27.8"
"Rivera, Emmanuel",656896,2024,28,265,302,63,47,9,2,5,69,26,22.8,8.6,".238",".343",".312","0.655","0.105",".296","29","0","2","0","24",".249",".382",".317",".327","89.7","8.7",33.7,7.9,44.1,"99.97328099","94.404966716",28.3,48.6,"26.7"
"Steer, Spencer",668715,2024,26,574,656,129,71,34,4,20,137,72,20.9,11,".225",".402",".319","0.721","0.177",".260","92","3","25","1","74",".235",".379",".315",".328","88","17.4",34.2,6.4,39.9,"99.163434247","93.708755492",23.1,44.5,"28.2"
"Bell, Josh",605137,2024,31,538,603,134,90,23,2,19,120,51,19.9,8.5,".249",".405",".319","0.724","0.156",".286","71","1","0","1","62",".235",".392",".307",".307","88.9","10.5",31.4,7.6,40.1,"100.078711292","94.16958744",26.8,48.8,"25.4"
"Hilliard, Sam",656541,2024,30,138,158,33,17,5,1,10,56,14,35.4,8.9,".239",".507",".305","0.812","0.268",".311","27","2","5","1","26",".215",".404",".297",".285","94.6","16.5",30.7,14.8,52.3,"103.815353902","97.006523171",40.8,46.9,"28.8"
"DeLuca, Jonny",676356,2024,25,332,362,72,50,12,4,6,77,24,21.3,6.6,".217",".331",".278","0.609","0.114",".265","31","6","16","1","29",".230",".319",".273",".290","84.6","16.2",32.7,3.9,28,"96.24111608","92.14905868",24,53.8,"29.8"
"Duran, Jarren",680776,2024,27,671,735,191,108,48,14,21,160,54,21.8,7.3,".285",".492",".342","0.834","0.207",".345","75","7","34","1","111",".271",".448",".338",".330","90.8","9.5",33.8,9.3,43.9,"101.928155512","95.341113209",24.8,48.3,"29.6"
"Toro, Abraham",647351,2024,27,337,364,81,57,17,1,6,62,20,17,5.5,".240",".350",".293","0.643","0.110",".279","26","2","4","1","34",".245",".367",".292",".297","87.2","12.2",33.2,4.3,29.6,"97.476845145","92.798620509",17.4,48.1,"27.9"
"Crawford, J.P.",641487,2024,29,392,451,79,52,16,2,9,102,52,22.6,11.5,".202",".321",".304","0.625","0.119",".248","37","0","5","0","55",".227",".362",".309",".326","87.5","13.2",30.2,6.5,37.8,"98.950282708","93.58355108",20.2,41.1,"26.8"
"Grossman, Robbie",543257,2024,34,208,245,44,33,8,0,3,58,34,23.7,13.9,".212",".293",".322","0.615","0.081",".275","16","0","3","0","21",".214",".298",".292",".328","86.3","13.3",30.3,3.3,27.6,"96.108367632","92.054845855",22.7,36.3,"27.7"
"Benson, Will",666181,2024,26,343,388,64,29,19,2,14,154,40,39.7,10.3,".187",".376",".274","0.650","0.189",".282","43","7","16","0","41",".180",".333",".268",".268","89.4","18.2",36.5,11.5,40.1,"99.756805263","94.123444",39,47.6,"28.8"
"Encarnacion-Strand, Christian",687952,2024,24,116,123,22,14,6,0,2,35,4,28.5,3.3,".190",".293",".220","0.513","0.103",".247","16","0","0","0","13",".241",".436",".301",".269","87.8","15.5",27.7,8.4,37.3,"99.937348049","94.262071341",29.4,55.9,"27.4"
"Refsnyder, Rob",608701,2024,33,272,307,77,49,16,1,11,78,28,25.4,9.1,".283",".471",".359","0.830","0.188",".359","40","2","2","2","32",".252",".412",".326",".332","89.6","10.7",32.8,9.7,43.1,"101.623071856","95.034267165",28.1,46.2,"27.3"
"Paredes, Isaac",670623,2024,25,542,641,129,84,25,1,19,105,76,16.4,11.9,".238",".393",".346","0.739","0.155",".259","80","1","1","2","64",".220",".337",".304",".333","85","22.4",37,4.5,27.1,"95.875582928","91.952619865",17.2,44.7,"25.9"
"Olivares, Edward",658668,2024,28,174,196,39,30,4,0,5,37,16,18.9,8.2,".224",".333",".291","0.624","0.109",".250","23","0","1","0","22",".280",".397",".332",".348","86.8","9.2",35.5,6.4,35.5,"98.508436056","93.311684681",24.2,51,"27.8"
"Grichuk, Randal",545341,2024,32,254,279,74,40,20,2,12,46,20,16.5,7.2,".291",".528",".348","0.876","0.237",".313","46","0","0","0","40",".278",".484",".359",".338","90.6","17.3",34.3,11,47.6,"102.436633714","95.601048095",20.4,47.3,"27.5"
"Alvarez, Francisco",682626,2024,22,308,342,73,46,14,2,11,86,30,25.1,8.8,".237",".403",".307","0.710","0.166",".291","47","1","1","0","39",".220",".359",".289",".292","88.8","6.9",27.2,6.7,42,"101.298215536","94.784205516",29.6,46.1,"25.8"
"Martínez, Angel",682657,2024,22,151,169,35,25,7,0,3,33,15,19.5,8.9,".232",".338",".298","0.636","0.106",".274","11","1","3","0","16",".222",".303",".271",".293","86.5","14.9",29.8,1.7,32.2,"96.829146271","92.477339068",19.8,48.6,"27.6"
"Montero, Elehuris",660707,2024,25,224,247,46,32,10,0,4,56,20,22.7,8.1,".205",".304",".267","0.571","0.099",".251","28","0","0","0","23",".208",".326",".269",".274","89.5","17",27.5,7.6,41.5,"100.877618721","94.67846193",30.3,54.1,"26.2"
"Amaya, Miguel",665804,2024,25,328,363,76,53,13,2,8,62,23,17.1,6.3,".232",".357",".288","0.645","0.125",".261","47","0","0","0","32",".251",".371",".300",".306","88.4","11.1",33.9,4.7,33.9,"99.101174286","93.708861353",22.5,54,"25.5"
"Palacios, Richie",680700,2024,27,264,316,59,45,8,1,5,67,45,21.2,14.2,".223",".318",".346","0.664","0.095",".280","21","1","19","2","46",".249",".340",".324",".369","86.2","14",36.4,3.5,30.3,"96.843483131","92.444278274",24.7,46.7,"27.9"
