All Utility Players 2025  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
Rieken Havoc,Aaron Judge OF | NYY ,53,.457,137,114,12,1
W ,David Calabrese OF | LAA ,0,.000,0,0,0,9999
W ,Antonio Anderson 3B | BOS ,0,.000,0,0,0,9999
W ,Aaron Blanton SS | MIA ,0,.000,0,0,0,9999
W ,Garrett Howe SS | CLE ,0,.000,0,0,0,9999
W ,Carter Young SS | BAL ,0,.000,0,0,0,9999
W ,C.J. Rodriguez C | ATH ,0,.000,0,0,0,9999
W ,Andrew Pintar OF | MIA ,0,.000,0,0,0,9999
W ,Michael Perez C | BAL ,0,.000,0,0,0,9999
W ,Angel Miguel SS | CLE ,0,.000,0,0,0,9999
W ,Michel Triana 3B | CIN ,0,.000,0,0,0,9999
W ,Terrell Tatum OF | CHW ,0,.000,0,0,0,9999
W ,Nate Nolan C | CHW ,0,.000,0,0,0,9999
W ,Jose Almonte OF | TEX ,0,.000,0,0,0,9999
W ,Sterlin Thompson OF | COL ,0,.000,0,0,0,9999
W ,Ryan Picollo OF | SEA ,0,.000,0,0,0,9999
W ,Freddy Zamora SS | MIL ,0,.000,0,0,0,9999
W ,Hao Yu Lee 3B | DET ,0,.000,0,0,0,9999
W ,Jefrey De Los Santos SS | NYM ,0,.000,0,0,0,9999
W ,Mikey Romero 3B | BOS ,0,.000,0,0,0,9999
W ,Jhonny Level SS | SF ,0,.000,0,0,0,9999
W ,Kevin Graham OF | ARI ,0,.000,0,0,0,9999
W ,Tyson Lewis SS | CIN ,0,.000,0,0,0,9999
W ,Sahid Valenzuela SS | ATH ,0,.000,0,0,0,9999
W ,Ashton McGee 2B | MIL ,0,.000,0,0,0,9999
W ,Michael Sandle OF | HOU ,0,.000,0,0,0,9999
W ,Robert Henry OF | MIL ,0,.000,0,0,0,9999
W ,Corbin Williams OF | PHI ,0,.000,0,0,0,9999
W ,Clint Frazier OF | CHW,0,.000,0,0,0,9999
W ,Cael Brockmeyer C | BAL ,0,.000,0,0,0,9999
W ,Rubel Cespedes 3B | MIN ,0,.000,0,0,0,9999
W ,Brendan Summerhill OF | TB ,0,.000,0,0,0,9999
W ,Connor Charping C | SEA ,0,.000,0,0,0,9999
W ,Ethan Workinger OF | ATL ,0,.000,0,0,0,9999
W ,Angelys Nina 2B | PHI ,0,.000,0,0,0,9999
W ,Skyler Messinger 3B | COL ,0,.000,0,0,0,9999
W ,Luis Medina OF | MIL ,0,.000,0,0,0,9999
W ,Reed Trimble OF | BAL ,0,.000,0,0,0,9999
W ,Cole Tucker 3B | LAA,0,.000,0,0,0,9999
W ,Jeremias Portorreal OF | PIT ,0,.000,0,0,0,9999
W ,Ashly Andujar SS | COL ,0,.000,0,0,0,9999
W ,Angel Contreras SS | CLE ,0,.000,0,0,0,9999
W ,Luis Guanipa OF | ATL ,0,.000,0,0,0,9999
W ,Chris Hudgins C | KC ,0,.000,0,0,0,9999
W ,Jair Camargo C | MIN ,0,.000,0,0,0,9999
W ,Matt Winaker 1B | NYM ,0,.000,0,0,0,9999
W ,Taylor Motter 2B | STL,0,.000,0,0,0,9999
W ,Tony Pena OF | TB ,0,.000,0,0,0,9999
W ,Nick Montgomery C | ATL ,0,.000,0,0,0,9999
W ,Robert Moore 2B | PHI ,0,.000,0,0,0,9999
W ,Hunter Dozier 3B | LAA,0,.000,0,0,0,9999
W ,Nelson Ward SS | SD ,0,.000,0,0,0,9999
W ,Ben Ruta OF | SD ,0,.000,0,0,0,9999
W ,Braden Montgomery OF | CHW ,0,.000,0,0,0,9999
W ,Jesus Valdez 1B | ARI ,0,.000,0,0,0,9999
W ,Jake Romanski C | BOS ,0,.000,0,0,0,9999
W ,Yassel Pino 3B | CIN ,0,.000,0,0,0,9999
W ,Drew Weeks OF | ARI,0,.000,0,0,0,9999
W ,Jeremy Vasquez 1B | NYM ,0,.000,0,0,0,9999
W ,Braylin Morel OF | TEX ,0,.000,0,0,0,9999
W ,Emmanuel Marrero SS | PHI ,0,.000,0,0,0,9999
W ,Leandro Santana 3B | CIN ,0,.000,0,0,0,9999
W ,Jake Alu OF | WAS ,0,.000,0,0,0,9999
W ,Dariel Lopez 3B | PIT ,0,.000,0,0,0,9999
W ,Korbyn Dickerson OF | SEA ,0,.000,0,0,0,9999
W ,Shane Zeile C | DET ,0,.000,0,0,0,9999
W ,Norel Gonzalez OF | MIA ,0,.000,0,0,0,9999
W ,Willie Calhoun DH | LAA ,0,.000,0,0,0,9999
W ,Omar Obregon 2B | ATL ,0,.000,0,0,0,9999
W ,Leury Garcia 2B | ATL ,0,.000,0,0,0,9999
W ,Jose Medina OF | CLE ,0,.000,0,0,0,9999
W ,Jan Mercado C | MIA ,0,.000,0,0,0,9999
W ,Tony Blanco 1B | PIT ,0,.000,0,0,0,9999
W ,Zach Watson OF | BAL ,0,.000,0,0,0,9999
W ,Justin Twine SS | MIA ,0,.000,0,0,0,9999
W ,Wyatt Hendrie C | PIT ,0,.000,0,0,0,9999
W ,Zane Evans C | KC ,0,.000,0,0,0,9999
W ,Ronald Bueno 2B | CIN ,0,.000,0,0,0,9999
W ,Christian Bethancourt C | TOR ,0,.000,0,0,0,9999
W ,Mason House OF | SD ,0,.000,0,0,0,9999
W ,Jan Hernandez 3B | PHI ,0,.000,0,0,0,9999
W ,Leon Landry OF | CIN ,0,.000,0,0,0,9999
W ,Cody Orr OF | HOU ,0,.000,0,0,0,9999
W ,Jonathon Long 1B | CHC ,0,.000,0,0,0,9999
W ,Luis Lara OF | MIL ,0,.000,0,0,0,9999
W ,Ariel Almonte OF | CIN ,0,.000,0,0,0,9999
W ,Jeff McVaney OF | DET ,0,.000,0,0,0,9999
W ,Javeon Cody OF | MIA ,0,.000,0,0,0,9999
W ,Matt Dean 1B | TOR ,0,.000,0,0,0,9999
W ,Caden Kendle OF | MIN ,0,.000,0,0,0,9999
W ,Tyler Robertson OF | SD ,0,.000,0,0,0,9999
W ,Jesse Medrano 3B | PIT ,0,.000,0,0,0,9999
W ,Tyler Frank SS | TB ,0,.000,0,0,0,9999
W ,Marcus Lee Sang OF | PHI ,0,.000,0,0,0,9999
W ,Layant Tapia SS | CHW ,0,.000,0,0,0,9999
W ,Derniche Valdez OF | CHC ,0,.000,0,0,0,9999
W ,Frankie Tostado OF | WAS ,0,.000,0,0,0,9999
W ,Yusniel Diaz OF | SF ,0,.000,0,0,0,9999
W ,Douglas Hodo III OF | BAL ,0,.000,0,0,0,9999
W ,Angelo Gumbs 2B | CIN ,0,.000,0,0,0,9999
W ,Jacen Roberson OF | ARI ,0,.000,0,0,0,9999
W ,Eddie Micheletti OF | TOR ,0,.000,0,0,0,9999
W ,J.J. D'Orazio C | ARI ,0,.000,0,0,0,9999
W ,Franklin Barreto 2B | BAL ,0,.000,0,0,0,9999
W ,Eudy Ramos 3B | ARI ,0,.000,0,0,0,9999
W ,Juan Benjamin 2B | CLE ,0,.000,0,0,0,9999
W ,Nick Meyer C | TB ,0,.000,0,0,0,9999
W ,Ronis Aybar OF | NYM ,0,.000,0,0,0,9999
W ,TJayy Walton OF | PHI ,0,.000,0,0,0,9999
W ,Rikelbin De Castro 2B | TOR,0,.000,0,0,0,9999
W ,Raudi Rodriguez OF | LAA ,0,.000,0,0,0,9999
W ,Carter Cunningham 1B | TOR ,0,.000,0,0,0,9999
W ,Jordan Nwogu OF | CHC ,0,.000,0,0,0,9999
W ,Keon Barnum 1B | CHW ,0,.000,0,0,0,9999
W ,Hudson Haskin OF | BAL,0,.000,0,0,0,9999
W ,Carmen Benedetti 1B | HOU ,0,.000,0,0,0,9999
W ,Thomas Spitz OF | STL ,0,.000,0,0,0,9999
W ,Miguel Ugueto OF | STL ,0,.000,0,0,0,9999
W ,Luke Voit 1B | NYM ,0,.000,0,0,0,9999
W ,Javier Rivas SS | PIT ,0,.000,0,0,0,9999
W ,Ruddy Giron 3B | SD ,0,.000,0,0,0,9999
W ,Eddys Leonard 3B | DET ,0,.000,0,0,0,9999
W ,Dalton Guthrie OF | BOS ,0,.000,0,0,0,9999
W ,Andrew Velazquez SS | NYY ,0,.000,0,0,0,9999
W ,Abdiel Layer 3B | SF ,0,.000,0,0,0,9999
W ,DJ Gladney 1B | CHW ,0,.000,0,0,0,9999
W ,Albert Suarez SS | NYM ,0,.000,0,0,0,9999
W ,David Harris OF | TOR ,0,.000,0,0,0,9999
W ,Zach Daniels OF | HOU ,0,.000,0,0,0,9999
W ,Thomas Milone OF | SD ,0,.000,0,0,0,9999
W ,Junior Tilien SS | NYM ,0,.000,0,0,0,9999
W ,Ricardo Olivar C | MIN ,0,.000,0,0,0,9999
W ,Blake Hunt C | SEA ,0,.000,0,0,0,9999
W ,Danny Hayes 1B | CHW ,0,.000,0,0,0,9999
W ,Jose Gerardo OF | MIA ,0,.000,0,0,0,9999
W ,Dan Rizzie C | NYM ,0,.000,0,0,0,9999
W ,Natanael Santana OF | LAA ,0,.000,0,0,0,9999
W ,Ramiro Rodriguez OF | HOU ,0,.000,0,0,0,9999
W ,Jason Hagerty C | SD ,0,.000,0,0,0,9999
W ,Avery Owusu-Asiedu OF | PHI ,0,.000,0,0,0,9999
W ,Drew Turbin 2B | BAL ,0,.000,0,0,0,9999
W ,Cade Bunnell 2B | ATL ,0,.000,0,0,0,9999
W ,Cory Vaughn OF | NYM ,0,.000,0,0,0,9999
W ,Christian Johnson OF | TB ,0,.000,0,0,0,9999
W ,Bryan Torres OF | STL ,0,.000,0,0,0,9999
W ,Ramon Rodriguez C | MIL ,0,.000,0,0,0,9999
W ,Nick Lucky 2B | MIN ,0,.000,0,0,0,9999
W ,Dillon Paulson 1B | LAD ,0,.000,0,0,0,9999
W ,Cody Farhat OF | CLE ,0,.000,0,0,0,9999
W ,Christian Cairo SS | ATL,0,.000,0,0,0,9999
W ,Jacob Scavuzzo OF | SD ,0,.000,0,0,0,9999
W ,Jacob Buchberger 3B | STL ,0,.000,0,0,0,9999
W ,Trey Michalczewski 3B | CHW ,0,.000,0,0,0,9999
W ,Derrik Gibson 2B | COL ,0,.000,0,0,0,9999
W ,Josh Stowers OF | LAD ,0,.000,0,0,0,9999
W ,Edward Salcedo OF | PIT ,0,.000,0,0,0,9999
W ,Anthony Rendon 3B | LAA ,0,.000,0,0,0,9999
W ,Danny Gonzalez OF | MIA ,0,.000,0,0,0,9999
W ,Josh Morgan C | SEA ,0,.000,0,0,0,9999
W ,Joey DeMichele 2B | CHW ,0,.000,0,0,0,9999
W ,Sammy Faltine 2B | CIN ,0,.000,0,0,0,9999
W ,Roderick Arias SS | NYY ,0,.000,0,0,0,9999
W ,Nate Nankil OF | ATH ,0,.000,0,0,0,9999
W ,Alberth Martinez OF | SD ,0,.000,0,0,0,9999
W ,Jose Fernandez 2B | HOU ,0,.000,0,0,0,9999
W ,Brando Mayea OF | NYY ,0,.000,0,0,0,9999
W ,Matt Oberste 1B | NYM ,0,.000,0,0,0,9999
W ,Cesar Gonzalez 1B | ATH ,0,.000,0,0,0,9999
W ,Nick Schulz OF | SD ,0,.000,0,0,0,9999
W ,Mike Peabody OF | LAA ,0,.000,0,0,0,9999
W ,Charles Leblanc 3B | ATL,0,.000,0,0,0,9999
W ,Luis Lameda 3B | MIL ,0,.000,0,0,0,9999
W ,Ty Southisene 2B | CHC ,0,.000,0,0,0,9999
W ,Morgan Lofstrom C | CIN ,0,.000,0,0,0,9999
W ,Grant Heyman OF | ARI ,0,.000,0,0,0,9999
W ,Raylin Heredia OF | PHI ,0,.000,0,0,0,9999
W ,Natanael Yuten OF | BOS ,0,.000,0,0,0,9999
W ,Bobby Wernes 3B | COL ,0,.000,0,0,0,9999
W ,Donovan Casey OF | WAS ,0,.000,0,0,0,9999
W ,Cristian Pache OF | ARI ,0,.000,0,0,0,9999
W ,Brock Hebert 2B | SEA ,0,.000,0,0,0,9999
W ,Collin Theroux C | ATH ,0,.000,0,0,0,9999
W ,Chris Hoo C | MIA ,0,.000,0,0,0,9999
W ,Jared Serna SS | MIA ,0,.000,0,0,0,9999
W ,Jordan Edgerton 3B | ATL ,0,.000,0,0,0,9999
W ,Andy Thomas C | SD ,0,.000,0,0,0,9999
W ,Seaver King SS | WAS ,0,.000,0,0,0,9999
W ,Willy Montero OF | NYY ,0,.000,0,0,0,9999
W ,Rafael Lantigua 2B | PHI ,0,.000,0,0,0,9999
W ,Evan Skoug C | CHW ,0,.000,0,0,0,9999
W ,PJ Morlando OF | MIA ,0,.000,0,0,0,9999
W ,Maick Collado SS | CLE ,0,.000,0,0,0,9999
W ,Jacob Teter 1B | BAL ,0,.000,0,0,0,9999
W ,Arxy Hernandez 3B | CHW ,0,.000,0,0,0,9999
W ,Luke Waddell SS | ATL ,0,.000,0,0,0,9999
W ,Jacob Wetzel OF | TOR ,0,.000,0,0,0,9999
W ,Austen Wade OF | CLE ,0,.000,0,0,0,9999
W ,Clark Scolamiero OF | CLE ,0,.000,0,0,0,9999
W ,Devin Mann 3B | KC ,0,.000,0,0,0,9999
W ,Yeuris Ramirez SS | HOU ,0,.000,0,0,0,9999
W ,Carlos Herrera SS | COL ,0,.000,0,0,0,9999
W ,Mitch Hansen OF | LAD ,0,.000,0,0,0,9999
W ,Seth Stephenson OF | DET ,0,.000,0,0,0,9999
W ,Alberto Mineo C | CHC ,0,.000,0,0,0,9999
W ,Sam Kulasingam 1B | KC ,0,.000,0,0,0,9999
W ,Marquez Smith 3B | CIN ,0,.000,0,0,0,9999
W ,Levi Hyams 1B | ATL ,0,.000,0,0,0,9999
W ,Satchel McElroy OF | CIN ,0,.000,0,0,0,9999
W ,Tyler Dearden OF | MIN ,0,.000,0,0,0,9999
W ,Miles Gordon OF | CIN ,0,.000,0,0,0,9999
W ,Leosdany Molina SS | HOU ,0,.000,0,0,0,9999
W ,Reivaj Garcia 2B | CHC ,0,.000,0,0,0,9999
W ,Daniel Spingola OF | CHC ,0,.000,0,0,0,9999
W ,Tomas Morales C | PIT ,0,.000,0,0,0,9999
W ,Jay Jabs 3B | NYM ,0,.000,0,0,0,9999
W ,Jesus Rodriguez C | SF,0,.000,0,0,0,9999
W ,Luis Liberato OF | ATL ,0,.000,0,0,0,9999
W ,Justin Crawford OF | PHI ,0,.000,0,0,0,9999
W ,Ryan Ward OF | LAD ,0,.000,0,0,0,9999
W ,Payton Henry C | PHI ,0,.000,0,0,0,9999
W ,Jack Blomgren SS | COL ,0,.000,0,0,0,9999
W ,Morgan McCullough SS | SEA ,0,.000,0,0,0,9999
W ,Connor Heady SS | LAD ,0,.000,0,0,0,9999
W ,Jackson Loftin SS | HOU ,0,.000,0,0,0,9999
W ,Kevin Smith SS | NYY ,0,.000,0,0,0,9999
W ,Rickardo Perez 1B | PHI ,0,.000,0,0,0,9999
W ,Casey Opitz C | CHC ,0,.000,0,0,0,9999
W ,Carl Chester OF | TEX ,0,.000,0,0,0,9999
W ,Christopher De La Cruz OF | WAS ,0,.000,0,0,0,9999
W ,Andres Valor OF | MIA ,0,.000,0,0,0,9999
W ,AJ Lewis C | COL ,0,.000,0,0,0,9999
W ,Juan Negret OF | KC ,0,.000,0,0,0,9999
W ,Julio Francisco OF | PHI ,0,.000,0,0,0,9999
W ,Craig Dedelow OF | CHW ,0,.000,0,0,0,9999
W ,Lucas Spence OF | HOU ,0,.000,0,0,0,9999
W ,Juan Chacon OF | BOS ,0,.000,0,0,0,9999
W ,Spencer Griffin OF | LAA ,0,.000,0,0,0,9999
W ,Shawn Goosenberg SS | CHW ,0,.000,0,0,0,9999
W ,Robbie Tenerowicz 2B | SEA,0,.000,0,0,0,9999
W ,Jeremy de la Rosa OF | WAS ,0,.000,0,0,0,9999
W ,Steve Scott C | DET ,0,.000,0,0,0,9999
W ,Connor Hujsak OF | TB ,0,.000,0,0,0,9999
W ,Wady Mendez OF | TEX ,0,.000,0,0,0,9999
W ,Ronaldo Hernandez C | NYY ,0,.000,0,0,0,9999
W ,Danny Bethea C | BOS ,0,.000,0,0,0,9999
W ,Christian Arroyo 2B | PHI,0,.000,0,0,0,9999
W ,Nick Senzel 3B | CHW,0,.000,0,0,0,9999
W ,Adolfo Sanchez OF | CIN ,0,.000,0,0,0,9999
W ,Jeison Guzman SS | KC ,0,.000,0,0,0,9999
W ,Brandon Bayardi OF | LAA ,0,.000,0,0,0,9999
W ,Jose Baez SS | CLE ,0,.000,0,0,0,9999
W ,Preston Tucker OF | SD,0,.000,0,0,0,9999
W ,David Freitas C | LAD ,0,.000,0,0,0,9999
W ,KC Serna SS | MIA ,0,.000,0,0,0,9999
W ,Jason Matthews SS | CHW ,0,.000,0,0,0,9999
W ,Chris Alleyne OF | LAD ,0,.000,0,0,0,9999
W ,Kellin Deglan C | TOR ,0,.000,0,0,0,9999
W ,Cameron Barstad C | MIA,0,.000,0,0,0,9999
W ,Justin Toerner OF | STL ,0,.000,0,0,0,9999
W ,Dylan O'Rae 2B | MIL ,0,.000,0,0,0,9999
W ,Tanner Morris 2B | TOR ,0,.000,0,0,0,9999
W ,Damiano Palmegiani 1B | TOR ,0,.000,0,0,0,9999
W ,Ben Hartl C | TEX ,0,.000,0,0,0,9999
W ,Roc Riggio 2B | COL ,0,.000,0,0,0,9999
W ,Diego Tornes OF | ATL ,0,.000,0,0,0,9999
W ,Cody Morissette 2B | MIA ,0,.000,0,0,0,9999
W ,Gioskar Amaya SS | CHC ,0,.000,0,0,0,9999
W ,Wilfri Peralta SS | CLE ,0,.000,0,0,0,9999
W ,Braxton Martinez 3B | LAA ,0,.000,0,0,0,9999
W ,Cameron Cauley SS | TEX ,0,.000,0,0,0,9999
W ,Ryan Clifford 1B | NYM ,0,.000,0,0,0,9999
W ,Tai Peete OF | SEA ,0,.000,0,0,0,9999
W ,Marty Herum 3B | ARI ,0,.000,0,0,0,9999
W ,Jeremy Rivera SS | BOS ,0,.000,0,0,0,9999
W ,Henry Castillo 2B | ARI ,0,.000,0,0,0,9999
W ,Vance Honeycutt OF | BAL ,0,.000,0,0,0,9999
W ,Grayson Byrd SS | CHC ,0,.000,0,0,0,9999
W ,Reed Gragnani 2B | BOS ,0,.000,0,0,0,9999
W ,Alexander Ovalles OF | CIN,0,.000,0,0,0,9999
W ,Pat DeMarco OF | NYY ,0,.000,0,0,0,9999
W ,Mitchell Tolman 2B | ATL ,0,.000,0,0,0,9999
W ,Jean Walters 2B | ARI ,0,.000,0,0,0,9999
W ,Jake Adams 1B | HOU ,0,.000,0,0,0,9999
W ,Gregory Duran OF | MIN ,0,.000,0,0,0,9999
W ,Nick Rickles C | PHI ,0,.000,0,0,0,9999
W ,Brady Ebel SS | MIL ,0,.000,0,0,0,9999
W ,Juan Kelly C | TOR ,0,.000,0,0,0,9999
W ,Claudio Bautista SS | CLE,0,.000,0,0,0,9999
W ,Stefan Sabol OF | NYM ,0,.000,0,0,0,9999
W ,Noah Myers OF | TB ,0,.000,0,0,0,9999
W ,Avisail Garcia OF | MIA,0,.000,0,0,0,9999
W ,Wilmer Reyes SS | NYM ,0,.000,0,0,0,9999
W ,Jose Alexander Martinez SS | STL ,0,.000,0,0,0,9999
W ,Kevin Sim 3B | ARI ,0,.000,0,0,0,9999
W ,Trae Santos 1B | SD ,0,.000,0,0,0,9999
W ,Roberto Chirinos SS | NYY ,0,.000,0,0,0,9999
W ,Jose Alvarez C | STL ,0,.000,0,0,0,9999
W ,Juan Carlos Linares OF | BOS ,0,.000,0,0,0,9999
W ,Jake Cave OF | COL,0,.000,0,0,0,9999
W ,Chase Vallot C | KC ,0,.000,0,0,0,9999
W ,Angel Pierre 2B | BOS ,0,.000,0,0,0,9999
W ,Samuel Infante 3B | WAS ,0,.000,0,0,0,9999
W ,Nick Goodwin 2B | TOR ,0,.000,0,0,0,9999
W ,Aaron Knapp OF | SEA ,0,.000,0,0,0,9999
W ,Dwanya Williams-Sutton OF | SD ,0,.000,0,0,0,9999
W ,Luis Baez OF | HOU ,0,.000,0,0,0,9999
W ,Chris Schrock SS | CIN,0,.000,0,0,0,9999
W ,Rubendy Jaquez 2B | KC ,0,.000,0,0,0,9999
W ,Brendan Durfee C | SD ,0,.000,0,0,0,9999
W ,John Valente 3B | DET ,0,.000,0,0,0,9999
W ,Justin Williams 3B | HOU ,0,.000,0,0,0,9999
W ,Chris Mariscal 3B | SEA ,0,.000,0,0,0,9999
W ,Carlos Rodriguez OF | ATL ,0,.000,0,0,0,9999
W ,Jhailyn Ortiz OF | PHI ,0,.000,0,0,0,9999
W ,Ryan Ramiz OF | SEA ,0,.000,0,0,0,9999
W ,Tyler Ogle C | LAD ,0,.000,0,0,0,9999
W ,Caden Connor 1B | CHW ,0,.000,0,0,0,9999
W ,Barrett Barnes OF | NYM ,0,.000,0,0,0,9999
W ,Angel Cepeda SS | CHC ,0,.000,0,0,0,9999
W ,Henry Bolte OF | ATH ,0,.000,0,0,0,9999
W ,Johnny Rizer OF | BAL ,0,.000,0,0,0,9999
W ,Matt Fraizer OF | PIT ,0,.000,0,0,0,9999
W ,Herlis Rodriguez OF | DET ,0,.000,0,0,0,9999
W ,Drew Mount OF | CIN ,0,.000,0,0,0,9999
W ,Yeison Santana SS | SD ,0,.000,0,0,0,9999
W ,Erick Salcedo SS | LAA ,0,.000,0,0,0,9999
W ,Kyle Garlick OF | ARI ,0,.000,0,0,0,9999
W ,Zyhir Hope OF | LAD ,0,.000,0,0,0,9999
W ,Kervin Suarez 2B | BOS ,0,.000,0,0,0,9999
W ,Joshua Liranzo 3B | BAL ,0,.000,0,0,0,9999
W ,Dane Hutcheon SS | CLE ,0,.000,0,0,0,9999
W ,Nick Van Stratten OF | KC ,0,.000,0,0,0,9999
W ,Zion Bannister OF | TEX ,0,.000,0,0,0,9999
W ,Nelson Rada OF | LAA ,0,.000,0,0,0,9999
W ,Rixon Taylor-Wingrove 1B | PHI ,0,.000,0,0,0,9999
W ,J.C. Correa SS | HOU ,0,.000,0,0,0,9999
W ,Carlos Linarez C | STL ,0,.000,0,0,0,9999
W ,Aaron Barbosa OF | SEA ,0,.000,0,0,0,9999
W ,Michael Barash C | LAA ,0,.000,0,0,0,9999
W ,Nellie Rodriguez 1B | CLE ,0,.000,0,0,0,9999
W ,Rainel Rosario OF | BOS ,0,.000,0,0,0,9999
W ,Yohendrick Pinango OF | TOR ,0,.000,0,0,0,9999
W ,Alfredo Reyes SS | PIT ,0,.000,0,0,0,9999
W ,Chase Pinder OF | SF ,0,.000,0,0,0,9999
W ,Jose Pastrano SS | CLE ,0,.000,0,0,0,9999
W ,Kyle Nevin 1B | LAD ,0,.000,0,0,0,9999
W ,Christian Olivo SS | CHC ,0,.000,0,0,0,9999
W ,Danyer Sanabria OF | ARI ,0,.000,0,0,0,9999
W ,Brandon Winokur OF | MIN ,0,.000,0,0,0,9999
W ,Keiner Delgado 2B | PIT ,0,.000,0,0,0,9999
W ,Nic Kent SS | COL ,0,.000,0,0,0,9999
W ,Danny Mars OF | BOS ,0,.000,0,0,0,9999
W ,Travis Harrison OF | MIN ,0,.000,0,0,0,9999
W ,Raimfer Salinas OF | NYY ,0,.000,0,0,0,9999
W ,Franklin Arias SS | BOS ,0,.000,0,0,0,9999
W ,Ben Ross SS | MIN ,0,.000,0,0,0,9999
W ,Greyson Jenista OF | ATL ,0,.000,0,0,0,9999
W ,Jose Gonzalez OF | HOU ,0,.000,0,0,0,9999
W ,Won-Bin Cho OF | STL ,0,.000,0,0,0,9999
W ,Adriel Radney OF | ARI ,0,.000,0,0,0,9999
W ,Mark Mathias 2B | CIN ,0,.000,0,0,0,9999
W ,Andrew Guillotte OF | TOR ,0,.000,0,0,0,9999
W ,Chase Estep 3B | NYM ,0,.000,0,0,0,9999
W ,Trace Tam Sing 2B | PIT ,0,.000,0,0,0,9999
W ,Brett Kinneman OF | PIT ,0,.000,0,0,0,9999
W ,Jeremy Martinez C | STL ,0,.000,0,0,0,9999
W ,Pedro Ibarguen OF | MIL ,0,.000,0,0,0,9999
W ,Chandler Seagle C | ATL ,0,.000,0,0,0,9999
W ,Jiovanni Mier SS | TOR ,0,.000,0,0,0,9999
W ,Sammy Siani OF | PIT ,0,.000,0,0,0,9999
W ,Yoshitomo Tsutsugo 1B | SF ,0,.000,0,0,0,9999
W ,Aaron Antonini C | STL ,0,.000,0,0,0,9999
W ,Colby Fitch C | PHI ,0,.000,0,0,0,9999
W ,Jesus Alastre OF | PHI ,0,.000,0,0,0,9999
W ,Jonathan Mejia 2B | STL ,0,.000,0,0,0,9999
W ,Deivy Castillo OF | LAD ,0,.000,0,0,0,9999
W ,Gabriel Rodriguez SS | CLE ,0,.000,0,0,0,9999
W ,C.J. Hinojosa SS | TB ,0,.000,0,0,0,9999
W ,Jordan Diaz 3B | ATH ,0,.000,0,0,0,9999
W ,Geraldo Quintero OF | ATL ,0,.000,0,0,0,9999
W ,Argenis Jimenez OF | MIN ,0,.000,0,0,0,9999
W ,Andy Garriola OF | CHC ,0,.000,0,0,0,9999
W ,Maxton Martin OF | TEX ,0,.000,0,0,0,9999
W ,Jon Kemmer OF | MIN ,0,.000,0,0,0,9999
W ,Mack Chambers SS | STL ,0,.000,0,0,0,9999
W ,Wyatt Crenshaw OF | ARI ,0,.000,0,0,0,9999
W ,Mitch Ghelfi C | NYM ,0,.000,0,0,0,9999
W ,Evan White 1B | LAA ,0,.000,0,0,0,9999
W ,Marcos Gonzalez SS | CLE ,0,.000,0,0,0,9999
W ,David Rohm OF | ATL ,0,.000,0,0,0,9999
W ,Jason Martinson SS | TEX ,0,.000,0,0,0,9999
W ,Alex Destino OF | CHW ,0,.000,0,0,0,9999
W ,Josh Hatcher OF | TEX ,0,.000,0,0,0,9999
W ,Pedro Gonzalez OF | TEX ,0,.000,0,0,0,9999
W ,Jamal O'Guinn OF | CIN ,0,.000,0,0,0,9999
W ,Jeremy Lucas C | CLE ,0,.000,0,0,0,9999
W ,Erick Pena OF | KC ,0,.000,0,0,0,9999
W ,Johan Mieses OF | BOS ,0,.000,0,0,0,9999
W ,Raimel Tapia OF | TB,0,.000,0,0,0,9999
W ,Cody Roberts C | PHI ,0,.000,0,0,0,9999
W ,Pedro Ramirez 3B | CHC ,0,.000,0,0,0,9999
W ,Luis Gonzalez OF | NYY ,0,.000,0,0,0,9999
W ,Calvin Harris C | CHW ,0,.000,0,0,0,9999
W ,Brandon Downes OF | KC ,0,.000,0,0,0,9999
W ,Carson Matthews SS | LAA ,0,.000,0,0,0,9999
W ,Alex Isola C | MIN ,0,.000,0,0,0,9999
W ,Gavin LaValley 3B | CIN ,0,.000,0,0,0,9999
W ,Jonathan Engelmann OF | CLE ,0,.000,0,0,0,9999
W ,Jonah Cox OF | SF ,0,.000,0,0,0,9999
W ,Carlos Mendoza 3B | DET ,0,.000,0,0,0,9999
W ,Chris Berset C | CIN ,0,.000,0,0,0,9999
W ,Kleininger Teran 3B | STL ,0,.000,0,0,0,9999
W ,Jake Marisnick OF | ATL ,0,.000,0,0,0,9999
W ,Tanner Thach 1B | COL ,0,.000,0,0,0,9999
W ,Brallan Perez SS | ATH ,0,.000,0,0,0,9999
W ,Chris O'Dowd C | ATL ,0,.000,0,0,0,9999
W ,Chandler Pollard 2B | TEX ,0,.000,0,0,0,9999
W ,Eddy Rodriguez OF | PIT ,0,.000,0,0,0,9999
W ,Jacob Heyward OF | SF ,0,.000,0,0,0,9999
W ,Luis Torres 1B | LAA ,0,.000,0,0,0,9999
W ,Jose Monzon SS | TB ,0,.000,0,0,0,9999
W ,Yasmani Grandal C | PIT,0,.000,0,0,0,9999
W ,Casey McElroy SS | SD ,0,.000,0,0,0,9999
W ,Carlos Rincon OF | NYM ,0,.000,0,0,0,9999
W ,Jesus Lara SS | CLE ,0,.000,0,0,0,9999
W ,Brent Diaz C | MIL ,0,.000,0,0,0,9999
