All Outfielders 2022  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
W ,Vance Honeycutt OF | BAL ,0,.000,0,0,0,9999
W ,Kade Kern OF | ATL ,0,.000,0,0,0,9999
W ,Andrew Stevenson OF | MIN,0,.000,0,0,0,9999
W ,Carlos Rodriguez OF | ATL ,0,.000,0,0,0,9999
W ,Tate Matheny OF | BOS ,0,.000,0,0,0,9999
W ,Terence Dotson OF | MIL ,0,.000,0,0,0,9999
W ,Devyn Bolasky OF | NYY ,0,.000,0,0,0,9999
W ,Aaron Schnurbusch OF | CHW ,0,.000,0,0,0,9999
W ,Justin Crawford OF | PHI ,0,.000,0,0,0,9999
W ,Jonah Todd OF | LAA ,0,.000,0,0,0,9999
W ,Ben Norman OF | CHW,0,.000,0,0,0,9999
W ,Hunter Jones OF | WAS ,0,.000,0,0,0,9999
W ,Jacob Rhinesmith OF | WAS ,0,.000,0,0,0,9999
W ,Jeisson Rosario OF | ATH ,0,.000,0,0,0,9999
W ,Ethan Wagner OF | HOU ,0,.000,0,0,0,9999
W ,Cris Rodriguez OF | DET ,0,.000,0,0,0,9999
W ,Juancito Martinez OF | MIA ,0,.000,0,0,0,9999
W ,Tanner English OF | MIN ,0,.000,0,0,0,9999
W ,Jordan Walker OF | STL ,0,.000,0,0,0,9999
W ,Brett Kinneman OF | PIT ,0,.000,0,0,0,9999
W ,Elio Prado OF | PHI ,0,.000,0,0,0,9999
W ,DaShawn Keirsey OF | MIN ,0,.000,0,0,0,9999
W ,Willie Joe Garry Jr. OF | MIN ,0,.000,0,0,0,9999
W ,Felix Negueis OF | NYY ,0,.000,0,0,0,9999
W ,Brett Vertigan OF | ATH ,0,.000,0,0,0,9999
W ,Derrick Loveless OF | TOR ,0,.000,0,0,0,9999
W ,Alerick Soularie OF | MIN ,0,.000,0,0,0,9999
W ,Adam Hall OF | MIL ,0,.000,0,0,0,9999
W ,Zach Nehrir OF | ARI,0,.000,0,0,0,9999
W ,Zach Dezenzo OF | HOU ,0,.000,0,0,0,9999
W ,Hector Rodriguez OF | CIN ,0,.000,0,0,0,9999
W ,Jacob Zanon OF | NYM ,0,.000,0,0,0,9999
W ,Jake Vogel OF | LAD ,0,.000,0,0,0,9999
W ,Brandol Mezquita OF | ATL ,0,.000,0,0,0,9999
W ,Victor Arias OF | TOR,0,.000,0,0,0,9999
W ,Edward Florentino OF | PIT ,0,.000,0,0,0,9999
W ,Rodrigo Orozco OF | TOR ,0,.000,0,0,0,9999
W ,Patrick Romeri OF | STL ,0,.000,0,0,0,9999
W ,Kahlil Watson OF | CLE ,0,.000,0,0,0,9999
W ,Lamar Sparks OF | MIL ,0,.000,0,0,0,9999
W ,Ryan Aper OF | MIA ,0,.000,0,0,0,9999
W ,Tyler Horan OF | SF ,0,.000,0,0,0,9999
W ,Garrison Schwartz OF | ATL ,0,.000,0,0,0,9999
W ,Sebastian Elizalde OF | CIN ,0,.000,0,0,0,9999
W ,Ben Johnson OF | COL ,0,.000,0,0,0,9999
W ,Jason Morozowski OF | ARI ,0,.000,0,0,0,9999
W ,Cam Gibson OF | DET ,0,.000,0,0,0,9999
W ,Luis Asuncion OF | SD ,0,.000,0,0,0,9999
W ,Jared Wegner OF | NYY ,0,.000,0,0,0,9999
W ,Lazaro Benitez OF | DET ,0,.000,0,0,0,9999
W ,Danny Oh OF | ATH ,0,.000,0,0,0,9999
W ,Dario Pizzano OF | NYM ,0,.000,0,0,0,9999
W ,Dustin Martin OF | ATL,0,.000,0,0,0,9999
W ,Kyle Wren OF | CIN ,0,.000,0,0,0,9999
Young Guns,Jordan Beck OF | COL,0,.000,0,0,0,9999
W ,Mike Sirota OF | LAD ,0,.000,0,0,0,9999
W ,Tyler Massey OF | COL ,0,.000,0,0,0,9999
W ,Seth Stephenson OF | DET ,0,.000,0,0,0,9999
W ,Kyle Hess OF | MIN ,0,.000,0,0,0,9999
W ,Gage Canning OF | WAS ,0,.000,0,0,0,9999
W ,Ademar Rifaela OF | BAL ,0,.000,0,0,0,9999
W ,Josue De Paula OF | LAD ,0,.000,0,0,0,9999
W ,Dylan Hardy OF | BOS ,0,.000,0,0,0,9999
Simba's Dublin Green Sox,"Ceddanne Rafaela 2B,OF | BOS ",0,.000,0,0,0,9999
W ,Esteban Gonzalez OF | CLE ,0,.000,0,0,0,9999
W ,T.J. Nichting OF | BAL ,0,.000,0,0,0,9999
Rieken Havoc,Jackson Chourio OF | MIL,0,.000,0,0,0,9999
W ,Ryan Lasko OF | ATH,0,.000,0,0,0,9999
W ,Edward Lantigua OF | NYM ,0,.000,0,0,0,9999
W ,Tristan Pompey OF | MIA ,0,.000,0,0,0,9999
W ,Cody Wilson OF | WAS ,0,.000,0,0,0,9999
W ,Michael Guldberg OF | ATH ,0,.000,0,0,0,9999
W ,Tyler Robertson OF | SD ,0,.000,0,0,0,9999
W ,Jonny Farmelo OF | SEA ,0,.000,0,0,0,9999
W ,Juan Carlos Linares OF | BOS ,0,.000,0,0,0,9999
W ,Michael Suchy OF | PIT ,0,.000,0,0,0,9999
W ,P.J. Hilson OF | PIT ,0,.000,0,0,0,9999
W ,Joe Gray OF | KC ,0,.000,0,0,0,9999
W ,Simon Rodriguez OF | CLE ,0,.000,0,0,0,9999
W ,Anthony Donofrio OF | SEA ,0,.000,0,0,0,9999
W ,Jared Carr OF | PHI ,0,.000,0,0,0,9999
Long Balls,"Addison Barger 3B,OF | TOR",0,.000,0,0,0,9999
W ,Jeremias Portorreal OF | PIT ,0,.000,0,0,0,9999
W ,Luke Persico OF | ATH ,0,.000,0,0,0,9999
W ,Forrestt Allday OF | SD ,0,.000,0,0,0,9999
W ,Victor Victor Mesa OF | MIA,0,.000,0,0,0,9999
W ,Rodney Green OF | ATH ,0,.000,0,0,0,9999
W ,DJ Neal OF | TOR ,0,.000,0,0,0,9999
W ,Junior Marin OF | KC,0,.000,0,0,0,9999
W ,Zach Clark OF | MIL ,0,.000,0,0,0,9999
W ,Alexis Hernandez OF | TOR ,0,.000,0,0,0,9999
W ,Kyler Fedko OF | MIN ,0,.000,0,0,0,9999
W ,Willy Montero OF | NYY ,0,.000,0,0,0,9999
W ,Phillip Evans OF | ATL ,0,.000,0,0,0,9999
W ,Danny Woodrow OF | DET ,0,.000,0,0,0,9999
W ,Jake Mangum OF | TB,0,.000,0,0,0,9999
W ,Jose Suarez OF | STL ,0,.000,0,0,0,9999
W ,Billy Cook OF | PIT ,0,.000,0,0,0,9999
W ,Chase DeLauter OF | CLE,0,.000,0,0,0,9999
W ,Johnathon Thomas OF | WAS ,0,.000,0,0,0,9999
W ,Angel Zarate OF | CLE ,0,.000,0,0,0,9999
W ,Evan Van Hoosier OF | TEX ,0,.000,0,0,0,9999
W ,Clark Elliott OF | ATH ,0,.000,0,0,0,9999
W ,Austin Hendrick OF | CIN ,0,.000,0,0,0,9999
W ,Anthony Garcia OF | NYY ,0,.000,0,0,0,9999
W ,Dylan Davis OF | SF ,0,.000,0,0,0,9999
W ,Angel Aponte OF | TEX ,0,.000,0,0,0,9999
W ,Bryan Gonzalez OF | KC ,0,.000,0,0,0,9999
Like a Nightmare,Dylan Crews OF | WAS,0,.000,0,0,0,9999
W ,Casey Golden OF | COL ,0,.000,0,0,0,9999
W ,Cam Cannarella OF | MIA ,0,.000,0,0,0,9999
W ,Dexter Kjerstad OF | MIA ,0,.000,0,0,0,9999
W ,Mason Janvrin OF | BAL ,0,.000,0,0,0,9999
W ,Andrew Pintar OF | MIA ,0,.000,0,0,0,9999
W ,Kendall George OF | LAD ,0,.000,0,0,0,9999
W ,Niko Hulsizer OF | TB ,0,.000,0,0,0,9999
Guillotine,Jeremiah Jackson OF | BAL,0,.000,0,0,0,9999
W ,Tyler Gentry OF | KC ,0,.000,0,0,0,9999
W ,Warren Saunders OF | NYM ,0,.000,0,0,0,9999
W ,"Angel Martinez 2B,OF | CLE",0,.000,0,0,0,9999
W ,Josh Whitaker OF | ATH ,0,.000,0,0,0,9999
W ,Tucker Bradley OF | KC ,0,.000,0,0,0,9999
W ,Luis Cova OF | MIA ,0,.000,0,0,0,9999
W ,Yemal Flores OF | PHI ,0,.000,0,0,0,9999
W ,Willie Abreu OF | COL ,0,.000,0,0,0,9999
W ,Jimmy Kerrigan OF | MIN ,0,.000,0,0,0,9999
W ,Leonys Martin OF | SEA ,0,.000,0,0,0,9999
W ,Jonathan Reynoso OF | CIN ,0,.000,0,0,0,9999
W ,Luis Medina OF | MIL ,0,.000,0,0,0,9999
W ,Will Turner OF | BOS ,0,.000,0,0,0,9999
W ,Diego Tornes OF | ATL ,0,.000,0,0,0,9999
W ,Craig Dedelow OF | CHW ,0,.000,0,0,0,9999
W ,Armond Upshaw OF | WAS ,0,.000,0,0,0,9999
W ,Breland Almadova OF | ARI ,0,.000,0,0,0,9999
W ,Walker Jenkins OF | MIN ,0,.000,0,0,0,9999
W ,Norel Gonzalez OF | MIA ,0,.000,0,0,0,9999
W ,Leodany Perez OF | ARI ,0,.000,0,0,0,9999
W ,Demi Orimoloye OF | TOR ,0,.000,0,0,0,9999
W ,Dante Nori OF | PHI ,0,.000,0,0,0,9999
W ,Kevonte Mitchell OF | CHC ,0,.000,0,0,0,9999
W ,Colin Barber OF | HOU ,0,.000,0,0,0,9999
W ,Jonah Advincula OF | CLE ,0,.000,0,0,0,9999
W ,Yeuni Munoz OF | TOR ,0,.000,0,0,0,9999
W ,Matthew Etzel OF | MIA ,0,.000,0,0,0,9999
W ,Nick Banks OF | WAS ,0,.000,0,0,0,9999
W ,Marlin Made OF | CLE ,0,.000,0,0,0,9999
W ,Zach Britton OF | TOR ,0,.000,0,0,0,9999
W ,Tyler Esplin OF | BOS ,0,.000,0,0,0,9999
W ,Nick Dalesandro OF | ARI ,0,.000,0,0,0,9999
W ,Wyatt Crenshaw OF | ARI ,0,.000,0,0,0,9999
W ,"Daniel Schneemann 2B,3B,OF | CLE",0,.000,0,0,0,9999
W ,Joe Stewart OF | LAA ,0,.000,0,0,0,9999
W ,Jose Miguel Medina OF | NYM ,0,.000,0,0,0,9999
W ,Tyler Callihan OF | CIN ,0,.000,0,0,0,9999
W ,Jadiel Sanchez OF | LAA ,0,.000,0,0,0,9999
W ,Garrett Martin OF | NYY ,0,.000,0,0,0,9999
W ,Daiwer Castellanos OF | TB ,0,.000,0,0,0,9999
W ,Travis Jones OF | KC ,0,.000,0,0,0,9999
W ,Jose De La Cruz OF | DET ,0,.000,0,0,0,9999
W ,Roberto Campos OF | DET ,0,.000,0,0,0,9999
W ,Zach Gibbons OF | LAA ,0,.000,0,0,0,9999
W ,Jacob Young OF | WAS,0,.000,0,0,0,9999
W ,Caden Kendle OF | MIN ,0,.000,0,0,0,9999
W ,Kyler Castillo OF | MIA ,0,.000,0,0,0,9999
W ,Kyle Barrett OF | MIA ,0,.000,0,0,0,9999
W ,Maxton Martin OF | TEX ,0,.000,0,0,0,9999
W ,Jauri Custodio OF | PIT ,0,.000,0,0,0,9999
W ,Lazaro Montes OF | SEA ,0,.000,0,0,0,9999
W ,David Harris OF | TOR ,0,.000,0,0,0,9999
W ,Steward Berroa OF | MIL,0,.000,0,0,0,9999
W ,Dylan Rock OF | TOR ,0,.000,0,0,0,9999
W ,Wilson Soriano OF | COL ,0,.000,0,0,0,9999
W ,Zeke White OF | CIN ,0,.000,0,0,0,9999
W ,Stewart Ijames OF | ARI ,0,.000,0,0,0,9999
W ,Dakota Jordan OF | SF ,0,.000,0,0,0,9999
W ,Zach Cone OF | TEX ,0,.000,0,0,0,9999
W ,Javeon Cody OF | MIA ,0,.000,0,0,0,9999
W ,Ryan Reckley OF | SF ,0,.000,0,0,0,9999
W ,Daniel Spingola OF | CHC ,0,.000,0,0,0,9999
W ,Brandon Parker OF | ATL ,0,.000,0,0,0,9999
W ,Tucker Flint OF | LAA ,0,.000,0,0,0,9999
W ,Tavian Josenberger OF | BAL ,0,.000,0,0,0,9999
W ,Reed Trimble OF | BAL ,0,.000,0,0,0,9999
W ,Jackson Lancaster OF | TB ,0,.000,0,0,0,9999
W ,Clark Scolamiero OF | CLE ,0,.000,0,0,0,9999
Young Guns,Jakob Marsee OF | MIA,0,.000,0,0,0,9999
W ,Ian Strom OF | NYM ,0,.000,0,0,0,9999
W ,Stephen Wrenn OF | HOU ,0,.000,0,0,0,9999
W ,Jordan Paroubeck OF | SD ,0,.000,0,0,0,9999
W ,Griffin Burkholder OF | PHI ,0,.000,0,0,0,9999
W ,Chad Spanberger OF | MIL ,0,.000,0,0,0,9999
W ,Isaiah Greene OF | CLE ,0,.000,0,0,0,9999
W ,Brandon Sandoval OF | LAA ,0,.000,0,0,0,9999
W ,Rodolfo Nolasco OF | PIT ,0,.000,0,0,0,9999
W ,Kameron Misner OF | KC ,0,.000,0,0,0,9999
W ,Esney Chacon OF | DET ,0,.000,0,0,0,9999
W ,Hayden Alvarez OF | LAA ,0,.000,0,0,0,9999
W ,Cameron Flynn OF | MIA ,0,.000,0,0,0,9999
W ,Braden Montgomery OF | CHW ,0,.000,0,0,0,9999
W ,Rubi Silva OF | CHC ,0,.000,0,0,0,9999
W ,Jordyn Adams OF | BAL ,0,.000,0,0,0,9999
W ,J.R. Freethy OF | TOR ,0,.000,0,0,0,9999
W ,Chris Garia OF | TEX ,0,.000,0,0,0,9999
Guillotine,Jac Caglianone OF | KC,0,.000,0,0,0,9999
Magnum GI,Andy Pages OF | LAD ,0,.000,0,0,0,9999
W ,Jose Ramos OF | LAD ,0,.000,0,0,0,9999
W ,Brandon Downes OF | KC ,0,.000,0,0,0,9999
W ,Theo Gillen OF | TB ,0,.000,0,0,0,9999
W ,Jacob Melton OF | HOU,0,.000,0,0,0,9999
W ,Danny Mars OF | BOS ,0,.000,0,0,0,9999
W ,Dominic Abbadessa OF | TOR ,0,.000,0,0,0,9999
W ,Anthony Dirocie OF | NYM ,0,.000,0,0,0,9999
W ,Vince Jackson OF | STL ,0,.000,0,0,0,9999
W ,Pedro Pineda OF | ATH ,0,.000,0,0,0,9999
W ,Jonah Cox OF | SF ,0,.000,0,0,0,9999
W ,John Mora OF | NYM ,0,.000,0,0,0,9999
W ,Matthew Barefoot OF | HOU ,0,.000,0,0,0,9999
W ,Christopher Familia OF | NYY ,0,.000,0,0,0,9999
W ,Terry Fuller OF | STL ,0,.000,0,0,0,9999
W ,Ryan Scott OF | BOS ,0,.000,0,0,0,9999
W ,Aaron Barbosa OF | SEA ,0,.000,0,0,0,9999
W ,Brennen Davis OF | NYY ,0,.000,0,0,0,9999
W ,Rhett Wiseman OF | WAS ,0,.000,0,0,0,9999
W ,Andres Arias OF | TOR ,0,.000,0,0,0,9999
Trex,Jackson Merrill OF | SD,0,.000,0,0,0,9999
W ,Deivy Castillo OF | LAD ,0,.000,0,0,0,9999
W ,Bo Way OF | LAA ,0,.000,0,0,0,9999
W ,Tito Polo OF | SEA ,0,.000,0,0,0,9999
W ,Ethan O'Donnell OF | CIN ,0,.000,0,0,0,9999
W ,Amaurys Minier OF | MIN ,0,.000,0,0,0,9999
W ,Erik Stock OF | SEA ,0,.000,0,0,0,9999
W ,Corey Rosier OF | BOS ,0,.000,0,0,0,9999
W ,Emaarion Boyd OF | MIA ,0,.000,0,0,0,9999
W ,Korey Holland OF | LAA ,0,.000,0,0,0,9999
W ,Jodd Carter OF | CLE ,0,.000,0,0,0,9999
W ,Pedro Ibarguen OF | MIL ,0,.000,0,0,0,9999
W ,Darius Day OF | TEX ,0,.000,0,0,0,9999
W ,Jace LaViolette OF | CLE ,0,.000,0,0,0,9999
W ,George Wolkow OF | CHW ,0,.000,0,0,0,9999
W ,Tres Gonzalez OF | PIT ,0,.000,0,0,0,9999
W ,Bryson Worrell OF | ATL ,0,.000,0,0,0,9999
W ,Max White OF | COL ,0,.000,0,0,0,9999
W ,Jose Cardona OF | CHC ,0,.000,0,0,0,9999
W ,Casey Soltis OF | MIA ,0,.000,0,0,0,9999
W ,Jorge Barrosa OF | ARI,0,.000,0,0,0,9999
W ,Robert Hassell OF | WAS,0,.000,0,0,0,9999
W ,Cole Gabrielson OF | NYY ,0,.000,0,0,0,9999
W ,Rashad Brown OF | DET ,0,.000,0,0,0,9999
W ,Brady Allen OF | DET ,0,.000,0,0,0,9999
W ,Jose Gonzalez OF | HOU ,0,.000,0,0,0,9999
W ,Wady Mendez OF | TEX ,0,.000,0,0,0,9999
W ,PJ Morlando OF | MIA ,0,.000,0,0,0,9999
W ,Omar De Los Santos OF | NYM ,0,.000,0,0,0,9999
W ,Danyer Sanabria OF | ARI ,0,.000,0,0,0,9999
W ,Bryce Madron OF | STL ,0,.000,0,0,0,9999
W ,Jeferson Espinal OF | ARI,0,.000,0,0,0,9999
W ,Brett Bateman OF | CHC ,0,.000,0,0,0,9999
W ,Cody Milligan OF | ATL ,0,.000,0,0,0,9999
W ,Dylan Campbell OF | PHI ,0,.000,0,0,0,9999
W ,Braedon Karpathios OF | SD ,0,.000,0,0,0,9999
W ,Tyler Marincov OF | ATH ,0,.000,0,0,0,9999
W ,Landon Dieterich OF | WAS ,0,.000,0,0,0,9999
W ,Hedbert Perez OF | MIL ,0,.000,0,0,0,9999
W ,Miles Gordon OF | CIN ,0,.000,0,0,0,9999
W ,Gabriel Mejia OF | CLE ,0,.000,0,0,0,9999
W ,Cristian Arguelles OF | COL ,0,.000,0,0,0,9999
W ,Anthony Ray OF | STL ,0,.000,0,0,0,9999
W ,Avery Owusu-Asiedu OF | PHI ,0,.000,0,0,0,9999
W ,Connor Hujsak OF | TB ,0,.000,0,0,0,9999
W ,Ryder Green OF | NYY ,0,.000,0,0,0,9999
W ,Maddux Houghton OF | MIN ,0,.000,0,0,0,9999
W ,Cody Orr OF | HOU ,0,.000,0,0,0,9999
W ,Carson McCusker OF | MIN ,0,.000,0,0,0,9999
W ,Daniel Suero OF | COL ,0,.000,0,0,0,9999
W ,Bo Davidson OF | SF ,0,.000,0,0,0,9999
W ,Shayne Fontana OF | BAL ,0,.000,0,0,0,9999
W ,Jack Sundberg OF | WAS ,0,.000,0,0,0,9999
W ,Kenedy Corona OF | HOU ,0,.000,0,0,0,9999
W ,Drew Mount OF | CIN ,0,.000,0,0,0,9999
W ,Rio Foster OF | LAA ,0,.000,0,0,0,9999
W ,Alex Iadisernia OF | STL ,0,.000,0,0,0,9999
W ,Johan Mieses OF | BOS ,0,.000,0,0,0,9999
W ,Thomas Spitz OF | STL ,0,.000,0,0,0,9999
W ,Blake Drake OF | STL ,0,.000,0,0,0,9999
W ,Gaige Howard OF | LAD ,0,.000,0,0,0,9999
W ,Ismael Munguia OF | NYY,0,.000,0,0,0,9999
W ,Reidy Mercado OF | MIL ,0,.000,0,0,0,9999
W ,Anthony Gallas OF | CLE ,0,.000,0,0,0,9999
W ,Ricky Eusebio OF | SEA ,0,.000,0,0,0,9999
Report Updated as of  12/19/25  2:06 PM EST
