"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","r_total_caught_stealing","r_total_stolen_base","b_intent_walk","r_run","xba","xslg","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","sprint_speed"
"Barnes, Austin",605131,2023,33,178,200,32,25,5,0,2,43,17,21.5,8.5,".180",".242",".256","0.498","0.062",".222","11","1","2","0","15",".214",".309",".273",".291","84.8","6.1",28.3,2.9,25.4,"96.019005147","92.044198148",22.2,44,"26.5"
"Urías, Ramón",602104,2023,29,360,396,95,66,22,3,4,101,27,25.5,6.8,".264",".375",".328","0.703","0.111",".355","42","1","3","0","45",".226",".336",".281",".294","89.2","7.9",30.4,6.9,38.1,"99.139793769","93.685443346",28.7,49.1,"26.7"
"Vaughn, Andrew",683734,2023,25,566,615,146,93,30,2,21,129,36,21,5.9,".258",".429",".314","0.743","0.171",".299","80","0","0","0","67",".252",".427",".319",".309","90.6","11.2",30.3,8.4,46.5,"101.661403","95.348849294",24.1,47.5,"25.5"
"Wong, Connor",657136,2023,27,371,403,87,51,25,2,9,134,22,33.3,5.5,".235",".385",".287","0.672","0.150",".341","36","2","8","0","55",".211",".361",".274",".266","89.1","15.5",34,9.1,37.8,"100.083071271","94.144066723",32.3,52.8,"28.3"
"Walker, Christian",572233,2023,32,582,661,150,79,36,2,33,127,62,19.2,9.4,".258",".497",".333","0.830","0.239",".272","103","0","11","3","86",".251",".460",".339",".329","88","15.8",32.6,11.4,40.4,"100.601281422","94.397470475",26.4,48.6,"26.4"
"Cron, C.J.",543068,2023,33,258,278,64,40,12,0,12,65,17,23.4,6.1,".248",".434",".295","0.729","0.186",".284","37","0","0","0","38",".257",".471",".332",".305","87.7","12.8",31.8,13.8,40,"101.506528673","94.849164308",28.3,47.6,"25.0"
"Thompson, Trayce",572204,2023,32,153,179,25,17,2,0,6,77,24,43,13.4,".163",".294",".285","0.579","0.131",".271","17","0","2","0","17",".165",".322",".275",".286","89.3","21.8",34.2,11.8,46.1,"101.671417632","95.111791184",43.3,39.9,"27.3"
"Haggerty, Sam",664059,2023,29,91,108,23,18,3,1,1,17,15,15.7,13.9,".253",".341",".364","0.705","0.088",".301","5","1","10","0","13",".266",".329",".324",".376","85.9","12.1",32,1.3,26.7,"96.15900973","92.082525811",21.6,48.2,"29.2"
"Fletcher, Dominic",666150,2023,25,93,102,28,20,5,1,2,22,7,21.6,6.9,".301",".441",".350","0.791","0.140",".377","14","2","0","1","10",".225",".328",".263",".279","89.7","8.5",38.4,4.1,39.7,"98.576652222","93.730650845",21.1,50,"26.4"
"Alvarez, Francisco",682626,2023,21,382,423,80,43,12,0,25,110,34,26,8,".209",".437",".284","0.721","0.228",".222","63","0","2","0","51",".209",".422",".305",".283","90.1","12.5",28.6,12.8,45.1,"101.730853431","95.157784982",31.8,44.9,"26.4"
"Schanuel, Nolan",694384,2023,21,109,132,30,26,3,0,1,19,20,14.4,15.2,".275",".330",".402","0.732","0.055",".326","6","0","0","1","19",".276",".362",".346",".402","85.4","6.5",40,2.2,25.6,"94.380370222","91.236393034",17.6,41.7,"26.8"
"Raleigh, Cal",663728,2023,26,513,569,119,65,23,1,30,158,54,27.8,9.5,".232",".456",".306","0.762","0.224",".273","75","0","0","1","78",".233",".466",".330",".307","89.5","20.3",36.5,12.6,41,"101.028271404","94.749354873",29.9,49.7,"27.0"
"Donovan, Brendan",680977,2023,26,327,371,93,71,10,1,11,53,33,14.3,8.9,".284",".422",".365","0.787","0.138",".311","34","1","5","2","48",".287",".438",".354",".369","89.3","10.6",37.3,5.8,40.6,"99.360461838","93.987172915",14.8,42.8,"27.1"
"Jones, Nolan",666134,2023,25,367,424,109,63,22,4,20,126,53,29.7,12.5,".297",".542",".389","0.931","0.245",".401","62","4","20","3","60",".249",".499",".362",".348","90.1","9.8",34.7,15.7,41.3,"102.433112521","95.472742017",31.9,41.6,"28.4"
"Maile, Luke",571912,2023,32,179,199,42,26,10,0,6,49,14,24.6,7,".235",".391",".308","0.699","0.156",".290","25","1","2","0","17",".234",".416",".315",".307","87.7","14.7",37.4,10.7,33.6,"98.523024","93.382391163",26,44.6,"26.0"
"Bride, Jonah",681146,2023,27,88,106,15,12,3,0,0,22,11,20.8,10.4,".170",".205",".286","0.491","0.035",".221","7","1","0","0","9",".242",".335",".321",".353","89","4.1",34.8,4.3,40.6,"97.607345882","93.199746912",17.4,35,"27.1"
"Ortega, Rafael",542364,2023,32,114,136,25,21,3,0,1,33,20,24.3,14.7,".219",".272",".341","0.613","0.053",".300","8","1","6","0","16",".211",".269",".283",".335","86.8","10.6",30.5,0,26.8,"96.157611282","92.079292949",23.1,43.1,"27.2"
"Chang, Yu",644374,2023,27,105,112,17,9,2,0,6,34,3,30.4,2.7,".162",".352",".200","0.552","0.190",".169","18","0","4","0","12",".208",".351",".258",".245","88.8","9.8",31.5,5.5,38.4,"100.367177429","94.607704058",35.3,53.8,"28.2"
"Tovar, Ezequiel",678662,2023,21,581,615,147,91,37,4,15,166,25,27,4.1,".253",".408",".287","0.695","0.155",".328","73","5","11","0","79",".248",".386",".291",".283","88","12.6",36.4,8.1,36.2,"99.019446394","93.628807036",31.3,59.7,"28.1"
"Rosario, Eddie",592696,2023,31,478,516,122,74,24,3,21,122,34,23.6,6.6,".255",".450",".305","0.755","0.195",".300","74","4","3","1","64",".254",".436",".317",".304","88.6","14.5",35.9,9.5,35.4,"98.60055257","93.424315434",29.8,57.4,"28.0"
"Isbel, Kyle",664728,2023,26,292,313,70,41,22,2,5,59,17,18.8,5.4,".240",".380",".282","0.662","0.140",".283","34","1","7","0","45",".247",".375",".289",".289","89.4","14.6",32.2,5.5,39.8,"99.280896261","93.847228522",20.8,46.9,"27.6"
"Morel, Christopher",666624,2023,24,388,429,96,50,17,3,26,133,36,31,8.4,".247",".508",".313","0.821","0.261",".303","70","2","6","0","62",".244",".485",".340",".311","92.1","12.4",29.5,15.9,50,"103.542229453","96.326775098",37,49.8,"28.6"
"Bader, Harrison",664056,2023,29,319,344,74,53,12,2,7,59,17,17.2,4.9,".232",".348",".274","0.622","0.116",".261","40","3","20","0","44",".234",".375",".288",".281","85.9","17.8",32.8,5.3,31.7,"97.622516107","92.819025115",24.6,48.5,"28.8"
"McMahon, Ryan",641857,2023,28,555,627,133,76,31,3,23,198,68,31.6,10.8,".240",".431",".322","0.753","0.191",".326","70","5","5","2","80",".245",".445",".335",".328","90.8","9.7",39.4,11.4,44.2,"102.017798324","95.343043101",32.3,47.4,"25.8"
"Contreras, Willson",575929,2023,31,428,495,113,66,27,0,20,111,51,22.4,10.3,".264",".467",".358","0.825","0.203",".311","67","3","6","0","55",".279",".490",".373",".371","91.3","10.1",34.1,12.2,46.9,"103.922488176","96.441608585",29,48.5,"26.7"
"Larnach, Trevor",663616,2023,26,183,212,39,21,7,3,8,72,27,34,12.7,".213",".415",".311","0.726","0.202",".295","40","1","1","1","26",".213",".429",".321",".313","90.1","17.5",41.6,13.3,49.6,"101.88501386","95.488486549",36.5,41,"26.7"
"Murphy, Sean",669221,2023,28,370,438,93,51,21,0,21,98,49,22.4,11.2,".251",".478",".365","0.843","0.227",".286","68","0","0","0","65",".274",".537",".395",".385","91.5","13.1",38.1,16.1,45.8,"103.261524161","96.100888462",25.9,45.9,"26.0"
"Fraley, Jake",641584,2023,28,336,380,86,53,18,0,15,71,37,18.7,9.7,".256",".443",".339","0.782","0.187",".283","65","5","21","2","41",".261",".402",".328",".345","84.6","16.5",38,6.4,30.8,"97.120245263","92.614906038",24.1,52,"28.0"
"Volpe, Anthony",683011,2023,22,541,601,113,65,23,4,21,167,52,27.8,8.7,".209",".383",".283","0.666","0.174",".259","60","5","24","0","62",".230",".392",".305",".303","88.7","14.2",35.5,9,43,"99.54617672","93.954577957",28.2,47.9,"28.4"
"Noda, Ryan",676116,2023,27,406,495,93,54,22,1,16,170,77,34.3,15.6,".229",".406",".364","0.770","0.177",".347","54","1","3","1","63",".213",".392",".334",".352","91.2","16",38.2,13,45,"102.125166441","95.450814851",36.9,42.9,"27.3"
"Castro, Willi",650489,2023,26,358,409,92,60,18,5,9,99,34,24.2,8.3,".257",".411",".339","0.750","0.154",".328","34","5","33","1","60",".231",".361",".301",".316","86.5","15.1",34.5,6.8,31.8,"98.698827717","93.374549289",27.9,51.6,"28.6"
"Canzone, Dominic",686527,2023,25,173,182,38,19,13,0,6,32,8,17.6,4.4,".220",".399",".258","0.657","0.179",".237","21","0","1","0","23",".258",".470",".326",".294","89.7","16.3",31.9,12.1,42.6,"100.579175634","94.554437376",25.5,54.4,"26.7"
"Batten, Matthew",676946,2023,28,120,139,31,23,6,0,2,30,17,21.6,12.2,".258",".358",".355","0.713","0.100",".330","11","2","2","0","19",".210",".263",".270",".313","85","15",28.6,1.1,25.3,"95.026010222","91.57059809",27.4,40,"28.6"
"Burger, Jake",669394,2023,27,492,540,123,60,28,1,34,149,32,27.6,5.9,".250",".518",".309","0.827","0.268",".284","80","1","1","0","71",".270",".512",".359",".329","91.9","12.3",33.4,16.7,49.6,"105.009725862","96.989580029",34.1,54,"28.0"
"Bichette, Bo",666182,2023,25,571,601,175,122,30,3,20,115,27,19.1,4.5,".306",".475",".339","0.814","0.169",".355","73","3","5","0","69",".308",".497",".359",".341","90.2","6.2",38.3,9.6,44.9,"101.736681894","95.184330552",21.1,56.6,"27.1"
"Jeffers, Ryan",680777,2023,26,286,335,79,48,15,2,14,93,33,27.8,9.9,".276",".490",".369","0.859","0.214",".359","43","2","3","1","46",".233",".432",".333",".332","90.5","17.2",34.2,11.6,42.7,"101.812058454","95.327122694",29.2,45.4,"26.5"
"Ramírez, José",608070,2023,30,611,691,172,107,36,5,24,73,73,10.6,10.6,".282",".475",".356","0.831","0.193",".285","80","6","28","22","87",".299",".480",".359",".373","90","18",36.8,7,40.4,"100.07775","94.35370079",15.6,46.6,"27.8"
"Torres, Gleyber",650402,2023,26,596,672,163,108,28,2,25,98,67,14.6,10,".273",".453",".347","0.800","0.180",".288","68","6","13","0","90",".282",".478",".362",".357","89.7","15.1",37.3,7.9,40.3,"99.649800996","94.055057585",21.8,46.8,"26.4"
"Mejía, Francisco",642336,2023,27,150,160,34,18,11,0,5,38,6,23.8,3.8,".227",".400",".258","0.658","0.173",".266","19","1","0","0","22",".204",".319",".243",".238","87.5","18.9",33,4.3,32.2,"96.966115088","92.522121228",22.1,59.5,"26.3"
"Goldschmidt, Paul",502671,2023,35,593,687,159,103,31,0,25,161,87,23.4,12.7,".268",".447",".363","0.810","0.179",".327","80","2","11","6","89",".270",".490",".367",".366","91.3","12.8",35.6,12,50.8,"102.40959555","95.767792759",27.5,44,"26.4"
"Arozarena, Randy",668227,2023,28,551,654,140,95,19,3,23,156,80,23.9,12.2,".254",".425",".364","0.789","0.171",".310","83","10","22","1","95",".239",".431",".348",".356","91.7","11.3",31.8,12.3,48.4,"102.055211709","95.651873174",29.1,43,"28.4"
"Guillorme, Luis",641645,2023,28,107,120,24,16,6,1,1,28,10,23.3,8.3,".224",".327",".288","0.615","0.103",".291","9","0","0","1","12",".193",".262",".236",".263","85.9","11.8",31.7,1.2,25.6,"95.16521675","91.660992405",17.6,41.4,"25.5"
"Ward, Taylor",621493,2023,29,356,409,90,58,18,0,14,80,39,19.6,9.5,".253",".421",".335","0.756","0.168",".284","47","2","4","0","60",".254",".430",".338",".341","90.7","14.3",34,8.2,43.9,"100.268469209","94.588852374",21.1,44.3,"28.0"
"Singleton, Jon",572138,2023,31,91,105,15,10,3,0,2,23,13,21.9,12.4,".165",".264",".267","0.531","0.099",".194","12","0","0","0","11",".216",".363",".298",".311","88.9","17.5",27.5,5.8,43.5,"99.127764857","93.78543087",22.3,42.4,"26.0"
"Peterson, Jace",607054,2023,33,374,430,79,59,10,4,6,101,47,23.5,10.9,".211",".307",".304","0.611","0.096",".270","37","2","15","2","35",".216",".332",".287",".309","85.7","14.4",33.5,4.7,28.1,"96.5144975","92.272958155",25,42.2,"28.0"
"Realmuto, J.T.",592663,2023,32,489,540,123,70,28,5,20,138,35,25.6,6.5,".252",".452",".310","0.762","0.200",".307","63","5","16","3","70",".254",".462",".334",".315","89.8","16.7",36.2,11.2,43.3,"101.30139764","94.961935393",26.2,50.5,"28.6"
"Campusano, Luis",669134,2023,24,163,174,52,38,7,0,7,21,7,12.1,4,".319",".491",".356","0.847","0.172",".331","30","0","0","0","27",".305",".464",".353",".346","88.5","13.2",38.5,7.7,40.6,"98.855264444","93.558759091",18.1,55.2,"25.8"
"Alonso, Pete",624413,2023,28,568,658,123,54,21,2,46,151,65,22.9,9.9,".217",".504",".318","0.822","0.287",".205","118","1","4","6","92",".246",".527",".368",".343","89.5","18.2",32.3,14.7,40.1,"102.342134502","95.253955701",26.2,43.7,"26.0"
"Ibáñez, Andy",628451,2023,30,356,383,94,58,23,2,11,69,24,18,6.3,".264",".433",".312","0.745","0.169",".300","41","0","1","0","42",".271",".446",".331",".320","89.1","12.9",33.2,9,42.9,"99.890798819","94.208427735",22.6,51.8,"27.2"
"Bauers, Jake",641343,2023,27,242,272,49,22,15,0,12,95,27,34.9,9.9,".202",".413",".279","0.692","0.211",".268","30","2","3","0","28",".230",".480",".336",".306","89.1","13.8",36,18.7,48.7,"102.0116428","95.506092133",33.3,45.8,"27.3"
"Winn, Masyn",691026,2023,21,122,137,21,17,2,0,2,26,10,19,7.3,".172",".238",".230","0.468","0.066",".196","12","1","2","0","8",".214",".285",".250",".271","86","12.8",26.7,2,36.6,"97.541426531","92.925402245",21.6,43.4,"29.2"
"McCann, James",543510,2023,33,207,226,46,26,14,0,6,57,9,25.2,4,".222",".377",".269","0.646","0.155",".274","26","1","3","0","25",".262",".431",".319",".307","89.8","16.6",37.4,7.1,43.9,"100.5154664","94.458814667",31.4,54.2,"26.1"
"Friedl, TJ",670770,2023,27,488,556,136,88,22,8,18,90,47,16.2,8.5,".279",".467",".352","0.819","0.188",".308","66","6","27","1","73",".240",".321",".289",".318","86.7","16.1",32,3.2,27.6,"96.368739947","92.196228515",18.4,42.2,"28.3"
"Carlson, Dylan",666185,2023,24,219,255,48,34,8,1,5,49,26,19.2,10.2,".219",".333",".318","0.651","0.114",".256","27","0","3","0","27",".237",".381",".318",".334","89.3","15",34.1,5.8,37.6,"98.393567326","93.357659942",22.6,46,"27.6"
"Perkins, Blake",663368,2023,26,143,168,31,20,7,0,4,46,23,27.4,13.7,".217",".350",".325","0.675","0.133",".290","20","2","5","0","28",".194",".302",".279",".306","85.8","14.8",31.3,5.1,29.3,"96.112014167","92.145352105",22.9,36.7,"30.0"
"Soler, Jorge",624585,2023,31,504,580,126,66,24,0,36,141,66,24.3,11.4,".250",".512",".341","0.853","0.262",".272","75","0","1","4","77",".262",".532",".374",".354","91.3","17.8",36.5,15,48,"103.053956467","95.950783079",27.6,44.1,"26.6"
"Montero, Elehuris",660707,2023,24,284,307,69,41,15,2,11,111,15,36.2,4.9,".243",".426",".290","0.716","0.183",".352","39","0","0","0","40",".200",".313",".253",".254","88.3","9.9",31.8,6.8,44.3,"101.047431818","94.674275852",39.3,53,"26.6"
"O'Hoppe, Logan",681351,2023,23,182,199,43,23,6,0,14,48,14,24.1,7,".236",".500",".296","0.796","0.264",".240","29","1","0","0","23",".257",".500",".346",".316","90.5","19.6",31.9,15.6,46.7,"100.792061765","94.855250815",32.1,51.5,"27.9"
"Blackmon, Charlie",453568,2023,36,359,413,100,63,24,5,8,55,39,13.3,9.4,".279",".440",".363","0.803","0.161",".307","40","1","4","0","57",".269",".406",".339",".357","86.4","18.1",39,4.9,31.5,"97.605451688","92.81067263",19.6,47.3,"27.6"
"Haase, Eric",606992,2023,30,274,293,55,42,8,1,4,81,17,27.6,5.8,".201",".281",".247","0.528","0.080",".268","26","1","4","1","22",".217",".309",".253",".263","87.1","13.4",29.2,4.6,35.9,"98.489376289","93.341904124",32.6,54,"28.0"
"Wade Jr., LaMonte",664774,2023,29,429,519,110,77,14,2,17,95,76,18.3,14.6,".256",".417",".373","0.790","0.161",".290","45","0","2","3","64",".261",".450",".360",".377","88.4","17.4",33.6,9.1,39.8,"99.530093174","93.945744444",20.8,39.5,"26.0"
"Varsho, Daulton",662139,2023,26,527,581,116,70,23,3,20,135,45,23.2,7.7,".220",".389",".285","0.674","0.169",".256","61","7","16","0","65",".232",".394",".302",".298","87.8","20.5",34.3,7.3,36.1,"99.853027513","94.005486074",24.7,50.1,"28.1"
"Pérez, Carlos",542208,2023,32,168,189,38,28,4,0,6,40,13,21.2,6.9,".226",".357",".293","0.650","0.131",".256","20","0","0","0","17",".258",".390",".314",".323","89.2","16",33.3,5.3,39.4,"99.571600455","94.025299771",21.5,46.1,"24.6"
"Doyle, Brenton",686668,2023,25,399,431,81,50,16,5,10,151,22,35,5.1,".203",".343",".250","0.593","0.140",".295","48","5","22","0","48",".200",".344",".258",".248","88.3","11.7",29.9,8.7,35,"99.107707983","93.693021345",35.8,52.6,"29.9"
"Escobar, Eduardo",500871,2023,34,288,309,65,48,6,5,6,78,18,25.2,5.8,".226",".344",".269","0.613","0.118",".286","31","1","2","0","32",".203",".299",".244",".250","86.3","14.4",30.5,3.8,30.6,"96.536556538","92.269302067",28.3,50.6,"27.1"
"Lowe, Brandon",664040,2023,28,377,436,87,50,15,1,21,119,50,27.3,11.5,".231",".443",".328","0.771","0.212",".275","68","0","7","0","58",".232",".446",".338",".330","91.4","16",32.6,10.7,47.5,"101.419435954","95.219077088",32,51.6,"27.3"
"Robert Jr., Luis",673357,2023,25,546,595,144,69,36,1,38,172,30,28.9,5,".264",".542",".315","0.857","0.278",".314","80","4","20","5","90",".262",".518",".350",".314","89.1","16.1",38,15.4,42.3,"101.844478191","95.05043424",33.5,58.3,"28.7"
