"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","r_total_caught_stealing","r_total_stolen_base","b_intent_walk","r_run","xba","xslg","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","sprint_speed"
"Allen, Nick",669397,2023,24,303,329,67,57,4,2,4,52,17,15.8,5.2,".221",".287",".263","0.550","0.066",".253","20","1","5","0","29",".221",".288",".250",".267","84.8","6.8",29,1.2,26.6,"95.649982295","91.839086803",19.1,49.2,"27.9"
"Williams, Alika",675961,2023,24,101,112,20,15,5,0,0,35,9,31.3,8,".198",".248",".270","0.518","0.050",".303","6","0","0","0","7",".198",".263",".244",".271","83.4","10.1",38.8,3,25.4,"96.112825938","92.073845625",31.7,47.6,"28.2"
"Kelenic, Jarred",672284,2023,23,372,416,94,56,25,2,11,132,41,31.7,9.9,".253",".419",".327","0.746","0.166",".359","49","5","13","4","44",".264",".435",".333",".338","90.9","10.1",38.8,9.5,45.5,"101.460697521","95.139393983",33.8,46.8,"28.0"
"Dickerson, Corey",572816,2023,34,144,152,36,26,7,1,2,28,7,18.4,4.6,".250",".354",".283","0.637","0.104",".296","17","1","0","0","12",".256",".372",".288",".289","88.1","9.4",32.5,3.4,27.4,"97.378993103","92.855205862",22.4,60.4,"26.6"
"Chapman, Matt",656305,2023,30,509,581,122,64,39,2,17,165,62,28.4,10.7,".240",".424",".330","0.754","0.184",".319","54","2","4","1","66",".230",".457",".337",".323","93.4","18.5",32.4,17.1,56.4,"103.539639884","96.813201603",31.1,43.3,"28.5"
"Higashioka, Kyle",543309,2023,33,242,260,57,34,13,0,10,74,14,28.5,5.4,".236",".413",".274","0.687","0.177",".292","34","0","0","0","24",".242",".443",".309",".281","90.1","15.5",36.6,11,48.3,"101.070818721","94.981513333",28.6,49.5,"25.6"
"Waters, Drew",671221,2023,24,302,337,69,45,11,5,8,107,27,31.8,8,".228",".377",".300","0.677","0.149",".321","32","5","16","0","40",".233",".409",".311",".304","87.4","17.2",38.4,10.1,35.9,"98.74293303","93.391262626",32.5,51.3,"28.7"
"Ford, Mike",645801,2023,30,219,251,50,28,6,0,16,81,24,32.3,9.6,".228",".475",".323","0.798","0.247",".276","34","0","0","0","32",".202",".416",".314",".301","88.8","21",33.1,17.3,44.6,"101.141524429","94.781977914",30.4,42.7,"24.5"
"Amaya, Miguel",665804,2023,24,131,156,28,19,4,0,5,40,12,25.6,7.7,".214",".359",".329","0.688","0.145",".264","18","0","0","0","17",".232",".393",".332",".346","87","18.6",34.4,9.7,33.3,"98.56994087","93.346325055",27.3,46.3,"26.0"
"Báez, Javier",595879,2023,30,510,547,113,82,18,4,9,125,24,22.9,4.4,".222",".325",".267","0.592","0.103",".274","59","0","12","0","58",".234",".355",".279",".280","88","9.4",28.9,5.2,39.7,"100.19637776","94.157773958",32.7,54.8,"28.1"
"Hays, Austin",669720,2023,27,520,566,143,89,36,2,16,141,38,24.9,6.7,".275",".444",".325","0.769","0.169",".345","67","1","5","1","76",".242",".420",".309",".296","89.4","10.4",31,8.9,40.1,"100.462787656","94.411352037",28.4,46.6,"27.4"
"Azocar, José",640492,2023,27,91,102,21,13,6,0,2,24,4,23.5,3.9,".231",".363",".278","0.641","0.132",".292","9","2","8","0","16",".260",".390",".305",".305","87","12.5",31.9,6.9,26.4,"98.189845758","93.173306308",23.4,57.4,"29.6"
"Herrera, Jose",645444,2023,26,101,120,21,16,5,0,0,30,13,25,10.8,".208",".257",".296","0.553","0.049",".292","7","0","1","0","15",".209",".259",".260",".300","85.9","11.3",35.1,0,19.5,"94.392826389","91.196413194",19.6,39,"25.4"
"Grisham, Trent",663757,2023,26,469,555,93,48,31,1,13,154,75,27.7,13.5,".198",".352",".315","0.667","0.154",".264","50","3","15","0","67",".215",".393",".320",".330","90.3","18.3",32.8,11.9,40,"100.701927386","94.880503967",28.3,41.6,"27.7"
"Ruiz, Esteury",665923,2023,24,449,497,114,84,24,1,5,99,20,19.9,4,".254",".345",".309","0.654","0.091",".315","47","13","67","1","47",".234",".316",".271",".290","82.7","9.9",32.7,2.5,20,"93.969654118","91.300618171",25.3,51.9,"29.6"
"Maldonado, Martín",455117,2023,36,362,407,69,42,12,0,15,139,30,34.2,7.4,".191",".348",".258","0.606","0.157",".260","36","0","0","0","33",".187",".357",".267",".255","88.4","18.1",32.8,8.5,40,"99.511383636","93.988423653",34.3,49.6,"23.2"
"Naylor, Bo",666310,2023,23,198,230,47,23,13,0,11,53,30,23,13,".237",".470",".339","0.809","0.233",".267","32","0","5","1","33",".217",".379",".309",".322","87.7","21",37,8.2,30.8,"97.298027397","92.697509448",21.8,44.5,"27.4"
"Lindor, Francisco",596019,2023,29,602,687,153,87,33,2,31,137,66,19.9,9.6,".254",".470",".336","0.806","0.216",".277","98","4","31","1","108",".255",".457",".346",".340","91.2","19.2",35.8,10.4,43.9,"100.821281314","94.916417775",22.8,48,"28.1"
"Kemp, Tony",643393,2023,31,359,419,75,54,13,3,5,40,44,9.5,10.5,".209",".304",".303","0.607","0.095",".221","27","4","15","0","42",".241",".321",".297",".332","86.7","10",31.3,1.2,20.4,"94.699737436","91.482675737",14.5,46,"26.2"
"Tucker, Kyle",663656,2023,26,574,674,163,92,37,5,29,92,80,13.6,11.9,".284",".517",".369","0.886","0.233",".289","112","5","30","9","97",".292",".530",".386",".380","90.2","14.8",35.4,10.6,45.9,"100.798373008","94.831132546",18.5,47,"26.6"
"García Jr., Luis",671277,2023,23,447,482,119,88,18,4,9,60,27,12.4,5.6,".266",".385",".304","0.689","0.119",".286","50","4","9","1","61",".263",".404",".308",".304","88.3","4.6",31.9,5.8,36.5,"99.158102245","93.638514796",17.9,50.6,"27.2"
"Wiemer, Joey",686894,2023,24,367,410,75,43,19,0,13,116,36,28.3,8.8,".204",".362",".283","0.645","0.158",".258","42","4","11","0","48",".209",".370",".289",".287","89.3","10.5",28.9,9.1,39.1,"99.675385433","94.031570395",33.6,47.1,"28.9"
"Carpenter, Kerry",681481,2023,25,418,459,116,77,17,2,20,115,32,25.1,7,".278",".471",".340","0.811","0.193",".338","64","0","6","3","57",".258",".460",".336",".324","90.1","13.1",37.2,10.2,44,"99.813840795","94.326096744",27,52.4,"28.1"
"Wallner, Matt",670242,2023,25,213,254,53,27,11,1,14,80,28,31.5,11,".249",".507",".370","0.877","0.258",".328","41","1","2","1","42",".233",".517",".374",".357","91.9","21",32.3,18.8,48.1,"104.489305224","96.79268782",36.3,47.1,"28.0"
"Turang, Brice",668930,2023,23,404,448,88,70,9,3,6,94,38,21,8.5,".218",".300",".285","0.585","0.082",".268","34","4","26","1","46",".224",".321",".274",".293","85.5","12.6",34.3,2.9,27,"96.246595556","92.125077484",21.7,47.9,"29.4"
"Refsnyder, Rob",608701,2023,32,202,243,50,39,9,1,1,47,33,19.3,13.6,".248",".317",".365","0.682","0.069",".316","28","2","7","0","31",".261",".384",".342",".378","87.7","11.9",42,3.8,34.4,"98.411482208","93.313190455",23.1,40.1,"27.1"
"O'Neill, Tyler",641933,2023,28,238,266,55,32,14,0,9,67,28,25.2,10.5,".231",".403",".312","0.715","0.172",".284","21","0","5","0","27",".246",".445",".334",".326","89.2","15",29.2,12.3,43.3,"101.468190235","94.898490824",27.8,44.9,"28.5"
"Marte, Ketel",606466,2023,29,569,650,157,97,26,9,25,109,71,16.8,10.9,".276",".485",".358","0.843","0.209",".300","82","2","8","2","94",".266",".427",".342",".353","91.1","10.7",30.8,8,42.8,"101.585403319","95.10445528",20.5,45.5,"27.7"
"Schoop, Jonathan",570731,2023,31,136,151,29,21,8,0,0,37,13,24.5,8.6,".213",".272",".278","0.550","0.059",".287","7","0","0","0","15",".230",".328",".276",".295","89.4","11.2",32.7,4,38.6,"100.684305882","94.547389109",29.2,52.6,"26.9"
"Encarnacion-Strand, Christian",687952,2023,23,222,241,60,40,7,0,13,69,14,28.6,5.8,".270",".477",".328","0.805","0.207",".336","37","0","2","0","29",".270",".476",".346",".327","90.3","18.6",38.6,10.5,48.4,"101.855748701","95.359737582",29.4,52.7,"27.6"
"Arcia, Orlando",606115,2023,28,488,533,129,87,25,0,17,102,39,19.1,7.3,".264",".420",".321","0.741","0.156",".301","65","0","1","0","66",".247",".398",".307",".306","88.2","5.4",30.6,6.9,41.1,"99.189217927","93.735384508",24.3,46.2,"25.9"
"Hedges, Austin",595978,2023,30,185,212,34,28,5,0,1,47,11,22.2,5.2,".184",".227",".234","0.461","0.043",".236","16","0","1","0","14",".215",".289",".253",".271","87.2","15.4",29.1,0.7,31.1,"97.087257286","92.598786763",28,52.1,"24.5"
"Devers, Rafael",646240,2023,26,580,656,157,90,34,0,33,126,62,19.2,9.5,".271",".500",".351","0.851","0.229",".292","100","1","5","10","90",".282",".539",".380",".363","93.1","12.4",30,12.7,55.1,"104.483705833","97.182864659",26.1,52.6,"26.0"
"Palacios, Joshua",641943,2023,27,247,264,59,38,9,2,10,56,12,21.2,4.5,".239",".413",".279","0.692","0.174",".269","40","0","5","0","26",".259",".438",".318",".299","91.3","7.7",30.9,9.8,45.4,"101.193022979","95.127376383",26.7,52,"28.2"
"Bailey, Patrick",672275,2023,24,326,353,76,50,18,1,7,100,21,28.3,5.9,".233",".359",".285","0.644","0.126",".314","48","0","1","0","29",".249",".420",".313",".302","88.7","10.2",36.2,10,38.4,"99.385269825","93.890632907",26.2,46.5,"26.2"
"Vázquez, Christian",543877,2023,32,327,355,73,54,13,0,6,82,25,23.1,7,".223",".318",".280","0.598","0.095",".279","32","0","1","1","34",".223",".319",".265",".280","86.7","10",36,3.2,32.8,"96.86717918","92.517706337",26.2,48.7,"25.0"
"LeMahieu, DJ",518934,2023,34,497,562,121,81,22,3,15,125,60,22.2,10.7,".243",".390",".327","0.717","0.147",".295","44","2","2","2","55",".255",".393",".322",".339","89.6","3.8",31.6,5.9,43,"100.265359786","94.32212244",19.7,39.2,"25.7"
"Smith, Will",669257,2023,28,464,554,121,79,21,2,19,89,63,16.1,11.4,".261",".438",".359","0.797","0.177",".277","76","0","3","2","80",".258",".431",".350",".362","89.3","15.6",37.5,6.7,41.6,"99.645654456","94.001340492",19.5,45.7,"27.2"
"Kim, Ha-Seong",673490,2023,27,538,626,140,100,23,0,17,124,75,19.8,12,".260",".398",".351","0.749","0.138",".306","60","9","38","1","84",".245",".359",".313",".339","86.2","13.6",36.1,4.2,26.7,"96.561670433","92.283861587",17.8,38.9,"28.5"
"Nootbaar, Lars",663457,2023,25,426,503,111,73,23,1,14,99,72,19.7,14.3,".261",".418",".367","0.785","0.157",".307","46","1","11","2","74",".265",".436",".356",".372","89.1","7.2",30.8,8.8,37.8,"100.334219085","94.369985457",18.5,35.5,"27.8"
"Sabol, Blake",666165,2023,25,310,344,73,50,10,0,13,117,24,34,7,".235",".394",".301","0.695","0.159",".330","44","2","4","0","36",".199",".369",".280",".270","89.1","16.1",31,11.2,38.6,"100.063637128","94.216608032",35.6,52.3,"27.4"
"Santander, Anthony",623993,2023,28,591,656,152,82,41,1,28,152,55,23.2,8.4,".257",".472",".325","0.797","0.215",".299","95","1","5","1","81",".237",".426",".319",".309","90.6","20.2",33,10.2,46,"101.732013378","95.319994041",23.5,49,"26.7"
"Gurriel Jr., Lourdes",666971,2023,29,551,592,144,83,35,2,24,103,33,17.4,5.6,".261",".463",".309","0.772","0.202",".282","82","0","5","1","65",".264",".439",".324",".313","89.7","10.6",35.3,8.4,46,"99.859212133","94.368560668",18.7,49.1,"27.1"
"Outman, James",681546,2023,26,483,567,120,78,16,3,23,181,68,31.9,12,".248",".437",".353","0.790","0.189",".343","70","3","16","1","86",".228",".396",".325",".336","87.9","15.7",38.2,11.1,39.9,"99.962159145","94.027798454",36.6,46,"28.9"
"Rodríguez, Endy",682848,2023,23,186,204,41,29,7,2,3,49,17,24,8.3,".220",".328",".284","0.612","0.108",".281","13","0","0","0","27",".232",".375",".294",".295","89.1","16.5",35.5,5.1,36.2,"97.95644029","93.14479073",21.4,46.3,"27.8"
"Taylor, Tyrone",621438,2023,29,231,243,54,26,17,1,10,55,8,22.6,3.3,".234",".446",".267","0.713","0.212",".263","35","0","9","0","36",".246",".426",".304",".280","87.7","18.2",33.9,6.8,39.5,"99.373020909","93.756534489",24.9,51.9,"28.8"
"Turner, Trea",607208,2023,30,639,691,170,104,35,5,26,150,45,21.7,6.5,".266",".459",".320","0.779","0.193",".310","76","0","30","2","102",".266",".447",".330",".320","89.9","13",36.1,8.4,42.2,"100.292342286","94.550003245",29.6,53.1,"30.3"
"Díaz, Aledmys",649557,2023,32,315,344,72,47,20,1,4,66,17,19.2,4.9,".229",".337",".280","0.617","0.108",".273","24","0","1","2","25",".235",".327",".271",".288","87.8","11.3",27.6,2.8,33.5,"97.951582698","93.010438968",22.3,52.8,"26.0"
"Fairchild, Stuart",656413,2023,27,219,255,50,27,16,2,5,69,25,27.1,9.8,".228",".388",".321","0.709","0.160",".306","28","3","10","0","34",".231",".385",".314",".324","85.9","14.3",32.3,7.7,29.7,"97.468722267","92.766466376",33.9,51.1,"29.2"
"Blanco, Dairon",680118,2023,30,124,138,32,18,7,4,3,33,10,23.9,7.2,".258",".452",".324","0.776","0.194",".330","18","5","24","0","19",".243",".379",".304",".310","86.7","9.1",28,6.5,32.3,"99.0288","93.631459412",29.3,50.3,"30.3"
"Pratto, Nick",668472,2023,24,306,345,71,48,16,0,7,138,29,40,8.4,".232",".353",".307","0.660","0.121",".388","35","1","1","0","33",".209",".339",".278",".287","87.5","13.4",40.7,8.1,41.9,"99.593088023","93.891924767",35.3,43.1,"26.3"
"Taylor, Chris",621035,2023,32,338,384,80,49,15,1,15,125,41,32.6,10.7,".237",".420",".326","0.746","0.183",".327","56","3","16","2","51",".222",".400",".311",".312","86.2","21.5",38.8,9.8,37.4,"98.961485421","93.52875061",35.8,47.6,"28.3"
"Hampson, Garrett",641658,2023,28,221,252,61,45,12,1,3,67,23,26.6,9.1,".276",".380",".349","0.729","0.104",".379","23","0","5","0","30",".239",".329",".291",".318","86.6","11.8",37.1,3.1,28.3,"96.842874595","92.486054257",26.3,43.3,"29.8"
"Wynns, Austin",642851,2023,32,130,145,27,20,6,0,1,39,9,26.9,6.2,".208",".277",".268","0.545","0.069",".286","10","0","1","0","11",".183",".247",".224",".245","86.7","14.4",27.4,2.1,27.4,"95.852031111","91.950941444",27.8,48.2,"24.7"
"Meyers, Jake",676694,2023,27,309,341,70,43,16,1,10,88,26,25.8,7.6,".227",".382",".296","0.678","0.155",".283","33","2","5","0","42",".213",".357",".283",".285","86","13.9",34.7,6.3,27.9,"96.65184","92.333391091",27,48.3,"29.2"
"Tauchman, Mike",643565,2023,32,337,401,85,59,18,0,8,86,56,21.4,14,".252",".377",".362","0.739","0.125",".313","48","1","7","1","64",".263",".395",".341",".372","88.4","8.1",37.6,5.5,40,"99.326329764","93.849149016",24.5,41.8,"27.3"
"Rivas III, Alfonso",663845,2023,26,109,123,25,11,10,1,3,36,9,29.3,7.3,".229",".422",".303","0.725","0.193",".310","15","0","1","0","8",".217",".343",".282",".293","89.2","11.1",41.3,6.7,38.7,"99.241921351","93.848616164",27.4,42.7,"26.9"
"Cabrera, Oswaldo",665828,2023,24,298,330,63,47,11,0,5,72,25,21.8,7.6,".211",".299",".275","0.574","0.088",".260","29","0","8","1","35",".211",".309",".259",".275","87.8","13.4",27.7,3.5,32.5,"97.733755636","92.964070727",23.5,50.5,"27.8"
"Longoria, Evan",446334,2023,37,211,237,47,27,9,0,11,73,23,30.8,9.7,".223",".422",".295","0.717","0.199",".277","28","0","0","0","25",".230",".449",".324",".304","92.2","15.6",37.6,10.6,51.8,"102.131802113","95.858329716",29,42.8,"26.2"
"Grandal, Yasmani",518735,2023,34,363,405,85,63,14,0,8,86,36,21.2,8.9,".234",".339",".309","0.648","0.105",".284","33","0","0","1","33",".222",".332",".282",".300","87.9","10.8",32.3,4.7,34.4,"98.280329643","93.23662509",24.9,44.7,"22.8"
"Joe, Connor",656582,2023,30,413,472,102,56,31,4,11,110,50,23.3,10.6,".247",".421",".339","0.760","0.174",".311","42","5","3","0","63",".248",".404",".329",".340","88.9","16.7",37.2,8.2,41.8,"100.015548477","94.249815814",23.6,39.5,"27.1"
"Baddoo, Akil",668731,2023,24,312,357,68,43,13,1,11,89,42,24.9,11.8,".218",".372",".310","0.682","0.154",".268","34","3","14","2","40",".218",".371",".301",".312","88.1","10.8",26.5,6.2,36.8,"99.048422545","93.595535682",25.3,47,"29.0"
"Tapia, Raimel",606132,2023,29,148,169,35,27,4,1,3,40,17,23.7,10.1,".236",".338",".317","0.655","0.102",".302","13","2","10","0","28",".224",".338",".297",".311","85.4","1.6",31.8,6.4,34.5,"98.091692222","93.117951776",29,49.5,"28.7"
"Trejo, Alan",676701,2023,27,207,227,48,33,11,0,4,51,16,22.5,7,".232",".343",".288","0.631","0.111",".286","26","1","5","0","24",".233",".334",".276",".290","85.5","14.6",36.5,4.4,22.6,"94.830734557","91.440444522",21.9,50.6,"26.4"
"Acuña Jr., Ronald",660670,2023,25,643,735,217,137,35,4,41,84,80,11.4,10.9,".337",".596",".416","1.012","0.259",".338","106","14","73","3","149",".357",".660",".460",".435","94.7","7.4",33.6,15.3,55.2,"106.368689571","98.157029125",18.7,46.2,"28.0"
"Hernández, Enrique",571771,2023,31,465,508,110,76,23,0,11,97,34,19.1,6.7,".237",".357",".289","0.646","0.120",".273","61","1","4","1","57",".224",".337",".272",".280","87.8","17",31,4.5,33.7,"97.831208503","92.980265241",23.6,46.7,"26.9"
"Wisely, Brett",689172,2023,24,120,131,21,14,5,0,2,40,9,30.5,6.9,".175",".267",".231","0.498","0.092",".241","8","1","2","0","10",".181",".295",".238",".239","85.9","17.9",31.7,7.3,32.9,"97.293427179","92.707060519",31.6,51.8,"27.9"
"Walsh, Jared",665120,2023,29,104,116,13,5,4,0,4,45,11,38.8,9.5,".125",".279",".216","0.495","0.154",".164","11","0","0","0","10",".149",".255",".225",".237","86.1","18.4",27.1,6.8,32.2,"98.135964828","93.156894386",45.3,46.2,"26.2"
"Martinez, J.D.",502110,2023,35,432,479,117,55,27,2,33,149,34,31.1,7.1,".271",".572",".321","0.893","0.301",".324","103","0","1","1","61",".271",".553",".369",".324","93.4","16.9",41.1,17.1,55.1,"103.470071027","96.728137226",34.4,53,"26.1"
"Marcano, Tucupita",672779,2023,23,202,220,47,30,12,2,3,35,10,15.9,4.5,".233",".356",".276","0.632","0.123",".265","18","2","5","0","16",".248",".371",".292",".294","88.3","14.4",32,5.2,34.9,"97.898414815","93.051435926",15.6,51.8,"27.6"
"Clemens, Kody",665019,2023,27,139,148,32,21,7,0,4,40,8,27,5.4,".230",".367",".277","0.644","0.137",".295","13","0","0","0","15",".224",".347",".271",".271","90.4","15.2",29.3,6.1,40.4,"99.1065508","94.157477879",27.9,47.6,"27.5"
"Melendez, MJ",669004,2023,24,533,602,125,75,29,5,16,170,62,28.2,10.3,".235",".398",".316","0.714","0.163",".311","56","4","6","2","65",".235",".432",".325",".318","93.2","16.9",34.6,11.4,49.6,"101.434950217","95.609327411",34.4,47.9,"27.6"
"Espinal, Santiago",669289,2023,28,230,254,57,41,14,0,2,36,18,14.2,7.1,".248",".335",".310","0.645","0.087",".285","25","1","2","1","30",".256",".336",".293",".319","87","11.4",33,1,29.4,"96.258875464","92.131124845",17.6,44.3,"26.9"
"Kwan, Steven",680757,2023,25,638,718,171,123,36,7,5,75,70,10.4,9.7,".268",".370",".340","0.710","0.102",".294","54","3","21","2","93",".282",".358",".317",".353","86","10.7",37.7,1.1,18.8,"94.063409324","91.031738203",11.2,41.2,"28.1"
"Tatis Jr., Fernando",665487,2023,24,575,635,148,89,33,1,25,141,53,22.2,8.3,".257",".449",".322","0.771","0.192",".299","78","4","29","0","91",".281",".508",".364",".344","91.9","11",31.5,11,49.3,"102.94128633","96.024566651",30.5,54.1,"29.3"
"Canha, Mark",592192,2023,34,435,507,114,77,25,1,11,79,49,15.6,9.7,".262",".400",".355","0.755","0.138",".293","62","1","11","1","51",".248",".381",".323",".345","87.9","13.1",30.9,4.7,36.7,"98.959607624","93.632062936",18.3,41.6,"27.8"
"Fry, David",681807,2023,27,101,113,24,14,6,0,4,30,8,26.5,7.1,".238",".416",".319","0.735","0.178",".299","15","0","2","0","12",".243",".436",".331",".324","89.5","16.5",40.8,12.7,39.4,"99.124261667","93.797494507",27.9,56.6,"27.0"
"García, Adolis",666969,2023,30,555,632,136,68,29,0,39,175,65,27.7,10.3,".245",".508",".328","0.836","0.263",".280","107","1","9","0","108",".250",".526",".366",".334","92.1","15.7",36,16.1,49.7,"102.949539534","96.163808523",31.6,48.6,"27.3"
"Conforto, Michael",624424,2023,30,406,470,97,68,14,0,15,106,53,22.6,11.3,".239",".384",".334","0.718","0.145",".284","58","0","4","4","58",".245",".416",".330",".341","88.9","11.9",31.9,7.9,39.8,"100.09818404","94.217973543",24.9,45.3,"26.1"
"Yelich, Christian",592885,2023,31,550,632,153,99,34,1,19,140,78,22.2,12.3,".278",".447",".370","0.817","0.169",".342","76","3","28","7","106",".279",".454",".358",".372","91.7","3.5",30.4,9.2,50.1,"103.18368722","96.096251589",26.8,45,"28.1"
"Sánchez, Gary",596142,2023,30,240,267,52,24,9,0,19,67,21,25.1,7.9,".217",".492",".288","0.780","0.275",".212","47","0","0","0","33",".233",".502",".343",".305","90.1","16.5",27.4,15.4,44.6,"101.705364318","95.143946857",27.6,41.8,"24.9"
"Call, Alex",669743,2023,28,375,439,75,52,14,1,8,78,53,17.8,12.1,".200",".307",".307","0.614","0.107",".230","38","8","9","0","43",".210",".331",".293",".317","86.8","17",30.5,5.3,30.1,"97.369230205","92.725954777",18.6,40.3,"28.8"
"García, Avisaíl",541645,2023,32,108,118,20,13,3,1,3,39,6,33.1,5.1,".185",".315",".241","0.556","0.130",".258","12","0","2","1","8",".224",".404",".291",".278","90.4","10.2",27.5,11.6,49.3,"101.874794412","95.412467794",37.3,54.1,"28.3"
"Sosa, Lenyn",672820,2023,23,164,173,33,21,6,0,6,40,5,23.1,2.9,".201",".348",".224","0.572","0.147",".227","14","1","0","1","12",".250",".413",".290",".271","89.4","14.1",30.5,7.8,38.3,"98.778247581","93.561915041",24,53.2,"27.6"
"Remillard, Zach",621545,2023,29,147,160,37,29,7,0,1,48,8,30,5,".252",".320",".295","0.615","0.068",".367","18","3","4","1","16",".200",".244",".219",".246","85.7","11.9",23.3,1,20.4,"94.815706809","91.444496989",33.8,47.2,"28.4"
"Profar, Jurickson",595777,2023,30,459,521,111,73,27,2,9,90,50,17.3,9.6,".242",".368",".321","0.689","0.126",".279","46","0","1","0","55",".247",".349",".306",".329","86.5","14.8",37.7,4,31.8,"97.18982877","92.606877674",20,47.2,"25.6"
"Vargas, Miguel",678246,2023,23,256,304,50,24,15,4,7,61,38,20.1,12.5,".195",".367",".305","0.672","0.172",".224","32","2","3","1","36",".210",".353",".304",".321","86.8","16.6",32,6,31.5,"97.543796","92.819102111",22.3,44.4,"27.9"
"Calhoun, Kole",594777,2023,35,157,174,34,21,7,0,6,37,13,21.3,7.5,".217",".376",".282","0.658","0.159",".241","25","1","0","0","18",".235",".397",".303",".299","86.6","19.9",33.6,6.6,35.2,"97.942733279","92.974706803",22.9,48.2,"25.0"
"Mancini, Trey",641820,2023,31,235,263,55,39,12,0,4,78,21,29.7,8,".234",".336",".299","0.635","0.102",".327","28","0","0","1","31",".213",".329",".272",".283","88.9","12.3",32.5,3.8,40.6,"99.887541875","94.139181069",32.7,49.5,"25.4"
"Brown, Seth",664913,2023,30,343,378,76,42,19,1,14,101,30,26.7,7.9,".222",".405",".286","0.691","0.183",".270","52","1","3","1","33",".237",".451",".322",".301","90.5","16.4",32.7,12.2,46.5,"101.550084098","95.093750082",31.3,50.3,"27.3"
"Schmitt, Casey",669477,2023,24,253,277,52,32,15,0,5,65,13,23.5,4.7,".206",".324",".255","0.579","0.118",".253","30","1","2","0","28",".234",".359",".282",".283","88.1","15.1",32,6.7,34,"99.016028632","93.561277316",27.1,55,"28.0"
"Stanton, Giancarlo",519317,2023,33,371,415,71,34,13,0,24,124,41,29.9,9.9,".191",".420",".275","0.695","0.229",".210","60","0","0","3","43",".216",".458",".323",".299","93.3","12.5",27.4,15.7,48.4,"106.135021532","97.484200526",34.1,42.5,"24.4"
"Altuve, Jose",514888,2023,33,360,410,112,72,21,2,17,71,44,17.3,10.7,".311",".522",".393","0.915","0.211",".348","51","2","14","0","76",".245",".419",".331",".335","86","11.4",29.7,8.3,31.4,"97.888341268","92.956086549",18.7,45.1,"26.9"
"Albies, Ozzie",645277,2023,26,596,660,167,99,30,5,33,107,46,16.2,7,".280",".513",".336","0.849","0.233",".289","109","1","13","2","96",".266",".467",".340",".325","88.7","16.6",37.4,8.2,39,"98.667615565","93.481568303",20.6,54.6,"27.6"
"Jiménez, Eloy",650391,2023,26,456,489,124,83,23,0,18,93,30,19,6.1,".272",".441",".317","0.758","0.169",".305","64","0","0","2","50",".258",".426",".314",".305","90.9","5.7",26,9.3,46.8,"103.173051209","95.996060413",29.7,52,"26.5"
"DeJong, Paul",657557,2023,29,372,400,77,50,13,0,14,121,21,30.3,5.3,".207",".355",".258","0.613","0.148",".264","38","4","4","0","41",".219",".361",".278",".271","85.5","16.8",34.8,6.7,33.2,"97.657692047","92.870460632",35.4,53.2,"26.8"
"Peña, Jeremy",665161,2023,25,577,634,152,107,32,3,10,129,43,20.3,6.8,".263",".381",".324","0.705","0.118",".323","52","9","13","1","81",".265",".376",".310",".325","88","5.5",32.4,4,35.8,"99.143524796","93.690137489",28.4,53.2,"29.4"
"Muncy, Max",571970,2023,32,482,579,102,48,17,1,36,153,85,26.4,14.7,".212",".475",".333","0.808","0.263",".221","105","2","1","4","95",".235",".504",".364",".353","91.2","21.7",33.7,14.6,46.6,"101.315308623","95.11269018",29.6,39.3,"26.9"
"Witt Jr., Bobby",677951,2023,23,641,694,177,108,28,11,30,121,40,17.4,5.8,".276",".495",".319","0.814","0.219",".295","96","15","49","1","97",".294",".533",".369",".338","90.7","15.7",34.4,11.5,45.6,"102.080606768","95.411820457",22.8,50.5,"30.5"
"Perez, Salvador",521692,2023,33,538,580,137,93,21,0,23,135,19,23.3,3.3,".255",".422",".292","0.714","0.167",".294","80","0","0","6","59",".266",".460",".325",".306","90.1","15.6",38,8.8,44,"101.357412537","94.955683293",30.2,60.2,"24.3"
"Smith, Pavin",656976,2023,27,191,228,36,24,5,0,7,45,35,19.7,15.4,".188",".325",".317","0.642","0.137",".209","30","1","1","0","26",".225",".388",".328",".348","89.9","13.8",34.9,7.5,41.8,"99.896326164","94.182208207",20.1,40.4,"26.2"
"Dubón, Mauricio",643289,2023,28,467,492,130,91,26,3,10,70,19,14.2,3.9,".278",".411",".309","0.720","0.133",".308","46","2","7","0","76",".275",".389",".303",".306","87","9.5",37,4.5,29.5,"96.983512626","92.50482157",17.7,58.6,"28.1"
"Smith, Josh",669701,2023,25,195,232,36,21,8,1,6,55,25,23.7,10.8,".185",".328",".304","0.632","0.143",".222","15","0","1","0","29",".211",".390",".321",".329","88.5","12.5",30.8,10.5,36.4,"99.426100571","93.805422714",21.3,42.3,"28.5"
"Toglia, Michael",669911,2023,24,141,152,23,14,5,0,4,50,10,32.9,6.6,".163",".284",".224","0.508","0.121",".218","9","1","1","0","18",".203",".313",".255",".261","90.2","16.7",31.9,5.5,44,"101.117121957","94.904654725",38.8,49.8,"28.0"
