#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
346,Colton Gordon,HOU,3,3,0,35,5,56.2,7.63,2.47,1.44,0.29,72.60%,38.30%,4.31,4.45,0.3
347,Ryan Pressly,,3,3,0,52,0,52,8.21,3.12,0.99,0.302,72.90%,47.50%,3.88,3.89,0.3
348,Jason Foley,,2,2,0,42,0,42,7.93,2.79,0.91,0.305,72.70%,49.20%,3.74,3.72,0.3
349,John Schreiber,KCR,3,3,1,64,0,64,8.26,3.38,1.05,0.298,72.80%,42.00%,4.02,4.07,0.3
350,Clayton Beeter,WSN,3,3,6,62,0,62,10.04,4.54,1,0.289,74.80%,40.70%,3.78,3.98,0.3
351,Shawn Armstrong,,3,3,0,68,0,68,8.87,2.92,1.16,0.292,72.90%,38.00%,3.94,3.95,0.3
352,Nick Mears,MIL,3,3,0,60,0,60,9.74,3.42,1.17,0.291,74.10%,37.00%,3.89,3.91,0.3
353,Pierce Johnson,,3,3,0,62,0,62,9.79,3.61,1.14,0.292,74.50%,37.90%,3.87,3.92,0.3
354,Nate Pearson,HOU,4,5,0,48,8,85.2,8.43,4.02,1.38,0.292,71.50%,38.20%,4.69,4.73,0.3
355,Erik Miller,SFG,4,3,1,70,0,70,10.29,4.59,0.84,0.295,76.10%,45.40%,3.45,3.71,0.3
356,Tommy Nance,TOR,3,3,0,54,0,54,8.28,2.87,0.97,0.303,72.50%,49.00%,3.83,3.79,0.3
357,Ben Joyce,LAA,2,2,0,32,0,32,10.98,4.16,0.9,0.295,75.70%,44.00%,3.41,3.54,0.3
358,Josh Winckowski,,2,2,0,36,0,36,7.88,2.72,0.97,0.302,73.30%,49.10%,3.73,3.8,0.3
359,Jakob Junis,,3,3,0,66,0,66,8.03,2.38,1.19,0.296,72.30%,40.80%,4.02,3.99,0.3
360,Kirby Yates,,3,3,0,54,0,54,10.45,4.07,1.11,0.289,74.50%,36.70%,3.83,3.89,0.3
361,Caleb Ferguson,,3,3,0,60,0,60,8.67,3.61,0.89,0.3,73.50%,47.30%,3.73,3.87,0.3
362,Brad Keller,,3,3,0,68,0,68,8.06,3.34,0.98,0.303,73.00%,48.70%,3.92,4,0.3
363,Jonathan Bowlan,KCR,3,3,0,57,0,57,8.18,2.92,1.04,0.298,72.90%,44.50%,3.87,3.9,0.3
364,Eduard Bazardo,SEA,4,3,1,70,0,70,9.24,3.07,1.13,0.285,74.40%,40.00%,3.7,3.85,0.3
365,Sam Moll,CIN,3,3,0,60,0,60,8.82,3.96,1.13,0.298,73.80%,44.50%,4.09,4.29,0.3
366,JoJo Romero,STL,3,3,14,64,0,64,8.56,3.59,0.89,0.298,75.00%,48.00%,3.57,3.83,0.3
367,Justin Lawrence,PIT,3,3,1,61,0,61,8.84,4.15,0.87,0.304,73.00%,46.40%,3.92,3.99,0.3
368,Eric Lauer,TOR,3,4,0,43,5,64.2,8.36,2.78,1.46,0.288,73.70%,34.30%,4.27,4.41,0.3
369,Coleman Crow,MIL,1,1,0,20,2,27.1,9.2,2.89,1.1,0.294,73.70%,43.00%,3.74,3.76,0.3
370,Bowden Francis,TOR,2,2,0,30,3,44.2,8.6,2.55,1.46,0.288,72.70%,35.40%,4.27,4.33,0.3
371,Dennis Santana,PIT,3,3,30,68,0,68,8.41,3.28,1.05,0.297,72.60%,39.60%,4.01,4,0.3
372,Gage Jump,ATH,2,2,0,5,5,27.2,7.55,3.29,1.27,0.297,72.00%,42.50%,4.42,4.51,0.3
373,Jordan Hicks,BOS,3,3,0,58,0,58,8.48,3.63,0.89,0.311,72.20%,50.50%,3.98,3.92,0.3
374,DJ Herz,WSN,2,2,0,22,2,29,10.2,3.91,1.12,0.283,75.60%,36.60%,3.68,3.91,0.3
375,Justin Topa,MIN,3,3,12,63,0,63,7.63,3.07,0.94,0.307,71.80%,48.80%,4.02,3.95,0.3
376,Braydon Fisher,TOR,3,3,2,62,0,62,9.79,3.88,1.18,0.29,73.80%,38.20%,4.05,4.08,0.3
377,Eric Orze,MIN,3,3,3,62,0,62,8.67,4.02,1.06,0.296,72.90%,42.30%,4.12,4.21,0.3
378,Ian Hamilton,,2,2,0,49,0,49,9.23,4.04,0.97,0.297,74.10%,44.80%,3.82,3.95,0.3
379,Evan Phillips,,1,1,0,26,0,26,9.98,2.87,0.96,0.295,74.80%,42.00%,3.39,3.37,0.3
380,River Ryan,LAD,3,3,0,18,6,48.2,7.43,3.44,1.35,0.296,71.30%,43.80%,4.62,4.72,0.3
381,Jonathan Loáisiga,,2,2,0,46,0,46,7.93,3.06,0.9,0.301,73.20%,50.60%,3.71,3.81,0.3
382,Colin Selby,BAL,3,3,0,58,0,58,9.32,3.77,0.99,0.302,74.00%,46.90%,3.81,3.87,0.3
383,Kenley Jansen,,3,3,0,60,0,60,9.52,3.3,1.28,0.282,72.90%,29.90%,4.1,4.07,0.3
384,Brenan Hanifee,DET,3,3,2,64,0,64,6.76,2.51,0.91,0.305,71.90%,50.90%,3.89,3.9,0.3
385,Michel Otañez,TEX,3,3,0,57,0,57,10.55,4.71,0.96,0.293,74.80%,42.30%,3.76,3.92,0.3
386,Elmer Rodríguez,NYY,2,2,0,19,3,34.1,7.84,3.57,1.02,0.296,73.20%,50.00%,3.96,4.16,0.3
387,Keaton Winn,SFG,2,2,0,30,2,37,8.17,2.6,0.96,0.302,72.50%,48.50%,3.75,3.72,0.3
388,Tobias Myers,MIL,3,3,0,45,3,59.2,8.04,2.39,1.36,0.289,73.00%,37.30%,4.14,4.23,0.3
389,Bryan Hudson,CHW,2,3,0,52,0,52,8.54,3.78,1.09,0.291,74.60%,43.70%,3.87,4.19,0.3
390,Yariel Rodríguez,TOR,3,3,0,59,0,59,9.32,3.82,1.11,0.293,73.70%,41.20%,3.98,4.08,0.3
391,Josiah Gray,WSN,6,10,0,23,23,127,7.55,3.74,1.64,0.286,70.50%,34.40%,5.11,5.21,0.3
392,Luis García,,3,3,0,54,0,54,8.15,3.27,0.92,0.303,72.50%,49.00%,3.87,3.87,0.3
393,Victor Vodnik,COL,3,3,22,64,0,64,8.85,4.25,1.03,0.319,72.10%,48.30%,4.39,4.17,0.3
394,James McArthur,KCR,2,2,0,40,0,40,8.09,2.97,0.96,0.304,72.50%,47.10%,3.88,3.85,0.3
395,Brooks Raley,NYM,3,3,1,60,0,60,8.74,3.37,1.09,0.289,73.90%,39.80%,3.86,4.07,0.3
396,Ryan Bergert,KCR,4,4,0,32,8,68.1,7.49,3.53,1.27,0.295,70.80%,38.00%,4.64,4.61,0.3
397,George Klassen,LAA,2,3,0,27,3,42.1,8.56,3.73,1.17,0.295,72.90%,43.70%,4.18,4.3,0.3
398,Justin Hagenman,NYM,2,2,0,40,0,40,8.26,2.03,1.26,0.285,73.70%,38.40%,3.79,3.91,0.3
399,Joey Wentz,ATL,4,4,0,47,5,68,8.69,3.59,1.22,0.299,72.50%,39.20%,4.31,4.27,0.3
400,Jack Perkins,ATH,2,2,0,34,0,34,9.5,3.59,1.03,0.294,73.90%,42.80%,3.76,3.86,0.3
401,Brandon Eisert,CHW,3,3,0,60,0,60,8.49,3.41,1.17,0.292,74.20%,42.20%,3.96,4.2,0.3
402,Tanner McDougal,CHW,3,4,0,16,8,54.1,7.45,4.36,1.27,0.294,71.50%,44.00%,4.73,4.93,0.3
403,José Urquidy,,6,8,0,21,21,118.2,6.6,2.71,1.63,0.288,69.80%,34.90%,5.01,5.03,0.3
404,Mitch Farris,LAA,4,5,0,28,10,72.2,7.88,3.9,1.37,0.292,72.90%,39.60%,4.53,4.77,0.3
405,Scott Barlow,,3,3,0,62,0,62,9.34,4.48,1.03,0.295,73.10%,42.60%,4.11,4.19,0.3
406,Félix Bautista,BAL,1,1,0,14,0,14,12.67,3.9,0.87,0.29,77.40%,40.30%,3.02,2.98,0.2
407,Tink Hence,STL,3,3,0,27,5,49.2,7.85,3.37,1.16,0.293,72.40%,42.20%,4.2,4.3,0.2
408,Noah Schultz,CHW,1,2,0,5,5,27.2,7.25,3.96,1.17,0.295,72.30%,46.10%,4.42,4.7,0.2
409,Caden Dana,LAA,5,8,0,19,19,108.1,7.59,3.95,1.56,0.292,70.90%,38.60%,5.05,5.15,0.2
410,Anthony Bender,MIA,3,3,3,62,0,62,8.66,3.55,0.98,0.302,72.80%,45.60%,3.95,3.94,0.2
411,Gavin Stone,LAD,2,1,0,20,2,27,8.48,2.7,1.26,0.294,73.50%,42.80%,4,4.07,0.2
412,Carlos Estévez,KCR,3,3,31,65,0,65,8.4,3.36,1.24,0.29,72.30%,32.70%,4.28,4.3,0.2
413,Keegan Akin,BAL,3,3,3,66,0,66,9.31,3.33,1.23,0.293,75.30%,38.20%,3.88,4.05,0.2
414,Hoby Milner,,3,3,0,66,0,66,7.54,2.85,1.01,0.302,73.50%,47.40%,3.85,3.99,0.2
415,Calvin Faucher,MIA,3,3,17,64,0,64,8.93,3.72,0.99,0.302,72.80%,45.00%,3.99,3.96,0.2
416,Chase Silseth,LAA,3,3,1,60,0,60,8.85,3.69,1.12,0.297,73.30%,45.00%,4.03,4.14,0.2
417,Drey Jameson,ARI,3,3,1,58,0,58,8.93,3.37,0.96,0.305,72.80%,44.80%,3.87,3.77,0.2
418,Jimmy Herget,COL,3,4,2,76,0,76,7.99,2.9,1.42,0.305,70.20%,37.50%,4.77,4.52,0.2
419,Hayden Wesneski,HOU,2,2,0,17,3,32,8.64,2.76,1.35,0.296,72.50%,40.50%,4.23,4.21,0.2
420,Bailey Falter,KCR,4,4,0,53,5,74,7.07,2.79,1.34,0.295,71.20%,36.60%,4.52,4.51,0.2
421,Cooper Criswell,BOS,3,3,0,44,2,51,7.06,2.61,1.05,0.309,70.70%,49.20%,4.25,4.12,0.2
422,Yaramil Hiraldo,BAL,2,2,0,44,0,44,9.21,3.3,1.27,0.288,74.00%,37.40%,4,4.12,0.2
423,Brandon Williamson,CIN,3,3,0,43,3,58,8.32,2.97,1.46,0.294,73.10%,37.90%,4.41,4.51,0.2
424,Chris Murphy,CHW,3,3,0,52,2,59.1,8.2,4.09,1.1,0.294,73.70%,44.40%,4.12,4.42,0.2
425,Alex Lange,KCR,3,3,0,53,0,53,9.46,4.58,0.86,0.303,73.20%,46.80%,3.93,3.96,0.2
426,Jack Dreyer,LAD,3,2,1,53,0,53,8.73,3.53,1.29,0.287,74.50%,38.50%,4.07,4.32,0.2
427,Evan Sisk,PIT,3,3,0,58,0,58,8.2,3.9,0.84,0.304,73.50%,49.40%,3.8,3.95,0.2
428,Andrew Chafin,,2,2,0,44,0,44,9.58,4.24,1.01,0.295,74.80%,41.70%,3.82,3.99,0.2
429,Hunter Dobbins,BOS,2,3,0,29,3,44,7.01,2.87,1.19,0.301,71.10%,45.30%,4.39,4.38,0.2
430,Phil Maton,CHC,3,3,4,65,0,65,9.31,3.52,1.05,0.291,73.50%,42.50%,3.81,3.96,0.2
431,Javier Assad,CHC,4,4,0,57,5,78.2,7.72,3.17,1.16,0.296,72.40%,43.80%,4.18,4.28,0.2
432,Jaden Hill,COL,3,3,2,58,0,58,8.51,3.52,1.14,0.317,70.30%,46.30%,4.58,4.24,0.2
433,Josh Sborz,,2,2,0,46,0,46,9.22,3.56,1.12,0.293,73.50%,40.70%,3.95,3.99,0.2
434,Ryne Stanek,,3,3,0,56,0,56,9.51,4.09,1.2,0.286,74.10%,34.10%,4.08,4.22,0.2
435,Matt Svanson,STL,3,3,6,65,0,65,8.14,3.43,0.92,0.3,73.00%,47.80%,3.85,3.96,0.2
