#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
216,Justin Crawford,PHI,80,299,5,34,29,15,7.60%,20.80%,0.109,0.328,0.267,0.325,0.376,0.309,95,1,-0.7,1.1,1.1
217,Jacob Young,WSN,76,289,3,30,25,15,7.00%,18.50%,0.09,0.305,0.253,0.313,0.343,0.292,85,1.5,-3.5,4.1,1
218,Samuel Basallo,BAL,84,326,14,39,43,2,8.30%,24.30%,0.196,0.278,0.24,0.309,0.437,0.321,107,-0.4,2.4,-2.6,1
219,Cedric Mullins,TBR,99,408,12,45,45,16,9.00%,23.50%,0.155,0.272,0.227,0.301,0.382,0.299,90,0.5,-4.3,0.4,1
220,Jake Rogers,DET,49,190,6,20,21,1,8.10%,28.80%,0.16,0.269,0.211,0.281,0.371,0.285,81,-0.2,-4.5,4.3,1
221,Luisangel Acuña,CHW,88,352,5,36,34,18,6.10%,17.40%,0.106,0.301,0.258,0.307,0.364,0.295,87,1.3,-3.9,1.6,1
222,Nolan Gorman,STL,104,440,20,50,57,3,10.30%,32.20%,0.194,0.282,0.218,0.301,0.412,0.309,100,-1.5,-1.7,-3.4,1
223,Isaac Collins,KCR,86,341,7,40,35,11,12.30%,21.40%,0.142,0.301,0.245,0.346,0.387,0.325,105,0.3,2.3,-4.6,1
224,JJ Bleday,CIN,80,329,13,39,41,3,11.40%,22.30%,0.198,0.264,0.233,0.323,0.431,0.327,104,-0.6,1.1,-2.7,1
225,Tyler O'Neill,BAL,86,367,16,45,49,4,10.30%,28.70%,0.198,0.29,0.233,0.318,0.431,0.324,109,-0.2,3.7,-7,1
226,Zach McKinstry,DET,97,378,7,41,37,13,8.80%,21.70%,0.138,0.285,0.234,0.308,0.372,0.299,90,1.2,-3.2,-0.6,0.9
227,Victor Caratini,MIN,79,312,9,35,36,1,7.70%,18.00%,0.145,0.289,0.256,0.325,0.402,0.318,103,-1.1,0,-1.6,0.9
228,Nick Fortes,TBR,67,256,7,27,27,2,5.90%,18.20%,0.135,0.263,0.234,0.29,0.369,0.289,83,-0.1,-5.3,2.8,0.9
229,Davis Schneider,TOR,74,307,11,37,34,4,12.80%,28.50%,0.176,0.278,0.217,0.325,0.394,0.317,104,-0.4,1,-2.5,0.9
230,Brooks Baldwin,CHW,75,291,10,32,35,5,6.80%,22.90%,0.165,0.298,0.252,0.307,0.418,0.314,101,0.1,0.3,-1.4,0.9
231,Yoán Moncada,LAA,82,351,10,38,40,1,8.80%,27.80%,0.157,0.312,0.24,0.314,0.396,0.31,97,-0.8,-2,-1.2,0.9
232,Marcell Ozuna,PIT,107,453,19,55,59,1,12.20%,24.20%,0.192,0.287,0.244,0.339,0.436,0.337,114,-1.6,6.2,-12.5,0.9
233,Henry Davis,PIT,62,244,7,26,26,3,8.50%,26.10%,0.146,0.279,0.223,0.299,0.369,0.294,85,-0.3,-4.6,5.6,0.9
234,Tyler Stephenson,CIN,97,399,13,42,44,1,9.60%,27.80%,0.157,0.301,0.233,0.313,0.39,0.308,92,-0.8,-4.7,3.3,0.9
235,Adolis García,PHI,120,500,22,59,67,10,7.00%,26.10%,0.196,0.28,0.237,0.296,0.433,0.314,99,0.1,-0.4,-7.5,0.9
236,Chandler Simpson,TBR,88,353,2,38,30,32,6.00%,11.40%,0.073,0.316,0.283,0.327,0.356,0.301,91,2.8,-0.8,-2.8,0.9
237,Gabriel Arias,CLE,91,366,10,36,39,8,6.30%,30.90%,0.146,0.311,0.229,0.284,0.374,0.286,83,0.3,-7,3,0.9
238,Joey Bart,PIT,65,252,6,27,26,2,9.50%,27.70%,0.135,0.316,0.239,0.323,0.374,0.309,95,-0.7,-2.1,3.3,0.9
239,Austin Martin,MIN,72,297,3,34,25,10,11.20%,17.60%,0.099,0.309,0.257,0.348,0.356,0.315,101,0.4,0.7,-2.5,0.9
240,Trevor Larnach,MIN,93,393,13,46,45,4,10.20%,23.90%,0.168,0.3,0.248,0.329,0.415,0.325,107,-0.7,2.7,-7.9,0.9
241,Brady House,WSN,108,430,13,42,48,5,4.60%,26.60%,0.145,0.307,0.244,0.283,0.389,0.291,85,-0.2,-7.9,1.9,0.9
242,Nathan Lukes,TOR,61,253,5,30,26,3,8.30%,15.80%,0.134,0.308,0.272,0.336,0.406,0.324,108,-0.3,2.2,-2.7,0.8
243,Miguel Amaya,CHC,68,263,8,29,29,2,7.20%,20.40%,0.151,0.277,0.24,0.306,0.391,0.305,96,-0.6,-1.8,2.5,0.8
244,Marcelo Mayer,BOS,72,280,8,31,33,3,7.30%,22.70%,0.163,0.302,0.251,0.309,0.415,0.313,96,-0.1,-1.3,-0.3,0.8
245,Mike Yastrzemski,ATL,88,369,13,44,42,4,10.80%,23.70%,0.18,0.272,0.23,0.319,0.41,0.317,103,-0.3,0.8,-5.1,0.8
246,Christian Moore,LAA,81,307,9,34,32,6,9.00%,29.80%,0.148,0.309,0.23,0.304,0.378,0.299,89,0.1,-3.9,1.3,0.8
247,Logan O'Hoppe,LAA,95,379,16,41,47,2,6.90%,28.20%,0.179,0.281,0.23,0.289,0.409,0.302,92,-1.3,-5.1,5.6,0.8
248,Noelvi Marte,CIN,106,420,15,49,51,12,6.50%,22.00%,0.172,0.296,0.254,0.308,0.426,0.317,98,0.3,-0.7,-5.2,0.8
249,Kyle Higashioka,TEX,48,188,8,21,23,2,5.90%,24.50%,0.18,0.264,0.228,0.277,0.408,0.295,89,-0.6,-3,1.8,0.8
250,Romy Gonzalez,BOS,54,225,7,27,27,6,5.50%,24.50%,0.168,0.336,0.271,0.316,0.439,0.325,104,-0.1,1,-0.9,0.8
251,J.C. Escarra,NYY,36,143,3,15,15,1,9.20%,19.20%,0.136,0.273,0.236,0.313,0.371,0.302,94,-0.2,-1.2,1.2,0.8
252,Ramón Urías,STL,68,273,7,29,30,2,7.00%,21.60%,0.14,0.301,0.252,0.311,0.392,0.308,99,-0.5,-1,-0.2,0.8
253,Colt Emerson,SEA,63,254,5,27,24,4,9.20%,22.10%,0.117,0.289,0.234,0.313,0.351,0.294,94,-0.2,-2.1,1.2,0.8
254,José Caballero,NYY,70,278,5,32,25,26,10.00%,25.80%,0.114,0.293,0.223,0.313,0.337,0.292,87,1.7,-2.7,0.9,0.8
255,Lourdes Gurriel Jr.,ARI,90,384,12,45,50,6,5.80%,16.40%,0.166,0.293,0.268,0.316,0.434,0.324,106,-0.4,2.6,-7.7,0.8
256,Jordan Walker,STL,111,443,13,47,50,8,7.70%,25.90%,0.156,0.308,0.245,0.309,0.401,0.309,100,0,-0.2,-7.1,0.8
257,Amed Rosario,NYY,54,228,4,24,24,4,4.30%,18.50%,0.12,0.314,0.268,0.305,0.388,0.301,93,0.7,-1.1,0.8,0.8
258,Nasim Nuñez,WSN,64,259,4,28,21,20,10.10%,22.90%,0.094,0.294,0.232,0.314,0.326,0.288,83,1.4,-3.9,2.7,0.8
259,Dalton Rushing,LAD,43,172,6,21,20,1,10.20%,28.00%,0.168,0.285,0.225,0.314,0.393,0.311,99,-0.2,-0.5,3.2,0.7
260,Wenceel Pérez,DET,92,384,10,41,41,8,8.20%,22.10%,0.153,0.288,0.24,0.307,0.393,0.306,95,0.6,-1.7,-4.2,0.7
261,Cam Smith,HOU,88,355,9,39,38,5,8.60%,25.70%,0.146,0.31,0.243,0.315,0.389,0.309,98,0.1,-0.8,-4.1,0.7
262,Edouard Julien,COL,83,322,9,39,33,4,13.00%,28.70%,0.149,0.328,0.241,0.345,0.39,0.325,95,-0.5,-2.5,-1.1,0.7
263,Josh Lowe,LAA,101,421,13,47,47,17,8.00%,27.00%,0.164,0.311,0.244,0.307,0.408,0.31,97,1.1,-0.5,-7,0.7
264,Hunter Feduccia,TBR,55,218,4,21,19,1,11.50%,27.10%,0.115,0.285,0.213,0.307,0.328,0.285,80,-0.4,-5.5,4.3,0.7
265,Christopher Morel,MIA,75,318,13,37,40,6,9.60%,29.20%,0.193,0.286,0.227,0.307,0.42,0.316,100,0.3,0.4,-4,0.7
266,Luis Campusano,SDP,56,219,7,25,25,1,9.40%,20.00%,0.16,0.281,0.246,0.322,0.406,0.319,108,-0.2,1.8,0.8,0.7
267,Sung-Mun Song,SDP,70,282,6,30,29,6,7.20%,16.00%,0.12,0.277,0.247,0.304,0.367,0.293,90,0,-3.3,0.8,0.7
268,Thomas Saggese,STL,60,246,5,24,25,3,6.10%,24.50%,0.129,0.315,0.249,0.302,0.378,0.298,92,-0.1,-2.5,1.2,0.7
269,Vaughn Grissom,LAA,53,214,4,22,21,3,8.00%,20.00%,0.123,0.297,0.249,0.316,0.372,0.304,93,0,-1.8,1.3,0.7
270,Lane Thomas,KCR,95,412,13,50,46,14,8.10%,25.50%,0.163,0.294,0.237,0.307,0.4,0.308,94,0.4,-2.6,-4.9,0.7
271,José Fermín,STL,45,182,3,21,18,6,11.50%,13.00%,0.124,0.27,0.247,0.345,0.372,0.32,107,0.1,1.5,-1,0.7
272,Spencer Steer,CIN,97,408,14,47,48,7,10.00%,21.30%,0.174,0.274,0.237,0.321,0.411,0.32,100,-0.4,-0.3,-6.9,0.7
273,Giancarlo Stanton,NYY,82,347,21,45,53,1,9.30%,30.60%,0.241,0.271,0.23,0.304,0.471,0.33,113,-1.3,4,-9.6,0.7
274,Andrew Vaughn,MIL,118,495,18,55,61,1,7.30%,20.40%,0.173,0.28,0.248,0.309,0.421,0.317,104,-1.7,0.4,-10.6,0.6
275,Tyler Freeman,COL,70,302,5,37,28,12,7.80%,13.20%,0.122,0.307,0.277,0.351,0.399,0.331,99,0.4,0,-3.8,0.6
276,Alek Thomas,ARI,70,269,7,30,30,5,5.60%,23.50%,0.145,0.301,0.246,0.293,0.391,0.297,88,0.9,-2.8,0,0.6
277,Dominic Canzone,SEA,82,332,13,37,41,3,7.70%,23.20%,0.18,0.287,0.247,0.308,0.426,0.317,109,-0.6,3,-8.2,0.6
278,Keibert Ruiz,WSN,78,322,9,33,36,2,5.00%,11.60%,0.145,0.263,0.255,0.298,0.4,0.303,93,-0.9,-3.5,5.1,0.6
279,Jorge Soler,LAA,106,435,19,50,54,1,10.30%,27.20%,0.199,0.273,0.227,0.314,0.426,0.322,105,-1.6,1,-9.9,0.6
280,Joe Mack,MIA,55,225,7,23,24,2,7.40%,27.50%,0.149,0.275,0.218,0.282,0.366,0.284,79,-0.1,-5.8,4.4,0.6
281,Harry Ford,WSN,47,194,4,21,18,3,11.70%,23.00%,0.13,0.284,0.229,0.33,0.359,0.308,97,-0.1,-0.8,0.5,0.6
282,Max Muncy,ATH,62,241,7,26,27,2,6.10%,26.80%,0.152,0.303,0.239,0.295,0.391,0.299,88,-0.2,-3.7,1.3,0.6
283,Drew Millas,WSN,36,143,3,14,14,3,8.10%,16.90%,0.12,0.281,0.245,0.31,0.365,0.296,88,0.1,-2,2.6,0.6
284,Austin Hedges,CLE,29,110,3,10,10,2,7.60%,27.10%,0.118,0.247,0.195,0.264,0.314,0.257,63,-0.1,-5,2.6,0.6
285,Jake McCarthy,COL,72,319,6,40,30,12,7.00%,16.70%,0.137,0.311,0.271,0.332,0.408,0.323,93,1.2,-1.5,-3.5,0.6
286,Jake Fraley,TBR,81,331,9,35,35,10,9.20%,20.70%,0.142,0.293,0.248,0.323,0.39,0.313,100,0,-0.2,-5.5,0.6
287,Owen Caissie,MIA,77,289,10,34,33,4,9.80%,30.30%,0.172,0.32,0.238,0.317,0.41,0.317,101,-0.1,0.4,-4.4,0.6
288,Javier Sanoja,MIA,50,195,3,21,20,5,6.20%,11.00%,0.13,0.281,0.263,0.313,0.394,0.308,95,0.1,-1,0.2,0.6
289,Matt Shaw,CHC,57,220,7,27,25,8,9.40%,19.40%,0.164,0.276,0.244,0.321,0.407,0.318,106,0.4,1.9,-3.6,0.6
290,Victor Robles,SEA,67,267,4,29,25,13,6.80%,21.70%,0.112,0.303,0.245,0.31,0.357,0.295,94,0.6,-1.1,-2.6,0.6
291,Cody Freeman,TEX,46,186,5,21,21,2,6.00%,14.90%,0.143,0.272,0.252,0.3,0.395,0.302,94,-0.1,-1.5,0.5,0.6
292,George Valera,CLE,68,307,12,38,34,2,10.30%,27.70%,0.178,0.283,0.227,0.31,0.404,0.312,101,-0.4,-0.1,-5.1,0.5
293,Casey Schmitt,SFG,52,211,6,22,23,1,6.80%,23.00%,0.151,0.287,0.24,0.299,0.391,0.3,94,-0.3,-1.9,0.2,0.5
294,Blaze Alexander,BAL,57,227,6,24,23,4,8.60%,30.20%,0.135,0.313,0.227,0.307,0.362,0.297,90,-0.1,-2.7,0.1,0.5
295,Liam Hicks,MIA,59,237,4,24,22,1,11.20%,16.20%,0.109,0.285,0.247,0.344,0.355,0.314,99,-0.5,-0.7,-2.1,0.5
296,Carson Williams,TBR,80,314,11,33,33,9,8.30%,35.20%,0.162,0.276,0.198,0.27,0.36,0.276,74,0.1,-9.6,4,0.5
297,Jeremiah Jackson,BAL,50,211,7,24,24,4,5.00%,22.60%,0.16,0.29,0.246,0.287,0.406,0.3,92,-0.1,-2,-0.1,0.5
298,Denzel Clarke,ATH,80,304,6,34,29,10,7.50%,32.60%,0.136,0.326,0.226,0.294,0.361,0.289,81,0.7,-6.2,0.9,0.5
299,Yohel Pozo,STL,42,166,5,18,20,1,3.50%,12.90%,0.156,0.28,0.267,0.295,0.423,0.309,99,-0.3,-0.5,-0.3,0.5
300,Graham Pauley,MIA,56,221,6,24,24,3,8.80%,19.90%,0.155,0.273,0.238,0.31,0.393,0.308,95,-0.2,-1.5,-0.7,0.5
301,Michael Massey,KCR,56,231,7,25,27,2,4.90%,17.80%,0.151,0.285,0.254,0.296,0.405,0.303,90,-0.2,-2.8,-0.1,0.5
302,Gavin Sheets,SDP,96,394,13,43,46,2,8.30%,20.60%,0.161,0.28,0.244,0.311,0.405,0.311,103,-1.1,0.1,-8.2,0.5
303,Darell Hernaiz,ATH,36,144,2,15,14,3,7.90%,14.40%,0.109,0.298,0.264,0.326,0.373,0.308,94,-0.1,-1.1,1.2,0.5
304,Jesse Winker,,56,239,6,28,26,4,13.50%,22.10%,0.154,0.297,0.244,0.356,0.398,0.333,114,-1,2.8,-5.9,0.5
305,David Hamilton,MIL,45,181,5,21,18,15,8.80%,25.40%,0.141,0.27,0.217,0.29,0.358,0.286,82,1.4,-2.4,1.4,0.5
306,Rafael Marchán,PHI,36,143,3,15,14,1,8.70%,17.80%,0.125,0.268,0.234,0.309,0.36,0.296,87,-0.3,-2.5,3.2,0.5
307,Ezequiel Duran,TEX,60,240,6,26,25,7,5.00%,23.60%,0.136,0.306,0.248,0.292,0.383,0.294,89,-0.1,-3.4,0,0.5
308,Andrew Benintendi,CHW,105,441,13,48,50,3,8.70%,17.60%,0.153,0.282,0.253,0.321,0.406,0.316,102,-0.9,0.3,-10.6,0.5
309,Mauricio Dubón,ATL,75,288,5,31,30,3,5.00%,12.70%,0.112,0.287,0.263,0.302,0.375,0.296,88,-0.2,-4.4,-0.3,0.5
310,Edmundo Sosa,PHI,55,222,6,24,25,2,4.20%,22.70%,0.152,0.299,0.25,0.292,0.402,0.3,90,0.2,-2.5,0,0.5
311,Luis Matos,SFG,42,170,6,19,20,3,6.10%,13.90%,0.168,0.263,0.252,0.304,0.42,0.313,102,0,0.4,-1.3,0.5
312,Miguel Andujar,SDP,67,271,7,30,32,1,5.80%,15.50%,0.144,0.304,0.276,0.321,0.42,0.321,109,-0.5,2.3,-6.6,0.5
313,Leo Rivas,SEA,35,139,2,15,11,5,14.40%,25.70%,0.091,0.289,0.214,0.334,0.305,0.294,94,0.2,-0.9,0.8,0.5
314,Paul Goldschmidt,NYY,82,356,11,42,41,4,8.50%,22.60%,0.154,0.306,0.255,0.321,0.409,0.316,104,-0.9,0.7,-8.2,0.5
315,Carson Benge,NYM,69,261,6,30,26,6,9.40%,22.30%,0.135,0.287,0.235,0.314,0.371,0.302,95,0.2,-1.2,-2.8,0.5
316,Kyle Karros,COL,46,187,4,20,19,2,8.70%,22.70%,0.131,0.33,0.263,0.334,0.394,0.319,90,-0.3,-2.4,0.8,0.5
317,Blake Perkins,MIL,57,230,4,24,21,8,10.50%,26.90%,0.121,0.297,0.224,0.309,0.345,0.292,86,0.4,-3.4,0.4,0.5
318,Edgar Quero,CHW,94,365,9,40,38,2,9.10%,18.10%,0.13,0.299,0.259,0.333,0.389,0.318,104,-0.9,0.6,-4.2,0.5
319,Angel Martínez,CLE,48,201,5,22,20,3,6.30%,20.70%,0.139,0.281,0.239,0.293,0.377,0.293,87,0.2,-2.8,0.4,0.5
320,Rhys Hoskins,CLE,87,364,15,42,44,2,10.70%,27.50%,0.186,0.276,0.224,0.316,0.41,0.317,104,-1.2,0.5,-8.5,0.5
321,Pavin Smith,ARI,86,363,10,42,41,3,12.50%,25.60%,0.154,0.301,0.237,0.334,0.391,0.319,103,-1,0.4,-8.1,0.5
322,Luke Raley,SEA,70,288,10,32,33,4,7.30%,30.40%,0.167,0.293,0.223,0.303,0.39,0.305,101,-0.4,-0.1,-5.5,0.4
323,Rob Refsnyder,SEA,46,198,6,23,22,2,10.30%,27.20%,0.161,0.308,0.24,0.326,0.4,0.318,110,-0.3,2,-4.5,0.4
324,Lenyn Sosa,CHW,82,342,12,36,42,2,4.20%,22.20%,0.163,0.293,0.253,0.288,0.416,0.303,93,-0.4,-3.2,-4.3,0.4
325,Javier Báez,DET,67,259,7,26,28,4,3.90%,23.30%,0.138,0.287,0.238,0.276,0.376,0.282,79,0.3,-6.2,1.6,0.4
326,Matt Vierling,DET,53,230,5,25,23,3,8.00%,23.50%,0.13,0.301,0.242,0.309,0.372,0.299,91,0,-2.5,-1.1,0.4
327,Tyler Heineman,TOR,25,99,2,10,9,1,8.70%,22.00%,0.105,0.279,0.225,0.305,0.331,0.285,81,-0.2,-2.4,2.1,0.4
328,Colby Thomas,ATH,53,219,8,25,27,3,5.70%,29.90%,0.183,0.309,0.239,0.291,0.422,0.308,94,-0.1,-1.7,-1.6,0.4
329,Johan Rojas,PHI,49,190,3,21,18,10,5.70%,21.00%,0.11,0.302,0.247,0.295,0.357,0.286,80,1,-3.5,1.4,0.4
330,Nathan Church,STL,42,165,3,17,17,4,6.60%,14.70%,0.116,0.289,0.259,0.315,0.375,0.303,95,0,-1,-0.3,0.4
331,Miguel Rojas,LAD,34,134,3,15,14,2,6.30%,13.80%,0.119,0.282,0.257,0.309,0.376,0.3,92,-0.1,-1.4,1.2,0.4
332,Juan Brito,CLE,33,135,3,15,13,2,10.60%,20.00%,0.136,0.271,0.23,0.318,0.366,0.302,94,-0.1,-1,0.6,0.4
333,Moisés Ballesteros,CHC,68,263,7,30,30,1,8.20%,17.30%,0.142,0.302,0.266,0.33,0.408,0.321,107,-0.5,1.9,-6.5,0.4
334,Justyn-Henry Malloy,TBR,50,215,5,24,20,2,13.30%,29.10%,0.138,0.311,0.226,0.339,0.365,0.315,101,-0.3,0,-3.3,0.4
335,José Tena,WSN,48,193,4,19,19,6,7.10%,24.80%,0.122,0.317,0.247,0.304,0.369,0.296,88,0,-2.7,0.3,0.4
336,Leo Jiménez,TOR,30,120,3,13,12,1,8.30%,21.80%,0.124,0.286,0.235,0.318,0.359,0.302,93,-0.2,-1.2,1.1,0.4
337,Ryan Ritter,COL,44,171,4,19,18,3,7.40%,25.50%,0.147,0.316,0.247,0.313,0.394,0.309,84,0,-3.3,1.5,0.4
338,Coby Mayo,BAL,37,140,5,17,17,1,9.10%,27.20%,0.187,0.286,0.231,0.309,0.418,0.316,104,0,0.6,-1.5,0.4
339,Alex Call,LAD,35,146,4,17,15,2,11.80%,19.70%,0.14,0.277,0.237,0.335,0.377,0.317,103,-0.2,0.4,-1.4,0.4
340,Jake Mangum,PIT,60,246,3,25,24,9,4.90%,17.30%,0.098,0.329,0.278,0.318,0.376,0.304,92,0.3,-2,-2.5,0.4
341,Ben Williamson,TBR,52,201,2,20,18,4,7.10%,20.80%,0.098,0.321,0.259,0.317,0.357,0.297,89,-0.1,-2.8,-0.4,0.4
342,Travis Bazzana,CLE,44,179,4,18,16,3,11.00%,28.10%,0.123,0.29,0.215,0.308,0.338,0.29,85,-0.1,-3.2,0.7,0.4
343,Jordan Beck,COL,104,441,13,51,51,14,8.00%,27.60%,0.165,0.322,0.249,0.313,0.415,0.316,88,0.4,-5.8,-5.3,0.4
344,Connor Wong,BOS,57,230,5,24,24,4,6.90%,24.80%,0.132,0.304,0.241,0.301,0.373,0.295,84,-0.3,-4.7,3.4,0.4
345,Esteury Ruiz,MIA,30,126,3,15,12,10,8.30%,22.70%,0.135,0.302,0.244,0.318,0.378,0.307,95,0.7,-0.1,-0.5,0.4
346,Christian Vázquez,,29,112,2,11,11,1,6.20%,20.50%,0.111,0.268,0.227,0.28,0.338,0.273,72,-0.4,-4,2.4,0.4
347,Johnathan Rodríguez,CLE,39,159,5,18,18,1,8.80%,28.80%,0.168,0.32,0.246,0.316,0.413,0.317,104,-0.2,0.6,-2.5,0.4
348,James McCann,ARI,41,161,5,17,18,1,5.50%,25.40%,0.146,0.3,0.242,0.291,0.387,0.295,87,-0.5,-3,2.6,0.4
349,CJ Kayfus,CLE,45,179,5,20,20,2,9.00%,27.20%,0.166,0.305,0.237,0.313,0.404,0.313,102,-0.1,0.3,-3,0.4
350,Triston Casas,BOS,35,147,6,18,19,1,12.40%,25.50%,0.201,0.29,0.241,0.34,0.442,0.337,113,-0.4,1.8,-3.3,0.4
351,Mickey Moniak,COL,93,394,17,48,55,7,5.00%,24.80%,0.206,0.305,0.258,0.3,0.464,0.326,95,-0.3,-2.6,-7,0.4
352,Leody Taveras,BAL,30,119,3,13,13,5,7.30%,20.90%,0.142,0.288,0.245,0.301,0.387,0.3,93,0.3,-0.8,0.1,0.4
353,Alan Roden,MIN,37,149,3,17,15,2,9.00%,18.90%,0.134,0.3,0.255,0.334,0.389,0.319,103,-0.1,0.5,-2.2,0.4
354,César Salazar,HOU,35,143,3,14,13,1,9.10%,21.80%,0.113,0.249,0.205,0.295,0.318,0.276,76,-0.2,-4.3,2.1,0.4
355,Austin Wynns,ATH,27,107,3,11,11,1,6.80%,28.10%,0.14,0.299,0.231,0.289,0.37,0.289,81,-0.2,-2.6,2.8,0.4
356,Luis Urías,,30,119,3,13,12,1,9.90%,18.90%,0.139,0.266,0.233,0.323,0.372,0.309,97,-0.2,-0.6,0,0.3
357,Jimmy Crooks,STL,30,120,3,12,12,0,6.90%,26.20%,0.131,0.302,0.236,0.294,0.366,0.289,86,-0.2,-2.2,2,0.3
358,Zack Gelof,ATH,36,143,5,16,16,4,8.40%,32.20%,0.165,0.3,0.222,0.291,0.387,0.296,86,0.3,-2.1,0.5,0.3
359,Sam Haggerty,TEX,44,188,3,22,17,9,8.30%,21.90%,0.122,0.311,0.25,0.319,0.373,0.304,95,0.6,-0.4,-2.8,0.3
360,Jake Bauers,MIL,68,278,10,32,32,7,12.10%,30.30%,0.176,0.28,0.214,0.315,0.39,0.31,99,-0.4,-0.9,-5.1,0.3
361,Ryan Waldschmidt,ARI,31,125,3,14,13,3,11.30%,22.30%,0.131,0.307,0.247,0.341,0.378,0.32,103,0,0.5,-1.4,0.3
362,Gary Sánchez,MIL,36,148,7,17,19,0,8.10%,27.50%,0.191,0.26,0.218,0.295,0.409,0.307,96,-0.4,-1,0.4,0.3
363,Kody Clemens,MIN,50,207,8,24,26,2,7.10%,24.10%,0.191,0.269,0.232,0.293,0.423,0.309,96,0,-0.9,-3,0.3
364,James Outman,MIN,42,169,6,19,18,3,10.10%,33.90%,0.168,0.3,0.213,0.302,0.38,0.299,90,0.1,-1.9,-0.8,0.3
365,Travis d'Arnaud,LAA,43,173,6,17,19,1,6.30%,28.50%,0.156,0.274,0.216,0.274,0.372,0.282,78,-0.5,-5.1,2.6,0.3
366,Jasson Domínguez,NYY,25,101,3,12,12,4,9.70%,25.00%,0.157,0.312,0.251,0.327,0.408,0.321,107,0.2,1,-1.4,0.3
367,Jonny DeLuca,TBR,59,242,7,26,26,8,7.30%,21.60%,0.156,0.268,0.229,0.293,0.384,0.295,87,0.3,-3.4,-1.8,0.3
368,Taylor Walls,TBR,59,235,4,23,21,10,10.40%,24.20%,0.113,0.27,0.211,0.296,0.325,0.278,75,0.6,-6.2,1.1,0.3
369,Ronny Mauricio,NYM,34,138,5,16,16,3,6.80%,24.10%,0.164,0.294,0.246,0.302,0.41,0.306,98,0.1,-0.2,-1.4,0.3
370,Austin Hays,CHW,89,362,11,38,42,4,6.70%,25.10%,0.163,0.297,0.241,0.298,0.404,0.304,93,-0.3,-3.1,-6.4,0.3
371,Masataka Yoshida,BOS,40,169,5,20,20,1,6.70%,13.90%,0.151,0.302,0.279,0.337,0.43,0.334,110,-0.4,1.7,-4.6,0.3
372,Braxton Fulford,COL,46,181,5,20,20,2,7.40%,26.90%,0.161,0.308,0.24,0.308,0.401,0.309,84,-0.1,-3.5,3.2,0.3
373,Nick Allen,HOU,35,133,1,13,11,3,8.00%,19.80%,0.087,0.287,0.235,0.3,0.322,0.278,77,0.1,-3.6,1.9,0.3
374,Hyeseong Kim,LAD,30,114,2,13,11,5,5.90%,19.90%,0.097,0.317,0.262,0.31,0.359,0.294,88,0.3,-1.3,0.4,0.3
375,Andrew Knizner,SEA,26,100,2,10,9,1,7.40%,22.70%,0.115,0.268,0.219,0.289,0.334,0.277,82,-0.1,-2.2,1.7,0.3
376,Brett Harris,ATH,36,143,3,16,14,2,9.20%,21.70%,0.132,0.28,0.233,0.314,0.365,0.301,89,-0.2,-2,-0.1,0.3
377,Orlando Arcia,MIN,31,121,3,12,13,1,7.10%,20.90%,0.138,0.272,0.233,0.291,0.371,0.289,83,-0.1,-2.6,1.2,0.3
378,Jett Williams,MIL,31,125,2,13,12,4,10.20%,26.50%,0.13,0.284,0.216,0.303,0.347,0.289,84,0.1,-2.2,0.8,0.3
379,Zach Cole,HOU,76,295,10,32,33,7,8.40%,37.60%,0.17,0.32,0.213,0.287,0.383,0.291,86,0,-4.9,-2.5,0.3
380,Richie Palacios,TBR,44,183,3,19,17,5,11.10%,20.10%,0.118,0.283,0.234,0.327,0.352,0.303,92,0.2,-1.5,-2.1,0.3
381,Tyrone Taylor,NYM,56,224,5,24,24,6,5.40%,22.60%,0.143,0.281,0.233,0.286,0.376,0.288,86,0.6,-3.1,-1.7,0.3
382,Starling Marte,KCR,47,197,5,23,22,5,6.30%,21.00%,0.135,0.326,0.271,0.327,0.405,0.32,102,0,0.4,-4.5,0.3
383,Oswaldo Cabrera,NYY,39,152,4,17,17,2,8.00%,20.20%,0.147,0.281,0.243,0.309,0.39,0.306,96,-0.1,-0.7,-1.8,0.3
384,Kristian Campbell,BOS,23,93,2,10,10,1,9.90%,25.60%,0.139,0.322,0.249,0.334,0.388,0.319,100,-0.1,0,-0.5,0.3
385,Robert Hassell III,WSN,50,196,4,19,19,4,7.30%,23.50%,0.114,0.304,0.243,0.302,0.357,0.29,84,0.1,-3.6,-0.3,0.3
386,Nick Yorke,PIT,32,128,2,13,13,3,7.10%,21.70%,0.116,0.314,0.255,0.311,0.371,0.3,89,0,-1.7,0,0.3
387,Andrés Chaparro,WSN,55,237,9,26,29,1,8.50%,24.00%,0.175,0.279,0.236,0.307,0.411,0.312,99,-0.4,-0.7,-4.6,0.3
388,Dane Myers,CIN,45,181,5,19,19,6,7.20%,25.70%,0.131,0.31,0.244,0.306,0.375,0.299,86,0.2,-2.9,-0.6,0.3
389,Andy Ibáñez,ATH,40,171,4,19,17,2,6.90%,20.10%,0.129,0.293,0.247,0.306,0.376,0.299,88,-0.4,-2.9,-0.4,0.3
390,Isiah Kiner-Falefa,BOS,39,155,2,16,14,4,4.80%,16.60%,0.09,0.303,0.259,0.302,0.349,0.286,78,0.4,-3.6,0.9,0.3
