#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
299,Jake Irvin,WSN,5,7,0,23,17,100.2,6.73,2.98,1.49,0.284,68.10%,,4.88,4.9,0.4
300,Erik Miller,SFG,3,3,3,59,0,59,9.67,4.77,0.8,0.29,75.50%,,3.56,3.87,0.4
301,Yimi García,TOR,2,2,5,52,0,53.2,9.87,3.26,1.12,0.282,72.30%,,3.79,3.79,0.4
302,Justin Wilson,,2,2,0,42,0,40.2,9.67,3.29,1.04,0.299,73.40%,,3.77,3.7,0.4
303,Brad Keller,PHI,4,4,4,57,0,65.1,8.33,3.33,1,0.287,73.10%,,3.8,3.99,0.4
304,José Urquidy,PIT,4,5,0,25,14,87,6.87,2.98,1.37,0.29,67.20%,,4.87,4.68,0.3
305,Angel Zerpa,MIL,3,3,0,57,0,59.1,8.3,3,0.94,0.296,73.10%,,3.72,3.78,0.3
306,Matt Gage,SFG,2,2,0,51,0,53.1,7.74,3,0.93,0.299,71.50%,,3.95,3.88,0.3
307,Luke Weaver,NYM,4,4,5,60,0,67.1,9.67,2.84,1.29,0.287,72.60%,,3.92,3.9,0.3
308,Alek Manoah,LAA,4,6,0,18,18,99.2,7.64,4.04,1.44,0.283,70.20%,,4.82,5.1,0.3
309,Taylor Rogers,MIN,2,3,14,57,0,57.1,9.22,3.71,1.07,0.294,72.10%,,4.03,4.04,0.3
310,Caleb Ferguson,CIN,3,3,0,57,0,56,8.52,3.46,0.96,0.298,70.20%,,4.13,3.98,0.3
311,Eduard Bazardo,SEA,3,2,0,60,0,64,9.13,3.01,1.1,0.279,72.60%,,3.73,3.81,0.3
312,Erik Sabrowski,CLE,2,3,2,58,0,59.1,10.75,4.97,0.94,0.284,74.40%,,3.74,3.93,0.3
313,Blake Treinen,LAD,4,4,1,56,0,56.1,9.78,3.72,1.07,0.298,73.10%,,3.92,3.89,0.3
314,Danny Coulombe,,2,1,1,43,0,42.1,8.92,3.22,1.04,0.284,73.70%,,3.68,3.81,0.3
315,Tanner Gordon,COL,3,5,0,25,9,63.2,6.72,2.25,1.73,0.308,65.90%,,5.43,4.98,0.3
316,Mark Leiter Jr.,ATH,4,4,6,63,0,63.1,9.61,3.42,1.2,0.3,71.80%,,4.15,4.07,0.3
317,Tyler Kinley,ATL,4,4,2,59,0,59.2,9.52,3.66,1.15,0.289,70.70%,,4.16,4.02,0.3
318,Clarke Schmidt,NYY,2,1,0,12,3,27.1,8.86,3.05,1.14,0.279,71.90%,,3.88,3.99,0.3
319,Mitchell Parker,WSN,4,4,0,31,7,67.1,6.89,3.03,1.3,0.29,68.50%,,4.69,4.56,0.3
320,Hoby Milner,CHC,3,3,0,60,0,61.1,7.62,2.66,0.96,0.296,71.50%,,3.89,3.85,0.3
321,A.J. Puk,ARI,2,2,4,30,0,31.1,10.31,2.95,1.08,0.293,74.60%,,3.52,3.55,0.3
322,Kenley Jansen,DET,4,3,22,56,0,56.2,9.13,3.17,1.2,0.276,71.40%,,3.97,4,0.3
323,Logan Evans,SEA,4,4,0,11,11,58.1,6.69,3.24,1.21,0.281,68.60%,,4.55,4.62,0.3
324,Tony Santillan,CIN,3,3,5,65,0,66,9.38,3.96,1.2,0.289,72.60%,,4.15,4.29,0.3
325,Mason Englert,TBR,2,2,0,54,0,62,8.28,2.67,1.2,0.293,71.00%,,4.11,4.03,0.3
326,Thomas White,MIA,1,2,0,6,6,29.2,9.07,4.76,1.06,0.287,72.40%,,4.21,4.38,0.3
327,Christian Scott,NYM,1,1,0,20,3,31.1,8.61,2.51,1.22,0.283,70.40%,,4.01,3.95,0.3
328,Ryan Bergert,KCR,2,2,0,23,9,60,7.68,3.65,1.27,0.284,69.50%,,4.58,4.59,0.3
329,Eric Lauer,TOR,4,4,0,39,3,59,8.64,2.94,1.41,0.287,72.80%,,4.19,4.34,0.3
330,Jonathan Cannon,CHW,4,6,0,30,13,90.2,6.8,3.18,1.44,0.29,68.30%,,4.93,4.91,0.3
331,Riley O'Brien,STL,3,3,16,60,0,62.2,9.09,4.06,0.81,0.295,72.90%,,3.76,3.88,0.3
332,Yennier Cano,BAL,3,4,1,56,0,55,8.34,3.29,0.95,0.298,72.80%,,3.85,3.88,0.3
333,John Schreiber,KCR,3,3,1,63,0,61.1,8.27,3.25,1.06,0.292,71.00%,,4.08,4.05,0.3
334,Justin Martinez,ARI,1,2,2,23,0,23.2,10.98,5.03,0.57,0.294,73.80%,,3.42,3.39,0.3
335,Robert Stephenson,LAA,3,3,10,53,0,53.1,9.87,2.91,1.34,0.284,72.10%,,4,3.99,0.3
336,Juan Mejia,COL,3,3,3,61,0,64.1,9.17,4.07,1.11,0.307,69.50%,,4.55,4.28,0.3
337,Ben Joyce,LAA,2,2,9,40,0,42.1,9.86,3.89,0.93,0.286,72.80%,,3.7,3.76,0.3
338,Luis García,NYM,3,2,0,54,0,56,8.07,3.37,0.87,0.298,71.40%,,3.93,3.86,0.3
339,Jakob Junis,TEX,3,2,0,54,0,61.2,7.79,2.34,1.2,0.287,71.00%,,4.01,4.05,0.3
340,Brenan Hanifee,DET,2,3,0,51,0,55.2,6.68,2.52,0.87,0.299,71.00%,,3.92,3.87,0.3
341,Pierce Johnson,CIN,3,4,1,58,0,58.2,9.74,3.53,1.31,0.297,72.80%,,4.18,4.15,0.3
342,Justin Wrobleski,LAD,3,2,0,28,3,48.1,8.21,2.99,1.21,0.291,70.30%,,4.25,4.16,0.3
343,Dietrich Enns,BAL,3,3,0,48,0,59,8.32,2.95,1.2,0.304,72.10%,,4.19,4.12,0.3
344,Joey Wentz,ATL,3,4,0,33,5,58.1,8.68,3.74,1.2,0.307,70.20%,,4.58,4.27,0.3
345,Sam Moll,CIN,2,1,0,45,0,43,8.89,3.76,1.1,0.292,70.20%,,4.27,4.16,0.3
346,Gavin Stone,LAD,2,1,0,12,4,30,7.8,2.83,1.23,0.296,68.50%,,4.5,4.22,0.3
347,Spencer Turnbull,,2,3,0,8,7,39,6.92,3.78,1.22,0.296,68.50%,,4.87,4.78,0.3
348,Josiah Gray,WSN,5,8,0,20,20,111.2,7.76,3.77,1.6,0.288,65.90%,,5.37,5.11,0.3
349,Seranthony Domínguez,CHW,3,4,21,59,0,59.1,9.76,4.19,1.12,0.281,73.50%,,3.92,4.12,0.3
350,Erick Fedde,CHW,4,7,0,22,16,95.2,6.43,3.52,1.4,0.284,67.80%,,5,4.99,0.3
351,Anthony Bender,MIA,3,4,2,60,0,60.1,8.4,3.39,0.93,0.292,71.70%,,3.89,3.89,0.3
352,Mason Montgomery,PIT,2,3,2,57,0,59,9.65,3.95,1.02,0.301,72.80%,,3.98,3.9,0.3
353,Ryan Gusto,MIA,3,3,0,31,4,51.1,7.88,3.11,1.33,0.298,69.00%,,4.66,4.46,0.3
354,Ian Hamilton,ATL,2,2,0,47,0,49.1,9.25,3.94,0.93,0.298,72.60%,,3.91,3.88,0.3
355,Brock Stewart,LAD,2,2,0,33,0,33.1,10.39,3.56,1.17,0.292,72.80%,,3.91,3.88,0.3
356,Andrew Chafin,MIN,2,2,0,47,0,46.1,9.58,4.45,0.94,0.305,72.90%,,4.03,3.95,0.3
357,Keaton Winn,SFG,1,1,0,19,2,28.2,7.89,2.77,1.02,0.301,70.00%,,4.14,3.93,0.3
358,Yoendrys Gómez,TBR,3,2,0,35,4,58.1,8.86,3.69,1.25,0.282,70.70%,,4.3,4.38,0.3
359,Jordan Leasure,CHW,3,4,7,61,0,61.2,10.07,3.82,1.35,0.277,73.10%,,4.08,4.23,0.3
360,Coleman Crow,MIL,1,1,0,15,2,21.2,9.1,2.82,1.09,0.285,71.50%,,3.82,3.74,0.3
361,Carlos Estévez,KCR,4,4,32,62,0,63.2,8.12,3.13,1.2,0.281,70.70%,,4.16,4.24,0.3
362,Victor Vodnik,COL,4,4,16,59,0,63,8.62,4.39,0.95,0.312,71.50%,,4.37,4.16,0.3
363,Jordan Romano,LAA,3,4,3,55,0,55,9.47,3.4,1.33,0.291,69.90%,,4.4,4.24,0.3
364,Quinn Mathews,STL,2,3,0,8,8,40.2,7.94,5.35,1.01,0.286,72.40%,,4.41,4.75,0.3
365,Hunter Gaddis,CLE,3,3,5,62,0,65.2,8.73,2.76,1.24,0.279,73.40%,,3.81,4.06,0.3
366,Justin Lawrence,PIT,3,3,1,53,0,56.1,8.73,4.23,0.82,0.297,71.20%,,4.04,4.01,0.3
367,River Ryan,LAD,2,2,0,11,6,35.2,7.57,3.55,1.23,0.285,70.00%,,4.47,4.55,0.3
368,Keider Montero,DET,3,4,0,30,5,60.1,7.55,3.09,1.32,0.291,70.60%,,4.46,4.52,0.2
369,Josh White,MIA,2,2,0,36,0,39.2,9.36,3.79,0.97,0.295,71.50%,,3.99,3.85,0.2
370,Taijuan Walker,PHI,5,7,0,38,16,111.2,6.26,3.32,1.5,0.286,68.20%,,5.06,5.13,0.2
371,Cade Povich,BAL,1,2,0,13,3,25.1,8.95,3.23,1.24,0.294,70.70%,,4.26,4.1,0.2
372,Clayton Beeter,WSN,3,4,15,58,0,61.2,10.17,4.71,1.01,0.287,73.20%,,3.95,4.02,0.2
373,Josh Sborz,TEX,2,2,0,37,0,39,9.19,3.53,1.06,0.295,70.40%,,4.15,3.91,0.2
374,Jack Perkins,ATH,2,2,0,23,1,30.2,9.37,3.81,0.97,0.282,71.30%,,3.9,3.9,0.2
375,Ricky Tiedemann,TOR,1,1,0,14,3,25.2,9.68,4.42,1.07,0.293,71.50%,,4.22,4.2,0.2
376,Carson Whisenhunt,SFG,2,2,0,12,4,29,7.31,3.32,1.2,0.29,71.20%,,4.34,4.47,0.2
377,Ryan Fernandez,STL,3,3,0,49,0,51.1,9.09,4.16,0.97,0.297,71.20%,,4.17,4.01,0.2
378,Tyler Alexander,TEX,3,4,0,51,2,69.2,7.43,2.41,1.39,0.293,67.90%,,4.64,4.4,0.2
379,Cristian Mena,ARI,1,1,0,15,2,26,8.37,3.37,1.08,0.292,71.50%,,4.09,4.06,0.2
380,Brock Burke,CIN,4,2,1,59,0,60,8.19,2.96,1.22,0.294,71.10%,,4.22,4.18,0.2
381,Kevin Kelly,TBR,2,2,0,38,0,39.2,7.82,2.23,1.08,0.291,70.10%,,3.95,3.87,0.2
382,Kyle Hurt,LAD,1,1,0,15,3,31,9.03,3.94,1.19,0.289,72.80%,,4.14,4.27,0.2
383,Ryan Thompson,ARI,3,3,5,62,0,63.1,7.35,2.71,0.89,0.298,70.30%,,3.98,3.83,0.2
384,Evan Sisk,PIT,2,2,0,45,0,46,8.73,3.95,0.83,0.307,72.70%,,3.92,3.88,0.2
385,Blade Tidwell,SFG,2,2,0,19,3,36,7.81,3.61,1.22,0.292,70.20%,,4.5,4.51,0.2
386,Javier Assad,CHC,3,3,0,38,3,57.2,7.49,3.31,1.06,0.288,71.80%,,4.07,4.25,0.2
387,Drew Thorpe,CHW,2,3,0,9,8,44,6.84,3.3,1.42,0.277,68.50%,,4.77,4.86,0.2
388,Jason Foley,SFG,1,1,0,22,0,22,7.58,2.43,0.82,0.301,72.30%,,3.64,3.57,0.2
389,Kai-Wei Teng,HOU,2,2,0,22,3,35.2,9.01,3.94,1.05,0.294,68.00%,,4.5,4.28,0.2
390,Keegan Akin,BAL,4,3,2,61,0,64.1,9.09,3.32,1.23,0.289,73.00%,,4.01,4.09,0.2
391,Spencer Bivens,SFG,3,3,2,59,0,68,6.8,2.83,1.01,0.295,70.60%,,4.16,4.18,0.2
392,Greg Weissert,BOS,4,3,1,62,0,63.1,7.96,3.1,1.12,0.294,71.50%,,4.13,4.15,0.2
393,Gordon Graceffo,STL,3,3,0,51,0,61.2,7.3,2.88,0.99,0.3,68.50%,,4.34,4.01,0.2
394,Bryan Hudson,NYM,1,1,0,31,0,33.2,8.63,3.84,0.9,0.289,72.10%,,3.88,3.95,0.2
395,Huascar Brazobán,NYM,3,3,1,49,0,53,8.44,3.89,0.97,0.288,71.60%,,4.04,4.13,0.2
396,Kendry Rojas,MIN,2,2,0,25,1,31.2,8.38,3.58,0.99,0.304,71.00%,,4.2,4.02,0.2
397,Calvin Faucher,MIA,3,4,6,62,0,63.2,8.87,3.78,1,0.301,72.10%,,4.07,4.02,0.2
398,Ty Johnson,TBR,1,1,0,3,3,15.2,9.01,3.29,1.25,0.281,70.40%,,4.2,4.2,0.2
399,Colin Selby,BAL,2,2,0,42,0,44.2,9.1,3.7,0.98,0.295,71.80%,,3.98,3.9,0.2
400,Emerson Hancock,SEA,3,3,0,30,7,62.1,6.95,2.98,1.25,0.285,69.90%,,4.41,4.55,0.2
401,Jason Alexander,HOU,3,3,0,25,6,54,7,3.1,1.29,0.291,70.30%,,4.52,4.6,0.2
402,Jake Bird,NYY,2,2,0,50,0,53.2,9.06,3.71,0.98,0.294,71.10%,,4.05,3.99,0.2
403,DJ Herz,WSN,1,2,0,16,2,25.1,10.07,4.41,1.11,0.288,72.90%,,4.04,4.09,0.2
404,Jaden Hill,COL,3,3,0,50,0,52.1,8.71,3.52,1.13,0.305,69.50%,,4.47,4.23,0.2
405,Isaac Mattson,PIT,3,4,2,59,0,63,8.45,3.95,1.09,0.284,71.00%,,4.22,4.3,0.2
406,Kirby Yates,LAA,3,3,10,54,0,55,10.63,4.14,1.29,0.28,73.70%,,3.99,4.16,0.2
407,Grant Wolfram,BAL,2,2,0,33,0,35.2,8.37,3.88,0.97,0.301,70.20%,,4.32,4.11,0.2
408,Ryan Brasier,TEX,2,1,0,39,0,41,7.9,2.61,1.11,0.286,70.10%,,4.04,3.94,0.2
409,PJ Poulin,WSN,4,4,3,57,0,58,8.65,3.89,0.98,0.295,72.70%,,3.99,4.09,0.2
410,Félix Bautista,BAL,1,0,0,11,0,11.1,12.44,4.31,0.82,0.286,75.30%,,3.22,3.08,0.2
411,Ryan Yarbrough,NYY,3,2,0,42,3,63.2,7.27,2.65,1.3,0.279,70.10%,,4.27,4.47,0.2
