#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
387,Luke Maile,KCR,32,99,2,10,9,1,8.70%,28.00%,0.11,0.288,0.213,0.292,0.323,0.276,74,-0.1,-3.1,2,0.2
388,James Outman,MIN,55,199,6,24,21,4,9.30%,34.70%,0.162,0.289,0.203,0.289,0.365,0.288,82,0.1,-4,-0.7,0.2
389,Tommy Pham,,66,266,7,30,28,4,9.10%,22.50%,0.141,0.292,0.241,0.312,0.382,0.304,93,-0.5,-2.6,-4.3,0.2
390,Sebastian Walcott,TEX,20,83,2,9,8,2,7.60%,24.10%,0.124,0.287,0.228,0.291,0.352,0.283,81,0.2,-1.7,0.9,0.2
391,Tyler Austin,CHC,45,180,7,22,23,0,9.20%,24.70%,0.183,0.289,0.241,0.315,0.424,0.319,104,-0.4,0.4,-4.4,0.2
392,Andrew Knizner,SEA,30,109,2,11,10,0,7.00%,21.20%,0.1,0.258,0.214,0.285,0.314,0.268,76,-0.1,-3.3,1.6,0.2
393,Austin Hedges,CLE,42,142,3,12,12,1,7.80%,26.20%,0.109,0.235,0.188,0.259,0.296,0.248,57,-0.2,-7.4,4.6,0.2
394,Leody Taveras,BAL,24,90,2,10,9,4,6.60%,21.80%,0.129,0.275,0.232,0.283,0.361,0.281,79,0.2,-2,0.8,0.2
395,Dom Keegan,TBR,17,66,2,7,7,0,7.30%,27.70%,0.14,0.288,0.225,0.287,0.365,0.285,80,-0.1,-1.6,1.3,0.2
396,Jacob Melton,TBR,43,147,4,17,15,8,7.30%,27.70%,0.131,0.281,0.217,0.279,0.347,0.276,74,0.5,-4,0.9,0.2
397,Cody Freeman,TEX,47,182,4,19,19,2,5.60%,16.10%,0.121,0.263,0.237,0.282,0.358,0.279,78,-0.2,-4.8,0.4,0.2
398,Johnathan Rodríguez,CLE,43,159,5,17,18,1,8.40%,28.30%,0.151,0.31,0.237,0.305,0.388,0.303,94,-0.3,-1.4,-2.2,0.2
399,Luis Urías,,30,114,3,12,12,1,9.20%,19.10%,0.129,0.254,0.223,0.31,0.352,0.295,88,-0.1,-1.8,-0.1,0.2
400,Michael Helman,TEX,41,144,4,16,14,4,5.90%,23.30%,0.131,0.253,0.21,0.265,0.341,0.266,69,0.2,-5.1,2,0.2
401,Johan Rojas,PHI,48,171,2,19,14,9,5.40%,21.80%,0.1,0.294,0.235,0.282,0.335,0.272,70,0.9,-5.2,1.3,0.2
402,Jon Berti,,41,143,2,17,11,8,7.40%,21.20%,0.093,0.297,0.239,0.301,0.331,0.281,78,0.6,-3.2,0.2,0.2
403,Jake Bauers,MIL,87,315,12,37,38,8,11.70%,29.80%,0.176,0.271,0.211,0.308,0.387,0.306,96,-0.2,-1.8,-6.9,0.2
404,Enrique Hernández,LAD,55,204,7,23,24,1,6.90%,23.50%,0.154,0.264,0.224,0.28,0.379,0.287,82,-0.1,-4.6,-0.5,0.2
405,Elias Díaz,KCR,26,89,2,9,10,0,6.60%,24.20%,0.113,0.276,0.22,0.275,0.334,0.268,69,-0.2,-3.5,2.3,0.2
406,Ryan Bliss,SEA,27,99,2,11,9,5,7.70%,26.60%,0.125,0.279,0.216,0.286,0.341,0.278,83,0.2,-1.8,0.1,0.2
407,Brett Wisely,ATL,14,48,1,5,4,1,7.80%,23.40%,0.113,0.277,0.222,0.285,0.334,0.274,73,0,-1.6,1.7,0.2
408,Everson Pereira,CHW,57,219,8,27,25,4,8.20%,31.50%,0.171,0.29,0.219,0.291,0.39,0.298,89,-0.1,-2.9,-2.8,0.2
409,Reese McGuire,MIL,19,69,2,7,7,0,6.10%,23.40%,0.102,0.27,0.221,0.271,0.323,0.262,66,-0.1,-2.9,2.2,0.2
410,Orlando Arcia,MIN,38,137,3,13,13,0,6.40%,21.30%,0.115,0.264,0.222,0.274,0.338,0.269,69,-0.2,-5.2,2.1,0.2
411,Kameron Misner,KCR,18,66,2,7,6,2,10.30%,32.60%,0.131,0.292,0.205,0.289,0.336,0.278,76,0.1,-1.8,1.2,0.2
