#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
1,Aaron Judge,NYY,145,637,47,107,112,9,17.90%,24.60%,0.325,0.325,0.29,0.422,0.615,0.432,182,-1.5,60.1,-6.2,7.7
2,Bobby Witt Jr.,KCR,151,660,28,100,92,34,7.30%,17.10%,0.225,0.314,0.291,0.347,0.515,0.365,135,3.3,30.8,12,6.7
3,Shohei Ohtani,LAD,148,660,46,122,109,24,13.90%,24.20%,0.317,0.314,0.283,0.387,0.6,0.411,167,1.2,53.7,-14,6.3
4,Juan Soto,NYM,154,675,38,108,99,21,18.40%,17.90%,0.262,0.284,0.273,0.409,0.536,0.402,161,-0.2,48.3,-13.9,5.9
5,Gunnar Henderson,BAL,153,659,26,97,82,24,10.20%,21.20%,0.206,0.311,0.27,0.349,0.476,0.354,130,2.4,25.7,6.7,5.6
6,Julio Rodríguez,SEA,151,659,29,93,91,28,7.20%,22.10%,0.204,0.311,0.271,0.332,0.475,0.345,129,1.7,24.2,6.8,5.5
7,Cal Raleigh,SEA,150,624,39,85,101,8,12.10%,27.00%,0.263,0.251,0.229,0.328,0.492,0.347,130,-1.6,20.4,10,5.3
8,José Ramírez,CLE,151,649,28,92,89,33,9.80%,11.40%,0.213,0.27,0.273,0.347,0.486,0.353,129,2.1,24,1.1,4.9
9,Ketel Marte,ARI,142,622,29,89,87,5,11.00%,16.20%,0.224,0.289,0.275,0.361,0.499,0.367,136,-0.7,25.8,0.2,4.8
10,Fernando Tatis Jr.,SDP,148,646,28,98,81,26,10.90%,19.80%,0.209,0.301,0.27,0.355,0.478,0.359,131,1.8,25.5,-1.4,4.7
11,Ronald Acuña Jr.,ATL,144,630,28,106,78,25,13.60%,21.40%,0.214,0.324,0.28,0.385,0.493,0.379,145,2.2,35.6,-10.6,4.7
12,Kyle Tucker,LAD,143,620,30,94,88,23,13.60%,14.90%,0.23,0.274,0.269,0.371,0.499,0.372,140,1.1,30.5,-6.5,4.6
13,Francisco Lindor,NYM,140,618,25,91,76,22,8.90%,18.30%,0.19,0.282,0.258,0.335,0.449,0.339,118,0.9,13.8,8.8,4.5
14,Corey Seager,TEX,124,529,27,70,76,2,11.30%,18.60%,0.226,0.292,0.273,0.359,0.498,0.363,136,-1.5,21,3.7,4.4
15,Vladimir Guerrero Jr.,TOR,153,662,29,94,95,5,11.30%,13.70%,0.207,0.305,0.294,0.379,0.501,0.376,144,-1.3,33,-13,4.4
16,Corbin Carroll,ARI,138,603,26,97,77,32,10.50%,21.10%,0.236,0.291,0.257,0.344,0.493,0.357,129,4.7,25.5,-3.2,4.3
17,William Contreras,MIL,144,599,19,76,76,6,11.40%,19.30%,0.165,0.306,0.266,0.353,0.431,0.341,120,-1.2,13.2,8.9,4.3
18,Trea Turner,PHI,143,628,18,90,71,28,6.40%,18.10%,0.158,0.323,0.283,0.333,0.441,0.335,113,3.7,13.7,7.2,4.3
19,Will Smith,LAD,123,497,20,69,68,2,11.60%,19.50%,0.196,0.291,0.262,0.357,0.458,0.352,126,-1.5,14,10.8,4.3
20,Mookie Betts,LAD,142,621,21,89,81,9,10.60%,11.60%,0.182,0.273,0.268,0.349,0.45,0.346,122,-0.6,15.6,4.7,4.2
21,Zach Neto,LAA,148,634,27,86,75,27,7.00%,24.50%,0.199,0.298,0.251,0.322,0.451,0.333,113,1.6,11.1,7.3,4.1
22,Junior Caminero,TBR,148,631,36,84,103,6,6.80%,19.50%,0.238,0.283,0.27,0.322,0.508,0.352,127,-0.5,19.5,-0.9,4.1
23,Elly De La Cruz,CIN,149,640,23,93,77,41,9.50%,26.80%,0.19,0.329,0.258,0.332,0.449,0.335,110,4.2,11.9,6,4
24,Geraldo Perdomo,ARI,150,648,13,89,65,21,11.70%,13.40%,0.133,0.288,0.263,0.356,0.396,0.332,112,1,10.3,7.2,4
25,Yordan Alvarez,HOU,129,553,29,77,84,3,12.50%,16.90%,0.247,0.305,0.292,0.386,0.539,0.389,153,-1.5,33.2,-13.7,3.9
26,Jeremy Peña,HOU,146,633,18,82,69,19,5.90%,17.80%,0.149,0.311,0.273,0.328,0.422,0.326,110,1.2,8.3,7.5,3.8
27,Jackson Merrill,SDP,143,606,22,77,81,8,6.50%,19.60%,0.189,0.303,0.269,0.319,0.459,0.333,114,0.6,10.2,6.3,3.8
28,Wyatt Langford,TEX,142,613,24,84,74,23,11.70%,23.40%,0.198,0.296,0.25,0.343,0.448,0.342,122,1.3,17,-2.6,3.6
29,Pete Crow-Armstrong,CHC,147,617,23,84,78,33,5.60%,24.20%,0.19,0.292,0.246,0.296,0.436,0.314,100,3,3.1,11.3,3.6
30,Shea Langeliers,ATH,128,526,29,70,76,6,7.40%,22.70%,0.24,0.275,0.253,0.312,0.493,0.343,120,-0.4,12.1,4.6,3.5
31,Alex Bregman,CHC,149,641,23,80,79,2,10.20%,14.00%,0.174,0.264,0.253,0.337,0.427,0.333,113,-1.6,8.6,3.6,3.5
32,Bryce Harper,PHI,140,607,26,83,84,9,12.30%,21.30%,0.214,0.312,0.272,0.365,0.487,0.364,133,-0.2,23.7,-10.1,3.5
33,Matt Chapman,SFG,145,613,23,81,74,9,11.40%,24.70%,0.192,0.285,0.238,0.332,0.43,0.332,113,-0.5,8.7,3.6,3.4
34,Alejandro Kirk,TOR,122,484,15,52,63,1,9.70%,12.50%,0.154,0.277,0.267,0.341,0.421,0.332,114,-2.1,5.6,10.5,3.4
35,Willy Adames,SFG,152,649,27,84,84,11,10.70%,25.40%,0.191,0.275,0.232,0.317,0.422,0.321,105,-0.2,3.6,6.7,3.3
36,Gabriel Moreno,ARI,113,440,11,53,54,4,9.40%,17.30%,0.139,0.315,0.275,0.347,0.415,0.332,112,-0.4,6,11.5,3.3
37,Maikel Garcia,KCR,150,640,12,83,65,26,8.30%,14.90%,0.133,0.299,0.268,0.328,0.401,0.318,103,1.8,4.4,5.9,3.3
38,Jacob Wilson,ATH,138,578,11,72,64,6,5.50%,8.80%,0.122,0.307,0.293,0.339,0.416,0.329,111,-0.6,6.8,4.6,3.2
39,Adley Rutschman,BAL,138,559,17,64,64,1,10.70%,15.90%,0.158,0.271,0.249,0.332,0.407,0.323,108,-1.2,4.3,7.1,3.1
40,Byron Buxton,MIN,121,522,27,79,72,15,7.80%,27.20%,0.244,0.294,0.249,0.317,0.493,0.344,121,2,14.8,-2.2,3.1
41,Bo Bichette,NYM,139,608,17,75,77,5,6.30%,16.40%,0.151,0.319,0.285,0.333,0.436,0.333,113,-0.6,9.1,0.9,3.1
42,Nick Kurtz,ATH,142,577,37,94,95,3,9.40%,30.70%,0.276,0.32,0.261,0.334,0.537,0.368,137,-0.6,24.9,-13.9,3.1
43,Dansby Swanson,CHC,153,629,22,78,75,16,8.40%,25.30%,0.166,0.295,0.241,0.307,0.407,0.311,98,1.1,-0.3,9.5,3.1
44,Austin Riley,ATL,146,626,28,81,85,2,7.40%,26.10%,0.204,0.311,0.258,0.319,0.462,0.336,115,-0.9,10.3,-1.2,3.1
45,Freddie Freeman,LAD,143,617,22,84,84,8,10.50%,18.50%,0.191,0.314,0.278,0.361,0.47,0.356,129,-1.2,20,-10.9,3.1
46,Jazz Chisholm Jr.,NYY,140,585,28,79,76,32,9.60%,26.60%,0.207,0.282,0.238,0.316,0.445,0.328,110,2.4,9.5,0.2,3
47,Roman Anthony,BOS,141,610,19,85,68,11,12.30%,25.10%,0.174,0.338,0.265,0.36,0.439,0.349,121,-0.1,14.7,-6.8,3
48,Brendan Donovan,SEA,131,564,13,64,57,5,8.50%,13.90%,0.133,0.293,0.267,0.34,0.4,0.325,115,-1.1,8.8,0.7,3
49,Rafael Devers,SFG,150,650,30,88,91,2,12.70%,24.60%,0.218,0.298,0.253,0.353,0.471,0.352,126,-1.5,18.6,-11.9,2.9
50,Riley Greene,DET,148,630,28,82,89,4,8.90%,28.00%,0.207,0.322,0.257,0.327,0.464,0.34,118,-0.8,12.8,-5.8,2.9
51,Kyle Schwarber,PHI,150,657,42,97,104,6,14.80%,28.10%,0.267,0.26,0.23,0.351,0.497,0.363,133,-1.9,23.5,-17.3,2.9
52,Manny Machado,SDP,147,628,26,78,88,9,8.10%,19.40%,0.187,0.289,0.262,0.323,0.449,0.332,113,-0.7,8.6,-1.8,2.9
53,Yainer Diaz,HOU,130,519,20,58,68,1,4.30%,17.30%,0.176,0.291,0.269,0.302,0.445,0.32,105,-0.6,2.7,7.5,2.9
54,Brice Turang,MIL,149,633,15,80,67,29,9.10%,20.80%,0.134,0.308,0.257,0.326,0.391,0.314,101,2.3,3.4,3.5,2.9
55,Pete Alonso,BAL,153,655,36,85,103,2,9.10%,22.90%,0.239,0.276,0.252,0.333,0.492,0.351,128,-2.1,19.3,-14,2.8
56,Matt Olson,ATL,154,666,29,87,93,1,11.90%,24.00%,0.209,0.289,0.247,0.342,0.457,0.344,121,-1.8,14.8,-9.1,2.8
57,Andy Pages,LAD,140,574,23,73,76,10,6.10%,22.10%,0.189,0.294,0.256,0.31,0.445,0.325,108,0,5.3,2.8,2.8
58,Gleyber Torres,DET,148,635,17,79,68,5,11.10%,17.20%,0.144,0.289,0.257,0.343,0.401,0.327,110,-1.7,5.7,-0.2,2.8
59,Masyn Winn,STL,144,611,13,72,60,14,6.70%,18.10%,0.129,0.289,0.25,0.305,0.379,0.3,90,0.8,-6.1,12.6,2.8
60,Nico Hoerner,CHC,146,607,7,74,56,26,6.30%,9.30%,0.095,0.298,0.278,0.333,0.373,0.311,98,2.1,0.8,5.8,2.8
61,Carlos Correa,HOU,129,546,16,64,63,0,8.90%,19.70%,0.15,0.306,0.264,0.332,0.413,0.325,109,-0.9,4.8,3.2,2.7
62,Brent Rooker,ATH,150,640,33,87,96,6,9.40%,25.40%,0.232,0.311,0.264,0.339,0.496,0.357,130,-0.9,21.8,-16.7,2.7
63,Xander Bogaerts,SDP,137,569,13,68,58,17,8.10%,17.50%,0.129,0.302,0.264,0.327,0.394,0.315,101,1.1,1.7,5.3,2.7
64,Jackson Chourio,MIL,145,629,23,86,83,24,6.20%,20.30%,0.191,0.305,0.269,0.316,0.46,0.332,114,2,12.3,-7,2.7
65,Luke Keaschall,MIN,126,536,11,70,56,24,9.20%,17.10%,0.134,0.308,0.267,0.347,0.401,0.329,110,0.9,7.4,0.1,2.7
66,J.T. Realmuto,PHI,121,474,14,55,54,7,6.50%,24.10%,0.157,0.311,0.253,0.311,0.409,0.313,99,-0.4,-1.3,11,2.6
67,CJ Abrams,WSN,141,613,18,81,64,30,6.30%,19.30%,0.163,0.284,0.248,0.31,0.411,0.313,100,2.7,2.7,2.4,2.6
68,Michael Harris II,ATL,138,567,20,68,70,18,4.40%,19.40%,0.172,0.299,0.265,0.301,0.437,0.316,102,1.3,2.5,4,2.6
69,James Wood,WSN,146,630,24,82,80,16,11.60%,29.60%,0.194,0.344,0.258,0.347,0.453,0.345,122,0.4,16.8,-13.3,2.5
70,Michael Busch,CHC,141,589,29,78,79,4,10.10%,25.10%,0.227,0.291,0.249,0.334,0.476,0.348,124,-1.3,15.2,-10.6,2.5
71,Oneil Cruz,PIT,127,533,21,70,64,28,10.30%,29.90%,0.197,0.308,0.237,0.32,0.434,0.325,106,2.7,6.5,0.1,2.5
72,J.P. Crawford,SEA,145,601,11,65,55,6,11.40%,19.40%,0.114,0.288,0.241,0.333,0.355,0.308,103,-0.8,1.3,2.2,2.5
73,Steven Kwan,CLE,147,646,9,81,54,18,8.90%,9.10%,0.1,0.289,0.272,0.34,0.372,0.315,103,1.1,3.2,-1.4,2.5
74,Drake Baldwin,ATL,129,513,20,61,73,1,8.90%,17.50%,0.179,0.282,0.259,0.33,0.438,0.334,114,-1,7.2,-0.5,2.4
75,Cody Bellinger,NYY,139,594,23,77,80,11,8.30%,15.00%,0.183,0.268,0.257,0.32,0.44,0.326,109,0.2,6.3,-2.7,2.4
76,Taylor Ward,BAL,148,630,27,80,83,5,10.30%,24.40%,0.2,0.283,0.242,0.325,0.442,0.332,115,-1.4,9.5,-7.5,2.4
77,Max Muncy,LAD,112,454,21,61,64,3,14.60%,24.50%,0.218,0.25,0.222,0.344,0.44,0.34,119,-1.3,8.7,-0.8,2.4
78,Marcus Semien,NYM,137,579,18,73,67,9,9.00%,16.50%,0.157,0.26,0.24,0.311,0.397,0.309,97,0.1,-1.8,5.4,2.4
79,Jose Altuve,HOU,139,599,20,77,69,12,8.40%,17.10%,0.162,0.289,0.262,0.329,0.424,0.327,110,-0.5,6.6,-4.2,2.4
80,Bryson Stott,PHI,141,574,13,68,60,24,8.70%,16.50%,0.134,0.287,0.255,0.322,0.389,0.311,97,1.9,-0.1,4,2.4
81,Tyler Soderstrom,ATH,140,585,24,72,78,5,8.60%,23.50%,0.195,0.3,0.256,0.325,0.451,0.334,114,-0.7,9.2,-6,2.4
82,Kyle Stowers,MIA,139,576,25,69,83,5,9.90%,28.30%,0.207,0.304,0.243,0.326,0.451,0.335,114,-0.4,8.9,-5,2.4
83,Ezequiel Tovar,COL,147,627,20,78,72,8,4.90%,24.90%,0.173,0.323,0.262,0.301,0.435,0.316,88,-0.1,-8.6,10.7,2.3
84,Ian Happ,CHC,146,631,21,80,75,8,12.50%,23.60%,0.177,0.288,0.239,0.339,0.416,0.331,112,-0.7,8.2,-6.7,2.3
85,Ben Rice,NYY,132,542,27,74,75,4,9.90%,21.10%,0.225,0.268,0.247,0.331,0.472,0.346,122,-0.9,13.3,-9,2.3
86,Seiya Suzuki,CHC,139,599,25,75,84,8,10.70%,25.20%,0.205,0.306,0.255,0.336,0.46,0.343,120,-1,13.3,-11.1,2.3
87,Xavier Edwards,MIA,135,580,4,69,44,27,8.30%,14.50%,0.079,0.322,0.277,0.339,0.356,0.308,95,2.2,-1.2,4.4,2.3
88,Yandy Díaz,TBR,142,616,19,73,74,2,9.30%,15.00%,0.157,0.314,0.287,0.358,0.444,0.349,124,-1.7,16,-14.5,2.3
89,Brandon Nimmo,TEX,144,622,21,78,72,9,9.40%,22.00%,0.172,0.293,0.25,0.329,0.422,0.328,112,-0.3,8.2,-7.2,2.3
90,George Springer,TOR,131,568,24,82,71,14,10.20%,19.30%,0.197,0.286,0.26,0.342,0.457,0.346,123,0.7,16.3,-13.5,2.3
91,Dillon Dingler,DET,110,417,12,45,49,1,6.30%,25.20%,0.153,0.301,0.242,0.3,0.395,0.302,93,-0.5,-4.2,12.1,2.3
92,Kazuma Okamoto,TOR,126,523,22,62,70,2,9.30%,18.50%,0.195,0.26,0.243,0.322,0.439,0.328,111,-0.9,5.8,-1.6,2.3
93,Trent Grisham,NYY,125,522,23,70,63,5,12.80%,25.00%,0.201,0.253,0.22,0.326,0.42,0.327,109,-0.5,5.2,-0.8,2.3
94,Salvador Perez,KCR,141,579,27,61,88,0,5.10%,20.50%,0.198,0.273,0.25,0.3,0.449,0.319,104,-2.8,-0.2,2.5,2.2
95,Bo Naylor,CLE,121,448,17,51,52,4,10.20%,24.90%,0.18,0.257,0.218,0.301,0.398,0.305,96,-0.5,-2.7,9.1,2.2
96,Isaac Paredes,HOU,114,483,19,59,61,1,11.20%,16.90%,0.187,0.255,0.241,0.341,0.428,0.337,117,-1.1,8.7,-3.9,2.2
97,Jakob Marsee,MIA,132,572,12,71,56,34,11.00%,21.90%,0.138,0.291,0.237,0.33,0.375,0.313,98,2.4,1.4,0.9,2.2
98,Trevor Story,BOS,136,575,20,72,72,23,6.10%,27.30%,0.165,0.314,0.248,0.3,0.413,0.308,93,1.7,-3.3,4.8,2.2
99,Ryan Jeffers,MIN,125,501,16,57,57,3,9.20%,21.10%,0.161,0.283,0.243,0.326,0.404,0.32,104,-1.1,1.4,2.6,2.2
100,Ceddanne Rafaela,BOS,141,558,16,70,63,20,4.60%,21.60%,0.16,0.296,0.251,0.293,0.412,0.304,90,1.2,-5.3,7.3,2.2
101,Otto Lopez,MIA,136,563,12,63,61,16,6.80%,15.30%,0.126,0.297,0.265,0.318,0.391,0.309,96,0.6,-2.2,4.5,2.2
102,Brandon Lowe,PIT,125,534,23,68,72,4,8.20%,25.70%,0.196,0.286,0.242,0.308,0.438,0.322,104,-0.8,1.7,1.5,2.1
103,Mike Trout,LAA,118,502,24,65,64,3,13.60%,29.90%,0.219,0.297,0.235,0.347,0.454,0.344,121,-1,11.1,-7.5,2.1
104,Lawrence Butler,ATH,136,562,21,73,65,18,8.60%,26.20%,0.183,0.295,0.241,0.306,0.423,0.316,102,1.4,2.5,-0.8,2.1
105,Austin Wells,NYY,117,441,18,49,57,4,8.20%,24.70%,0.187,0.256,0.222,0.292,0.409,0.303,93,-0.3,-3.8,9.7,2.1
106,Josh Naylor,SEA,144,607,22,73,86,17,8.30%,14.80%,0.17,0.276,0.262,0.327,0.431,0.326,116,0,11.1,-11.4,2.1
107,Kyle Teel,CHW,116,467,13,56,49,7,10.70%,25.60%,0.146,0.316,0.248,0.334,0.394,0.321,105,-0.6,2.3,2.5,2.1
108,Randy Arozarena,SEA,152,651,23,85,73,24,9.80%,26.20%,0.173,0.289,0.233,0.329,0.406,0.323,114,-0.2,10.2,-12.1,2.1
109,Colton Cowser,BAL,129,518,21,65,62,13,9.50%,31.50%,0.189,0.3,0.227,0.31,0.416,0.316,104,0.7,2.9,-0.2,2.1
110,Konnor Griffin,PIT,97,403,10,53,46,18,6.20%,24.50%,0.14,0.322,0.257,0.317,0.397,0.312,97,0.8,-0.5,7.5,2.1
111,Jarren Duran,BOS,140,607,17,81,69,23,8.00%,23.40%,0.179,0.321,0.26,0.327,0.439,0.331,109,3,9.1,-9.7,2.1
112,Alec Bohm,PHI,133,562,14,64,70,3,6.50%,15.70%,0.14,0.302,0.273,0.323,0.413,0.319,103,-1,0.8,0.8,2.1
113,Daulton Varsho,TOR,133,545,26,71,74,8,7.80%,26.00%,0.217,0.254,0.223,0.288,0.44,0.312,100,0,0.1,1.2,2.1
114,Wilyer Abreu,BOS,125,505,22,64,70,8,10.10%,24.80%,0.206,0.289,0.245,0.324,0.451,0.333,110,-0.3,5.4,-2.8,2
115,Andrés Giménez,TOR,138,558,11,63,55,20,5.60%,17.50%,0.117,0.281,0.245,0.305,0.362,0.293,87,1.2,-7.3,8,2
116,Iván Herrera,STL,126,534,17,66,64,9,9.90%,20.10%,0.159,0.312,0.268,0.353,0.427,0.342,119,-0.1,12.1,-10.3,2
117,Jordan Westburg,BAL,95,401,16,55,51,4,6.30%,22.50%,0.193,0.303,0.261,0.316,0.453,0.332,115,-0.3,6.6,-0.7,2
118,Jackson Holliday,BAL,114,485,13,64,47,13,9.90%,22.20%,0.147,0.302,0.248,0.328,0.395,0.317,105,-0.1,2.6,0.3,2
119,Francisco Alvarez,NYM,112,430,19,51,57,1,9.10%,25.80%,0.196,0.274,0.233,0.312,0.429,0.321,105,-0.7,1.9,3,2
120,Luis Robert Jr.,NYM,128,522,20,66,61,29,7.50%,28.10%,0.171,0.293,0.234,0.297,0.405,0.304,93,1.1,-3.1,4.7,2
121,Colson Montgomery,CHW,130,550,23,61,70,2,8.50%,29.50%,0.186,0.274,0.219,0.296,0.405,0.305,94,-0.6,-4.5,5,2
122,Kevin McGonigle,DET,79,319,10,40,38,7,10.00%,14.50%,0.175,0.269,0.254,0.33,0.429,0.329,111,-0.2,3.9,4.1,1.9
123,Carson Kelly,CHC,95,364,12,40,42,2,9.30%,20.30%,0.152,0.266,0.234,0.312,0.386,0.307,96,-1,-2.9,9.2,1.9
124,Willson Contreras,BOS,133,560,22,70,74,5,9.30%,25.30%,0.19,0.307,0.251,0.342,0.441,0.341,115,-1.3,8.9,-9.7,1.9
125,Vinnie Pasquantino,KCR,147,630,26,74,93,1,8.20%,14.70%,0.199,0.266,0.259,0.324,0.458,0.335,115,-1.9,9.2,-12.3,1.9
126,Jonathan Aranda,TBR,136,567,20,69,74,2,9.90%,25.30%,0.172,0.323,0.26,0.344,0.432,0.337,116,-2.2,8.8,-9.9,1.9
127,Jeff McNeil,ATH,132,536,12,60,57,4,8.10%,12.70%,0.142,0.275,0.257,0.328,0.399,0.317,103,-1.4,0.2,-0.3,1.8
128,Miguel Vargas,CHW,138,579,19,71,66,7,10.30%,19.30%,0.172,0.261,0.233,0.319,0.405,0.317,102,-0.5,1.1,-2.7,1.8
129,Caleb Durbin,BOS,132,526,10,62,53,21,6.60%,10.80%,0.127,0.269,0.254,0.325,0.381,0.311,95,1.1,-2.2,2,1.8
130,JJ Wetherholt,STL,119,490,10,56,48,11,9.30%,17.80%,0.124,0.286,0.247,0.326,0.371,0.309,97,0.1,-1.9,3.1,1.8
131,Matt Wallner,MIN,117,481,24,60,63,5,10.60%,30.70%,0.235,0.284,0.226,0.326,0.461,0.34,118,-0.8,9.5,-8.2,1.8
132,Ozzie Albies,ATL,140,588,17,69,71,11,7.30%,14.80%,0.156,0.266,0.249,0.308,0.405,0.31,97,0.1,-1.9,0,1.8
133,Hunter Goodman,COL,139,560,28,71,86,2,6.00%,26.10%,0.228,0.296,0.253,0.304,0.481,0.334,101,-0.8,-0.1,-1.1,1.8
134,Christian Yelich,MIL,135,577,19,74,74,16,11.00%,23.90%,0.162,0.317,0.258,0.344,0.42,0.332,114,1.2,10.9,-12.8,1.8
135,Brenton Doyle,COL,138,563,18,70,65,21,6.30%,26.60%,0.165,0.312,0.249,0.298,0.414,0.307,83,1.5,-10.2,8.5,1.7
136,Teoscar Hernández,LAD,132,554,26,71,83,6,6.20%,26.40%,0.206,0.311,0.259,0.311,0.465,0.332,113,-1,7.4,-9.2,1.7
137,Nolan Arenado,ARI,133,555,16,60,69,3,6.80%,13.80%,0.147,0.267,0.252,0.306,0.399,0.305,94,-0.8,-5.1,3.6,1.7
138,Jake Cronenworth,SDP,141,576,14,64,61,4,10.70%,19.90%,0.143,0.276,0.235,0.331,0.378,0.314,100,-0.7,-0.4,-2.2,1.7
139,TJ Friedl,CIN,132,571,13,68,54,11,10.00%,16.80%,0.133,0.273,0.242,0.333,0.374,0.314,96,0.3,-2.4,0.2,1.7
140,Colt Keith,DET,121,490,15,63,54,3,8.90%,20.90%,0.167,0.3,0.257,0.326,0.424,0.325,108,0.1,5,-5.2,1.7
141,Anthony Volpe,NYY,111,451,14,54,48,16,7.40%,24.20%,0.166,0.276,0.229,0.291,0.395,0.298,90,1.3,-4.2,5.5,1.7
142,Carlos Narváez,BOS,108,411,12,43,44,2,9.10%,26.70%,0.148,0.289,0.228,0.303,0.376,0.298,86,-0.7,-7.5,9.8,1.7
143,Matt McLain,CIN,131,541,17,67,56,16,9.20%,28.10%,0.16,0.306,0.235,0.313,0.395,0.31,93,0.7,-3.6,1.9,1.7
144,Ryan McMahon,NYY,117,474,16,53,51,3,11.30%,31.50%,0.164,0.293,0.218,0.309,0.382,0.304,93,-0.6,-4.3,4.6,1.7
145,Chase Meidroth,CHW,124,531,7,62,39,13,10.20%,15.10%,0.088,0.29,0.252,0.339,0.34,0.306,95,-0.3,-3.3,1.4,1.6
146,Luis Arraez,SFG,139,608,4,68,54,8,5.20%,4.00%,0.083,0.305,0.299,0.339,0.382,0.315,101,-0.2,0.6,-5.3,1.6
147,Jonathan India,KCR,126,532,12,64,52,6,10.20%,19.30%,0.138,0.286,0.244,0.337,0.382,0.319,104,-0.3,2.3,-4.6,1.6
148,Jake Meyers,HOU,118,462,9,54,43,13,7.80%,20.70%,0.123,0.295,0.245,0.312,0.368,0.3,92,0.5,-4,3.8,1.6
149,Carter Jensen,KCR,105,392,12,46,47,4,9.60%,25.00%,0.168,0.298,0.241,0.316,0.409,0.315,101,-0.2,0.2,2.1,1.6
150,Luis García Jr.,WSN,124,505,15,59,62,14,5.50%,15.80%,0.154,0.289,0.265,0.306,0.419,0.312,99,-0.1,-0.6,-0.6,1.6
151,Josh Jung,TEX,128,522,17,56,62,4,5.50%,25.50%,0.156,0.304,0.247,0.292,0.402,0.301,93,-1.2,-5.2,2.8,1.6
152,Sal Frelick,MIL,132,548,8,66,52,19,8.10%,14.20%,0.106,0.294,0.261,0.327,0.367,0.307,96,0.9,-1.5,-1.3,1.6
153,Ernie Clement,TOR,140,553,10,64,56,9,4.40%,10.30%,0.122,0.275,0.262,0.297,0.384,0.295,89,0.2,-7.3,3.6,1.6
154,Brandon Marsh,PHI,120,468,13,57,51,11,9.70%,28.10%,0.156,0.34,0.256,0.33,0.412,0.323,105,0.3,3.4,-3.7,1.6
155,Freddy Fermin,SDP,117,430,9,43,41,2,6.40%,19.80%,0.113,0.281,0.239,0.292,0.352,0.283,79,-0.4,-11.1,11.8,1.6
156,Spencer Torkelson,DET,147,614,27,75,79,2,10.40%,26.10%,0.203,0.276,0.232,0.319,0.435,0.326,109,-0.7,5.7,-11.6,1.6
157,Evan Carter,TEX,106,418,11,52,43,17,9.60%,22.60%,0.15,0.287,0.236,0.321,0.386,0.311,100,1,1,-0.2,1.6
158,Joey Ortiz,MIL,131,511,9,57,51,12,6.90%,17.40%,0.123,0.277,0.241,0.298,0.364,0.29,85,0.7,-8.3,6.4,1.6
159,Bryan Reynolds,PIT,146,632,18,74,74,5,8.70%,24.10%,0.159,0.314,0.254,0.326,0.413,0.322,104,-0.7,2.5,-8.4,1.6
160,Royce Lewis,MIN,122,492,19,56,63,10,7.20%,21.40%,0.177,0.275,0.243,0.299,0.42,0.31,98,0,-1.4,-0.5,1.5
161,Patrick Bailey,SFG,127,474,9,47,48,2,7.40%,26.40%,0.114,0.287,0.221,0.282,0.335,0.273,72,-0.7,-16.5,15.4,1.5
162,Munetaka Murakami,CHW,133,546,28,69,75,8,13.10%,32.20%,0.215,0.276,0.217,0.326,0.432,0.329,111,-0.7,6.2,-10.2,1.5
163,Logan O'Hoppe,LAA,117,451,19,47,53,2,6.70%,28.40%,0.178,0.283,0.23,0.289,0.407,0.302,91,-1.4,-6,5,1.5
164,Jurickson Profar,ATL,138,591,18,75,67,9,11.20%,16.30%,0.157,0.275,0.25,0.344,0.407,0.331,112,-0.7,7.5,-12.7,1.5
165,Chase DeLauter,CLE,106,458,12,52,50,3,9.00%,18.70%,0.147,0.277,0.244,0.313,0.39,0.307,98,-0.7,-2,0.6,1.5
166,Ramón Laureano,SDP,127,518,19,66,65,9,7.10%,26.60%,0.183,0.303,0.245,0.311,0.428,0.32,105,-0.8,2.1,-5.4,1.5
167,Lars Nootbaar,STL,121,515,15,61,52,6,11.80%,20.20%,0.158,0.281,0.242,0.335,0.401,0.322,106,-0.1,3.6,-6.8,1.4
168,Sean Murphy,ATL,83,321,13,37,40,0,9.70%,27.40%,0.184,0.269,0.22,0.313,0.405,0.314,100,-0.5,-0.4,3.9,1.4
169,Jared Triolo,PIT,126,498,9,56,44,13,10.00%,22.80%,0.121,0.303,0.241,0.322,0.363,0.304,92,0.1,-4.8,2.2,1.4
170,Josh Smith,TEX,125,513,10,59,45,9,9.30%,19.10%,0.122,0.283,0.239,0.325,0.361,0.305,96,-0.2,-2.6,-1.1,1.4
171,Jorge Polanco,NYM,123,506,21,61,68,5,9.20%,20.50%,0.188,0.274,0.247,0.32,0.435,0.326,109,-0.8,4.5,-7.8,1.4
172,Tyler Stephenson,CIN,108,425,14,48,52,1,9.60%,28.40%,0.163,0.304,0.235,0.315,0.398,0.312,94,-0.9,-3.7,3.2,1.4
173,Tommy Edman,LAD,109,441,12,55,50,9,6.40%,17.60%,0.148,0.27,0.243,0.297,0.391,0.299,90,0.6,-4.4,3,1.4
174,Jung Hoo Lee,SFG,137,569,8,65,55,9,7.60%,11.20%,0.128,0.289,0.267,0.327,0.394,0.315,101,0.2,1.1,-7,1.4
175,Addison Barger,TOR,115,470,17,56,60,4,8.10%,24.30%,0.183,0.285,0.239,0.305,0.422,0.314,101,-0.5,0.2,-3,1.4
